_CustomObjectKey,automationinstancestatus
1882,Stopped
1883,Stopped
1884,Stopped
1885,Stopped
1886,Stopped
1887,Stopped
1888,Stopped
1889,Stopped
1890,Stopped
1891,Stopped
1892,Stopped
1893,Stopped
1894,Stopped
1895,Stopped
1896,Stopped
1897,Stopped
1898,Stopped
1899,Stopped
1900,Stopped
1901,Stopped
1902,Stopped
1903,Stopped
1904,Stopped
1905,Stopped
1906,Stopped
1907,Stopped
1908,Stopped
1909,Stopped
1910,Stopped
1911,Stopped
1912,Stopped
1913,Stopped
1914,Stopped
1915,Stopped
1916,Stopped
1917,Stopped
1918,Stopped
1919,Stopped
1920,Stopped
1921,Stopped
1922,Stopped
1923,Stopped
1924,Stopped
1925,Stopped
1926,Stopped
1927,Stopped
1928,Stopped
1929,Stopped
1930,Stopped
1931,Stopped
1932,Stopped
1933,Stopped
1934,Stopped
1935,Stopped
1936,Stopped
1937,Stopped
1938,Stopped
1939,Stopped
1940,Stopped
1941,Stopped
1942,Stopped
1943,Stopped
1944,Stopped
1945,Stopped
1946,Stopped
1947,Stopped
1948,Stopped
1949,Stopped
1950,Stopped
1951,Stopped
1952,Stopped
1953,Stopped
1954,Stopped
1955,Stopped
1956,Stopped
1957,Stopped
1958,Stopped
1959,Complete
1960,Stopped
1961,Stopped
1962,Stopped
1963,Stopped
1964,Stopped
1965,Stopped
1966,Stopped
1967,Stopped
1968,Stopped
1969,Stopped
1970,Stopped
1971,Stopped
1972,Stopped
1973,Stopped
1974,Stopped
1975,Stopped
1976,Stopped
1977,Stopped
1978,Stopped
1979,Stopped
1980,Stopped
1981,Stopped
1982,Stopped
1983,Stopped
1984,Stopped
1985,Stopped
1986,Stopped
1987,Stopped
1988,Stopped
1989,Stopped
1990,Stopped
1991,Stopped
1992,Stopped
1993,Stopped
1994,Stopped
1995,Stopped
1996,Stopped
1997,Stopped
1998,Stopped
1999,Stopped
2000,Stopped
2001,Stopped
2002,Complete
2003,Stopped
2004,Stopped
2005,Stopped
2006,Stopped
2007,Stopped
2008,Stopped
2009,Stopped
2010,Stopped
2011,Stopped
2012,Stopped
2013,Stopped
2014,Stopped
2015,Stopped
2016,Stopped
2017,Stopped
2018,Stopped
2019,Stopped
2020,Stopped
2021,Stopped
2022,Complete
2023,Complete
2024,Stopped
2025,Stopped
2026,Stopped
2027,Stopped
2028,Stopped
2029,Stopped
2030,Stopped
2031,Stopped
2032,Stopped
2033,Stopped
2034,Stopped
2035,Complete
2036,Complete
2037,Complete
2038,Complete
2039,Complete
2040,Complete
2041,Complete
2042,Complete
2043,Complete
2044,Complete
2045,Stopped
2046,Stopped
2047,Stopped
2048,Stopped
2049,Stopped
2050,Stopped
2051,Stopped
2052,Stopped
2053,Stopped
2054,Stopped
2055,Stopped
2056,Stopped
2057,Stopped
2058,Stopped
2059,Stopped
2060,Stopped
2061,Stopped
2062,Stopped
2063,Stopped
2064,Stopped
2065,Stopped
2066,Stopped
2067,Stopped
2068,Stopped
2069,Stopped
2070,Stopped
2071,Stopped
2072,Stopped
2073,Stopped
2074,Stopped
2075,Stopped
2076,Stopped
2077,Stopped
2078,Stopped
2079,Stopped
2080,Stopped
2081,Stopped
2082,Stopped
2083,Stopped
2084,Stopped
2085,Stopped
2086,Stopped
2087,Stopped
2088,Stopped
2089,Stopped
2090,Stopped
2091,Stopped
2092,Stopped
2093,Stopped
2094,Stopped
2095,Stopped
2096,Stopped
2097,Stopped
2098,Stopped
2099,Stopped
2100,Stopped
2101,Stopped
2102,Stopped
2103,Stopped
2104,Stopped
2105,Stopped
2106,Stopped
2107,Stopped
2108,Stopped
2109,Stopped
2110,Stopped
2111,Complete
2112,Stopped
2113,Stopped
2114,Stopped
2115,Stopped
2116,Stopped
2117,Stopped
2118,Stopped
2119,Stopped
2120,Stopped
2121,Stopped
2122,Stopped
2123,Stopped
2124,Stopped
2125,Stopped
2126,Stopped
2127,Stopped
2128,Stopped
2129,Stopped
2130,Stopped
2131,Stopped
2132,Stopped
2133,Stopped
2134,Stopped
2135,Stopped
2136,Complete
2137,Stopped
2138,Stopped
2139,Stopped
2140,Stopped
2141,Stopped
2142,Stopped
2143,Stopped
2144,Stopped
2145,Stopped
2146,Stopped
2147,Stopped
2148,Stopped
2149,Stopped
2150,Stopped
2151,Stopped
2152,Stopped
2153,Stopped
2154,Stopped
2155,Stopped
2156,Stopped
2157,Stopped
2158,Stopped
2159,Stopped
2160,Stopped
2161,Stopped
2162,Stopped
2163,Stopped
2164,Stopped
2165,Stopped
2166,Stopped
2167,Stopped
2168,Stopped
2169,Stopped
2170,Stopped
2171,Stopped
2172,Stopped
2173,Stopped
2174,Stopped
2175,Stopped
2176,Stopped
2177,Stopped
2178,Stopped
2179,Stopped
2180,Stopped
2181,Stopped
2182,Stopped
2183,Stopped
2184,Stopped
2185,Stopped
2186,Stopped
2187,Stopped
2188,Stopped
2189,Stopped
2190,Stopped
2191,Stopped
2192,Stopped
2193,Stopped
2194,Stopped
2195,Stopped
2196,Stopped
2197,Stopped
2198,Stopped
2199,Stopped
2200,Stopped
2201,Stopped
2202,Stopped
2203,Stopped
2204,Stopped
2205,Stopped
2206,Stopped
2207,Stopped
2208,Stopped
2209,Stopped
2210,Stopped
2211,Stopped
2212,Stopped
2213,Stopped
2214,Stopped
2215,Stopped
2216,Stopped
2217,Stopped
2218,Stopped
2219,Stopped
2220,Stopped
2221,Stopped
2222,Stopped
2223,Stopped
2224,Stopped
2225,Stopped
2226,Stopped
2227,Stopped
2228,Stopped
2229,Stopped
2230,Stopped
2231,Stopped
2232,Stopped
2233,Stopped
2234,Stopped
2235,Stopped
2236,Stopped
2237,Stopped
2238,Stopped
2239,Stopped
2240,Stopped
2241,Stopped
2242,Stopped
2243,Stopped
2244,Stopped
2245,Stopped
2246,Stopped
2247,Stopped
2248,Stopped
2249,Stopped
2250,Stopped
2251,Stopped
2252,Stopped
2253,Skipped
2254,Skipped
2255,Stopped
2256,Stopped
2257,Stopped
2258,Stopped
2259,Stopped
2260,Stopped
2261,Stopped
2262,Stopped
2263,Stopped
2264,Stopped
2265,Stopped
2266,Skipped
2267,Skipped
2268,Stopped
2269,Stopped
2270,Stopped
2271,Stopped
2272,Stopped
2273,Stopped
2274,Stopped
2275,Stopped
2276,Stopped
2277,Stopped
2278,Stopped
2279,Stopped
2280,Stopped
2281,Stopped
2282,Stopped
2283,Stopped
2284,Stopped
2285,Stopped
2286,Stopped
2287,Stopped
2288,Stopped
2289,Stopped
2290,Stopped
2291,Stopped
2292,Stopped
2293,Stopped
2294,Stopped
2295,Stopped
2296,Stopped
2297,Stopped
2298,Stopped
2299,Complete
2300,Complete
2301,Complete
2302,Complete
2303,Stopped
2304,Stopped
2305,Stopped
2306,Stopped
2307,Stopped
2308,Stopped
2309,Complete
2310,Complete
2311,Complete
2312,Complete
2313,Complete
2314,Complete
2315,Complete
2316,Complete
2317,Stopped
2318,Stopped
2319,Stopped
2320,Stopped
2321,Stopped
2322,Stopped
2323,Stopped
2324,Stopped
2325,Stopped
2326,Stopped
2327,Stopped
2328,Stopped
2329,Stopped
2330,Stopped
2331,Stopped
2332,Stopped
2333,Stopped
2334,Stopped
2335,Stopped
2336,Stopped
2337,Stopped
2338,Stopped
2339,Stopped
2340,Stopped
2341,Stopped
2342,Stopped
2343,Stopped
2344,Stopped
2345,Stopped
2346,Stopped
2347,Stopped
2348,Stopped
2349,Stopped
2350,Stopped
2351,Stopped
2352,Stopped
2353,Stopped
2354,Stopped
2355,Stopped
2356,Stopped
2357,Stopped
2358,Stopped
2359,Stopped
2360,Stopped
2361,Stopped
2362,Stopped
2363,Stopped
2364,Stopped
2365,Stopped
2366,Stopped
2367,Stopped
2368,Stopped
2369,Stopped
2370,Stopped
2371,Stopped
2372,Stopped
2373,Stopped
2374,Stopped
2375,Stopped
2376,Stopped
2377,Stopped
2378,Stopped
2379,Stopped
2380,Stopped
2381,Stopped
2382,Stopped
2383,Stopped
2384,Stopped
2385,Stopped
2386,Stopped
2387,Stopped
2388,Stopped
2389,Stopped
2390,Stopped
2391,Stopped
2392,Stopped
2393,Stopped
2394,Stopped
2395,Stopped
2396,Stopped
2397,Stopped
2398,Stopped
2399,Stopped
2400,Stopped
2401,Stopped
2402,Stopped
2403,Stopped
2404,Stopped
2405,Stopped
2406,Stopped
2407,Error
2408,Error
2409,Error
2410,Error
2411,Stopped
2412,Stopped
2413,Stopped
2414,Stopped
2415,Stopped
2416,Stopped
2417,Stopped
2418,Stopped
2419,Stopped
2420,Stopped
2421,Stopped
2422,Stopped
2423,Stopped
2424,Stopped
2425,Stopped
2426,Stopped
2427,Stopped
2428,Stopped
2429,Stopped
2430,Stopped
2431,Stopped
2432,Stopped
2433,Stopped
2434,Stopped
2435,Stopped
2436,Stopped
2437,Stopped
2438,Stopped
2439,Stopped
2440,Stopped
2441,Stopped
2442,Stopped
2443,Stopped
2444,Stopped
2445,Stopped
2446,Stopped
2447,Stopped
2448,Stopped
2449,Stopped
2450,Stopped
2451,Stopped
2452,Stopped
2453,Stopped
2454,Stopped
2455,Stopped
2456,Stopped
2457,Stopped
2458,Stopped
2459,Stopped
2460,Stopped
2461,Stopped
2462,Stopped
2463,Stopped
2464,Stopped
2465,Stopped
2466,Stopped
2467,Stopped
2468,Stopped
2469,Stopped
2470,Stopped
2471,Stopped
2472,Stopped
2473,Stopped
2474,Stopped
2475,Stopped
2476,Stopped
2477,Stopped
2478,Stopped
2479,Stopped
2480,Stopped
2481,Stopped
2482,Stopped
2483,Stopped
2484,Stopped
2485,Stopped
2486,Stopped
2487,Stopped
2488,Stopped
2489,Stopped
2490,Stopped
2491,Stopped
2492,Stopped
2493,Stopped
2494,Stopped
2495,Stopped
2496,Stopped
2497,Stopped
2498,Stopped
2499,Stopped
2500,Stopped
2501,Stopped
