_CustomObjectKey,ID,HC_Classificacao__c
1302642,a0i6g000006OsUOAA0,Ex-cliente
1302643,a0i6g000006PAYAAA4,Ex-cliente
1302644,a0i6g000006PPeUAAW,Ex-cliente
1302645,a0i6g000006PqsCAAS,Ex-cliente
1302646,a0i6g000006QbypAAC,Ex-cliente
1302647,a0i6g000006RXu3AAG,Ex-cliente
1302648,a0i6g000006SDldAAG,Ex-cliente
1302649,a0i6g000006V5fYAAS,Ex-cliente
1302650,a0i6g000006V5gKAAS,Ex-cliente
1302651,a0i6g000006V6EMAA0,Ex-cliente
1302652,a0i6g000006V6NKAA0,Ex-cliente
1302653,a0i6g000006V6xQAAS,Ex-cliente
1302654,a0i6g000006V6xSAAS,Ex-cliente
1302655,a0i6g000006V6yUAAS,Ex-cliente
1302656,a0i6g000006V7DMAA0,Ex-cliente
1302657,a0i6g000006VomSAAS,Ex-cliente
1302658,a0i6g000006VonmAAC,Ex-cliente
1302659,a0i6g000006VovzAAC,Ex-cliente
1302660,a0i6g000006Vp23AAC,Ex-cliente
1302661,a0i6g000006VpM6AAK,Ex-cliente
1302662,a0i6g000006VpPGAA0,Ex-cliente
1302663,a0i6g000006Vq0QAAS,Ex-cliente
1302664,a0i6g0000089QZnAAM,Ex-cliente
1302665,a0i6g000006NibpAAC,Ex-cliente
1302666,a0i6g000006NirYAAS,Ex-cliente
1302667,a0i6g000006Nis8AAC,Ex-cliente
1302668,a0i6g000006Nj6UAAS,Ex-cliente
1302669,a0i6g000006Nj6YAAS,Ex-cliente
1302670,a0i6g000006NjOvAAK,Ex-cliente
1302671,a0i6g000006NjPdAAK,Ex-cliente
1302672,a0i6g000006NjQNAA0,Ex-cliente
1302673,a0i6g000006NjQWAA0,Ex-cliente
1302674,a0i6g000006NnHwAAK,Ex-cliente
1302675,a0i6g000006NqGUAA0,Ex-cliente
1302676,a0i6g000006NqVCAA0,Ex-cliente
1302677,a0i6g000006NqVTAA0,Ex-cliente
1302678,a0i6g000006NqVlAAK,Ex-cliente
1302679,a0i6g000006NqX2AAK,Ex-cliente
1302680,a0i6g000006NqnrAAC,Ex-cliente
1302681,a0i6g000006NqoAAAS,Ex-cliente
1302682,a0i6g000006NsEDAA0,Ex-cliente
1302683,a0i6g000006NsEEAA0,Ex-cliente
1302684,a0i6g000006O65lAAC,Ex-cliente
1302685,a0i6g000006OoqhAAC,Ex-cliente
1302686,a0i6g000006PBpuAAG,Ex-cliente
1302687,a0i6g000006PQKWAA4,Ex-cliente
1302688,a0i6g000006PS0lAAG,Ex-cliente
1302689,a0i6g000006PgfYAAS,Ex-cliente
1302690,a0i6g000006Q1UHAA0,Ex-cliente
1302691,a0i6g000006QkV2AAK,Ex-cliente
1302692,a0i6g000006QprMAAS,Ex-cliente
1302693,a0i6g000006SEHxAAO,Ex-cliente
1302694,a0i6g000006TOoVAAW,Ex-cliente
1302695,a0i6g000006TTzNAAW,Ex-cliente
1302696,a0i6g000006V5gAAAS,Ex-cliente
1302697,a0i6g000006V6EYAA0,Ex-cliente
1302698,a0i6g000006V6WjAAK,Ex-cliente
1302699,a0i6g000006V6jxAAC,Ex-cliente
1302700,a0i6g000006V6z1AAC,Ex-cliente
1302701,a0i6g000006V7BSAA0,Ex-cliente
1302702,a0i6g000006VozLAAS,Ex-cliente
1302703,a0i6g000006Vp7SAAS,Ex-cliente
1302704,a0i6g000006Vp8iAAC,Ex-cliente
1302705,a0i6g000006Vp8jAAC,Ex-cliente
1302706,a0i6g000006VpLoAAK,Ex-cliente
1302707,a0i6g000006VpuXAAS,Ex-cliente
1302708,a0i6g0000089QGKAA2,Ex-cliente
1302709,a0i6g0000089QOrAAM,Ex-cliente
1302710,a0i6g0000089QYyAAM,Ex-cliente
1302711,a0i6g0000089QZFAA2,Ex-cliente
1302712,a0i6g0000089QcEAAU,Ex-cliente
1302713,a0i6g0000089zOYAAY,Ex-cliente
1302714,a0i6g000008JEnKAAW,Ex-cliente
1302715,a0i6g00000ANMlYAAX,Ex-cliente
1302716,a0i6g00000B7ZrjAAF,Ex-cliente
1302717,a0i6g00000BBbabAAD,Ex-cliente
1302718,a0i6g00000BSF9bAAH,Ex-cliente
1302719,a0i6g000006NiZwAAK,Ex-cliente
1302720,a0i6g000006NiarAAC,Ex-cliente
1302721,a0i6g000006NibeAAC,Ex-cliente
1302722,a0i6g000006Nir5AAC,Ex-cliente
1302723,a0i6g000006Nj8BAAS,Ex-cliente
1302724,a0i6g000006NqEuAAK,Ex-cliente
1302725,a0i6g000006NqFMAA0,Ex-cliente
1302726,a0i6g000006NqHEAA0,Ex-cliente
1302727,a0i6g000006NqHRAA0,Ex-cliente
1302728,a0i6g000006NqWGAA0,Ex-cliente
1302729,a0i6g000006Nqo2AAC,Ex-cliente
1302730,a0i6g000006O9cnAAC,Ex-cliente
1302731,a0i6g000006OBPCAA4,Ex-cliente
1302732,a0i6g000006PBioAAG,Ex-cliente
1302733,a0i6g000006PPXmAAO,Ex-cliente
1302734,a0i6g000006PlhaAAC,Ex-cliente
1302735,a0i6g000006Q1UIAA0,Ex-cliente
1302736,a0i6g000006R8qkAAC,Ex-cliente
1302737,a0i6g000006RMKeAAO,Ex-cliente
1302738,a0i6g000006Rk6BAAS,Ex-cliente
1302739,a0i6g000006UiDrAAK,Ex-cliente
1302740,a0i6g000006V5qCAAS,Ex-cliente
1302741,a0i6g000006V6E4AAK,Ex-cliente
1302742,a0i6g000006V6XdAAK,Ex-cliente
1302743,a0i6g000006V6kXAAS,Ex-cliente
1302744,a0i6g000006VojKAAS,Ex-cliente
1302745,a0i6g000006VoteAAC,Ex-cliente
1302746,a0i6g000006Vp8mAAC,Ex-cliente
1302747,a0i6g000006VpFOAA0,Ex-cliente
1302748,a0i6g0000089QQ5AAM,Ex-cliente
1302749,a0i6g000008Gg6eAAC,Ex-cliente
1302750,a0i6g000008zMoGAAU,Ex-cliente
1302751,a0i6g000009CxqxAAC,Ex-cliente
1302752,a0i6g00000AA0geAAD,Ex-cliente
1302753,a0i6g00000Axb14AAB,Ex-cliente
1302754,a0i6g00000BwebTAAR,Ex-cliente
1302755,a0i6g00000EhdeLAAR,Ex-cliente
1302756,a0i6g00000EhdhtAAB,Ex-cliente
1302757,a0i6g00000EhfwSAAR,Ex-cliente
1302758,a0i6g000006EbF3AAK,Ex-cliente
1302759,a0i6g000006G7nCAAS,Ex-cliente
1302760,a0i6g000006GCJ0AAO,Ex-cliente
1302761,a0i6g000006Ie7WAAS,Ex-cliente
1302762,a0i6g000006IyQJAA0,Ex-cliente
1302763,a0i6g000006JQC9AAO,Ex-cliente
1302764,a0i6g000006KsKeAAK,Ex-cliente
1302765,a0i6g000006LL0iAAG,Ex-cliente
1302766,a0i6g000006LLvuAAG,Ex-cliente
1302767,a0i6g000006LM16AAG,Ex-cliente
1302768,a0i6g000006LtKAAA0,Ex-cliente
1302769,a0i6g000006MY0yAAG,Ex-cliente
1302770,a0i6g000006Mz26AAC,Ex-cliente
1302771,a0i6g000006NCDHAA4,Ex-cliente
1302772,a0i6g000006NJxMAAW,Ex-cliente
1302773,a0i6g00000BSnuwAAD,Ex-cliente
1302774,a0i6g00000Ehfu7AAB,Ex-cliente
1302775,a0i6g00000EhfvUAAR,Ex-cliente
1302776,a0i6g00000EhfzbAAB,Ex-cliente
1302777,a0i6g00000EhfzvAAB,Ex-cliente
1302778,a0i6g00000Ehh4qAAB,Ex-cliente
1302779,a0i6g00000EhhCLAAZ,Ex-cliente
1302780,a0i6g00000EhhFZAAZ,Ex-cliente
1302781,a0i6g000005RFiWAAW,Ex-cliente
1302782,a0i6g000006DS66AAG,Ex-cliente
1302783,a0i6g000006DjLBAA0,Ex-cliente
1302784,a0i6g000006EAwHAAW,Ex-cliente
1302785,a0i6g000006G9qsAAC,Ex-cliente
1302786,a0i6g000006GHWWAA4,Ex-cliente
1302787,a0i6g000006JxLmAAK,Ex-cliente
1302788,a0i6g000006Kj8gAAC,Ex-cliente
1302789,a0i6g000006LNsFAAW,Ex-cliente
1302790,a0i6g000006MoNdAAK,Ex-cliente
1302791,a0i6g000006MzNYAA0,Ex-cliente
1302792,a0i6g000006NIPzAAO,Ex-cliente
1302793,a0i6g000006NNM6AAO,Ex-cliente
1302794,a0i6g000006NNRuAAO,Ex-cliente
1302795,a0i6g000006NPabAAG,Ex-cliente
1302796,a0i6g000006NUWgAAO,Ex-cliente
1302797,a0i6g000006NWgkAAG,Ex-cliente
1302798,a0i6g000006NWhmAAG,Ex-cliente
1302799,a0i6g000006NWiaAAG,Ex-cliente
1302800,a0i6g000006NWizAAG,Ex-cliente
1302801,a0i6g000006NYwAAAW,Ex-cliente
1302802,a0i6g000006NaDLAA0,Ex-cliente
1302803,a0i6g000006NaSZAA0,Ex-cliente
1302804,a0i6g000006NguLAAS,Ex-cliente
1302805,a0i6g000006NgupAAC,Ex-cliente
1302806,a0i6g000006Ngv4AAC,Ex-cliente
1302807,a0i6g000006NgvWAAS,Ex-cliente
1302808,a0i6g000006NgvmAAC,Ex-cliente
1302809,a0i6g000006NgwVAAS,Ex-cliente
1302810,a0i6g000006NhHAAA0,Ex-cliente
1302811,a0i6g000006NhI9AAK,Ex-cliente
1302812,a0i6g000006NhIJAA0,Ex-cliente
1302813,a0i6g000006NhINAA0,Ex-cliente
1302814,a0i6g000006NhWLAA0,Ex-cliente
1302815,a0i6g000006NhWtAAK,Ex-cliente
1302816,a0i6g000006NhXHAA0,Ex-cliente
1302817,a0i6g000006NhkMAAS,Ex-cliente
1302818,a0i6g000006NhlEAAS,Ex-cliente
1302819,a0i6g000006NhlXAAS,Ex-cliente
1302820,a0i6g000006NiI0AAK,Ex-cliente
1302821,a0i6g000006NiaJAAS,Ex-cliente
1302822,a0i6g000006NiaWAAS,Ex-cliente
1302823,a0i6g000006NiqgAAC,Ex-cliente
1302824,a0i6g000006Nir6AAC,Ex-cliente
1302825,a0i6g000006Nis2AAC,Ex-cliente
1302826,a0i6g000006Nj7XAAS,Ex-cliente
1302827,a0i6g000008W4K0AAK,Ex-cliente
1302828,a0i6g00000AUYb2AAH,Ex-cliente
1302829,a0i6g00000AY4xgAAD,Ex-cliente
1302830,a0i6g00000BSKIxAAP,Ex-cliente
1302831,a0i6g00000BTkK8AAL,Ex-cliente
1302832,a0i6g00000BU1uOAAT,Ex-cliente
1302833,a0i6g00000Bv7K8AAJ,Ex-cliente
1302834,a0i6g00000EhfO6AAJ,Ex-cliente
1302835,a0i6g00000EhfxQAAR,Ex-cliente
1302836,a0i6g00000EhfyxAAB,Ex-cliente
1302837,a0i6g00000EhhPtAAJ,Ex-cliente
1302838,a0i6g000006DsMmAAK,Ex-cliente
1302839,a0i6g000006DvgOAAS,Ex-cliente
1302840,a0i6g000006G7oXAAS,Ex-cliente
1302841,a0i6g000006Hn6kAAC,Ex-cliente
1302842,a0i6g000006INYjAAO,Ex-cliente
1302843,a0i6g000006Iv9qAAC,Ex-cliente
1302844,a0i6g000006JOhwAAG,Ex-cliente
1302845,a0i6g000006JPhWAAW,Ex-cliente
1302846,a0i6g000006JxLlAAK,Ex-cliente
1302847,a0i6g000006KDM7AAO,Ex-cliente
1302848,a0i6g000006KaDjAAK,Ex-cliente
1302849,a0i6g000006KcJaAAK,Ex-cliente
1302850,a0i6g000006LuidAAC,Ex-cliente
1302851,a0i6g000006NWNOAA4,Ex-cliente
1302852,a0i6g000006NWOiAAO,Ex-cliente
1302853,a0i6g000006NWiOAAW,Ex-cliente
1302854,a0i6g000006NgtzAAC,Ex-cliente
1302855,a0i6g000006Ngu3AAC,Ex-cliente
1302856,a0i6g000006Ngv9AAC,Ex-cliente
1302857,a0i6g000006NgvXAAS,Ex-cliente
1302858,a0i6g000006NhGSAA0,Ex-cliente
1302859,a0i6g000006NhHKAA0,Ex-cliente
1302860,a0i6g000006NhIqAAK,Ex-cliente
1302861,a0i6g000006NhJ0AAK,Ex-cliente
1302862,a0i6g000006NhJ1AAK,Ex-cliente
1302863,a0i6g000006NhVEAA0,Ex-cliente
1302864,a0i6g000006NhXJAA0,Ex-cliente
1302865,a0i6g000006Nhl7AAC,Ex-cliente
1302866,a0i6g000006NhlzAAC,Ex-cliente
1302867,a0i6g000006NhyuAAC,Ex-cliente
1302868,a0i6g000006Nhz4AAC,Ex-cliente
1302869,a0i6g000006NiHCAA0,Ex-cliente
1302870,a0i6g000006NiYuAAK,Ex-cliente
1302871,a0i6g000006NibOAAS,Ex-cliente
1302872,a0i6g000006NibVAAS,Ex-cliente
1302873,a0i6g000006NiptAAC,Ex-cliente
1302874,a0i6g000006Niq7AAC,Ex-cliente
1302875,a0i6g000006NiqhAAC,Ex-cliente
1302876,a0i6g000006NirsAAC,Ex-cliente
1302877,a0i6g000006NirxAAC,Ex-cliente
1302878,a0i6g000006NisBAAS,Ex-cliente
1302879,a0i6g000006NisUAAS,Ex-cliente
1302880,a0i6g000006Nj8dAAC,Ex-cliente
1302881,a0i6g000008dVp3AAE,Ex-cliente
1302882,a0i6g00000ANIz8AAH,Ex-cliente
1302883,a0i6g00000BvlEjAAJ,Ex-cliente
1302884,a0i6g00000EhdiDAAR,Ex-cliente
1302885,a0i6g00000EhfvtAAB,Ex-cliente
1302886,a0i6g00000EhfxLAAR,Ex-cliente
1302887,a0i6g00000EhfyOAAR,Ex-cliente
1302888,a0i6g00000Ehg05AAB,Ex-cliente
1302889,a0i6g00000EhhJWAAZ,Ex-cliente
1302890,a0i6g000006DafBAAS,Ex-cliente
1302891,a0i6g000006DpVcAAK,Ex-cliente
1302892,a0i6g000006GBtEAAW,Ex-cliente
1302893,a0i6g000006HRR1AAO,Ex-cliente
1302894,a0i6g000006K423AAC,Ex-cliente
1302895,a0i6g000006K5GEAA0,Ex-cliente
1302896,a0i6g000006KcgRAAS,Ex-cliente
1302897,a0i6g000006MSxEAAW,Ex-cliente
1302898,a0i6g000006MUDbAAO,Ex-cliente
1302899,a0i6g000006MYsRAAW,Ex-cliente
1302900,a0i6g000006NWiZAAW,Ex-cliente
1302901,a0i6g000006NgtnAAC,Ex-cliente
1302902,a0i6g000006NguZAAS,Ex-cliente
1302903,a0i6g000006NgwYAAS,Ex-cliente
1302904,a0i6g000006NhGzAAK,Ex-cliente
1302905,a0i6g000006NhHrAAK,Ex-cliente
1302906,a0i6g000006NhIeAAK,Ex-cliente
1302907,a0i6g000006NhImAAK,Ex-cliente
1302908,a0i6g000006NhY5AAK,Ex-cliente
1302909,a0i6g000006NhjlAAC,Ex-cliente
1302910,a0i6g000006NhjwAAC,Ex-cliente
1302911,a0i6g000006NhmAAAS,Ex-cliente
1302912,a0i6g000006NhmZAAS,Ex-cliente
1302913,a0i6g000006NhyvAAC,Ex-cliente
1302914,a0i6g000006NhzAAAS,Ex-cliente
1302915,a0i6g000006NiHYAA0,Ex-cliente
1302916,a0i6g000006NiZdAAK,Ex-cliente
1302917,a0i6g000006NiauAAC,Ex-cliente
1302918,a0i6g000006Nib6AAC,Ex-cliente
1302919,a0i6g000006NibEAAS,Ex-cliente
1302920,a0i6g000006NibFAAS,Ex-cliente
1302921,a0i6g000006NibIAAS,Ex-cliente
1302922,a0i6g000006NibUAAS,Ex-cliente
1302923,a0i6g000006NibXAAS,Ex-cliente
1302924,a0i6g000006NiqTAAS,Ex-cliente
1302925,a0i6g000006NisjAAC,Ex-cliente
1302926,a0i6g000006NqGQAA0,Ex-cliente
1302927,a0i6g000006NqHMAA0,Ex-cliente
1302928,a0i6g000006NqUvAAK,Ex-cliente
1302929,a0i6g000006NqVEAA0,Ex-cliente
1302930,a0i6g000006NqneAAC,Ex-cliente
1302931,a0i6g000006NqniAAC,Ex-cliente
1302932,a0i6g000006OA8BAAW,Ex-cliente
1302933,a0i6g000006OnCJAA0,Ex-cliente
1302934,a0i6g000006PAk9AAG,Ex-cliente
1302935,a0i6g000006NWNsAAO,Ex-cliente
1302936,a0i6g000006NWPAAA4,Ex-cliente
1302937,a0i6g000006NWiRAAW,Ex-cliente
1302938,a0i6g000006NgvkAAC,Ex-cliente
1302939,a0i6g000006NhGLAA0,Ex-cliente
1302940,a0i6g000006NhHEAA0,Ex-cliente
1302941,a0i6g000006NhHSAA0,Ex-cliente
1302942,a0i6g000006NhHXAA0,Ex-cliente
1302943,a0i6g000006NhIKAA0,Ex-cliente
1302944,a0i6g000006NhW7AAK,Ex-cliente
1302945,a0i6g000006NhX3AAK,Ex-cliente
1302946,a0i6g000006NhXhAAK,Ex-cliente
1302947,a0i6g000006Nhk2AAC,Ex-cliente
1302948,a0i6g000006NhkaAAC,Ex-cliente
1302949,a0i6g000006NhlKAAS,Ex-cliente
1302950,a0i6g000006NhlgAAC,Ex-cliente
1302951,a0i6g000006NhmKAAS,Ex-cliente
1302952,a0i6g000006NhySAAS,Ex-cliente
1302953,a0i6g000006NiZ4AAK,Ex-cliente
1302954,a0i6g000006NiqDAAS,Ex-cliente
1302955,a0i6g000006NisiAAC,Ex-cliente
1302956,a0i6g000006Nj82AAC,Ex-cliente
1302957,a0i6g000006Nj8oAAC,Ex-cliente
1302958,a0i6g000006NjNWAA0,Ex-cliente
1302959,a0i6g000006NjOEAA0,Ex-cliente
1302960,a0i6g000006NjOPAA0,Ex-cliente
1302961,a0i6g000006NjOqAAK,Ex-cliente
1302962,a0i6g000006NjPHAA0,Ex-cliente
1302963,a0i6g000006NqGFAA0,Ex-cliente
1302964,a0i6g000006NqH1AAK,Ex-cliente
1302965,a0i6g000006NqH4AAK,Ex-cliente
1302966,a0i6g000006NqH6AAK,Ex-cliente
1302967,a0i6g000006NqVRAA0,Ex-cliente
1302968,a0i6g000006NqWtAAK,Ex-cliente
1302969,a0i6g000006NqnyAAC,Ex-cliente
1302970,a0i6g000006Nr2RAAS,Ex-cliente
1302971,a0i6g000006NrFJAA0,Ex-cliente
1302972,a0i6g000006NruCAAS,Ex-cliente
1302973,a0i6g000006OnbYAAS,Ex-cliente
1302974,a0i6g000006OsFXAA0,Ex-cliente
1302975,a0i6g000006Ot2RAAS,Ex-cliente
1302976,a0i6g000006PPduAAG,Ex-cliente
1302977,a0i6g000006R8qoAAC,Ex-cliente
1302978,a0i6g000006RXbLAAW,Ex-cliente
1302979,a0i6g000006TpFjAAK,Ex-cliente
1302980,a0i6g000006UkcqAAC,Ex-cliente
1302981,a0i6g000006UqGyAAK,Ex-cliente
1302982,a0i6g000006V5pSAAS,Ex-cliente
1302983,a0i6g000006V5q8AAC,Ex-cliente
1302984,a0i6g000006V6DoAAK,Ex-cliente
1302985,a0i6g000006V6xDAAS,Ex-cliente
1302986,a0i6g000006V6z0AAC,Ex-cliente
1302987,a0i6g000006V7CcAAK,Ex-cliente
1302988,a0i6g000006VSV8AAO,Ex-cliente
1302989,a0i6g000006NjNrAAK,Ex-cliente
1302990,a0i6g000006NjO6AAK,Ex-cliente
1302991,a0i6g000006NjP2AAK,Ex-cliente
1302992,a0i6g000006NqElAAK,Ex-cliente
1302993,a0i6g000006NqFLAA0,Ex-cliente
1302994,a0i6g000006NqFUAA0,Ex-cliente
1302995,a0i6g000006NqGOAA0,Ex-cliente
1302996,a0i6g000006NqHFAA0,Ex-cliente
1302997,a0i6g000006NqHlAAK,Ex-cliente
1302998,a0i6g000006NqV2AAK,Ex-cliente
1302999,a0i6g000006NqWDAA0,Ex-cliente
1303000,a0i6g000006NqX5AAK,Ex-cliente
1303001,a0i6g000006NqX9AAK,Ex-cliente
1303002,a0i6g000006NqoDAAS,Ex-cliente
1303003,a0i6g000006Nr2ZAAS,Ex-cliente
1303004,a0i6g000006OUzLAAW,Ex-cliente
1303005,a0i6g000006Op4rAAC,Ex-cliente
1303006,a0i6g000006P8uEAAS,Ex-cliente
1303007,a0i6g000006PtRJAA0,Ex-cliente
1303008,a0i6g000006Q4CoAAK,Ex-cliente
1303009,a0i6g000006QGTcAAO,Ex-cliente
1303010,a0i6g000006QHZNAA4,Ex-cliente
1303011,a0i6g000006QbxAAAS,Ex-cliente
1303012,a0i6g000006QgvBAAS,Ex-cliente
1303013,a0i6g000006QyPvAAK,Ex-cliente
1303014,a0i6g000006R94dAAC,Ex-cliente
1303015,a0i6g000006T89yAAC,Ex-cliente
1303016,a0i6g000006TvMKAA0,Ex-cliente
1303017,a0i6g000006Twh6AAC,Ex-cliente
1303018,a0i6g000006V4IVAA0,Ex-cliente
1303019,a0i6g000006V5pEAAS,Ex-cliente
1303020,a0i6g000006V5q5AAC,Ex-cliente
1303021,a0i6g000006V5qRAAS,Ex-cliente
1303022,a0i6g000006V6ESAA0,Ex-cliente
1303023,a0i6g000006V6MCAA0,Ex-cliente
1303024,a0i6g000006V6NHAA0,Ex-cliente
1303025,a0i6g000006V6iMAAS,Ex-cliente
1303026,a0i6g000006V6woAAC,Ex-cliente
1303027,a0i6g000006V7C7AAK,Ex-cliente
1303028,a0i6g000006V7DKAA0,Ex-cliente
1303029,a0i6g000006VpciAAC,Ex-cliente
1303030,a0i6g000006Vpf3AAC,Ex-cliente
1303031,a0i6g000006VpjRAAS,Ex-cliente
1303032,a0i6g000006VpkBAAS,Ex-cliente
1303033,a0i6g000006VqEzAAK,Ex-cliente
1303034,a0i6g000006VqKVAA0,Ex-cliente
1303035,a0i6g000006VqMRAA0,Ex-cliente
1303036,a0i6g000006VqPtAAK,Ex-cliente
1303037,a0i6g000006VqRHAA0,Ex-cliente
1303038,a0i6g000006bRvhAAE,Ex-cliente
1303039,a0i6g000007Ngx4AAC,Ex-cliente
1303040,a0i6g0000089QQtAAM,Ex-cliente
1303041,a0i6g0000089QcOAAU,Ex-cliente
1303042,a0i6g00000A7d1hAAB,Ex-cliente
1303043,a0i6g000006Nj7dAAC,Ex-cliente
1303044,a0i6g000006NjNYAA0,Ex-cliente
1303045,a0i6g000006NnX0AAK,Ex-cliente
1303046,a0i6g000006NqFEAA0,Ex-cliente
1303047,a0i6g000006NqFzAAK,Ex-cliente
1303048,a0i6g000006NqGKAA0,Ex-cliente
1303049,a0i6g000006NqVZAA0,Ex-cliente
1303050,a0i6g000006NqVbAAK,Ex-cliente
1303051,a0i6g000006NqVqAAK,Ex-cliente
1303052,a0i6g000006NqVuAAK,Ex-cliente
1303053,a0i6g000006NqWOAA0,Ex-cliente
1303054,a0i6g000006NqWsAAK,Ex-cliente
1303055,a0i6g000006NqoHAAS,Ex-cliente
1303056,a0i6g000006NrwVAAS,Ex-cliente
1303057,a0i6g000006OD4CAAW,Ex-cliente
1303058,a0i6g000006OTo1AAG,Ex-cliente
1303059,a0i6g000006OYFHAA4,Ex-cliente
1303060,a0i6g000006P4AvAAK,Ex-cliente
1303061,a0i6g000006PCffAAG,Ex-cliente
1303062,a0i6g000006PXrBAAW,Ex-cliente
1303063,a0i6g000006Q1IgAAK,Ex-cliente
1303064,a0i6g000006QeFEAA0,Ex-cliente
1303065,a0i6g000006R8qVAAS,Ex-cliente
1303066,a0i6g000006R8qbAAC,Ex-cliente
1303067,a0i6g000006RxvsAAC,Ex-cliente
1303068,a0i6g000006UjDaAAK,Ex-cliente
1303069,a0i6g000006V6E5AAK,Ex-cliente
1303070,a0i6g000006V6FVAA0,Ex-cliente
1303071,a0i6g000006V6GAAA0,Ex-cliente
1303072,a0i6g000006V6NUAA0,Ex-cliente
1303073,a0i6g000006V6W5AAK,Ex-cliente
1303074,a0i6g000006V6Y4AAK,Ex-cliente
1303075,a0i6g000006VokDAAS,Ex-cliente
1303076,a0i6g000006VomzAAC,Ex-cliente
1303077,a0i6g000006VoniAAC,Ex-cliente
1303078,a0i6g000006Vp5HAAS,Ex-cliente
1303079,a0i6g000006VpLvAAK,Ex-cliente
1303080,a0i6g000006VpSOAA0,Ex-cliente
1303081,a0i6g000006VpYwAAK,Ex-cliente
1303082,a0i6g000006VpcMAAS,Ex-cliente
1303083,a0i6g000006VperAAC,Ex-cliente
1303084,a0i6g000006VpuPAAS,Ex-cliente
1303085,a0i6g000006Vq0RAAS,Ex-cliente
1303086,a0i6g000006Vq0YAAS,Ex-cliente
1303087,a0i6g0000089QFRAA2,Ex-cliente
1303088,a0i6g0000089QGlAAM,Ex-cliente
1303089,a0i6g0000089QPJAA2,Ex-cliente
1303090,a0i6g0000089QbYAAU,Ex-cliente
1303091,a0i6g000009kBfoAAE,Ex-cliente
1303092,a0i6g00000AO6rgAAD,Ex-cliente
1303093,a0i6g00000AUZzUAAX,Ex-cliente
1303094,a0i6g00000Au3hOAAR,Ex-cliente
1303095,a0i6g00000AvcPIAAZ,Ex-cliente
1303096,a0i6g00000BDnyqAAD,Ex-cliente
1303097,a0i6g000006PBLUAA4,Ex-cliente
1303098,a0i6g000006POXgAAO,Ex-cliente
1303099,a0i6g000006PQRPAA4,Ex-cliente
1303100,a0i6g000006PyZmAAK,Ex-cliente
1303101,a0i6g000006QcRKAA0,Ex-cliente
1303102,a0i6g000006QmMEAA0,Ex-cliente
1303103,a0i6g000006Qq6QAAS,Ex-cliente
1303104,a0i6g000006R8qcAAC,Ex-cliente
1303105,a0i6g000006Tz23AAC,Ex-cliente
1303106,a0i6g000006UWCVAA4,Ex-cliente
1303107,a0i6g000006V5pKAAS,Ex-cliente
1303108,a0i6g000006V6EBAA0,Ex-cliente
1303109,a0i6g000006V6FkAAK,Ex-cliente
1303110,a0i6g000006V6M6AAK,Ex-cliente
1303111,a0i6g000006V6M8AAK,Ex-cliente
1303112,a0i6g000006V6kkAAC,Ex-cliente
1303113,a0i6g000006V6ksAAC,Ex-cliente
1303114,a0i6g000006V6wXAAS,Ex-cliente
1303115,a0i6g000006VokQAAS,Ex-cliente
1303116,a0i6g000006VpSIAA0,Ex-cliente
1303117,a0i6g000006VpYXAA0,Ex-cliente
1303118,a0i6g000006VpqYAAS,Ex-cliente
1303119,a0i6g0000089QFmAAM,Ex-cliente
1303120,a0i6g0000089QZ1AAM,Ex-cliente
1303121,a0i6g000008wA8AAAU,Ex-cliente
1303122,a0i6g000005mvd5AAA,Ex-cliente
1303123,a0i6g000009nBXjAAM,Ex-cliente
1303124,a0i6g00000A5naaAAB,Ex-cliente
1303125,a0i6g00000AENCiAAP,Ex-cliente
1303126,a0i6g00000BCtgwAAD,Ex-cliente
1303127,a0i6g00000EhftdAAB,Ex-cliente
1303128,a0i6g00000EhgAAAAZ,Ex-cliente
1303129,a0i6g00000Ehi1sAAB,Ex-cliente
1303130,a0i6g000006DbjJAAS,Ex-cliente
1303131,a0i6g000006DfEXAA0,Ex-cliente
1303132,a0i6g000006EwjbAAC,Ex-cliente
1303133,a0i6g000006F3m9AAC,Ex-cliente
1303134,a0i6g000006G7n4AAC,Ex-cliente
1303135,a0i6g000006IZZXAA4,Ex-cliente
1303136,a0i6g000006IfqEAAS,Ex-cliente
1303137,a0i6g000006In2dAAC,Ex-cliente
1303138,a0i6g000006IrYdAAK,Ex-cliente
1303139,a0i6g000006JvuHAAS,Ex-cliente
1303140,a0i6g000006K5QeAAK,Ex-cliente
1303141,a0i6g000006KcJcAAK,Ex-cliente
1303142,a0i6g000006KiOxAAK,Ex-cliente
1303143,a0i6g000006LJRNAA4,Ex-cliente
1303144,a0i6g000006LLwtAAG,Ex-cliente
1303145,a0i6g000006LV1hAAG,Ex-cliente
1303146,a0i6g000006LsbyAAC,Ex-cliente
1303147,a0i6g000006NHyoAAG,Ex-cliente
1303148,a0i6g000006NWO8AAO,Ex-cliente
1303149,a0i6g000006NWhRAAW,Ex-cliente
1303150,a0i6g000006NWhpAAG,Ex-cliente
1303151,a0i6g000006VV6CAAW,Ex-cliente
1303152,a0i6g000006VonwAAC,Ex-cliente
1303153,a0i6g000006VoqtAAC,Ex-cliente
1303154,a0i6g000006VpC9AAK,Ex-cliente
1303155,a0i6g000006VpCzAAK,Ex-cliente
1303156,a0i6g000006VpIYAA0,Ex-cliente
1303157,a0i6g0000089Qa8AAE,Ex-cliente
