_CustomObjectKey,ID,HC_Classificacao__c
3166317,a0i6g00000H7SstAAF,Cliente Potencial
3166318,a0i6g00000H7St3AAF,Cliente Potencial
3166319,a0i6g00000H7SvOAAV,Cliente Potencial
3166320,a0i6g00000ByfO8AAJ,Cliente Potencial
3166321,a0i6g00000EheFeAAJ,Cliente Potencial
3166322,a0i6g00000H7V1WAAV,Cliente Potencial
3166323,a0i6g000008r9t7AAA,Cliente Potencial
3166324,a0i6g00000H7V4GAAV,Cliente Potencial
3166325,a0i6g00000H6x4AAAR,Cliente Potencial
3166326,a0i6g00000H7UpuAAF,Cliente Potencial
3166327,a0i6g00000H7UqiAAF,Cliente Potencial
3166328,a0i6g00000BwA6DAAV,Cliente Potencial
3166329,a0i6g00000BwBMwAAN,Cliente Potencial
3166330,a0i6g00000AVcODAA1,Cliente Potencial
3166331,a0i6g00000HvyccAAB,Cliente Potencial
3166332,a0i6g000006KnFcAAK,Cliente Potencial
3166333,a0i6g00000BDyqhAAD,Cliente Potencial
3166334,a0i6g0000089QH3AAM,Cliente Potencial
3166335,a0i6g00000BwkohAAB,Cliente Potencial
3166336,a0i6g00000BAhBeAAL,Cliente Potencial
3166337,a0i6g00000H7Tl7AAF,Cliente Potencial
3166338,a0i6g000009jFP1AAM,Cliente Potencial
3166339,a0i6g00000H7UEgAAN,Cliente Potencial
3166340,a0i6g00000H7UEaAAN,Cliente Potencial
3166341,a0i6g00000H7O0fAAF,Cliente Potencial
3166342,a0i6g00000H7U5iAAF,Cliente Potencial
3166343,a0i6g00000H7TRoAAN,Cliente Potencial
3166344,a0i6g00000H7TRtAAN,Cliente Potencial
3166345,a0i6g00000H7U7SAAV,Cliente Potencial
3166346,a0i6g0000089zOIAAY,Cliente Potencial
3166347,a0i6g0000089QcIAAU,Cliente Potencial
3166348,a0i6g000005g6ksAAA,Cliente Potencial
3166349,a0i6g0000089QQZAA2,Cliente Potencial
3166350,a0i6g000006cXxhAAE,Cliente Potencial
3166351,a0i6g00000H7UAQAA3,Cliente Potencial
3166352,a0i6g00000H7TwCAAV,Cliente Potencial
3166353,a0i6g0000089QI9AAM,Cliente Potencial
3166354,a0i6g0000089Qd2AAE,Cliente Potencial
3166355,a0i6g00000H7708AAB,Cliente Potencial
3166356,a0i6g00000H7U5lAAF,Cliente Potencial
3166357,a0i6g00000H7T2PAAV,Cliente Potencial
3166358,a0i6g00000H7UWnAAN,Cliente Potencial
3166359,a0i6g00000H7UitAAF,Cliente Potencial
3166360,a0i6g00000H7UkfAAF,Cliente Potencial
3166361,a0i6g00000H6x32AAB,Cliente Potencial
3166362,a0i6g0000089QbrAAE,Cliente Potencial
3166363,a0i6g0000089Qc1AAE,Cliente Potencial
3166364,a0i6g00000H7VDDAA3,Cliente Potencial
3166365,a0i6g00000H7TscAAF,Cliente Potencial
3166366,a0i6g00000BRXioAAH,Cliente Potencial
3166367,a0i6g0000089Qa4AAE,Cliente Potencial
3166368,a0i6g0000089QFUAA2,Cliente Potencial
3166369,a0i6g00000H7UElAAN,Cliente Potencial
3166370,a0i6g00000H7SXpAAN,Cliente Potencial
3166371,a0i6g00000H7SXtAAN,Cliente Potencial
3166372,a0i6g0000089Qc0AAE,Cliente Potencial
3166373,a0i6g0000089zOLAAY,Cliente Potencial
3166374,a0i6g00000H7UB8AAN,Cliente Potencial
3166375,a0i6g00000H7Tq1AAF,Cliente Potencial
3166376,a0i6g000006QftOAAS,Cliente Potencial
3166377,a0i6g000008rFEAAA2,Cliente Potencial
3166378,a0i6g00000H7TmyAAF,Cliente Potencial
3166379,a0i6g00000H7Tc8AAF,Cliente Potencial
3166380,a0i6g00000BRBgaAAH,Cliente Potencial
3166381,a0i6g00000H7SREAA3,Cliente Potencial
3166382,a0i6g00000H7Un5AAF,Cliente Potencial
3166383,a0i6g0000089QbFAAU,Cliente Potencial
3166384,a0i6g00000H7STGAA3,Cliente Potencial
3166385,a0i6g00000H7STKAA3,Cliente Potencial
3166386,a0i6g0000089QHbAAM,Cliente Potencial
3166387,a0i6g0000089QFYAA2,Cliente Potencial
3166388,a0i6g00000H7SXrAAN,Cliente Potencial
3166389,a0i6g00000H7TqRAAV,Cliente Potencial
3166390,a0i6g00000H7UCuAAN,Cliente Potencial
3166391,a0i6g00000H7T3wAAF,Cliente Potencial
3166392,a0i6g00000H7U7QAAV,Cliente Potencial
3166393,a0i6g00000H7U7TAAV,Cliente Potencial
3166394,a0i6g000006Ec9lAAC,Cliente Potencial
3166395,a0i6g00000A6fK6AAJ,Cliente Potencial
3166396,a0i6g00000H7TMZAA3,Cliente Potencial
3166397,a0i6g0000089QcfAAE,Cliente Potencial
3166398,a0i6g0000089QR3AAM,Cliente Potencial
3166399,a0i6g000009zjp8AAA,Cliente Potencial
3166400,a0i6g000009zMGrAAM,Cliente Potencial
3166401,a0i6g000009014IAAQ,Cliente Potencial
3166402,a0i6g0000089QG7AAM,Cliente Potencial
3166403,a0i6g00000H7PcgAAF,Cliente Potencial
3166404,a0i6g00000H6U4IAAV,Cliente Potencial
3166405,a0i6g00000H7UwqAAF,Cliente Potencial
3166406,a0i6g00000H7UbOAAV,Cliente Potencial
3166407,a0i6g00000H7Ur7AAF,Cliente Potencial
