_CustomObjectKey,MID,ContactTypeID,ContactID,ContactKey
1459255,514002572,0,73889386,0036g00001PrOl3AAF
1459256,514002572,0,73889387,0036g00001PrOl4AAF
1459259,514002572,0,73889390,0036g00001PrOl7AAF
1459260,514002572,0,73889391,0036g00001PrOl8AAF
1459261,514002572,0,73889392,0036g00001PrOl9AAF
1459263,514002572,0,73889394,0036g00001PrOlAAAV
1459264,514002572,0,73889395,0036g00001PrOlbAAF
1459266,514002572,0,73889397,0036g00001PrOlcAAF
1459267,514002572,0,73889398,0036g00001PrOlCAAV
1459272,514002572,0,73889403,0036g00001PrOlfAAF
1459274,514002572,0,73889405,0036g00001PrOlgAAF
1459275,514002572,0,73889406,0036g00001PrOlGAAV
1459277,514002572,0,73889408,0036g00001PrOlHAAV
1459278,514002572,0,73889409,0036g00001PrOliAAF
1459280,514002572,0,73889411,0036g00001PrOljAAF
1459284,514002572,0,73889415,0036g00001PrOllAAF
1459285,514002572,0,73889416,0036g00001PrOlLAAV
1459286,514002572,0,73889417,0036g00001PrOlmAAF
1459290,514002572,0,73889421,0036g00001PrOloAAF
1459292,514002572,0,73889423,0036g00001PrOlpAAF
1459294,514002572,0,73889425,0036g00001PrOlqAAF
1459296,514002572,0,73889427,0036g00001PrOlrAAF
1459298,514002572,0,73889429,0036g00001PrOlsAAF
1459301,514002572,0,73889432,0036g00001PrOlTAAV
1459307,514002572,0,73889438,0036g00001PrOlWAAV
1459309,514002572,0,73889440,0036g00001PrOlXAAV
1459310,514002572,0,73889441,0036g00001PrOlyAAF
1459311,514002572,0,73889442,0036g00001PrOlYAAV
1459313,514002572,0,73889444,0036g00001PrOlZAAV
1459314,514002572,0,73889445,0036g00001PrOm0AAF
1459316,514002572,0,73889447,0036g00001PrOm2AAF
1459317,514002572,0,73889448,0036g00001PrOm3AAF
1459318,514002572,0,73889449,0036g00001PrOm4AAF
1459319,514002572,0,73889450,0036g00001PrOm5AAF
1459320,514002572,0,73889451,0036g00001PrOm6AAF
1459322,514002572,0,73889453,0036g00001PrOm8AAF
1459323,514002572,0,73889454,0036g00001PrOm9AAF
1459326,514002572,0,73889457,0036g00001PrOmbAAF
1459328,514002572,0,73889459,0036g00001PrOmcAAF
1459329,514002572,0,73889460,0036g00001PrOmCAAV
1459330,514002572,0,73889461,0036g00001PrOmdAAF
1459331,514002572,0,73889462,0036g00001PrOmDAAV
1459332,514002572,0,73889463,0036g00001PrOmeAAF
1459333,514002572,0,73889464,0036g00001PrOmEAAV
1459334,514002572,0,73889465,0036g00001PrOmfAAF
1459335,514002572,0,73889466,0036g00001PrOmFAAV
1459336,514002572,0,73889467,0036g00001PrOmgAAF
1459337,514002572,0,73889468,0036g00001PrOmGAAV
1459338,514002572,0,73889469,0036g00001PrOmhAAF
1459339,514002572,0,73889470,0036g00001PrOmHAAV
1459342,514002572,0,73889473,0036g00001PrOmjAAF
1459346,514002572,0,73889477,0036g00001PrOmlAAF
1459347,514002572,0,73889478,0036g00001PrOmLAAV
1459349,514002572,0,73889480,0036g00001PrOmMAAV
1459351,514002572,0,73889482,0036g00001PrOmNAAV
1459354,514002572,0,73889485,0036g00001PrOmpAAF
1459355,514002572,0,73889486,0036g00001PrOmPAAV
1459356,514002572,0,73889487,0036g00001PrOmqAAF
1459357,514002572,0,73889488,0036g00001PrOmQAAV
1459358,514002572,0,73889489,0036g00001PrOmrAAF
1459360,514002572,0,73889491,0036g00001PrOmsAAF
1459369,514002572,0,73889500,0036g00001PrOmWAAV
1459370,514002572,0,73889501,0036g00001PrOmxAAF
1459374,514002572,0,73889505,0036g00001PrOmzAAF
1459375,514002572,0,73889506,0036g00001PrOmZAAV
1459378,514002572,0,73889509,0036g00001PrOn2AAF
1459380,514002572,0,73889511,0036g00001PrOn4AAF
1459381,514002572,0,73889512,0036g00001PrOn5AAF
1459382,514002572,0,73889513,0036g00001PrOn6AAF
1459383,514002572,0,73889514,0036g00001PrOn7AAF
1459386,514002572,0,73889517,0036g00001PrOnaAAF
1459387,514002572,0,73889518,0036g00001PrOnAAAV
1459390,514002572,0,73889521,0036g00001PrOncAAF
1459392,514002572,0,73889523,0036g00001PrOndAAF
1459394,514002572,0,73889525,0036g00001PrOneAAF
1459395,514002572,0,73889526,0036g00001PrOnEAAV
1459396,514002572,0,73889527,0036g00001PrOnfAAF
1459398,514002572,0,73889529,0036g00001PrOngAAF
1459400,514002572,0,73889531,0036g00001PrOnhAAF
1459402,514002572,0,73889533,0036g00001PrOniAAF
1459403,514002572,0,73889534,0036g00001PrOnIAAV
1459404,514002572,0,73889535,0036g00001PrOnjAAF
1459406,514002572,0,73889537,0036g00001PrOnkAAF
1459408,514002572,0,73889539,0036g00001PrOnlAAF
1459409,514002572,0,73889540,0036g00001PrOnLAAV
1459410,514002572,0,73889541,0036g00001PrOnmAAF
1459411,514002572,0,73889542,0036g00001PrOnMAAV
1459412,514002572,0,73889543,0036g00001PrOnnAAF
1459413,514002572,0,73889544,0036g00001PrOnNAAV
1459414,514002572,0,73889545,0036g00001PrOnoAAF
1459415,514002572,0,73889546,0036g00001PrOnOAAV
1459416,514002572,0,73889547,0036g00001PrOnpAAF
1459417,514002572,0,73889548,0036g00001PrOnPAAV
1459418,514002572,0,73889549,0036g00001PrOnqAAF
1459419,514002572,0,73889550,0036g00001PrOnQAAV
1459420,514002572,0,73889551,0036g00001PrOnrAAF
1459421,514002572,0,73889552,0036g00001PrOnRAAV
1459422,514002572,0,73889553,0036g00001PrOnsAAF
1459423,514002572,0,73889554,0036g00001PrOnSAAV
1459424,514002572,0,73889555,0036g00001PrOntAAF
1459425,514002572,0,73889556,0036g00001PrOnTAAV
1459426,514002572,0,73889557,0036g00001PrOnuAAF
1459427,514002572,0,73889558,0036g00001PrOnUAAV
1459428,514002572,0,73889559,0036g00001PrOnvAAF
1459429,514002572,0,73889560,0036g00001PrOnVAAV
1459430,514002572,0,73889561,0036g00001PrOnwAAF
1459431,514002572,0,73889562,0036g00001PrOnWAAV
1459432,514002572,0,73889563,0036g00001PrOnxAAF
1459433,514002572,0,73889564,0036g00001PrOnXAAV
1459434,514002572,0,73889565,0036g00001PrOnyAAF
1459435,514002572,0,73889566,0036g00001PrOnYAAV
1459436,514002572,0,73889567,0036g00001PrOnzAAF
1459437,514002572,0,73889568,0036g00001PrOnZAAV
1459438,514002572,0,73889569,0036g00001PrOo0AAF
1459439,514002572,0,73889570,0036g00001PrOo1AAF
1459440,514002572,0,73889571,0036g00001PrOo2AAF
1459441,514002572,0,73889572,0036g00001PrOo3AAF
1459442,514002572,0,73889573,0036g00001PrOo4AAF
1459443,514002572,0,73889574,0036g00001PrOo5AAF
1459444,514002572,0,73889575,0036g00001PrOo6AAF
1459445,514002572,0,73889576,0036g00001PrOo7AAF
1459446,514002572,0,73889577,0036g00001PrOo8AAF
1459447,514002572,0,73889578,0036g00001PrOo9AAF
1459448,514002572,0,73889579,0036g00001PrOoaAAF
1459449,514002572,0,73889580,0036g00001PrOoAAAV
1459451,514002572,0,73889582,0036g00001PrOoBAAV
1459452,514002572,0,73889583,0036g00001PrOocAAF
1459453,514002572,0,73889584,0036g00001PrOoCAAV
1459454,514002572,0,73889585,0036g00001PrOodAAF
1459455,514002572,0,73889586,0036g00001PrOoDAAV
1459456,514002572,0,73889587,0036g00001PrOoeAAF
1459457,514002572,0,73889588,0036g00001PrOoEAAV
1459458,514002572,0,73889589,0036g00001PrOofAAF
1459459,514002572,0,73889590,0036g00001PrOoFAAV
1459460,514002572,0,73889591,0036g00001PrOogAAF
1459461,514002572,0,73889592,0036g00001PrOoGAAV
1459462,514002572,0,73889593,0036g00001PrOohAAF
1459463,514002572,0,73889594,0036g00001PrOoHAAV
1459464,514002572,0,73889595,0036g00001PrOoiAAF
1459465,514002572,0,73889596,0036g00001PrOoIAAV
1459466,514002572,0,73889597,0036g00001PrOojAAF
1459467,514002572,0,73889598,0036g00001PrOoJAAV
1459468,514002572,0,73889599,0036g00001PrOokAAF
1459469,514002572,0,73889600,0036g00001PrOoKAAV
1459470,514002572,0,73889601,0036g00001PrOolAAF
1459471,514002572,0,73889602,0036g00001PrOoLAAV
1459472,514002572,0,73889603,0036g00001PrOomAAF
1459473,514002572,0,73889604,0036g00001PrOoMAAV
1459474,514002572,0,73889605,0036g00001PrOonAAF
1459475,514002572,0,73889606,0036g00001PrOoNAAV
1459476,514002572,0,73889607,0036g00001PrOooAAF
1459477,514002572,0,73889608,0036g00001PrOoOAAV
1459478,514002572,0,73889609,0036g00001PrOopAAF
1459479,514002572,0,73889610,0036g00001PrOoPAAV
1459480,514002572,0,73889611,0036g00001PrOoqAAF
1459481,514002572,0,73889612,0036g00001PrOoQAAV
1459482,514002572,0,73889613,0036g00001PrOorAAF
1459483,514002572,0,73889614,0036g00001PrOoRAAV
1459484,514002572,0,73889615,0036g00001PrOosAAF
1459485,514002572,0,73889616,0036g00001PrOoSAAV
1459486,514002572,0,73889617,0036g00001PrOotAAF
1459487,514002572,0,73889618,0036g00001PrOoTAAV
1459488,514002572,0,73889619,0036g00001PrOouAAF
1459489,514002572,0,73889620,0036g00001PrOoUAAV
1459490,514002572,0,73889621,0036g00001PrOovAAF
1459491,514002572,0,73889622,0036g00001PrOoVAAV
1459492,514002572,0,73889623,0036g00001PrOowAAF
1459493,514002572,0,73889624,0036g00001PrOoWAAV
1459494,514002572,0,73889625,0036g00001PrOoxAAF
1459496,514002572,0,73889627,0036g00001PrOoyAAF
1459497,514002572,0,73889628,0036g00001PrOoYAAV
1459498,514002572,0,73889629,0036g00001PrOozAAF
1459499,514002572,0,73889630,0036g00001PrOoZAAV
1459500,514002572,0,73889631,0036g00001PrOp0AAF
1459501,514002572,0,73889632,0036g00001PrOp1AAF
1459502,514002572,0,73889633,0036g00001PrOp2AAF
1459503,514002572,0,73889634,0036g00001PrOp3AAF
1459504,514002572,0,73889635,0036g00001PrOp4AAF
1459505,514002572,0,73889636,0036g00001PrOp5AAF
1459506,514002572,0,73889637,0036g00001PrOp6AAF
1459507,514002572,0,73889638,0036g00001PrOp7AAF
1459508,514002572,0,73889639,0036g00001PrOp8AAF
1459509,514002572,0,73889640,0036g00001PrOp9AAF
1459511,514002572,0,73889642,0036g00001PrOpAAAV
1459512,514002572,0,73889643,0036g00001PrOpbAAF
1459513,514002572,0,73889644,0036g00001PrOpBAAV
1459515,514002572,0,73889646,0036g00001PrOpCAAV
1459516,514002572,0,73889647,0036g00001PrOpdAAF
1459517,514002572,0,73889648,0036g00001PrOpDAAV
1459518,514002572,0,73889649,0036g00001PrOpeAAF
1459519,514002572,0,73889650,0036g00001PrOpEAAV
1459522,514002572,0,73889653,0036g00001PrOpgAAF
1459523,514002572,0,73889654,0036g00001PrOpGAAV
1459524,514002572,0,73889655,0036g00001PrOphAAF
1459525,514002572,0,73889656,0036g00001PrOpHAAV
1459526,514002572,0,73889657,0036g00001PrOpiAAF
1459527,514002572,0,73889658,0036g00001PrOpIAAV
1459528,514002572,0,73889659,0036g00001PrOpjAAF
1459529,514002572,0,73889660,0036g00001PrOpJAAV
1459530,514002572,0,73889661,0036g00001PrOpkAAF
1459531,514002572,0,73889662,0036g00001PrOpKAAV
1459532,514002572,0,73889663,0036g00001PrOplAAF
1459533,514002572,0,73889664,0036g00001PrOpLAAV
1459534,514002572,0,73889665,0036g00001PrOpmAAF
1459535,514002572,0,73889666,0036g00001PrOpMAAV
1459536,514002572,0,73889667,0036g00001PrOpnAAF
1459537,514002572,0,73889668,0036g00001PrOpNAAV
1459539,514002572,0,73889670,0036g00001PrOpOAAV
1459540,514002572,0,73889671,0036g00001PrOppAAF
1459541,514002572,0,73889672,0036g00001PrOpPAAV
1459542,514002572,0,73889673,0036g00001PrOpqAAF
1459543,514002572,0,73889674,0036g00001PrOpQAAV
1459544,514002572,0,73889675,0036g00001PrOprAAF
1459545,514002572,0,73889676,0036g00001PrOpRAAV
1459546,514002572,0,73889677,0036g00001PrOpsAAF
1459547,514002572,0,73889678,0036g00001PrOpSAAV
1459548,514002572,0,73889679,0036g00001PrOptAAF
1459549,514002572,0,73889680,0036g00001PrOpTAAV
1459550,514002572,0,73889681,0036g00001PrOpuAAF
1459551,514002572,0,73889682,0036g00001PrOpUAAV
1459552,514002572,0,73889683,0036g00001PrOpvAAF
1459554,514002572,0,73889685,0036g00001PrOpwAAF
1459556,514002572,0,73889687,0036g00001PrOpxAAF
1459557,514002572,0,73889688,0036g00001PrOpXAAV
1459558,514002572,0,73889689,0036g00001PrOpyAAF
1459559,514002572,0,73889690,0036g00001PrOpYAAV
1459561,514002572,0,73889692,0036g00001PrOpZAAV
1459562,514002572,0,73889693,0036g00001PrOq0AAF
1459563,514002572,0,73889694,0036g00001PrOq1AAF
1459564,514002572,0,73889695,0036g00001PrOq2AAF
1459565,514002572,0,73889696,0036g00001PrOq3AAF
1459566,514002572,0,73889697,0036g00001PrOq4AAF
1459567,514002572,0,73889698,0036g00001PrOq5AAF
1459569,514002572,0,73889700,0036g00001PrOq7AAF
1459570,514002572,0,73889701,0036g00001PrOq8AAF
1459572,514002572,0,73889703,0036g00001PrOqaAAF
1459573,514002572,0,73889704,0036g00001PrOqAAAV
1459574,514002572,0,73889705,0036g00001PrOqbAAF
1459575,514002572,0,73889706,0036g00001PrOqBAAV
1459576,514002572,0,73889707,0036g00001PrOqcAAF
1459577,514002572,0,73889708,0036g00001PrOqCAAV
1459579,514002572,0,73889710,0036g00001PrOqDAAV
1459580,514002572,0,73889711,0036g00001PrOqeAAF
1459581,514002572,0,73889712,0036g00001PrOqEAAV
1459583,514002572,0,73889714,0036g00001PrOqFAAV
1459585,514002572,0,73889716,0036g00001PrOqGAAV
1459587,514002572,0,73889718,0036g00001PrOqHAAV
1459589,514002572,0,73889720,0036g00001PrOqIAAV
1459591,514002572,0,73889722,0036g00001PrOqJAAV
1459593,514002572,0,73889724,0036g00001PrOqKAAV
1459595,514002572,0,73889726,0036g00001PrOqLAAV
1459597,514002572,0,73889728,0036g00001PrOqMAAV
1459598,514002572,0,73889729,0036g00001PrOqnAAF
1459599,514002572,0,73889730,0036g00001PrOqNAAV
1459601,514002572,0,73889732,0036g00001PrOqOAAV
1459602,514002572,0,73889733,0036g00001PrOqpAAF
1459603,514002572,0,73889734,0036g00001PrOqPAAV
1459604,514002572,0,73889735,0036g00001PrOqqAAF
1459605,514002572,0,73889736,0036g00001PrOqQAAV
1459607,514002572,0,73889738,0036g00001PrOqRAAV
1459609,514002572,0,73889740,0036g00001PrOqSAAV
1459611,514002572,0,73889742,0036g00001PrOqTAAV
1459613,514002572,0,73889744,0036g00001PrOqUAAV
1459615,514002572,0,73889746,0036g00001PrOqVAAV
1459617,514002572,0,73889748,0036g00001PrOqWAAV
1459619,514002572,0,73889750,0036g00001PrOqXAAV
1459621,514002572,0,73889752,0036g00001PrOqYAAV
1459623,514002572,0,73889754,0036g00001PrOqZAAV
1459624,514002572,0,73889755,0036g00001PrOr0AAF
1459626,514002572,0,73889757,0036g00001PrOr2AAF
1459628,514002572,0,73889759,0036g00001PrOr4AAF
1459635,514002572,0,73889766,0036g00001PrOrAAAV
1459637,514002572,0,73889768,0036g00001PrOrBAAV
1459640,514002572,0,73889771,0036g00001PrOrdAAF
1459666,514002572,0,73889797,0036g00001PrOrqAAF
1459698,514002572,0,73889829,0036g00001PrOsCAAV
1459700,514002572,0,73889831,0036g00001PrOsEAAV
1459702,514002572,0,73889833,0036g00001PrOsbAAF
1459703,514002572,0,73889834,0036g00001PrOscAAF
1459704,514002572,0,73889835,0036g00001PrOsdAAF
1459716,514002572,0,73889847,0036g00001PrOskAAF
1459732,514002572,0,73889863,0036g00001PrOssAAF
1459734,514002572,0,73889865,0036g00001PrOstAAF
1459747,514002572,0,73889878,0036g00001PrOsZAAV
1459752,514002572,0,73889883,0036g00001PrOt4AAF
1459753,514002572,0,73889884,0036g00001PrOt5AAF
1459773,514002572,0,73889904,0036g00001PrOtHAAV
1459792,514002572,0,73889923,0036g00001PrOtrAAF
1459794,514002572,0,73889925,0036g00001PrOtsAAF
1459796,514002572,0,73889927,0036g00001PrOttAAF
1459800,514002572,0,73889931,0036g00001PrOtvAAF
1459802,514002572,0,73889933,0036g00001PrOtwAAF
1459803,514002572,0,73889934,0036g00001PrOtWAAV
1459804,514002572,0,73889935,0036g00001PrOtxAAF
1459806,514002572,0,73889937,0036g00001PrOtyAAF
1459808,514002572,0,73889939,0036g00001PrOtzAAF
1459810,514002572,0,73889941,0036g00001PrOu0AAF
1459811,514002572,0,73889942,0036g00001PrOu1AAF
1459812,514002572,0,73889943,0036g00001PrOu2AAF
1459813,514002572,0,73889944,0036g00001PrOu3AAF
1459815,514002572,0,73889946,0036g00001PrOu5AAF
1459816,514002572,0,73889947,0036g00001PrOu6AAF
1459817,514002572,0,73889948,0036g00001PrOu7AAF
1459818,514002572,0,73889949,0036g00001PrOu8AAF
1459819,514002572,0,73889950,0036g00001PrOu9AAF
1459820,514002572,0,73889951,0036g00001PrOuaAAF
1459821,514002572,0,73889952,0036g00001PrOuAAAV
1459822,514002572,0,73889953,0036g00001PrOubAAF
1459823,514002572,0,73889954,0036g00001PrOuBAAV
1459824,514002572,0,73889955,0036g00001PrOucAAF
1459825,514002572,0,73889956,0036g00001PrOuCAAV
1459826,514002572,0,73889957,0036g00001PrOudAAF
1459827,514002572,0,73889958,0036g00001PrOuDAAV
1459828,514002572,0,73889959,0036g00001PrOueAAF
1459829,514002572,0,73889960,0036g00001PrOuEAAV
1459830,514002572,0,73889961,0036g00001PrOufAAF
1459831,514002572,0,73889962,0036g00001PrOuFAAV
1459832,514002572,0,73889963,0036g00001PrOugAAF
1459833,514002572,0,73889964,0036g00001PrOuGAAV
1459834,514002572,0,73889965,0036g00001PrOuhAAF
1459835,514002572,0,73889966,0036g00001PrOuHAAV
1459836,514002572,0,73889967,0036g00001PrOuiAAF
1459837,514002572,0,73889968,0036g00001PrOuIAAV
1459838,514002572,0,73889969,0036g00001PrOujAAF
1459839,514002572,0,73889970,0036g00001PrOuJAAV
1459840,514002572,0,73889971,0036g00001PrOukAAF
1459841,514002572,0,73889972,0036g00001PrOuKAAV
1459842,514002572,0,73889973,0036g00001PrOulAAF
1459843,514002572,0,73889974,0036g00001PrOuLAAV
1459844,514002572,0,73889975,0036g00001PrOumAAF
1459845,514002572,0,73889976,0036g00001PrOuMAAV
1459846,514002572,0,73889977,0036g00001PrOunAAF
1459847,514002572,0,73889978,0036g00001PrOuNAAV
1459848,514002572,0,73889979,0036g00001PrOuoAAF
1459849,514002572,0,73889980,0036g00001PrOuOAAV
1459850,514002572,0,73889981,0036g00001PrOupAAF
1459851,514002572,0,73889982,0036g00001PrOuPAAV
1459852,514002572,0,73889983,0036g00001PrOuqAAF
1459853,514002572,0,73889984,0036g00001PrOuQAAV
1459855,514002572,0,73889986,0036g00001PrOuRAAV
1459856,514002572,0,73889987,0036g00001PrOusAAF
1459857,514002572,0,73889988,0036g00001PrOuSAAV
1459858,514002572,0,73889989,0036g00001PrOutAAF
1459859,514002572,0,73889990,0036g00001PrOuTAAV
1459860,514002572,0,73889991,0036g00001PrOuuAAF
1459861,514002572,0,73889992,0036g00001PrOuUAAV
1459862,514002572,0,73889993,0036g00001PrOuvAAF
1459863,514002572,0,73889994,0036g00001PrOuVAAV
1459864,514002572,0,73889995,0036g00001PrOuwAAF
1459865,514002572,0,73889996,0036g00001PrOuWAAV
1459866,514002572,0,73889997,0036g00001PrOuxAAF
1459868,514002572,0,73889999,0036g00001PrOuyAAF
1459870,514002572,0,73890001,0036g00001PrOuzAAF
1459871,514002572,0,73890002,0036g00001PrOuZAAV
1459872,514002572,0,73890003,0036g00001PrOv0AAF
1459873,514002572,0,73890004,0036g00001PrOv1AAF
1459874,514002572,0,73890005,0036g00001PrOv2AAF
1459875,514002572,0,73890006,0036g00001PrOv3AAF
1459876,514002572,0,73890007,0036g00001PrOv4AAF
1459877,514002572,0,73890008,0036g00001PrOv5AAF
1459878,514002572,0,73890009,0036g00001PrOv6AAF
1459881,514002572,0,73890012,0036g00001PrOv9AAF
1459883,514002572,0,73890014,0036g00001PrOvAAAV
1459885,514002572,0,73890016,0036g00001PrOvBAAV
1459887,514002572,0,73890018,0036g00001PrOvCAAV
1459889,514002572,0,73890020,0036g00001PrOvDAAV
1459891,514002572,0,73890022,0036g00001PrOvEAAV
1459899,514002572,0,73890030,0036g00001PrOvIAAV
1459901,514002572,0,73890032,0036g00001PrOvJAAV
1459905,514002572,0,73890036,0036g00001PrOvLAAV
1459913,514002572,0,73890044,0036g00001PrOvPAAV
1459915,514002572,0,73890046,0036g00001PrOvQAAV
1459917,514002572,0,73890048,0036g00001PrOvRAAV
1459921,514002572,0,73890052,0036g00001PrOvTAAV
1459922,514002572,0,73890053,0036g00001PrOvuAAF
1459928,514002572,0,73890059,0036g00001PrOvxAAF
1459930,514002572,0,73890061,0036g00001PrOvyAAF
1459932,514002572,0,73890063,0036g00001PrOvzAAF
1459935,514002572,0,73890066,0036g00001PrOw1AAF
1459938,514002572,0,73890069,0036g00001PrOw4AAF
1459940,514002572,0,73890071,0036g00001PrOw6AAF
1459941,514002572,0,73890072,0036g00001PrOw7AAF
1459942,514002572,0,73890073,0036g00001PrOw8AAF
1459943,514002572,0,73890074,0036g00001PrOw9AAF
1459944,514002572,0,73890075,0036g00001PrOwaAAF
1459947,514002572,0,73890078,0036g00001PrOwBAAV
1459948,514002572,0,73890079,0036g00001PrOwcAAF
1459950,514002572,0,73890081,0036g00001PrOwdAAF
1459951,514002572,0,73890082,0036g00001PrOwDAAV
1459953,514002572,0,73890084,0036g00001PrOwEAAV
1459954,514002572,0,73890085,0036g00001PrOwfAAF
1459955,514002572,0,73890086,0036g00001PrOwFAAV
1459956,514002572,0,73890087,0036g00001PrOwgAAF
1459957,514002572,0,73890088,0036g00001PrOwGAAV
1459958,514002572,0,73890089,0036g00001PrOwhAAF
1459960,514002572,0,73890091,0036g00001PrOwiAAF
1459962,514002572,0,73890093,0036g00001PrOwjAAF
1459965,514002572,0,73890096,0036g00001PrOwKAAV
1459967,514002572,0,73890098,0036g00001PrOwLAAV
1459971,514002572,0,73890102,0036g00001PrOwNAAV
1459973,514002572,0,73890104,0036g00001PrOwOAAV
1459975,514002572,0,73890106,0036g00001PrOwPAAV
1459978,514002572,0,73890109,0036g00001PrOwrAAF
1459979,514002572,0,73890110,0036g00001PrOwRAAV
1459981,514002572,0,73890112,0036g00001PrOwSAAV
1459983,514002572,0,73890114,0036g00001PrOwTAAV
1459985,514002572,0,73890116,0036g00001PrOwUAAV
1459989,514002572,0,73890120,0036g00001PrOwWAAV
1459990,514002572,0,73890121,0036g00001PrOwxAAF
1459991,514002572,0,73890122,0036g00001PrOwXAAV
1459992,514002572,0,73890123,0036g00001PrOwyAAF
1459993,514002572,0,73890124,0036g00001PrOwYAAV
1459995,514002572,0,73890126,0036g00001PrOwZAAV
1460003,514002572,0,73890134,0036g00001PrOx7AAF
1460005,514002572,0,73890136,0036g00001PrOx9AAF
1460008,514002572,0,73890139,0036g00001PrOxbAAF
1460009,514002572,0,73890140,0036g00001PrOxBAAV
1460044,514002572,0,73890175,0036g00001PrOxtAAF
1460046,514002572,0,73890177,0036g00001PrOxuAAF
1460050,514002572,0,73890181,0036g00001PrOxwAAF
1460054,514002572,0,73890185,0036g00001PrOxyAAF
1460059,514002572,0,73890190,0036g00001PrOy1AAF
1460060,514002572,0,73890191,0036g00001PrOy2AAF
1460061,514002572,0,73890192,0036g00001PrOy3AAF
1460062,514002572,0,73890193,0036g00001PrOy4AAF
1460063,514002572,0,73890194,0036g00001PrOy5AAF
1460067,514002572,0,73890198,0036g00001PrOy9AAF
1460068,514002572,0,73890199,0036g00001PrOyaAAF
1460071,514002572,0,73890202,0036g00001PrOyBAAV
1460072,514002572,0,73890203,0036g00001PrOycAAF
1460075,514002572,0,73890206,0036g00001PrOyDAAV
1460084,514002572,0,73890215,0036g00001PrOyiAAF
1460085,514002572,0,73890216,0036g00001PrOyIAAV
1460086,514002572,0,73890217,0036g00001PrOyjAAF
1460087,514002572,0,73890218,0036g00001PrOyJAAV
1460088,514002572,0,73890219,0036g00001PrOykAAF
1460090,514002572,0,73890221,0036g00001PrOylAAF
1460092,514002572,0,73890223,0036g00001PrOymAAF
1460096,514002572,0,73890227,0036g00001PrOyoAAF
1460097,514002572,0,73890228,0036g00001PrOyOAAV
1460098,514002572,0,73890229,0036g00001PrOypAAF
1460099,514002572,0,73890230,0036g00001PrOyPAAV
1460104,514002572,0,73890235,0036g00001PrOysAAF
1460105,514002572,0,73890236,0036g00001PrOySAAV
1460106,514002572,0,73890237,0036g00001PrOytAAF
1460109,514002572,0,73890240,0036g00001PrOyUAAV
1460114,514002572,0,73890245,0036g00001PrOyxAAF
1460118,514002572,0,73890249,0036g00001PrOyzAAF
1460119,514002572,0,73890250,0036g00001PrOyZAAV
1460120,514002572,0,73890251,0036g00001PrOz0AAF
1460123,514002572,0,73890254,0036g00001PrOz3AAF
1460124,514002572,0,73890255,0036g00001PrOz4AAF
1460125,514002572,0,73890256,0036g00001PrOz5AAF
1460126,514002572,0,73890257,0036g00001PrOz6AAF
1460166,514002572,0,73890297,0036g00001PrOzsAAF
1460168,514002572,0,73890299,0036g00001PrOztAAF
1460169,514002572,0,73890300,0036g00001PrOzTAAV
1460174,514002572,0,73890305,0036g00001PrOzwAAF
1460176,514002572,0,73890307,0036g00001PrOzxAAF
1460180,514002572,0,73890311,0036g00001PrOzzAAF
1460182,514002572,0,73890313,0036g00001PrP00AAF
1460184,514002572,0,73890315,0036g00001PrP02AAF
1460186,514002572,0,73890317,0036g00001PrP04AAF
1460187,514002572,0,73890318,0036g00001PrP05AAF
1460189,514002572,0,73890320,0036g00001PrP07AAF
1460191,514002572,0,73890322,0036g00001PrP09AAF
1460195,514002572,0,73890326,0036g00001PrP0DAAV
1460197,514002572,0,73890328,0036g00001PrP0FAAV
1460199,514002572,0,73890330,0036g00001PrP0HAAV
1460200,514002572,0,73890331,0036g00001PrP0IAAV
1460201,514002572,0,73890332,0036g00001PrP0aAAF
1460202,514002572,0,73890333,0036g00001PrP0bAAF
1460203,514002572,0,73890334,0036g00001PrP0cAAF
1460204,514002572,0,73890335,0036g00001PrP0dAAF
1460205,514002572,0,73890336,0036g00001PrP0eAAF
1460206,514002572,0,73890337,0036g00001PrP0fAAF
1460207,514002572,0,73890338,0036g00001PrP0gAAF
1460208,514002572,0,73890339,0036g00001PrP0hAAF
1460209,514002572,0,73890340,0036g00001PrP0iAAF
1460210,514002572,0,73890341,0036g00001PrP0jAAF
1460212,514002572,0,73890343,0036g00001PrP0kAAF
1460213,514002572,0,73890344,0036g00001PrP0KAAV
1460215,514002572,0,73890346,0036g00001PrP0LAAV
1460216,514002572,0,73890347,0036g00001PrP0mAAF
1460217,514002572,0,73890348,0036g00001PrP0MAAV
1460218,514002572,0,73890349,0036g00001PrP0nAAF
1460219,514002572,0,73890350,0036g00001PrP0NAAV
1460220,514002572,0,73890351,0036g00001PrP0oAAF
1460221,514002572,0,73890352,0036g00001PrP0OAAV
1460222,514002572,0,73890353,0036g00001PrP0pAAF
1460223,514002572,0,73890354,0036g00001PrP0PAAV
1460224,514002572,0,73890355,0036g00001PrP0qAAF
1460225,514002572,0,73890356,0036g00001PrP0QAAV
1460226,514002572,0,73890357,0036g00001PrP0rAAF
1460227,514002572,0,73890358,0036g00001PrP0RAAV
1460228,514002572,0,73890359,0036g00001PrP0sAAF
1460229,514002572,0,73890360,0036g00001PrP0SAAV
1460230,514002572,0,73890361,0036g00001PrP0tAAF
1460231,514002572,0,73890362,0036g00001PrP0TAAV
1460232,514002572,0,73890363,0036g00001PrP0uAAF
1460233,514002572,0,73890364,0036g00001PrP0UAAV
