_CustomObjectKey,ID_TITULO,ID_PLANO,ID_SERIE,STATUS
45651421,45639,"PM36A ",CM,Finalizado - Resgate Pago
45651422,2683,"PM36A ",CU,Finalizado - Resgate Pago
45651423,6841,"PM36A ",CS,Finalizado - Resgate Pago
45651424,43726,"PM36A ",CM,Finalizado - Resgate Pago
45651425,19745,"PM36A ",CP,Finalizado - Resgate Pago
45651426,6156,"PM36A ",CS,Finalizado - Resgate Pago
45651427,26708,"PM36A ",CO,Finalizado - Resgate Pago
45651428,29500,"PM36A ",CM,Finalizado - Resgate Pago
45651429,390776,"PU24A ",EA,Finalizado - Resgate Pago
45651430,29280,"PM36A ",CO,Finalizado - Resgate Pago
45651431,310812,"PM48  ",GB,Finalizado - Resgate Pago
45651432,77285,"PM36A ",CJ,Finalizado - Resgate Pago
45651433,85451,"PM36A ",CI,Finalizado - Resgate Pago
45651434,72270,"PM36  ",AK,Finalizado - Resgate Pago
45651435,26813,"PM36A ",CO,Finalizado - Resgate Pago
45651436,27092,"PM36A ",CO,Finalizado - Resgate Pago
45651437,44075,"PM36A ",CM,Finalizado - Resgate Pago
45651438,83363,"PM36A ",CI,Finalizado - Resgate Pago
45651439,53562,"PM36A ",CL,Finalizado - Resgate Pago
45651440,63514,"PM36A ",CK,Finalizado - Resgate Pago
45651441,7719,"PM36  ",AQ,Finalizado - Fim de plano
45651442,51993,"PM36A ",CK,Finalizado - Resgate Pago
45651443,27106,"PM36A ",CN,Finalizado - Resgate Pago
45651444,80695,"PM36A ",CI,Finalizado - Resgate Pago
45651445,19879,"PM36A ",CO,Finalizado - Resgate Pago
45651446,18462,"PM36A ",CP,Finalizado - Resgate Pago
45651447,15777,"PM36A ",CQ,Finalizado - Resgate Pago
45651448,36582,"PM36A ",CN,Finalizado - Resgate Pago
45651449,29234,"PM36A ",CN,Finalizado - Resgate Pago
45651450,96191,"PM36A ",CF,Finalizado - Resgate Pago
45651451,87201,"PM36A ",CF,Finalizado - Resgate Pago
45651452,20478,"PM36A ",CN,Finalizado - Resgate Pago
45651453,26400,"PM36A ",CO,Finalizado - Resgate Pago
45651454,42960,"PM36A ",CI,Finalizado - Resgate Pago
45651455,14686,"PM36A ",CS,Finalizado - Resgate Pago
45651456,330092,"PM48  ",GA,Finalizado - Resgate Pago
45651457,66941,"PM36A ",CK,Finalizado - Resgate Pago
45651458,132915,"PM48M ",OI,Finalizado - Resgate Pago
45651459,100043,"PU24A ",EA,Finalizado - Resgate Pago
45651460,52519,"PM36A ",CL,Finalizado - Resgate Pago
45651461,34527,"PM36A ",CN,Finalizado - Resgate Pago
45651462,43409,"PM36A ",CM,Finalizado - Resgate Pago
45651463,52492,"PM36A ",CL,Finalizado - Resgate Pago
45651464,52705,"PM36A ",CL,Finalizado - Resgate Pago
45651465,9313,"PM36A ",CR,Finalizado - Resgate Pago
45651466,76730,"PM36A ",CJ,Finalizado - Resgate Pago
45651467,55547,"PM36A ",CL,Finalizado - Resgate Pago
45651468,6884,"PM36A ",CS,Finalizado - Resgate Pago
45651469,11641,"PM36A ",CR,Finalizado - Resgate Pago
45651470,84672,"PM36A ",CI,Finalizado - Resgate Pago
45651471,53073,"PM36A ",CF,Finalizado - Resgate Pago
45651472,39759,"PM36  ",AO,Finalizado - Fim de plano
45651473,24144,"PM36A ",CO,Finalizado - Resgate Pago
45651474,50340,"PM36A ",CL,Finalizado - Resgate Pago
45651475,86420,"PM36A ",CH,Finalizado - Resgate Pago
45651476,7375,"PM36A ",CS,Finalizado - Resgate Pago
45651477,21067,"PM36A ",CP,Finalizado - Resgate Pago
45651478,46250,"PM36A ",CJ,Finalizado - Resgate Pago
45651479,29087,"PM36A ",CK,Finalizado - Resgate Pago
45651480,1160,"PM36A ",CN,Finalizado - Resgate Pago
45651481,10656,"PM36A ",CD,Finalizado - Resgate Pago
45651482,10662,"PM36A ",CD,Finalizado - Resgate Pago
45651483,2798,"PM36A ",CL,Finalizado - Resgate Pago
45651484,61738,"PM36  ",AN,Finalizado - Fim de plano
45651485,44775,"PM36  ",AO,Finalizado - Fim de plano
45651486,61786,"PM36  ",AN,Finalizado - Fim de plano
45651487,46068,"PM36  ",AO,Finalizado - Fim de plano
45651488,27468,"PM36  ",AP,Finalizado - Fim de plano
45651489,27469,"PM36  ",AP,Finalizado - Fim de plano
45651490,27470,"PM36  ",AP,Finalizado - Fim de plano
45651491,75479,"PM36A ",CO,Finalizado - Fim de plano
45651492,377047,"PU36N ",TA,Finalizado - Fim de plano
45651493,377048,"PU36N ",TA,Finalizado - Fim de plano
45651494,284487,"PM60  ",LB,Finalizado - Resgate Pago
45651495,325580,"PM48M ",OC,Finalizado - Resgate Pago
45651496,8525,"PM36  ",AS,Finalizado - Resgate Pago
45651497,54745,"PM36A ",CI,Finalizado - Resgate Pago
45651498,29166,"PM36A ",CO,Finalizado - Resgate Pago
45651499,297223,"PM48  ",GC,Finalizado - Resgate Pago
45651500,8533,"PU36A ",IB,Finalizado - Resgate Pago
45651501,16492,"PM36A ",CP,Finalizado - Resgate Pago
45651502,76823,"PM36A ",CJ,Finalizado - Resgate Pago
45651503,85227,"PM36A ",CI,Finalizado - Resgate Pago
45651504,48216,"PM36A ",CM,Finalizado - Resgate Pago
45651505,39327,"PM36A ",CM,Finalizado - Resgate Pago
45651506,85239,"PM36A ",CI,Finalizado - Resgate Pago
45651507,57374,"PM36A ",CL,Finalizado - Resgate Pago
45651508,81044,"PM36A ",CI,Finalizado - Resgate Pago
45651509,95986,"PM36A ",CG,Finalizado - Resgate Pago
45651510,16867,"PM36A ",CQ,Finalizado - Resgate Pago
45651511,81173,"PM36A ",CI,Finalizado - Resgate Pago
45651512,23204,"PM36A ",CP,Finalizado - Resgate Pago
45651513,7875,"PM36A ",CS,Finalizado - Resgate Pago
45651514,44668,"PM36A ",CL,Finalizado - Resgate Pago
45651515,30988,"PM36A ",CN,Finalizado - Resgate Pago
45651516,13286,"PM36A ",CB,Finalizado - Resgate Pago
45651517,8913,"PM36A ",CJ,Finalizado - Resgate Pago
45651518,348360,"PU36N ",TA,Finalizado - Fim de plano
45651519,348361,"PU36N ",TA,Finalizado - Fim de plano
45651520,348362,"PU36N ",TA,Finalizado - Fim de plano
45651521,30480,"PM60  ",LD,Finalizado - Fim de plano
45651522,398583,"PM48M ",OB,Finalizado - Resgate Pago
45651523,63890,"PM48M ",OI,Finalizado - Resgate Pago
45651524,25131,"PM48M ",OJ,Finalizado - Resgate Pago
45651525,63891,"PM48M ",OI,Finalizado - Resgate Pago
45651526,63892,"PM48M ",OI,Finalizado - Resgate Pago
45651527,315732,"PM48M ",OF,Finalizado - Resgate Pago
45651528,132314,"PM48M ",OH,Finalizado - Resgate Pago
45651529,63893,"PM48M ",OI,Finalizado - Resgate Pago
45651530,63894,"PM48M ",OI,Finalizado - Resgate Pago
45651531,63895,"PM48M ",OI,Finalizado - Resgate Pago
45651532,63896,"PM48M ",OI,Finalizado - Resgate Pago
45651533,221558,"PU36A ",IA,Finalizado - Resgate Pago
45651534,362774,"PM48M ",OB,Finalizado - Resgate Pago
45651535,307071,"PU36M ",SA,Finalizado - Fim de plano
45651536,328860,"PM48M ",OC,Finalizado - Resgate Pago
45651537,61644,"PU36N ",TB,Finalizado - Fim de plano
45651538,249265,"PM48M ",OD,Finalizado - Fim de plano
45651539,62197,"PM60  ",LA,Finalizado - Fim de plano
45651540,272355,"PU36A ",IA,Finalizado - Resgate Pago
45651541,3343,"PU36E ",AA,Finalizado - �bito
45651542,13351,"PU36M ",SE,Finalizado - Resgate Pago
45651543,358383,"PP60  ",WA,Finalizado - Fim de plano
45651544,34311,"PU36E ",AA,Finalizado - Fim de plano
45651545,83531,"PM48M ",OH,Finalizado - Resgate Pago
45651546,431710,"PU36N ",TA,Finalizado - Resgate Pago
45651547,431711,"PU36N ",TA,Finalizado - Resgate Pago
45651548,124283,"PU24A ",EA,Finalizado - Fim de plano
45651549,109522,"PU24A ",EA,Finalizado - Resgate Pago
45651550,430664,"PM48M ",OF,Finalizado - Resgate Pago
45651551,10737,"PM48M ",OO,Finalizado - Resgate Pago
45651552,68571,"PM36A ",CD,Finalizado - Resgate Pago
45651553,368050,"PU36N ",TA,Finalizado - Fim de plano
45651554,83182,"PM36A ",CM,Finalizado - Resgate Pago
45651555,15865,"PM36A ",CP,Finalizado - Resgate Pago
45651556,2969,"PM36A ",CJ,Finalizado - Resgate Pago
45651557,38810,"PM36A ",CN,Finalizado - Resgate Pago
45651558,60510,"PM36A ",CH,Finalizado - Resgate Pago
45651559,28999,"PU24A ",EA,Finalizado - Resgate Pago
45651560,45298,"PM36A ",CM,Finalizado - Resgate Pago
45651561,434,"PM36A ",CX,Finalizado - Resgate Pago
45651562,65328,"PM36A ",CL,Finalizado - Resgate Pago
45651563,178251,"PM48  ",GB,Finalizado - Resgate Pago
45651564,91833,"PM36  ",AJ,Finalizado - Resgate Pago
45651565,50805,"PM36  ",AG,Finalizado - Resgate Pago
45651566,20036,"AM36  ",BD,Finalizado - Resgate Pago
45651567,17201,"PU24A ",EA,Finalizado - Resgate Pago
45651568,17204,"PU24A ",EA,Finalizado - Resgate Pago
45651569,78670,"PM36A ",CG,Finalizado - Resgate Pago
45651570,667,"PM36A ",CN,Finalizado - Resgate Pago
45651571,62939,"PM36A ",CH,Finalizado - Resgate Pago
45651572,13837,"PM48  ",GA,Finalizado - Resgate Pago
45651573,48916,"PM36A ",CB,Finalizado - Resgate Pago
45651574,26991,"PM36A ",CN,Finalizado - Resgate Pago
45651575,4682,"PM36A ",CO,Finalizado - Resgate Pago
45651576,14443,"PM36A ",CF,Finalizado - Resgate Pago
45651577,56029,"PM36A ",CL,Finalizado - Resgate Pago
45651578,13923,"PM36A ",CF,Finalizado - Resgate Pago
45651579,47870,"PM36A ",CC,Finalizado - Resgate Pago
45651580,3515,"PM36A ",CL,Finalizado - Resgate Pago
45651581,28789,"PM36A ",CK,Finalizado - Resgate Pago
45651582,46904,"PM36A ",CM,Finalizado - Resgate Pago
45651583,357,"PM36A ",CF,Finalizado - Resgate Pago
45651584,23036,"PM36A ",CJ,Finalizado - Resgate Pago
45651585,39976,"PM36A ",CC,Finalizado - Resgate Pago
45651586,56209,"PM36A ",CL,Finalizado - Resgate Pago
45651587,1231,"PM36A ",CJ,Finalizado - Resgate Pago
45651588,12994,"PM36A ",CD,Finalizado - Resgate Pago
45651589,12454,"PM36A ",CK,Finalizado - Resgate Pago
45651590,41626,"PM36A ",CM,Finalizado - Resgate Pago
45651591,83863,"PM36A ",CE,Finalizado - Resgate Pago
45651592,5440,"PM36A ",CC,Finalizado - Resgate Pago
45651593,59078,"PM36A ",CB,Finalizado - Resgate Pago
45651594,64098,"PM36  ",AN,Finalizado - Resgate Pago
45651595,72361,"PM36  ",AM,Finalizado - Fim de plano
45651596,34349,"PM36A ",CE,Finalizado - Resgate Pago
45651597,24942,"PM36A ",CO,Finalizado - Resgate Pago
45651598,74640,"PM36A ",CA,Finalizado - Resgate Pago
45651599,74641,"PM36A ",CA,Finalizado - Resgate Pago
45651600,73794,"PM36A ",CA,Finalizado - Resgate Pago
45651601,30627,"PM36A ",CO,Finalizado - Resgate Pago
45651602,59197,"PM36A ",CK,Finalizado - Resgate Pago
45651603,55704,"PM36A ",CK,Finalizado - Resgate Pago
45651604,46828,"PM36A ",CK,Finalizado - Resgate Pago
45651605,77097,"PM36A ",CJ,Finalizado - Resgate Pago
45651606,55596,"PM36A ",CK,Finalizado - Resgate Pago
45651607,20660,"PM36A ",CP,Finalizado - Resgate Pago
45651608,6338,"PM36A ",CR,Finalizado - Resgate Pago
45651609,45322,"PM36A ",CN,Finalizado - Fim de plano
45651610,96287,"PM36A ",CF,Finalizado - Resgate Pago
45651611,81021,"PM36A ",CH,Finalizado - Resgate Pago
45651612,29134,"PM36A ",CO,Finalizado - Resgate Pago
45651613,75973,"PM36A ",CH,Finalizado - Resgate Pago
45651614,8782,"PM36  ",AK,Finalizado - Resgate Pago
45651615,272785,"PU24A ",EA,Finalizado - Resgate Pago
45651616,272788,"PU24A ",EA,Finalizado - Resgate Pago
45651617,272789,"PU24A ",EA,Finalizado - Resgate Pago
45651618,58143,"PM36A ",CH,Finalizado - Resgate Pago
45651619,272790,"PU24A ",EA,Finalizado - Resgate Pago
45651620,328166,"PU24A ",EA,Finalizado - Resgate Pago
45651621,14728,"PM36A ",CQ,Finalizado - Resgate Pago
45651622,16136,"PM36A ",CH,Finalizado - Resgate Pago
45651623,50789,"PM36  ",AN,Finalizado - Fim de plano
45651624,12355,"PM36A ",CN,Finalizado - Resgate Pago
45651625,10705,"PM36A ",CR,Finalizado - Resgate Pago
45651626,376031,"PM48M ",OF,Finalizado - Fim de plano
45651627,98141,"PM36A ",CF,Finalizado - Resgate Pago
45651628,21657,"PM36A ",CP,Finalizado - Resgate Pago
45651629,129681,"PU24A ",EA,Finalizado - Resgate Pago
45651630,119984,"PU36N ",TB,Finalizado - Resgate Pago
45651631,68198,"PU36M ",SC,Finalizado - Resgate Pago
45651632,198496,"PU36N ",TB,Finalizado - Fim de plano
45651633,198497,"PU36N ",TB,Finalizado - Fim de plano
45651634,96711,"PU36M ",SC,Finalizado - Fim de plano
45651635,96712,"PU36M ",SC,Finalizado - Fim de plano
45651636,199062,"PU36N ",TB,Finalizado - Fim de plano
45651637,199063,"PU36N ",TB,Finalizado - Fim de plano
45651638,1601,"PM36A ",CS,Finalizado - Resgate Pago
45651639,2714,"PM36A ",CV,Finalizado - Fim de plano
45651640,80691,"PM36A ",CJ,Finalizado - Fim de plano
45651641,54082,"PM36A ",CM,Finalizado - Fim de plano
45651642,27776,"PM36A ",CP,Finalizado - Fim de plano
45651643,53833,"PM36A ",CM,Finalizado - Fim de plano
45651644,27890,"PM36A ",CP,Finalizado - Fim de plano
45651645,30593,"PM36A ",CM,Finalizado - Resgate Pago
45651646,16551,"PM36A ",CO,Finalizado - Resgate Pago
45651647,85366,"PM36A ",CH,Finalizado - Resgate Pago
45651648,88266,"PM36A ",CD,Finalizado - Resgate Pago
45651649,240341,"PM48  ",GB,Finalizado - Resgate Pago
45651650,33768,"PM36A ",CD,Finalizado - Resgate Pago
45651651,7810,"PM36A ",CS,Finalizado - Resgate Pago
45651652,107395,"PM48  ",GB,Finalizado - Resgate Pago
45651653,92705,"PM36A ",CA,Finalizado - Resgate Pago
45651654,84370,"PM36A ",CE,Finalizado - Resgate Pago
45651655,95636,"PM36A ",CI,Finalizado - Resgate Pago
45651656,13906,"PM36A ",CU,Finalizado - Resgate Pago
45651657,76273,"PM36A ",CM,Finalizado - Resgate Pago
45651658,57753,"PM36A ",CK,Finalizado - Resgate Pago
45651659,36405,"PM36A ",CH,Finalizado - Resgate Pago
45651660,64026,"PM36A ",CI,Finalizado - Resgate Pago
45651661,72430,"PM36A ",CD,Finalizado - Resgate Pago
45651662,36108,"PM36A ",CK,Finalizado - Resgate Pago
45651663,47757,"PM36A ",CM,Finalizado - Resgate Pago
45651664,30137,"PM36A ",CO,Finalizado - Resgate Pago
45651665,221513,"PM48  ",GB,Finalizado - Resgate Pago
45651666,22819,"PM36A ",CP,Finalizado - Resgate Pago
45651667,57069,"PM36A ",CL,Finalizado - Resgate Pago
45651668,76706,"PM36A ",CJ,Finalizado - Resgate Pago
45651669,91202,"PM36A ",CH,Finalizado - Resgate Pago
45651670,203279,"PM48  ",GB,Finalizado - Resgate Pago
45651671,56635,"PM36A ",CL,Finalizado - Resgate Pago
45651672,6762,"PM36A ",CR,Finalizado - Resgate Pago
45651673,20037,"PM36A ",CP,Finalizado - Resgate Pago
45651674,7640,"PM36A ",CS,Finalizado - Resgate Pago
45651675,129486,"PU24A ",EA,Finalizado - Resgate Pago
45651676,129490,"PU24A ",EA,Finalizado - Resgate Pago
45651677,6943,"PM36  ",AQ,Finalizado - Fim de plano
45651678,30556,"PM36A ",CK,Finalizado - Resgate Pago
45651679,2968,"PM36A ",CC,Finalizado - Resgate Pago
45651680,37881,"PM36A ",CJ,Finalizado - Resgate Pago
45651681,73920,"PM36A ",CE,Finalizado - Resgate Pago
45651682,46287,"PM36A ",CM,Finalizado - Resgate Pago
45651683,619,"PM36A ",CO,Finalizado - Resgate Pago
45651684,277331,"PU24A ",EA,Finalizado - Resgate Pago
45651685,424854,"PU24A ",EA,Finalizado - Resgate Pago
45651686,21824,"PM36A ",CP,Finalizado - Resgate Pago
45651687,55580,"PM36A ",CL,Finalizado - Resgate Pago
45651688,65488,"PM36A ",CK,Finalizado - Resgate Pago
45651689,10721,"PM36A ",CR,Finalizado - Resgate Pago
45651690,238889,"PU24A ",EA,Finalizado - Resgate Pago
45651691,75949,"PM36A ",CJ,Finalizado - Resgate Pago
45651692,51377,"PM36A ",CD,Finalizado - Resgate Pago
45651693,24333,"PM36A ",CJ,Finalizado - Resgate Pago
45651694,22869,"PM36A ",CK,Finalizado - Resgate Pago
45651695,173047,"PM48  ",GA,Finalizado - Resgate Pago
45651696,2713,"PM36A ",CP,Finalizado - Resgate Pago
45651697,44933,"PM36A ",CI,Finalizado - Resgate Pago
45651698,11412,"PM60  ",LE,Finalizado - Resgate Pago
45651699,172252,"PM48  ",GC,Finalizado - Resgate Pago
45651700,18036,"PM36A ",CP,Finalizado - Resgate Pago
45651701,23100,"AM36  ",BD,Finalizado - Resgate Pago
45651702,89643,"PM36A ",CH,Finalizado - Resgate Pago
45651703,264503,"PM48  ",GC,Finalizado - Resgate Pago
45651704,61634,"PM36  ",AN,Finalizado - Fim de plano
45651705,92506,"PM36A ",CB,Finalizado - Resgate Pago
45651706,4312,"PM36A ",CT,Finalizado - Resgate Pago
45651707,61855,"PM36  ",AN,Finalizado - Fim de plano
45651708,56220,"PM36  ",AO,Finalizado - Resgate Pago
45651709,7216,"PM36A ",CQ,Finalizado - Resgate Pago
45651710,35555,"PU36  ",MA,Finalizado - Resgate Pago
45651711,35559,"PU36  ",MA,Finalizado - Resgate Pago
45651712,321337,"PM48  ",GC,Finalizado - Resgate Pago
45651713,87793,"PM36A ",CJ,Finalizado - Resgate Pago
45651714,30841,"PM36A ",CQ,Finalizado - Resgate Pago
45651715,160934,"PU36M ",SA,Finalizado - Fim de plano
45651716,41168,"PM36A ",CR,Finalizado - Resgate Pago
45651717,69667,"PM36A ",CF,Finalizado - Resgate Pago
45651718,248774,"PM48M ",OD,Finalizado - Fim de plano
45651719,398379,"PM48M ",OC,Finalizado - Fim de plano
45651720,231281,"PM06H ",RA,Finalizado - Fim de plano
45651721,40323,"PU36M ",SC,Finalizado - Fim de plano
45651722,62658,"PM48  ",GD,Finalizado - Resgate Pago
45651723,290787,"PM48M ",OE,Finalizado - Fim de plano
45651724,6794,"PM24P ",QA,Finalizado - Fim de plano
45651725,75550,"PM48  ",GD,Finalizado - Resgate Pago
45651726,75572,"PM48  ",GD,Finalizado - Resgate Pago
45651727,290801,"PM48M ",OE,Finalizado - Fim de plano
45651728,403781,"PU36A ",IA,Finalizado - Resgate Pago
45651729,358829,"PM48M ",OG,Finalizado - Resgate Pago
45651730,291200,"PM48M ",OH,Finalizado - Resgate Pago
45651731,25870,"PM36A ",CC,Finalizado - Resgate Pago
45651732,37650,"PM36A ",CG,Finalizado - Resgate Pago
45651733,198379,"PU36N ",TB,Finalizado - Fim de plano
45651734,199056,"PU36N ",TB,Finalizado - Fim de plano
45651735,199059,"PU36N ",TB,Finalizado - Fim de plano
45651736,199060,"PU36N ",TB,Finalizado - Fim de plano
45651737,199061,"PU36N ",TB,Finalizado - Fim de plano
45651738,198578,"PU36N ",TB,Finalizado - Fim de plano
45651739,216178,"PU36M ",SB,Finalizado - Fim de plano
45651740,198846,"PU36N ",TB,Finalizado - Fim de plano
45651741,96972,"PU36M ",SC,Finalizado - Fim de plano
45651742,38529,"PM06X ",UA,Finalizado - Fim de plano
45651743,66940,"PM36A ",CG,Finalizado - Resgate Pago
45651744,455336,"PU36N ",TA,Finalizado - Resgate Pago
45651745,1225,"PP60M ",AA,Finalizado - Resgate Pago
45651746,446213,"PM48M ",OE,Finalizado - Resgate Pago
45651747,18635,"PU36J ",AA,Finalizado - Fim de plano
45651748,18636,"PU36J ",AA,Finalizado - Fim de plano
45651749,195833,"PM48M ",OG,Finalizado - Resgate Pago
45651750,8786,"PM36A ",CP,Finalizado - Resgate Pago
45651751,8787,"PM36A ",CP,Finalizado - Resgate Pago
45651752,11019,"PM36A ",CQ,Finalizado - Resgate Pago
45651753,213195,"PM06H ",RA,Finalizado - Fim de plano
45651754,196415,"PU36N ",TB,Finalizado - Fim de plano
45651755,196416,"PU36N ",TB,Finalizado - Fim de plano
45651756,352747,"PM48M ",OH,Finalizado - Resgate Pago
45651757,361021,"PU36M ",SA,Finalizado - Fim de plano
45651758,12584,"PU36N ",TC,Finalizado - Fim de plano
45651759,80508,"PU36N ",TB,Finalizado - Resgate Pago
45651760,12585,"PU36N ",TC,Finalizado - Fim de plano
45651761,12586,"PU36N ",TC,Finalizado - Fim de plano
45651762,12587,"PU36N ",TC,Finalizado - Fim de plano
45651763,12588,"PU36N ",TC,Finalizado - Fim de plano
45651764,12589,"PU36N ",TC,Finalizado - Fim de plano
45651765,13237,"PM36A ",CO,Finalizado - Resgate Pago
45651766,89436,"PM36A ",CF,Finalizado - Resgate Pago
45651767,47587,"PM36A ",CL,Finalizado - Resgate Pago
45651768,63222,"PM36A ",CE,Finalizado - Resgate Pago
45651769,85056,"PM36A ",CF,Finalizado - Resgate Pago
45651770,7547,"PM36A ",CE,Finalizado - Resgate Pago
45651771,9154,"PM36A ",CJ,Finalizado - Resgate Pago
45651772,76318,"PM36A ",CJ,Finalizado - Resgate Pago
45651773,95836,"PM36A ",CG,Finalizado - Resgate Pago
45651774,25,"PM36A ",DA,Finalizado - Resgate Pago
45651775,79446,"PM36A ",CI,Finalizado - Resgate Pago
45651776,94207,"PM36A ",CG,Finalizado - Resgate Pago
45651777,26531,"PM36A ",CO,Finalizado - Resgate Pago
45651778,69899,"PM36A ",CC,Finalizado - Resgate Pago
45651779,10417,"PM36A ",CR,Finalizado - Resgate Pago
45651780,28220,"PM36A ",CN,Finalizado - Resgate Pago
45651781,28222,"PM36A ",CN,Finalizado - Resgate Pago
45651782,46062,"PM36A ",CL,Finalizado - Resgate Pago
45651783,80253,"PM36A ",CH,Finalizado - Resgate Pago
45651784,25896,"PM36A ",CK,Finalizado - Resgate Pago
45651785,46540,"PM36A ",CI,Finalizado - Resgate Pago
45651786,1523,"PM36A ",CM,Finalizado - Resgate Pago
45651787,1929,"PM36A ",CQ,Finalizado - Resgate Pago
45651788,39690,"PM36A ",CE,Finalizado - Resgate Pago
45651789,47514,"PM36A ",CR,Finalizado - Resgate Pago
45651790,20652,"PM36A ",CK,Finalizado - Fim de plano
45651791,81833,"PM36  ",AK,Finalizado - Resgate Pago
45651792,32419,"PM36A ",CI,Finalizado - Resgate Pago
45651793,70792,"PM36A ",CF,Finalizado - Resgate Pago
45651794,66413,"PM36A ",CK,Finalizado - Resgate Pago
45651795,67235,"PM36A ",CJ,Finalizado - Resgate Pago
45651796,73343,"PM36A ",CB,Finalizado - Resgate Pago
45651797,1190,"PM36A ",CN,Finalizado - Resgate Pago
45651798,94155,"PM36A ",CE,Finalizado - Resgate Pago
45651799,31311,"PM36A ",AR,Finalizado - Resgate Pago
45651800,39836,"PM36A ",CM,Finalizado - Resgate Pago
45651801,17900,"PM36A ",CP,Finalizado - Resgate Pago
45651802,81917,"PM36A ",CI,Finalizado - Resgate Pago
45651803,20572,"PM36A ",CJ,Finalizado - Resgate Pago
45651804,63896,"PM36A ",CJ,Finalizado - Resgate Pago
45651805,31418,"PM36A ",CM,Finalizado - Resgate Pago
45651806,19311,"PM36  ",AQ,Finalizado - Resgate Pago
45651807,64657,"PM36A ",CO,Finalizado - Resgate Pago
45651808,22574,"PM36A ",CP,Finalizado - Resgate Pago
45651809,65855,"PU24A ",EA,Finalizado - Resgate Pago
45651810,65856,"PU24A ",EA,Finalizado - Resgate Pago
45651811,65857,"PU24A ",EA,Finalizado - Resgate Pago
45651812,65859,"PU24A ",EA,Finalizado - Resgate Pago
45651813,65860,"PU24A ",EA,Finalizado - Resgate Pago
45651814,352882,"PU24A ",EA,Finalizado - Resgate Pago
45651815,31875,"PM36A ",CL,Finalizado - Resgate Pago
45651816,26677,"PM36A ",CM,Finalizado - Resgate Pago
45651817,17457,"PM36  ",AP,Finalizado - Fim de plano
45651818,68606,"PM36  ",AM,Finalizado - Fim de plano
45651819,5228,"PM36A ",CF,Finalizado - Resgate Pago
45651820,43907,"PM36A ",CM,Finalizado - Resgate Pago
45651821,81773,"PM36A ",CE,Finalizado - Resgate Pago
45651822,78291,"PM36  ",AM,Finalizado - Fim de plano
45651823,2894,"PM36A ",CU,Finalizado - Resgate Pago
45651824,68824,"PM36  ",AM,Finalizado - Fim de plano
45651825,56343,"PM36A ",CK,Finalizado - Resgate Pago
45651826,33070,"PU24A ",EA,Finalizado - Resgate Pago
45651827,65858,"PU24A ",EA,Finalizado - Resgate Pago
45651828,29808,"PM36A ",CO,Finalizado - Resgate Pago
45651829,36417,"PM36A ",CM,Finalizado - Resgate Pago
45651830,17022,"PM36A ",CB,Finalizado - Resgate Pago
45651831,2988,"PM36A ",CE,Finalizado - Resgate Pago
45651832,81797,"PM36A ",CK,Finalizado - Resgate Pago
45651833,365714,"PU24A ",EA,Finalizado - Resgate Pago
45651834,356444,"PU24A ",EA,Finalizado - Resgate Pago
45651835,6966,"PM36A ",CO,Finalizado - Resgate Pago
45651836,308645,"PM48M ",OH,Finalizado - Resgate Pago
45651837,365139,"PM60  ",LA,Finalizado - Resgate Pago
45651838,45849,"PM06H ",RA,Finalizado - Resgate Pago
45651839,203636,"PU36N ",TA,Finalizado - Resgate Pago
45651840,119163,"PM48M ",OF,Finalizado - Resgate Pago
45651841,201728,"PU36M ",SB,Finalizado - Fim de plano
45651842,379814,"PM48M ",OF,Finalizado - Resgate Pago
45651843,305654,"PM48M ",OH,Finalizado - Resgate Pago
45651844,30474,"PM36A ",CL,Finalizado - Resgate Pago
45651845,44489,"PP60M ",AA,Finalizado - Resgate Pago
45651846,13617,"PM36A ",CO,Finalizado - Resgate Pago
45651847,15969,"PM36A ",CP,Finalizado - Resgate Pago
45651848,38966,"PM36A ",CM,Finalizado - Resgate Pago
45651849,48267,"PM36A ",CL,Finalizado - Resgate Pago
45651850,16042,"PM36A ",CP,Finalizado - Resgate Pago
45651851,46363,"PM36A ",CG,Finalizado - Resgate Pago
45651852,59411,"PM36A ",CJ,Finalizado - Resgate Pago
45651853,26510,"PM36A ",CM,Finalizado - Resgate Pago
45651854,28175,"PM36A ",CO,Finalizado - Resgate Pago
45651855,105850,"PU36A ",IA,Finalizado - Fim de plano
45651856,105511,"PU36A ",IA,Finalizado - Fim de plano
45651857,105512,"PU36A ",IA,Finalizado - Fim de plano
45651858,105513,"PU36A ",IA,Finalizado - Fim de plano
45651859,105514,"PU36A ",IA,Finalizado - Fim de plano
45651860,105515,"PU36A ",IA,Finalizado - Fim de plano
45651861,105516,"PU36A ",IA,Finalizado - Fim de plano
45651862,105517,"PU36A ",IA,Finalizado - Fim de plano
45651863,105518,"PU36A ",IA,Finalizado - Fim de plano
45651864,105519,"PU36A ",IA,Finalizado - Fim de plano
45651865,105520,"PU36A ",IA,Finalizado - Fim de plano
45651866,33432,"PM36A ",CG,Finalizado - Resgate Pago
45651867,68246,"PM36A ",CE,Finalizado - Resgate Pago
45651868,68247,"PM36A ",CE,Finalizado - Resgate Pago
45651869,5282,"PM36A ",CH,Finalizado - Resgate Pago
45651870,30965,"PM48  ",GB,Finalizado - Resgate Pago
45651871,21245,"PM36A ",CP,Finalizado - Resgate Pago
45651872,90734,"PM36A ",CH,Finalizado - Resgate Pago
