_CustomObjectKey,id_titulo,id_plano,id_serie
16268764,108851,"PM48M ",OA
16268765,10896,"PU24A ",EA
16268766,109142,"PU36R ",TM
16268767,109156,"PU36Q ",AI
16268768,109162,"PU36Q ",AI
16268769,109208,"PU369 ",AD
16268770,109210,"PUA48 ",AA
16268771,109280,"PM60  ",LE
16268772,1093,"PM48E ",EE
16268773,10933,"PU24A ",EA
16268774,109331,"PU36  ",MA
16268775,10935,"PU368 ",AC
16268776,109383,"PM48  ",GC
16268777,1094,PU001D,AB
16268778,10952,"PU12C ",AA
16268779,109555,"PU368 ",AB
16268780,10959,"PU12C ",AA
16268781,109687,"PU36  ",MA
16268782,109692,"PU36  ",MA
16268783,109772,"PM48M ",OB
16268784,109955,"PU12C ",AA
16268785,110071,"PU36C ",AC
16268786,110114,"PU36M ",SB
16268787,110159,"PU369 ",AD
16268788,110259,"PU368 ",AD
16268789,11027,"PU24A ",EA
16268790,11032,"PM48M ",OD
16268791,11044,"PU24A ",EA
16268792,110533,"PUH48 ",AA
16268793,11061,"PM36A ",CW
16268794,1108,PU001D,AB
16268795,11084,"PU24A ",EA
16268796,110860,"PU368 ",AF
16268797,110862,"PU368 ",AF
16268799,110902,"PU48H ",AA
16268800,110919,"PU36A ",IA
16268801,110941,"PM365 ",AA
16268803,111,PU001Q,AA
16268804,1110,"PU58A ",AF
16268805,111013,"PU481 ",AA
16268806,111032,"PM06H ",RA
16268807,111046,"PM60  ",LB
16268808,111078,"PU36N ",TA
16268809,11108,PUQR22,AA
16268810,11112,"PU36A ",IA
16268811,111133,"PU36  ",MA
16268812,111140,"PU36N ",TA
16268813,111152,"PU368 ",AD
16268814,111209,"PM06H ",RA
16268815,11122,"PU36A ",IC
16268816,111244,"PM48  ",GA
16268817,111283,"PM48  ",GA
16268818,111316,"PM48M ",OC
16268819,111317,"PM48M ",OC
16268820,111332,"PU36  ",MA
16268821,1116,PU001D,AB
16268822,111622,"A60PM ",AB
16268823,11163,PUQR22,AA
16268824,111672,"PU24A ",EA
16268825,111709,"PU36A ",IA
16268826,11171,PUQR22,AA
16268827,11173,PUQR22,AA
16268828,111745,"PU36  ",MA
16268829,111759,"PU36O ",AC
16268830,111782,"PU48B ",AA
16268831,11181,"PM36A ",CV
16268832,111893,"PU368 ",AD
16268833,11192,"PU24A ",EA
16268834,11196,"PM60  ",LF
16268835,111995,"PM60  ",LD
16268836,111997,"PM60  ",LD
16268837,112105,"PU367 ",AD
16268838,112149,"PM48  ",GC
16268839,112154,"PU36A ",IB
16268840,112277,"PM60  ",LA
16268841,1124,PU001D,AB
16268842,11241,PUQR22,AA
16268843,112418,"PU36  ",MA
16268844,112462,"PUA36 ",AA
16268845,112521,"PM60  ",LC
16268846,112535,"PU368 ",AB
16268847,112545,"PU369 ",AB
16268848,112631,"36PU3 ",AA
16268849,1127,PU001D,AB
16268850,112745,"PM48M ",OG
16268851,112787,"PM484 ",AA
16268852,112860,"PU368 ",AD
16268853,112861,"PU368 ",AD
16268854,112862,"PU368 ",AD
16268855,112864,"PU368 ",AD
16268856,112864,"PU36W ",AA
16268857,112865,"PU368 ",AD
16268858,112932,"PU36R ",TM
16268859,11297,PUQR22,AA
16268860,11298,PUQR22,AA
16268861,11302,"PU36M ",SA
16268862,113176,"PU36A ",IB
16268863,113264,"PU36W ",AA
16268864,113302,"A60PM ",AB
16268865,11333,PUQR22,AA
16268866,113346,"C36PM ",AA
16268867,113509,"PU36A ",IB
16268868,11359,PUQR22,AA
16268869,113931,"PM48M ",OK
16268870,11400,PUQR22,AA
16268871,114183,"PU24A ",EA
16268872,1142,"PU58A ",AD
16268873,114215,"PU36M ",SB
16268874,11432,PUQR22,AA
16268875,114335,"PU36W ",AA
16268876,114337,"PM48  ",GD
16268877,114391,"PU24A ",EA
16268878,114413,"PM604 ",AA
16268879,114455,"PM60  ",LA
16268880,114510,"PM60  ",LA
16268881,114557,"PU369 ",AD
16268882,114586,"PM484 ",AA
16268883,1146,PU001T,AA
16268884,114769,"PU36J ",AA
16268885,114825,"PU36A ",IA
16268886,114838,"PU36H ",AB
16268887,114842,"PU36C ",AB
16268888,114919,"PU36A ",IB
16268889,11493,"PM36A ",CN
16268890,1074,PU001T,AA
16268891,1074,"PU36A ",IA
16268893,107695,"PM363 ",AA
16268894,10774,"PM60  ",LB
16268895,107855,"PM24R ",AA
16268896,107899,"PU481 ",AA
16268897,108,PU001Q,AA
16268898,1080,PU001T,AA
16268899,10807,"PM48E ",EE
16268900,1081,PU001T,AA
16268901,108105,"PM48M ",OF
16268902,10814,"PU24A ",EA
16268903,108239,"PM48  ",GC
16268904,10828,"PU36  ",MA
16268905,1083,PU001T,AA
16268906,108421,"PM601 ",AA
16268907,10855,"PU24A ",EA
16268908,108722,"PM48  ",GA
16268909,108968,"PM48  ",GA
16268910,109155,"PU24A ",EA
16268911,109167,"PU36Q ",AI
16268912,10918,"PUC12 ",AA
16268913,109212,"PUA48 ",AA
16268914,10937,"PU368 ",AC
16268915,109447,"PM60  ",LB
16268916,109456,"PU24A ",EA
16268917,109458,"PU36W ",AA
16268918,109467,"PM60  ",LA
16268919,1096,"PU36M ",SA
16268920,10965,"PU24A ",EA
16268921,10966,"PM36A ",CS
16268922,109685,"PU36O ",AD
16268923,109876,"PM60  ",LD
16268924,109878,"PM60  ",LD
16268925,109958,"PM48  ",GD
16268926,109973,"PU24A ",EA
16268927,109986,"PU48F ",AA
16268928,1100,PU001T,AA
16268929,110013,"PM60V ",AA
16268930,11005,"PM60  ",LF
16268931,110107,"PU36M ",SB
16268932,110108,"PU36M ",SB
16268933,110112,"PU36M ",SB
16268934,110256,"PU368 ",AD
16268935,110257,"PU368 ",AD
16268936,110258,"PU368 ",AD
16268937,110508,"PM48  ",GB
16268938,110523,"PU36M ",SC
16268939,110524,"B36PM ",AA
16268940,110562,"PM48  ",GB
16268941,110636,"PU36M ",SB
16268942,11066,"PM36A ",CG
16268943,110806,"PU36A ",IB
16268944,11085,PUQR22,AA
16268945,110859,"PU368 ",AF
16268946,110889,"PP93R ",AA
16268947,1109,PU001D,AB
16268949,110903,"PU48H ",AA
16268950,1110,PU001D,AB
16268951,111043,"PM60  ",LB
16268952,111045,"PM60  ",LB
16268953,111103,"PM60  ",LB
16268954,11113,"PU24A ",EA
16268955,111136,"PU368 ",AD
16268956,111146,"PM48M ",OK
16268957,11121,"PU36A ",IC
16268958,111244,"PU369 ",AD
16268959,11126,"PU24A ",EA
16268960,111283,"36PU5 ",AA
16268961,11138,"PU24A ",EA
16268962,111415,"PUA24 ",AA
16268963,111510,"PU36P ",AB
16268964,111541,"PM60  ",LA
16268965,111551,"PU24A ",EA
16268966,11157,PUQR22,AA
16268967,11160,"PM36A ",CR
16268968,1117,PU001T,AA
16268969,11172,PUQR22,AA
16268970,111731,"PU36  ",MA
16268971,111732,"PU36P ",AG
16268972,111742,"PU36  ",MA
16268973,111921,"PU36A ",IA
16268974,111996,"PM60  ",LD
16268975,112011,"PU362 ",AA
16268976,11203,PUQR22,AA
16268977,112067,"36PU3 ",AA
16268978,112249,"PM48  ",GA
16268979,112419,"PU36  ",MA
16268980,11251,"PU24A ",EA
16268981,112531,"PM60  ",LB
16268982,11259,"PU24A ",EA
16268983,112652,"A60PM ",AC
16268984,112658,"PU36Q ",AD
16268985,112662,"PU36W ",AA
16268986,11272,PUQR22,AA
16268987,11297,"PU24A ",EA
16268988,1130,"PU241 ",AA
16268989,113055,"PU36A ",IA
16268990,113174,"PU36A ",IB
16268991,11319,"PU24A ",EA
16268992,1132,PU001D,AB
16268993,11326,"PU36J ",AA
16268994,113311,"C36PM ",AA
16268995,113313,"A36PM ",AA
16268996,11350,PUQR22,AA
16268997,1136,PU001T,AA
16268998,113714,"PM363 ",AA
16268999,113725,"PP60M ",AC
16269000,113735,"PM60  ",LC
16269001,1138,PU001D,AB
16269002,113818,"PU369 ",AD
16269003,113839,"PP60M ",AA
16269004,11388,"PU24A ",EA
16269005,113880,"PM48M ",OG
16269006,113896,"PU24A ",EA
16269007,11403,"PU24A ",EA
16269008,11418,"PU24A ",EA
16269009,114245,"PM60  ",LA
16269010,11434,PUQR22,AA
16269011,114395,"PU24A ",EA
16269012,1144,PU001T,AA
16269013,114437,"PM60  ",LD
16269014,11450,PUQR22,AA
16269015,114677,"PM48  ",GC
16269016,11468,PUQR22,AA
16269017,114683,"PU36P ",AB
16269018,1147,PU001T,AA
16269019,114742,"PM48  ",GA
16269020,114848,"PU48F ",AA
16269021,114849,"PU48F ",AA
16269022,114945,"PM60  ",LB
16269023,1150,"PU36W ",AC
16269024,115051,"PM48  ",GC
16269025,115092,"36PU3 ",AA
16269026,115106,"PU24A ",EA
16269027,11517,"PM48M ",OB
16269028,11523,PUQR22,AA
16269029,11528,"PM48E ",EE
16269030,114998,"PM60  ",LC
16269031,115,PU001Q,AA
16269032,11504,"PU24A ",EA
16269033,115092,"PM48M ",OC
16269034,115228,"PU368 ",AD
16269035,11524,PUQR22,AA
16269036,11532,"PM48M ",OH
16269037,11536,"PU12D ",AA
16269038,1154,PU001T,AA
16269039,11540,PUQR22,AA
16269040,11541,"PU36P ",AB
16269041,115418,"PM60V ",AA
16269042,115433,"PU24A ",EA
16269043,11546,PUQR22,AA
16269044,11550,PUR38A,AA
16269045,115605,"PU24A ",EA
16269046,115660,"A48PM ",AB
16269047,115668,"PU36A ",IB
16269048,115717,"PU36A ",IA
16269049,115719,"PU36A ",IA
16269050,11578,"C60PM ",AB
16269051,1158,"PU12F ",AA
16269052,11592,"PM60  ",LC
16269053,11594,"PM60  ",LC
16269055,115985,"PUA24 ",AA
16269056,11599,"PU36C ",AB
16269057,11600,"PU36C ",AB
16269058,11601,PUQR22,AA
16269059,116010,"PM48M ",OC
16269060,11607,"PU36A ",IA
16269061,1161,PU001D,AB
16269062,116200,"PU24A ",EA
16269063,116257,"PM48M ",OC
16269064,11631,"PU24A ",EA
16269065,11638,PUQR38,AA
16269066,11645,"PU24A ",EA
16269067,116590,"PM60  ",LA
16269068,11660,"PM36A ",CR
16269069,11664,"PU24A ",EA
16269070,116676,"PU36  ",MA
16269071,1167,PU001T,AA
16269072,116718,"PM48  ",GB
16269073,116767,"PM48  ",GC
16269074,116769,"PM48M ",OL
16269075,1169,"PM368 ",AA
16269076,1169,"PM60  ",LC
16269077,1169,PUQB22,AA
16269078,116939,"PU36N ",TA
16269079,117080,"PM60  ",LD
16269080,11724,"PU24A ",EA
16269081,117402,"PM60  ",LA
16269082,11746,"PU24A ",EA
16269083,117528,"PU36  ",MA
16269084,11754,"PU24A ",EA
16269085,11772,PUQR38,AA
16269086,117764,"PU36M ",SB
16269087,11778,"PU24A ",EA
16269088,11779,"PU24A ",EA
16269089,117825,"PM48M ",OL
16269090,117859,"PU48A ",AA
16269091,1179,PU001T,AA
16269092,11791,"PU36A ",IB
16269093,117918,"PP60  ",WA
16269094,11798,"PU36A ",IB
16269095,118071,"PM60  ",LD
16269096,11813,"PM60  ",LE
16269097,118147,"PU36W ",AA
16269098,11820,"PU24A ",EA
16269099,118346,"PM48M ",OB
16269100,1184,PU001D,AB
16269101,1185,PU001D,AB
16269102,118642,"A60PM ",AB
16269103,11878,"PU24A ",EA
16269104,1188,"36PMJ ",AA
16269105,1188,PU001T,AA
16269106,118897,"PU36W ",AA
16269107,1189,PUQB06,AA
16269108,118934,"PU369 ",AF
16269109,1190,PU001D,AB
16269110,1191,PU001D,AB
16269111,119122,"PU36  ",MA
16269112,11913,"PU24A ",EA
16269113,119144,"PU48A ",AA
16269114,11920,"PU24A ",EA
16269115,119201,"PU36A ",IB
16269116,119230,"PU368 ",AA
16269117,119311,"PM60  ",LA
16269118,11937,"PU362 ",AB
16269119,119541,"PU36  ",MA
16269120,119564,"C36PM ",AA
16269121,119564,"PU36C ",AB
16269122,119567,"PU36C ",AB
16269123,119600,"PM60  ",LC
16269124,119664,"PU361 ",AA
16269125,119686,"PM604 ",AA
16269126,1197,PU001T,AA
16269127,11970,"PM604 ",AA
16269128,119829,"PU36M ",SA
16269129,120,PU001Q,AA
16269130,120003,"36PU1 ",AA
16269131,120104,"PU36  ",MA
16269132,120135,"PU36M ",SA
16269133,120147,"PU36A ",IA
16269134,12016,"PM36A ",CO
16269135,12016,PUQR14,AA
16269136,120329,"PM48M ",OE
16269137,12042,"PU36A ",IA
16269138,120439,"PM60  ",LB
16269139,120498,"36PU3 ",AA
16269140,120501,"36PU3 ",AA
16269141,12060,"PU24A ",EA
16269142,120657,"PM60  ",LD
16269143,120740,"PM48  ",GB
16269144,1207487,"PU12C ",AA
16269145,120777,"PM72Q ",AA
16269146,12079,"PU24A ",EA
16269147,12080,"PU36M ",SC
16269148,120855,"PU36C ",AB
16269149,120860,"PU36C ",AB
16269150,120862,"PU36C ",AB
16269151,120863,"PU36C ",AB
16269152,120864,"PU36C ",AB
16269153,120866,"PU36C ",AB
16269154,120869,"PU36C ",AB
16269155,12087,"PU36W ",AA
16269156,120871,"PU36C ",AB
16269157,120961,"PU368 ",AC
16269158,120997,"PU24A ",EA
16269159,1210,"PM36A ",CP
16269160,121013,"PU36O ",AB
16269161,121015,"PU36O ",AB
16269162,121016,"PU36O ",AB
16269164,121035,"PU368 ",AF
16269166,121036,"PU368 ",AF
16269167,121075,"PUB36 ",AA
16269168,12119,"PU481 ",AA
16269169,121255,"PM60  ",LB
16269170,1148,PU001T,AA
16269171,114826,"PU36A ",IA
16269172,114828,"PU36A ",IA
16269173,11488,PUQR22,AA
16269174,114917,"PU36A ",IB
16269175,11492,"PM48M ",OB
16269176,114923,"PU36A ",IB
16269177,11493,"PM48  ",GA
16269178,11494,"PU36M ",SB
16269179,114996,"PU36  ",MA
16269180,115188,"PM60  ",LC
16269181,115249,"A60PM ",AB
16269182,115259,"E48PM ",AA
16269183,11531,"PM48M ",OH
16269184,11533,"PM48M ",OB
16269185,11534,"PU12C ",AA
16269186,115382,"PUH48 ",AA
16269187,11547,"PU36C ",AB
16269188,115513,"PM48  ",GC
16269189,11553,PUR38A,AA
16269190,115659,"PM48  ",GC
16269191,115710,"PM48M ",OA
16269192,115721,"PU36A ",IA
16269193,115726,"PU36A ",IA
16269194,1159,PU001D,AB
16269195,11594,"PU24A ",EA
16269196,11597,"PU36C ",AB
16269197,11598,PUQR22,AA
16269199,115983,"PUA24 ",AA
16269201,115987,"PUA24 ",AA
16269202,1160,PU001T,AA
16269203,116013,"PM60  ",LA
16269204,11611,"PU12C ",AA
16269205,1162,"PM60  ",LC
16269206,116203,"PM60  ",LA
16269207,11628,PUR38A,AA
16269208,116321,"PU369 ",AF
16269209,116369,"PU48H ",AA
16269210,116456,"PM60  ",LD
16269211,116483,"PM60  ",LB
16269212,11649,PUQR22,AA
16269213,116496,"B36PU ",AA
16269214,11653,PUQR48,AA
16269215,11663,"PU24A ",EA
16269216,116639,"PM604 ",AA
16269217,11681,"PU24A ",EA
16269218,116822,"PM604 ",AA
16269219,116833,"PM60  ",LC
16269220,116834,"PM60  ",LC
16269221,116952,"PM06H ",RA
16269222,116980,"PM48  ",GA
16269223,117,PU001Q,AA
16269224,117009,"PM488 ",AA
16269225,117089,"PU36O ",AE
16269226,117094,"PUA48 ",AA
16269227,11712,PUQR14,AA
16269228,117121,"PU36O ",AI
16269229,11714,"PU24A ",EA
16269230,117143,"PM60  ",LE
16269231,117157,"36PU5 ",AA
16269232,117357,"PM60  ",LB
16269233,117397,"PU369 ",AE
16269234,11743,"PU24A ",EA
16269235,117498,"PU36A ",IA
16269236,117499,"PU36A ",IA
16269237,117500,"PU36A ",IA
16269238,11753,"PU24A ",EA
16269239,117642,"PM48M ",OH
16269240,117644,"PM60  ",LA
16269241,117789,"PM60  ",LA
16269242,117823,"PU24A ",EA
16269243,11784,"PU24A ",EA
16269245,117890,"36PU1 ",AA
16269247,117965,"PM484 ",AA
16269248,11797,"PM48  ",GD
16269249,118,PU001Q,AA
16269250,1181,PU001D,AB
16269251,1181,"PU241 ",AA
16269252,118199,"PU36W ",AA
16269253,11824,"PM48M ",OD
16269254,11837,"PUC24 ",AA
16269255,118390,"PM60  ",LC
16269256,1184,"PU36W ",AE
16269257,11858,"PU12C ",AA
16269258,118623,"PP93R ",AA
16269259,1187,PU001T,AA
16269260,118713,"PP93R ",AA
16269261,11876,"PU24A ",EA
16269262,118811,"A36PM ",AA
16269263,119,PU001Q,AA
16269264,119016,"PU24A ",EA
16269265,11910,"PU24A ",EA
16269266,11919,"PU24A ",EA
16269267,119210,"PM06H ",RA
16269268,1193,"PM48M ",OK
16269269,11945,"E48PM ",AA
16269270,119487,"PM48M ",OF
16269271,119535,"PU36C ",AC
16269272,11955,"PU24A ",EA
16269273,119563,"C36PM ",AA
16269274,119805,"PU36O ",AC
16269275,11985,"PU24A ",EA
16269276,119861,"PM72Q ",AA
16269277,119890,"PU36P ",AG
16269278,119895,"PU36H ",AC
16269279,1199,"PU36A ",IC
16269280,119977,"PU36  ",MA
16269281,1200,PU001T,AA
16269282,12001,"PU24A ",EA
16269283,120017,"PU367 ",AA
16269284,120099,"PU369 ",AD
16269285,120100,"PM604 ",AA
16269286,120328,"PM48M ",OE
16269287,120331,"PM48M ",OE
16269288,120399,"PM48M ",OH
16269289,120449,"PU36A ",IA
16269290,120499,"36PU3 ",AA
16269291,12061,"PM48M ",OD
16269292,120661,"PU369 ",AF
16269293,120685,"PU36  ",MA
16269294,1207,PU001T,AA
16269295,120808,"PM60  ",LA
16269296,120857,"PU36C ",AB
16269297,120865,"PU36C ",AB
16269298,120868,"PU36C ",AB
16269299,120994,"PU24A ",EA
16269300,121001,"PM48  ",GB
16269301,12118,"PM60  ",LD
16269302,12118,"PU24A ",EA
16269303,121273,"PU36A ",IB
16269304,121275,"PU36A ",IB
16269305,12145,"PU58V ",AD
16269306,12152,"PU36W ",AB
16269307,121532,"PM60  ",LE
16269308,121580,"PM48B ",HA
16269309,12163,"A36PM ",AA
16269310,11539,"PU36A ",IB
16269312,115453,"PU368 ",AF
16269313,115464,"A60PM ",AC
16269314,115590,"PU361 ",AE
16269315,115630,"PM60  ",LA
16269316,115633,"PM48M ",OD
16269317,11570,"PU24A ",EA
16269318,115715,"PU36M ",SA
16269319,1158,"PM60  ",LC
16269320,115836,"PU481 ",AA
16269321,115842,"PU36A ",IA
16269322,115951,"PM60  ",LD
16269324,115986,"PUA24 ",AA
16269325,116,PU001Q,AA
16269326,116113,"PU24A ",EA
16269327,11618,"PU24A ",EA
16269328,116197,"PM60  ",LA
16269329,116204,"PU24A ",EA
16269330,116272,"PU36A ",IA
16269331,116293,"PU36  ",MA
16269332,116298,"A36PM ",AA
16269333,116328,"PU369 ",AA
16269334,11664,PUQR38,AA
16269335,116641,"PM48  ",GB
16269336,11669,"PU24A ",EA
16269337,116692,"PM48M ",OF
16269338,116704,"PU36  ",MA
16269339,11672,"PU24A ",EA
16269340,11675,"PU24A ",EA
16269341,116848,"PU36R ",TM
16269342,117012,"PM60  ",LB
16269343,117078,"PM60  ",LD
16269344,117079,"PM60  ",LD
16269345,117080,"PU362 ",AB
16269346,117103,"PU369 ",AF
16269347,117202,"PM60  ",LD
16269348,117385,"PU36A ",IA
16269349,117444,"PM60  ",LA
16269350,117454,"PU369 ",AE
16269351,11770,"PU36P ",AB
16269352,117748,"PM06H ",RA
16269353,1178,PU001T,AA
16269354,11792,"PU36A ",IB
16269355,11795,"PU36A ",IB
16269356,11799,PUQR14,AA
16269357,11825,"PM48M ",OD
16269358,11837,"PM48M ",OC
16269359,1185379,"PU12C ",AA
16269360,118571,"PUA36 ",AA
16269361,118688,"PM60  ",LD
16269362,1187,PUQB22,AA
16269363,118757,"PM48  ",GA
16269364,1188,"PM36A ",CJ
16269365,118824,"PM48  ",GB
16269366,118851,"PU36O ",AD
16269367,1189,PU001T,AA
16269368,119020,"PM60  ",LC
16269369,11903,"PU24A ",EA
16269370,119033,"PU36M ",SC
16269371,119064,"PU24A ",EA
16269372,11912,"PU36A ",IA
16269373,11912,PUQR22,AA
16269374,11917,"PU24A ",EA
16269375,11917,"PU36A ",IA
16269376,11942,"PU24A ",EA
16269377,119440,"PM48  ",GB
16269378,119488,"PM48M ",OF
16269379,11950,"PU36A ",IC
16269380,11952,"PM36A ",CU
16269381,119525,"PU36C ",AC
16269382,119537,"PU36C ",AC
16269383,119565,"PU36C ",AB
16269384,119622,"PM48M ",OE
16269385,119631,"PU36W ",AA
16269386,11972,"PU36A ",IC
16269387,119769,"A60PM ",AC
16269388,11982,PUQR22,AA
16269389,1199,PU001T,AA
16269390,11997,"PU58A ",AF
16269391,119979,"PM60  ",LD
16269393,119993,"36PU1 ",AA
16269394,1200,"PU36A ",IC
16269395,120063,"PU368 ",AF
16269396,1201,PU001T,AA
16269397,120121,"PM60  ",LC
16269398,12013,"PU24A ",EA
16269399,120148,"PU36A ",IA
16269400,120327,"PM48M ",OE
16269401,120330,"PM48M ",OE
16269402,12035,"PU12C ",AA
16269403,12050,"PU12C ",AA
16269404,120624,"PU481 ",AA
16269405,1208,PU001T,AA
16269406,120859,"PU36C ",AB
16269407,120861,"PU36C ",AB
16269408,120867,"PU36C ",AB
16269409,120870,"PU36C ",AB
16269410,120879,"PU24A ",EA
16269411,120983,"PM48M ",OC
16269412,120996,"PU24A ",EA
16269413,12106,"PU24A ",EA
16269414,121114,"PU36  ",MA
16269415,121115,"PU368 ",AD
16269416,121168,"PM60  ",LC
16269417,121263,"PU36A ",IB
16269418,12140,"PU12C ",AA
16269419,12146,"PU24A ",EA
16269420,121464,"PM601 ",AA
16269421,12147,"PU36W ",AA
16269422,1215,PU001T,AA
16269423,12152,"PU24A ",EA
16269424,121536,"PM48B ",HA
16269425,12155,"PU24A ",EA
16269426,121623,"PU36A ",IB
16269427,121683,"PU36W ",AA
16269428,1217,PU001T,AA
16269429,121700,"PU369 ",AD
16269430,121805,"PM48  ",GA
16269431,121891,"PU481 ",AA
16269432,121892,"PU481 ",AA
16269433,12191,"PM48M ",OB
16269434,12201,"PU24A ",EA
16269435,12204,"D60PM ",AA
16269436,122195,"PU368 ",AE
16269437,122292,"PUA24 ",AA
16269438,122346,"PU364 ",AC
16269439,122360,"PU364 ",AC
16269440,122364,"PU364 ",AC
16269441,122366,"PM601 ",AA
16269442,122401,"PU36H ",AC
16269443,122403,"PU36H ",AC
16269444,122404,"PU36H ",AC
16269445,122405,"PU36H ",AC
16269446,12246,"PU24A ",EA
16269447,122500,"PMA48 ",AA
16269448,122533,"PM60  ",LD
16269449,114850,"PU48F ",AA
16269450,114851,"PU48F ",AA
16269451,114895,"PM48M ",OF
16269452,114922,"PU36A ",IB
16269453,115054,"PUA48 ",AA
16269454,115109,"PU24A ",EA
16269455,11514,"PM48M ",OB
16269456,115199,"PU36W ",AB
16269457,1152,PU001T,AA
16269458,11521,"PU481 ",AA
16269459,11526,"PP36A ",AA
16269460,115293,"PUA48 ",AA
16269461,11531,"PM48M ",OB
16269462,11537,"PU36M ",SE
16269463,115563,"PM60  ",LC
16269464,11559,"PU24A ",EA
16269465,1157,"PM60  ",LC
16269466,115714,"PU36M ",SA
16269467,115728,"PU36A ",IA
16269469,115730,"PU48H ",AA
16269471,115731,"PU48H ",AA
16269472,115817,"PM48M ",OJ
16269473,115822,"PU36A ",IA
16269474,115833,"PM486 ",AA
16269475,11598,"PU36C ",AB
16269477,115984,"PUA24 ",AA
16269478,11601,"PM48M ",OE
16269479,11606,"PM72P ",AA
16269480,116214,"PU36H ",AA
16269481,116275,"PM48  ",GC
16269482,1163,PU001T,AA
16269483,116329,"PU369 ",AA
16269484,116330,"PU369 ",AA
16269485,116332,"PM48  ",GC
16269486,116353,"PM48M ",OA
16269487,11647,PUQR38,AA
16269488,116487,"PM48M ",OG
16269489,116495,"PM48  ",GD
16269490,116551,"PU48H ",AA
16269491,1166,PU001T,AA
16269492,116779,"PU36A ",IB
16269493,116785,"PU36  ",MA
16269494,116786,"PU36  ",MA
16269495,116813,"PP93R ",AA
16269496,116905,"PU36O ",AI
16269497,116981,"PM60  ",LB
16269498,117006,"PU36W ",AA
16269499,11705,"PU24A ",EA
16269500,11743,"PM48  ",GB
16269501,117466,"PM60  ",LA
16269502,117508,"PM48  ",GB
16269503,117537,"PM60  ",LD
16269504,11757,"PU24A ",EA
16269505,117857,"PU48F ",AA
16269506,117858,"PU48A ",AA
16269507,11793,"PU36A ",IB
16269508,11799,"PU36A ",IB
16269509,118027,"PU369 ",AD
16269510,118168,"PM60  ",LA
16269511,1182,PU001T,AA
16269512,11824,"PU24W ",AB
16269513,1185,"PM36A ",CJ
16269514,11851,"PM604 ",AA
16269515,118661,"PU24A ",EA
16269516,118811,"PU368 ",AC
16269517,118848,"PM60  ",LB
16269518,119013,"PM48M ",OK
16269519,119085,"PU36W ",AD
16269520,1192,PU001D,AB
16269521,1192,PU001T,AA
16269522,119203,"PU36C ",AB
16269523,119233,"PU368 ",AA
16269524,119275,"PM604 ",AA
16269525,119330,"PM48  ",GA
16269526,11947,"PU36W ",AB
16269527,119497,"PM48M ",OB
16269528,1195,PU001T,AA
16269529,119566,"PU36C ",AB
16269530,119568,"PU36C ",AB
16269531,11964,"PPD36 ",AA
16269532,11979,"PU24A ",EA
16269533,1198,PU001T,AA
16269534,120044,"PU36S ",AA
16269535,12005,"PU24A ",EA
16269536,12006,"PU24A ",EA
16269537,12009,"PU24A ",EA
16269538,120136,"PU36M ",SA
16269539,120137,"PU36M ",SA
16269540,120199,"PM60  ",LA
16269541,12025,"PU24A ",EA
16269542,120407,"PU36A ",IA
16269543,120440,"PM60  ",LB
16269544,120500,"36PU3 ",AA
16269545,120526,"PU481 ",AA
16269546,120527,"PU481 ",AA
16269547,120534,"PU36W ",AA
16269548,120563,"PM60  ",LC
16269549,120694,"PM60  ",LE
16269550,12070,"PU24A ",EA
16269551,120785,"PM48M ",OI
16269552,120796,"PU36A ",IB
16269553,120854,"PU36C ",AB
16269554,120856,"PU36C ",AB
16269555,120858,"PU36C ",AB
16269556,12086,"PU362 ",AE
16269557,120908,"36PU3 ",AA
16269558,12102,"PU12C ",AA
16269560,121034,"PU368 ",AF
16269561,121107,"PU36  ",MA
16269562,12118,"PPD36 ",AA
16269563,121243,"PU123 ",AD
16269564,12126,"PU24A ",EA
16269565,121276,"PU36A ",IB
16269566,121300,"PM60  ",LB
16269567,12141,"PU58V ",AD
16269568,121514,"PM48B ",HA
16269569,12165,"PU24A ",EA
16269570,12172,"PM48M ",OB
16269571,121747,"PM60  ",LD
16269572,12175,"PP36A ",AA
16269573,1218,"PUC24 ",AA
16269575,121858,"PU481 ",AA
16269577,121859,"PU481 ",AA
16269578,121889,"PU481 ",AA
16269579,121893,"PU481 ",AA
16269580,12197,"PM48  ",GA
16269581,1220,"PU589 ",AA
16269582,122193,"PM48M ",OD
16269583,12221,"PM60  ",LB
16269584,122326,"PUC24 ",AA
16269585,12239,"PU24A ",EA
16269586,12251,"PU12C ",AA
16269587,122554,"PM48M ",OA
16269588,1218,"PU589 ",AA
16269589,121801,"PU36A ",IB
16269590,121852,"PU24A ",EA
16269592,121857,"PU481 ",AA
16269594,121861,"PU481 ",AA
16269595,121883,"PU36A ",IA
16269596,121890,"PU481 ",AA
16269597,121932,"PM60  ",LB
16269599,122,PU001Q,AA
16269600,122116,"PM48M ",OE
16269601,122146,"PM604 ",AA
16269602,122226,"PU36A ",IB
16269603,122346,"PM48M ",OE
16269604,122360,"PM48E ",ED
16269605,122378,"A48PM ",AB
16269606,122402,"PU36H ",AC
16269607,122424,"PU36A ",IB
16269608,12245,"PU12C ",AA
16269609,12248,"PU12C ",AA
16269610,122502,"PMA48 ",AA
16269611,12256,"PU24A ",EA
16269612,122585,"PP93R ",AA
16269613,1226,"PM24P ",QO
16269614,122614,"PM48  ",GD
