_CustomObjectKey,MCI
236246,488301
236247,488487
236248,488685
236249,490017
236250,490095
236251,490126
236252,490185
236253,490440
236254,490508
236255,490530
236256,490852
236257,491755
236258,491989
236259,492239
236260,492326
236261,493764
236262,493976
236263,494457
236264,494601
236265,494633
236266,494650
236267,495285
236268,495530
236269,495993
236270,496200
236271,496440
236272,496568
236273,497207
236274,497893
236275,498237
236276,498469
236277,499519
236278,499940
236279,500161
236280,500477
236281,500634
236282,501358
236283,501498
236284,501945
236285,502017
236286,502451
236287,503120
236288,503173
236289,503290
236290,503498
236291,503593
236292,503690
236293,503912
236294,503966
236295,504155
236296,504485
236297,504574
236298,504723
236299,505465
236300,505674
236301,505766
236302,505974
236303,506349
236304,506583
236305,506827
236306,508389
236307,508946
236308,509204
236309,509223
236310,509483
236311,509575
236312,509696
236313,509742
236314,509814
236315,510756
236316,510823
236317,510903
236318,511008
236319,511069
236320,511362
236321,511397
236322,511476
236323,511542
236324,511549
236325,512846
236326,512880
236327,512907
236328,513662
236329,513694
236330,513832
236331,513986
236332,514046
236333,514083
236334,514123
236335,514332
236336,514354
236337,514474
236338,514860
236339,515738
236340,515799
236341,515896
236342,515973
236343,515975
236344,516021
236345,516201
236346,516361
236347,517619
236348,517840
236349,518248
236350,519272
236351,519373
236352,519488
236353,519533
236354,520502
236355,520684
236356,520760
236357,521041
236358,521065
236359,521388
236360,521738
236361,522107
236362,522598
236363,522700
236364,522805
236365,523235
236366,523320
236367,523518
236368,523693
236369,523704
236370,523732
236371,523759
236372,523841
236373,523964
236374,524744
236375,525117
236376,525428
236377,525790
236378,525918
236379,526305
236380,526354
236381,526665
236382,527044
236383,527534
236384,527930
236385,528028
236386,528702
236387,528994
236388,529113
236389,529723
236390,529763
236391,530891
236392,530943
236393,531240
236394,531686
236395,531741
236396,531979
236397,532002
236398,532046
236399,532081
236400,532106
236401,532370
236402,532383
236403,533800
236404,533828
236405,534682
236406,535627
236407,537752
236408,538675
236409,538819
236410,538938
236411,539040
236412,539218
236413,539334
236414,541002
236415,541343
236416,541455
