_CustomObjectKey,ID_PROPOSTA,ID_PLANO,DT_AGENDAMENTO,DATA_PROPOSTA,ID_AGENTE,CPF_CNPJ_TITULAR,CPF_CNPJ_SUBSCRITOR
1270,44830396,"A60PM ",,,,,
1271,44831006,"A60PM ",,,,,
1272,44829924,"B60PM ",,,,,
1273,44828442,"A60PM ",,,,,
1274,44828530,"A48PM ",,,,,
1275,44829407,"A60PM ",,,,,
1276,44828781,"A48PM ",,,,,
1277,44829685,"A60PM ",,,,,
1278,44827857,"A48PU ",,,,,
1279,44827502,"A60PM ",,,,,
1280,44826948,"F48PM ",,,,,
1281,44827307,"B36PU ",,,,,
1282,44828410,"A48PU ",,,,,
1283,44830388,"A60PM ",,,,,
1284,44828688,"A60PM ",,,,,
1285,44830125,"B36PU ",,,,,
1286,44828883,"A48PU ",,,,,
1287,44829404,"A36PU ",,,,,
1288,44827235,"A48PM ",,,,,
1289,44829665,"A60PM ",,,,,
1290,44828174,"A60PM ",,,,,
1291,44829696,"A48PU ",,,,,
1292,44827768,"C36PU ",,,,,
1293,44826845,"F48PM ",,,,,
1294,44829804,"B36PU ",,,,,
1295,44829582,"A48PU ",,,,,
1296,44827859,"A48PM ",,,,,
1297,44828356,"C36PU ",,,,,
1298,44829367,"A48PU ",,,,,
1299,44829930,"A48PM ",,,,,
1300,44828819,"A60PM ",,,,,
1301,44827825,"A48PU ",,,,,
1302,44830308,"B36PU ",,,,,
1303,44828208,"A48PU ",,,,,
1304,44828963,"A48PM ",,,,,
1305,44826804,"E48PM ",,,,,
1306,44830891,"A48PU ",,,,,
1307,44826910,"E48PM ",,,,,
1308,44826811,"F48PM ",,,,,
1309,44828109,"D60PM ",,,,,
1310,44827284,"A48PU ",,,,,
1311,44811972,"B36PU ",,,,,
1312,44830820,"B48PM ",,,,,
1313,2005026369,PU001D,,,,,
1314,44828388,"A36PU ",,,,,
1315,44826980,"E48PM ",,,,,
1316,44828628,"C36PM ",,,,,
1317,44830590,"A60PM ",,,,,
1318,44826537,"D36PU ",,,,,
1319,44830360,"B36PU ",,,,,
1320,44829980,"A48PM ",,,,,
1321,44827719,"A36PM ",,,,,
1322,44829123,"A48PM ",,,,,
1323,44827089,"C36PU ",,,,,
1324,44827981,"A60PM ",,,,,
1325,44828899,"B36PU ",,,,,
1326,44830763,"A48PM ",,,,,
1327,44827971,"A48PU ",,,,,
1328,44827785,"A60PM ",,,,,
1329,44829009,"C60PM ",,,,,
1330,44828674,"D36PU ",,,,,
1331,44828573,"A48PM ",,,,,
1332,44828003,"C48PM ",,,,,
1333,44830783,"B36PU ",,,,,
1334,44829033,"A36PU ",,,,,
1335,44827232,"A48PM ",,,,,
1336,44827380,"A48PM ",,,,,
1337,44829537,"A48PM ",,,,,
1338,44830860,"A36PU ",,,,,
1339,44827099,"A60PM ",,,,,
1340,44830921,"A36PU ",,,,,
1341,44831071,"A48PU ",,,,,
1342,44828625,"A60PM ",,,,,
1343,44826787,"F48PM ",,,,,
1344,2005026342,PU001Q,,,,,
1345,44829034,"C36PU ",,,,,
1346,44826836,"E48PM ",,,,,
1347,44830658,"D36PU ",,,,,
1348,44830977,"A36PU ",,,,,
1349,44830610,"A48PU ",,,,,
1350,44827618,"D36PU ",,,,,
1351,44830295,"C36PU ",,,,,
1352,44828393,"A48PM ",,,,,
1353,44830922,"A36PU ",,,,,
1354,44828452,"A48PU ",,,,,
1355,44830983,"B36PU ",,,,,
1356,44829637,"A60PM ",,,,,
1357,44830024,"A60PM ",,,,,
1358,44827063,"A60PM ",,,,,
1359,44829634,"A60PM ",,,,,
1360,44830862,"A36PU ",,,,,
1361,44828422,"A48PM ",,,,,
1362,44831013,"A48PU ",,,,,
1363,44826819,"G48PM ",,,,,
1364,44829959,"A60PM ",,,,,
1365,44830411,"A48PM ",,,,,
1366,44830394,"A36PU ",,,,,
1367,44828462,"D36PU ",,,,,
1368,44831039,"B36PU ",,,,,
1369,44828641,"A60PM ",,,,,
1370,44827958,"A48PM ",,,,,
1371,44828495,"A60PM ",,,,,
1372,44830731,"E60PM ",,,,,
1373,44828275,"D36PU ",,,,,
1374,44830120,"A60PM ",,,,,
1375,44830912,"C36PU ",,,,,
1376,44828069,"A60PM ",,,,,
1377,44828826,"A60PM ",,,,,
1378,44826298,"A48PM ",,,,,
1379,44828441,"A48PM ",,,,,
1380,44830145,"A60PM ",,,,,
1381,44827455,"A36PU ",,,,,
1382,44830335,"B60PM ",,,,,
1383,44829082,"E60PM ",,,,,
1384,44829265,"A48PM ",,,,,
1385,44829086,"A48PM ",,,,,
1386,44827190,"A60PM ",,,,,
1387,44826924,"H48PM ",,,,,
1388,44828022,"A36PU ",,,,,
1389,44829248,"A60PM ",,,,,
1390,44830548,"A48PU ",,,,,
1391,44830380,"A48PU ",,,,,
1392,44827486,"A48PU ",,,,,
1393,44830725,"C36PU ",,,,,
1394,44830691,"A60PM ",,,,,
1395,44831041,"C36PU ",,,,,
1396,44827025,"B48PM ",,,,,
1397,44828843,"A48PM ",,,,,
1398,44830259,"A60PM ",,,,,
1399,2005026320,PU001Q,,,,,
1400,44828432,"A60PM ",,,,,
1401,44830279,"A60PM ",,,,,
1402,44830570,"A60PM ",,,,,
1403,44830185,"A48PM ",,,,,
1404,44827678,"A60PM ",,,,,
1405,44828204,"A60PM ",,,,,
1406,44827446,"A60PM ",,,,,
1407,44828363,"B36PU ",,,,,
1408,44826838,"E48PM ",,,,,
1409,44827240,"A60PM ",,,,,
1410,44821303,"A60PM ",,,,,
1411,44827787,"A60PM ",,,,,
1412,44826815,"H48PM ",,,,,
1413,44829813,"A48PU ",,,,,
1414,44829770,"C36PU ",,,,,
1415,44829447,"A48PM ",,,,,
1416,44830213,"A60PM ",,,,,
1417,2005026343,PU001Q,,,,,
1418,44827125,"B48PU ",,,,,
1419,44829122,"A60PM ",,,,,
1420,44830355,"C60PM ",,,,,
1421,44829317,"B60PM ",,,,,
1422,44830546,"B48PU ",,,,,
1423,44829904,"A48PM ",,,,,
1424,44830122,"C36PU ",,,,,
1425,44826931,"E48PM ",,,,,
1426,44831023,"A48PM ",,,,,
1427,44828373,"A48PU ",,,,,
1428,44827135,"A48PU ",,,,,
1429,44829196,"A60PM ",,,,,
1430,44827643,"A48PU ",,,,,
1431,44829897,"A60PM ",,,,,
1432,44827388,"A48PU ",,,,,
1433,44830894,"A48PU ",,,,,
1434,44828274,"A60PM ",,,,,
1435,44829161,"A60PM ",,,,,
1436,44829025,"A60PM ",,,,,
1437,44830528,"A60PM ",,,,,
1438,44828152,"A48PM ",,,,,
1439,44829917,"A60PM ",,,,,
1440,44827920,"A60PM ",,,,,
1441,44830397,"A36PU ",,,,,
1442,2005026351,PU001D,,,,,
1443,44830334,"A36PU ",,,,,
1444,44830531,"B36PU ",,,,,
1445,44830449,"A60PM ",,,,,
1446,44827691,"B60PM ",,,,,
1447,44830868,"C36PU ",,,,,
1448,44827076,"A60PM ",,,,,
1449,44830917,"B36PU ",,,,,
1450,44831028,"A60PM ",,,,,
1451,44829464,"A60PM ",,,,,
1452,44826939,"F48PM ",,,,,
1453,44828753,"B36PU ",,,,,
1454,44827126,"A48PU ",,,,,
1455,44830198,"A48PM ",,,,,
1456,44829455,"A60PM ",,,,,
1457,44827169,"C36PU ",,,,,
1458,44829874,"A48PU ",,,,,
1459,44828610,"C36PM ",,,,,
1460,44828730,"A60PM ",,,,,
1461,44827298,"A60PM ",,,,,
1462,44830057,"A60PM ",,,,,
1463,44827794,"A48PU ",,,,,
1464,44830743,"D36PU ",,,,,
1465,44827760,"A60PM ",,,,,
1466,44827767,"A48PM ",,,,,
1467,44827087,"B48PM ",,,,,
1468,44829754,"A60PM ",,,,,
1469,44828277,"A48PU ",,,,,
1470,44827989,"A60PM ",,,,,
1471,44828406,"A60PM ",,,,,
1472,44829927,"A36PM ",,,,,
1473,44830986,"A48PU ",,,,,
1474,44831097,"C36PU ",,,,,
1475,44827662,"A60PM ",,,,,
1476,44830870,"C36PU ",,,,,
1477,44828996,"A36PU ",,,,,
1478,44827915,"B48PM ",,,,,
1479,44828912,"A36PM ",,,,,
1480,44827335,"A60PM ",,,,,
1481,44829836,"A60PM ",,,,,
1482,44828847,"A48PM ",,,,,
1483,44826837,"E48PM ",,,,,
1484,44830459,"A60PM ",,,,,
1485,44827475,"A48PU ",,,,,
1486,44828592,"A60PM ",,,,,
1487,44828075,"C36PU ",,,,,
1488,44828881,"A36PU ",,,,,
1489,44828079,"A48PU ",,,,,
1490,44829394,"B36PU ",,,,,
1491,44829701,"A36PU ",,,,,
1492,44828087,"A48PU ",,,,,
1493,44828907,"A60PM ",,,,,
1494,44830160,"A60PM ",,,,,
1495,44829075,"A36PU ",,,,,
1496,44830016,"D36PU ",,,,,
1497,44827868,"A36PU ",,,,,
1498,44828662,"A60PM ",,,,,
1499,44826374,"A36PU ",,,,,
1500,44827304,"A60PM ",,,,,
1501,44829436,"A60PM ",,,,,
1502,44829244,"C36PU ",,,,,
1503,44829802,"B36PU ",,,,,
1504,44828154,"A36PU ",,,,,
1505,44828385,"A48PU ",,,,,
1506,44829570,"A60PM ",,,,,
1507,44829963,"A60PM ",,,,,
1508,44827394,"B36PU ",,,,,
1509,44829675,"A48PM ",,,,,
1510,44831020,"A48PU ",,,,,
1511,44829289,"A48PU ",,,,,
1512,44827465,"A60PM ",,,,,
1513,44828496,"C36PU ",,,,,
1514,44829004,"A48PU ",,,,,
1515,44827847,"A60PM ",,,,,
1516,44827891,"B60PM ",,,,,
1517,44827171,"A48PM ",,,,,
1518,44827654,"B36PU ",,,,,
1519,44828435,"A60PM ",,,,,
1520,44827330,"A48PM ",,,,,
1521,44828302,"A48PU ",,,,,
1522,44821656,"A48PM ",,,,,
1523,44827132,"A60PM ",,,,,
1524,44830677,"D60PM ",,,,,
1525,44829528,"A36PU ",,,,,
1526,44827750,"B36PU ",,,,,
1527,44829504,"A60PM ",,,,,
1528,44828786,"A48PU ",,,,,
1529,44828407,"A48PM ",,,,,
1530,44826821,"G48PM ",,,,,
1531,44826846,"E48PM ",,,,,
1532,44829022,"C36PM ",,,,,
1533,44830467,"A60PM ",,,,,
1534,44827848,"A60PM ",,,,,
1535,44827280,"A48PM ",,,,,
1536,44829790,"A60PM ",,,,,
1537,2005026314,PU001D,,,,,
1538,44829692,"C36PU ",,,,,
1539,44826908,"E48PM ",,,,,
1540,44827935,"A36PM ",,,,,
1541,44828741,"A60PM ",,,,,
1542,44829867,"A48PM ",,,,,
1543,44828203,"A48PM ",,,,,
1544,44830879,"A48PU ",,,,,
1545,44830117,"A60PM ",,,,,
1546,44830616,"A60PM ",,,,,
1547,44827951,"C48PM ",,,,,
1548,44829548,"A48PU ",,,,,
1549,44828838,"A48PM ",,,,,
1550,44828973,"A60PM ",,,,,
1551,44829502,"A60PM ",,,,,
1552,44828701,"A60PM ",,,,,
1553,44828240,"A48PU ",,,,,
1554,44829469,"A60PM ",,,,,
1555,44827525,"B36PU ",,,,,
1556,44826974,"G48PM ",,,,,
1557,44828525,"C48PM ",,,,,
1558,44828768,"A48PU ",,,,,
1559,44830855,"B36PU ",,,,,
1560,2005026350,PU001D,,,,,
1561,44829041,"A48PU ",,,,,
1562,2005026331,PU001D,,,,,
1563,44830311,"A60PM ",,,,,
1564,44827428,"A60PM ",,,,,
1565,44831105,"A36PU ",,,,,
1566,44827839,"C36PU ",,,,,
1567,44828667,"A48PM ",,,,,
1568,44830216,"B48PM ",,,,,
1569,44828339,"A60PM ",,,,,
1570,44830705,"A60PM ",,,,,
1571,44827251,"A48PM ",,,,,
1572,44829228,"B48PU ",,,,,
1573,44828214,"A60PM ",,,,,
1574,44829710,"A48PU ",,,,,
1575,44826960,"E48PM ",,,,,
1576,44829731,"A60PM ",,,,,
1577,44827224,"A60PM ",,,,,
1578,44830488,"A48PM ",,,,,
1579,44828816,"A48PM ",,,,,
1580,44828288,"A60PM ",,,,,
1581,44827807,"A60PM ",,,,,
1582,44830555,"A48PM ",,,,,
1583,44829660,"A48PM ",,,,,
1584,44828024,"B36PU ",,,,,
1585,44831070,"A48PU ",,,,,
1586,44827435,"A60PM ",,,,,
1587,44830085,"A48PM ",,,,,
1588,44827646,"A36PM ",,,,,
1589,44827424,"A60PM ",,,,,
1590,44828734,"A60PM ",,,,,
1591,44830435,"C36PU ",,,,,
1592,44828527,"A48PM ",,,,,
1593,44829058,"A48PM ",,,,,
1594,44829145,"A60PM ",,,,,
1595,44828256,"A60PM ",,,,,
1596,44831076,"A48PU ",,,,,
1597,44828106,"C48PM ",,,,,
1598,44830774,"C36PU ",,,,,
1599,44811329,"A36PP ",,,,,
1600,44830888,"C36PU ",,,,,
1601,44830556,"A60PM ",,,,,
1602,44827337,"A60PM ",,,,,
1603,44828105,"A60PM ",,,,,
1604,44827278,"A48PM ",,,,,
1605,44830992,"A48PU ",,,,,
1606,44827542,"A48PU ",,,,,
1607,44830898,"A48PU ",,,,,
1608,44829490,"A60PM ",,,,,
1609,2005026391,PU002D,,,,,
1610,44827292,"C36PU ",,,,,
1611,44829649,"A48PU ",,,,,
1612,44828774,"A60PM ",,,,,
1613,44827396,"C48PM ",,,,,
1614,44829442,"A36PU ",,,,,
1615,44827784,"A60PM ",,,,,
1616,44831099,"C36PU ",,,,,
1617,44829586,"A60PM ",,,,,
1618,44827514,"A48PU ",,,,,
1619,44829834,"A60PM ",,,,,
1620,44829539,"A60PM ",,,,,
1621,44828281,"A60PM ",,,,,
1622,44829344,"A48PU ",,,,,
1623,44827664,"A60PM ",,,,,
1624,44827238,"A60PM ",,,,,
1625,44829967,"A60PM ",,,,,
1626,44830245,"C36PU ",,,,,
1627,44830163,"B60PM ",,,,,
1628,44831115,"B36PU ",,,,,
1629,44829774,"A36PM ",,,,,
1630,44829580,"A48PU ",,,,,
1631,44827311,"A60PM ",,,,,
1632,44830314,"D36PU ",,,,,
1633,44830964,"B36PU ",,,,,
1634,44827101,"A60PM ",,,,,
1635,44826812,"E48PM ",,,,,
1636,44828500,"B48PU ",,,,,
1637,44830450,"A60PM ",,,,,
1638,44830354,"B36PU ",,,,,
1639,44828966,"B60PM ",,,,,
1640,44830886,"C36PU ",,,,,
1641,44830376,"C36PU ",,,,,
1642,44826810,"E48PM ",,,,,
1643,44829234,"A48PM ",,,,,
1644,44827364,"A36PU ",,,,,
1645,44828319,"A60PM ",,,,,
1646,44829047,"C36PU ",,,,,
1647,44829552,"B36PU ",,,,,
1648,44829699,"A48PM ",,,,,
1649,44828941,"A60PM ",,,,,
1650,44827835,"A36PM ",,,,,
1651,44828926,"A60PM ",,,,,
1652,44826789,"H48PM ",,,,,
1653,44829985,"A48PM ",,,,,
1654,44826882,"E48PM ",,,,,
1655,44829011,"A36PU ",,,,,
1656,44828533,"A60PM ",,,,,
1657,44830700,"A48PM ",,,,,
1658,44827773,"A48PU ",,,,,
1659,44830847,"B60PM ",,,,,
1660,44827870,"A60PM ",,,,,
1661,44827621,"A60PM ",,,,,
1662,44829817,"A48PM ",,,,,
1663,44828770,"A60PM ",,,,,
1664,44828974,"A60PM ",,,,,
1665,44826880,"E48PM ",,,,,
1666,44830317,"A60PM ",,,,,
1667,44829215,"A60PM ",,,,,
1668,44828979,"A48PM ",,,,,
1669,44829021,"B36PU ",,,,,
1670,44826975,"E48PM ",,,,,
1671,44829764,"A36PU ",,,,,
1672,44828085,"A60PM ",,,,,
1673,44828283,"A60PM ",,,,,
1674,44827966,"A60PM ",,,,,
1675,44829554,"B36PU ",,,,,
1676,44827766,"A60PM ",,,,,
1677,44828077,"C36PU ",,,,,
1678,44829608,"A60PM ",,,,,
1679,44827734,"A48PM ",,,,,
1680,44828958,"A60PM ",,,,,
1681,44828444,"A48PU ",,,,,
1682,44830780,"A60PM ",,,,,
1683,44830878,"A48PU ",,,,,
1684,44826982,"E48PM ",,,,,
1685,44826808,"E48PM ",,,,,
1686,44827242,"A60PM ",,,,,
1687,44831086,"B36PU ",,,,,
1688,44827884,"B36PU ",,,,,
1689,44830775,"A60PM ",,,,,
1690,44828986,"A36PM ",,,,,
1691,44828321,"A48PM ",,,,,
1692,44826912,"E48PM ",,,,,
1693,44830857,"B36PU ",,,,,
1694,44829647,"A60PM ",,,,,
1695,44828005,"C36PU ",,,,,
1696,44828895,"A48PU ",,,,,
1697,44828212,"A48PU ",,,,,
1698,44827548,"A60PM ",,,,,
1699,44827113,"A60PM ",,,,,
1700,44830790,"A60PM ",,,,,
1701,44829301,"C36PU ",,,,,
1702,44830028,"A60PM ",,,,,
1703,44829716,"A48PM ",,,,,
1704,44827918,"A60PM ",,,,,
1705,44829845,"A60PM ",,,,,
1706,44831082,"A60PM ",,,,,
1707,2005026333,PU001D,,,,,
1708,44829385,"A60PM ",,,,,
1709,44830559,"A60PM ",,,,,
1710,44830212,"A60PM ",,,,,
1711,44827507,"A60PM ",,,,,
1712,44828326,"A60PM ",,,,,
1713,44828292,"A60PM ",,,,,
1714,44829371,"A36PU ",,,,,
1715,44829976,"A60PM ",,,,,
1716,44828604,"A60PM ",,,,,
1717,44830272,"A36PM ",,,,,
1718,2005026352,PU001D,,,,,
1719,44828440,"A60PM ",,,,,
1720,44829561,"A60PM ",,,,,
1721,44828457,"A36PP ",,,,,
1722,44828140,"B36PU ",,,,,
1723,44830238,"B48PM ",,,,,
1724,44826968,"F48PM ",,,,,
1725,44829275,"A60PM ",,,,,
1726,44829837,"A60PM ",,,,,
1727,44830180,"A36PM ",,,,,
1728,44828944,"D36PU ",,,,,
1729,44831059,"A48PU ",,,,,
1730,44828502,"A60PM ",,,,,
1731,44831069,"A48PU ",,,,,
1732,44830494,"A60PM ",,,,,
1733,44831112,"A36PU ",,,,,
1734,44828381,"A60PM ",,,,,
1735,44827187,"A48PU ",,,,,
1736,2005026344,PU001Q,,,,,
1737,44829992,"D36PU ",,,,,
1738,44828289,"A48PM ",,,,,
1739,44827301,"C48PM ",,,,,
1740,44830663,"A60PM ",,,,,
1741,44828675,"A60PM ",,,,,
1742,44830975,"B48PU ",,,,,
1743,44787938,"A60PM ",,,,,
1744,44828606,"A48PU ",,,,,
1745,44831021,"A36PU ",,,,,
1746,44827615,"A48PU ",,,,,
1747,44826865,"E48PM ",,,,,
1748,44827895,"A48PU ",,,,,
1749,44828481,"A60PM ",,,,,
1750,44829277,"A60PM ",,,,,
1751,44831064,"A48PU ",,,,,
1752,44828269,"D36PU ",,,,,
1753,44827850,"A36PU ",,,,,
1754,44828467,"A60PM ",,,,,
1755,44830865,"A36PU ",,,,,
1756,44808628,"A36PU ",,,,,
1757,44829150,"A60PM ",,,,,
1758,44829646,"A48PU ",,,,,
1759,44827137,"C36PU ",,,,,
1760,44829913,"A48PU ",,,,,
1761,44830920,"A36PU ",,,,,
1762,44829224,"A48PU ",,,,,
1763,44829441,"A60PM ",,,,,
1764,2005026385,PU001Q,,,,,
1765,44830892,"A48PU ",,,,,
1766,44830227,"A48PU ",,,,,
1767,44829879,"A60PM ",,,,,
1768,44761561,"A60PM ",,,,,
1769,44831012,"A36PU ",,,,,
1770,44828100,"B36PU ",,,,,
1771,44827094,"A60PM ",,,,,
1772,44829298,"A48PM ",,,,,
1773,44828358,"A60PM ",,,,,
1774,44827211,"A60PM ",,,,,
1775,44828084,"A60PM ",,,,,
1776,44830937,"B36PU ",,,,,
1777,44828512,"A60PM ",,,,,
1778,44828021,"C60PM ",,,,,
1779,44827685,"A60PM ",,,,,
1780,44828419,"A48PM ",,,,,
1781,44828183,"A60PM ",,,,,
1782,44829623,"A60PM ",,,,,
1783,44830264,"A48PU ",,,,,
1784,44828327,"C36PU ",,,,,
1785,44827302,"A60PM ",,,,,
1786,44828885,"A60PM ",,,,,
1787,44830607,"B48PU ",,,,,
1788,44827241,"A48PU ",,,,,
1789,44828477,"A36PU ",,,,,
1790,44828683,"B36PM ",,,,,
1791,44828755,"A48PU ",,,,,
1792,44828653,"A60PM ",,,,,
1793,44829766,"A48PU ",,,,,
1794,44829096,"A48PU ",,,,,
1795,44828023,"A48PM ",,,,,
1796,44827145,"A60PM ",,,,,
1797,44827735,"A60PM ",,,,,
1798,44831095,"B36PM ",,,,,
1799,44829159,"A48PU ",,,,,
1800,44828631,"A60PM ",,,,,
1801,44830911,"C36PU ",,,,,
1802,44827529,"A48PM ",,,,,
1803,44830124,"C48PM ",,,,,
1804,44829811,"B60PM ",,,,,
1805,44830976,"B48PU ",,,,,
1806,44829346,"A48PU ",,,,,
1807,44828562,"A48PU ",,,,,
1808,44826180,"A48PU ",,,,,
1809,44827439,"A60PM ",,,,,
1810,44827763,"A60PM ",,,,,
1811,44829995,"B36PU ",,,,,
1812,44829028,"A60PM ",,,,,
1813,44828856,"A60PM ",,,,,
1814,44829709,"A60PM ",,,,,
1815,44830186,"B48PU ",,,,,
1816,44827736,"A48PU ",,,,,
1817,44828189,"B48PM ",,,,,
1818,44829851,"A60PM ",,,,,
1819,44828216,"C48PM ",,,,,
1820,44828311,"A60PM ",,,,,
1821,44827799,"A60PM ",,,,,
1822,44827827,"A48PM ",,,,,
1823,44828874,"A36PU ",,,,,
1824,2005026375,PU001D,,,,,
1825,44830260,"A60PM ",,,,,
1826,44829816,"A60PM ",,,,,
1827,44830294,"A36PU ",,,,,
1828,44831116,"C36PU ",,,,,
1829,44828553,"A60PM ",,,,,
1830,44828983,"A48PM ",,,,,
1831,44827041,"C36PU ",,,,,
1832,44829209,"A60PM ",,,,,
1833,44829521,"A60PM ",,,,,
1834,44827133,"B60PM ",,,,,
1835,44830848,"B48PU ",,,,,
1836,44830448,"A60PM ",,,,,
1837,44827581,"A48PM ",,,,,
1838,44830926,"A36PU ",,,,,
1839,44826943,"E48PM ",,,,,
1840,44830979,"A48PU ",,,,,
1841,44831043,"C36PU ",,,,,
1842,44830054,"A48PU ",,,,,
1843,44828198,"A48PU ",,,,,
1844,44826969,"E48PM ",,,,,
1845,44826961,"E48PM ",,,,,
1846,44828579,"A36PU ",,,,,
1847,44830058,"A36PU ",,,,,
1848,44829803,"B36PU ",,,,,
1849,44830767,"A48PU ",,,,,
1850,44828655,"A48PM ",,,,,
1851,44829080,"A60PM ",,,,,
1852,44829933,"A60PM ",,,,,
1853,44829711,"A60PM ",,,,,
1854,44827661,"A60PM ",,,,,
1855,44827771,"A60PM ",,,,,
1856,44829286,"A48PM ",,,,,
1857,44829379,"A48PU ",,,,,
1858,44830701,"A48PU ",,,,,
1859,44828554,"A36PU ",,,,,
1860,44826985,"E48PM ",,,,,
1861,44830445,"D60PM ",,,,,
1862,44829240,"A48PU ",,,,,
1863,44828318,"C36PU ",,,,,
1864,44830044,"A48PU ",,,,,
1865,44827305,"A60PM ",,,,,
1866,44828605,"E48PU ",,,,,
1867,44831044,"C36PU ",,,,,
1868,44829471,"A48PU ",,,,,
1869,44829341,"A48PU ",,,,,
1870,44830156,"A48PM ",,,,,
1871,44830366,"A60PM ",,,,,
1872,44830109,"A48PM ",,,,,
1873,44827462,"A60PM ",,,,,
1874,44829673,"B36PU ",,,,,
1875,44826915,"E48PM ",,,,,
1876,44827110,"D36PU ",,,,,
1877,44827418,"A36PM ",,,,,
1878,44828957,"A60PM ",,,,,
1879,44828483,"A48PM ",,,,,
1880,44829524,"A36PU ",,,,,
1881,44828791,"A60PM ",,,,,
1882,44829066,"A36PM ",,,,,
1883,44827777,"B36PU ",,,,,
1884,44828566,"A48PU ",,,,,
1885,44829414,"A60PM ",,,,,
1886,44830331,"A60PM ",,,,,
1887,44827932,"D36PU ",,,,,
1888,44828548,"A48PM ",,,,,
1889,44831119,"C36PU ",,,,,
1890,44827158,"B36PM ",,,,,
1891,44828043,"A60PM ",,,,,
1892,44829431,"A48PM ",,,,,
1893,44830208,"A60PM ",,,,,
1894,44829827,"A60PM ",,,,,
1895,44827182,"A48PU ",,,,,
1896,44829531,"A48PU ",,,,,
1897,44828858,"A60PM ",,,,,
1898,44826832,"E48PM ",,,,,
1899,44829383,"C48PM ",,,,,
1900,44827741,"A60PM ",,,,,
1901,44830927,"A36PU ",,,,,
1902,44827308,"A48PU ",,,,,
1903,44830995,"A48PM ",,,,,
1904,44830012,"A60PM ",,,,,
1905,44828803,"A48PM ",,,,,
1906,44827381,"E60PM ",,,,,
1907,44828056,"A60PM ",,,,,
1908,44830960,"A48PU ",,,,,
1909,44830229,"A48PM ",,,,,
1910,44827200,"A36PU ",,,,,
1911,44828421,"A48PU ",,,,,
1912,44830148,"A60PM ",,,,,
1913,44826950,"F48PM ",,,,,
1914,44828724,"A60PM ",,,,,
1915,44827700,"A60PM ",,,,,
1916,44827861,"A60PM ",,,,,
1917,44827904,"A60PM ",,,,,
1918,44831047,"C36PU ",,,,,
1919,44828865,"A60PM ",,,,,
1920,44828971,"A60PM ",,,,,
1921,44828042,"A48PU ",,,,,
1922,44827928,"C36PU ",,,,,
1923,44830140,"A48PU ",,,,,
1924,44827059,"A60PM ",,,,,
1925,44828460,"C36PU ",,,,,
1926,44828354,"A60PM ",,,,,
1927,2005026376,PU001D,,,,,
1928,44827296,"A48PU ",,,,,
1929,44829568,"A48PM ",,,,,
1930,44830632,"A48PM ",,,,,
1931,44830956,"A48PU ",,,,,
1932,44827681,"A48PU ",,,,,
1933,44827409,"A48PM ",,,,,
1934,44827309,"C36PU ",,,,,
1935,44827855,"A60PM ",,,,,
1936,44830706,"C36PU ",,,,,
1937,44827430,"A48PU ",,,,,
1938,44829735,"A60PM ",,,,,
1939,44829468,"A60PM ",,,,,
1940,44828861,"A60PM ",,,,,
1941,44828276,"A60PM ",,,,,
1942,44830328,"D36PU ",,,,,
1943,44830237,"A48PU ",,,,,
1944,44828714,"A48PU ",,,,,
1945,44827748,"A60PM ",,,,,
1946,44828425,"A60PM ",,,,,
1947,44827931,"A48PM ",,,,,
1948,44830302,"C36PU ",,,,,
1949,44829541,"A60PM ",,,,,
1950,44827998,"A60PM ",,,,,
1951,44826893,"E48PM ",,,,,
1952,44830501,"A60PM ",,,,,
1953,44829309,"A48PM ",,,,,
1954,44827610,"A60PM ",,,,,
1955,44826987,"E48PM ",,,,,
1956,44828792,"A48PM ",,,,,
1957,44828935,"A60PM ",,,,,
1958,44830902,"B36PU ",,,,,
1959,44826958,"E48PM ",,,,,
1960,44828622,"A60PM ",,,,,
1961,44829433,"B60PM ",,,,,
1962,44829878,"A60PM ",,,,,
1963,44827404,"D36PU ",,,,,
1964,44827170,"A48PM ",,,,,
1965,44828368,"A60PM ",,,,,
1966,44827498,"A48PU ",,,,,
1967,44829264,"C36PU ",,,,,
1968,44830377,"A48PM ",,,,,
1969,44827572,"B36PU ",,,,,
1970,44830414,"A60PM ",,,,,
1971,44828262,"A60PM ",,,,,
1972,44830667,"A60PM ",,,,,
1973,44827743,"A60PM ",,,,,
1974,44829255,"A60PM ",,,,,
1975,44826989,"G48PM ",,,,,
1976,44827248,"C36PM ",,,,,
1977,44831122,"C36PU ",,,,,
1978,44827155,"B36PU ",,,,,
1979,44827237,"B36PU ",,,,,
1980,2005026378,PU001Q,,,,,
1981,44828044,"A36PP ",,,,,
1982,44827398,"A48PU ",,,,,
1983,44829717,"C36PU ",,,,,
1984,44829342,"A48PU ",,,,,
1985,44826807,"G48PM ",,,,,
1986,44827703,"A48PU ",,,,,
1987,44828076,"A60PM ",,,,,
1988,44830613,"A60PM ",,,,,
1989,44829460,"A60PM ",,,,,
1990,44755632,"B48PM ",,,,,
1991,44827811,"A48PU ",,,,,
1992,44830316,"A48PM ",,,,,
1993,44829574,"A60PM ",,,,,
1994,44828466,"A48PM ",,,,,
1995,44828798,"A48PM ",,,,,
1996,44828793,"A60PM ",,,,,
1997,44826775,"A60PM ",,,,,
1998,44827151,"A36PU ",,,,,
1999,44828989,"A60PM ",,,,,
2000,44828588,"B60PM ",,,,,
2001,44826859,"F48PM ",,,,,
