_CustomObjectKey,ID_PAGAMENTO,ID_PROPOSTA,ID_PLANO,DATA_ULT_AGENDAMENTO,DESC_STATUS_PAGAMENTO,COD_RETORNO
4865955,11776798,9585723,"PM48M ",12/01/2005,Queda de previa,
4865956,11793092,11674680,"PU36M ",04/01/2008,Queda de previa,
4865957,11809531,14351919,"PM48M ",04/01/2008,Queda de previa,
4865958,11810565,3878095,"PU24A ",27/11/2001,Queda de previa,
4865959,11814609,10546441,"PM48M ",04/01/2008,Queda de previa,
4865960,11814626,2872790,"PM36A ",14/03/2007,Queda de previa,
4865961,11813504,6393503,"PM60  ",13/03/2009,Queda de previa,
4865962,11773641,10577088,"PM48M ",04/01/2008,Queda de previa,
4865963,11807419,14870737,"PM48M ",04/01/2008,Queda de previa,
4865964,11803717,11688414,"PU36N ",04/01/2008,Queda de previa,
4865965,11803718,11688413,"PU36N ",04/01/2008,Queda de previa,
4865966,11802618,10558161,"PM48M ",04/01/2008,Queda de previa,
4865967,11770406,7184114,"PM60  ",03/03/2006,Queda de previa,
4865968,11792813,13439145,"PM48M ",29/06/2009,Queda de previa,
4865969,11767213,5375950,"PU36A ",07/04/2005,Queda de previa,
4865970,11767215,4007309,"PM36A ",26/12/2002,Queda de previa,
4865971,11818686,14408802,"PM48M ",04/01/2008,Queda de previa,
4865972,11780325,10562611,"PU36M ",28/11/2007,Queda de previa,
4865973,11780349,14290764,"PP60  ",04/01/2008,Queda de previa,
4865974,11803259,10613471,"PM48M ",04/01/2008,Queda de previa,
4865975,11807597,6992410,"PM60  ",16/04/2003,Queda de previa,
4865976,11807598,5771978,"PM48  ",02/03/2005,Queda de previa,
4865977,11807608,11813839,"PU36R ",04/01/2008,Queda de previa,
4865978,11811961,14143333,"PP60  ",04/01/2008,Queda de previa,
4865979,11813022,11763026,"PU36M ",04/01/2008,Queda de previa,
4865980,11805809,5705451,"PU36A ",10/12/2003,Queda de previa,
4865981,11805819,5847478,"PU36A ",05/05/2004,Queda de previa,
4865982,11773856,14628614,"PP60  ",07/01/2008,Queda de previa,
4865983,11777509,14848061,"PM48M ",04/01/2008,Queda de previa,
4865984,11775325,4359075,"PM36A ",10/11/2000,Queda de previa,
4865985,11773145,14285019,"PM48M ",04/01/2008,Queda de previa,
4865986,11770987,14805427,"PM48M ",04/01/2008,Queda de previa,
4865987,11754830,10613918,"PU36M ",19/12/2007,Queda de previa,
4865988,11755851,11757072,"PU36M ",04/01/2008,Queda de previa,
4865989,11760820,12191435,"PM48M ",04/01/2008,Queda de previa,
4865990,11762824,5757504,"PU36A ",09/03/2005,Queda de previa,
4865991,11807085,11804190,"PU36R ",04/01/2008,Queda de previa,
4865992,11817672,14665929,"PM48M ",04/01/2008,Queda de previa,
4865993,11770058,12360854,"PM48M ",12/09/2007,Queda de previa,
4865994,11787448,4872247,"PM48  ",16/03/2005,Queda de previa,
4865995,11787482,14798368,"PM48M ",04/01/2008,Queda de previa,
4865996,11804930,14449735,"PP60  ",04/01/2008,Queda de previa,
4865997,11766902,7383821,"PU36  ",22/11/2007,Queda de previa,
4865998,11784291,10431309,"PM48M ",04/07/2008,Queda de previa,
4865999,11781085,5310125,"PU36A ",11/07/2007,Queda de previa,
4866000,12609210,15875476,"PM48M ",06/11/2009,Queda de previa,
4866001,12453357,14874997,"PU36M ",04/07/2008,Queda de previa,
4866002,11796612,14571624,"PP60  ",07/01/2008,Queda de previa,
4866003,11799969,10557113,"PU36M ",28/11/2007,Queda de previa,
4866004,11800016,4359071,"PM36A ",10/11/2000,Queda de previa,
4866005,11804326,5288149,"PU36A ",11/07/2007,Queda de previa,
4866006,11809759,13798600,"PM48M ",04/01/2008,Queda de previa,
4866007,11809767,8538255,"PU36A ",15/12/2004,Queda de previa,
4866008,11771968,14075640,"PM48M ",27/12/2007,Queda de previa,
4866009,11788298,7611440,"PU36  ",08/06/2005,Queda de previa,
4866010,11805759,12179470,"PM48M ",04/01/2008,Queda de previa,
4866011,11805761,12257094,"PM48M ",04/01/2008,Queda de previa,
4866012,11812835,7349844,"PU36  ",08/08/2007,Queda de previa,
4866013,11798223,7887114,"PU36A ",18/01/2006,Queda de previa,
4866014,11775831,6274199,"PU36A ",23/08/2006,Queda de previa,
4866015,11809630,14195911,"PM48E ",04/01/2008,Queda de previa,
4866016,11809637,12307730,"PM48M ",04/01/2008,Queda de previa,
4866017,12418872,15509511,"PM48M ",24/06/2008,Queda de previa,
4866018,12441469,15536960,"PM48M ",01/07/2008,Queda de previa,
4866019,12696177,15965055,"PM48M ",15/09/2008,Queda de previa,
4866020,11790794,11130057,"PU36M ",22/11/2007,Queda de previa,
4866021,11807201,4359085,"PM36A ",10/11/2000,Queda de previa,
4866022,11818978,14825807,"PM48M ",28/12/2007,Queda de previa,
4866023,11771270,11053518,"PU36M ",01/08/2007,Queda de previa,
4866024,11786560,8705859,"PU36A ",06/09/2006,Queda de previa,
4866025,11787584,14812434,"PM48M ",04/01/2008,Queda de previa,
4866026,11787586,14805638,"PM48M ",04/01/2008,Queda de previa,
4866027,11803990,5953961,"PM48  ",01/12/2004,Queda de previa,
4866028,11804008,14480136,"PM48M ",04/01/2008,Queda de previa,
4866029,11817883,6756715,"PM60  ",15/12/2004,Queda de previa,
4866030,11767011,12175015,"PP60  ",04/01/2008,Queda de previa,
4866031,11755655,11688412,"PU36N ",04/01/2008,Queda de previa,
4866032,11755678,14803812,"PM48M ",04/01/2008,Queda de previa,
4866033,12619602,15859366,"PM48M ",25/08/2008,Queda de previa,
4866034,12642713,12773453,"PM06H ",03/09/2008,Queda de previa,
4866035,11813792,6671849,"PM60  ",21/05/2003,Queda de previa,
4866036,11771112,14387416,"PM48M ",04/01/2008,Queda de previa,
4866037,11777874,7487069,"PU36  ",05/07/2006,Queda de previa,
4866038,11777893,6016792,"PU36A ",28/06/2006,Queda de previa,
4866039,11794199,7830976,"PU36  ",24/08/2005,Queda de previa,
4866040,11794216,12154212,"PM48M ",04/01/2008,Queda de previa,
4866041,11794218,12189910,"PP60  ",04/01/2008,Queda de previa,
4866042,11794219,12273502,"PM48M ",04/01/2008,Queda de previa,
4866043,11794225,14799474,"PM48M ",04/01/2008,Queda de previa,
4866044,11767800,12269451,"PP60  ",04/01/2008,Queda de previa,
4866045,11767804,2971928,"PM36A ",22/03/2006,Queda de previa,
4866046,11795321,3611317,"PU24A ",31/05/2002,Queda de previa,
4866047,11776898,11639358,"PM48M ",21/03/2007,Queda de previa,
4866048,11810650,3142982,"PM36A ",11/07/2007,Queda de previa,
4866049,11810655,11688415,"PU36N ",04/01/2008,Queda de previa,
4866050,11810664,12270496,"PM48M ",04/01/2008,Queda de previa,
4866051,11810665,12242934,"PM48M ",04/01/2008,Queda de previa,
4866052,11800462,14790193,"PM48M ",04/01/2008,Queda de previa,
4866053,11800467,14741700,"PM48M ",04/01/2008,Queda de previa,
4866054,11800492,14832699,"PM48M ",04/01/2008,Queda de previa,
4866055,11806405,12139876,"PM48M ",14/03/2007,Queda de previa,
4866056,11807447,11672737,"PU36R ",04/01/2008,Queda de previa,
4866057,11770460,12106364,"PM48M ",04/01/2008,Queda de previa,
4866058,11804248,4033526,"PU24A ",31/05/2006,Queda de previa,
4866059,11767258,12159957,"PP60  ",04/01/2008,Queda de previa,
4866060,11782550,14298523,"PP60  ",04/01/2008,Queda de previa,
4866061,11810181,5375951,"PU36A ",07/04/2005,Queda de previa,
4866062,11776078,10634045,"PM48M ",04/01/2008,Queda de previa,
4866063,11777128,10562616,"PU36M ",28/11/2007,Queda de previa,
4866064,11794642,12270742,"PP60  ",04/01/2008,Queda de previa,
4866065,11794643,12196112,"PM48M ",04/01/2008,Queda de previa,
4866066,11795685,14293429,"PM48M ",12/12/2007,Queda de previa,
4866067,11797861,14466773,"PM48M ",04/01/2008,Queda de previa,
4866068,11797862,14394028,"PM48M ",04/01/2008,Queda de previa,
4866069,11797895,11758294,"PU36R ",04/01/2008,Queda de previa,
4866070,11764304,14461365,"PM48M ",04/01/2008,Queda de previa,
4866071,11757134,11763028,"PU36M ",04/01/2008,Queda de previa,
4866072,11757161,14761124,"PM48M ",04/01/2008,Queda de previa,
4866073,11750953,9892358,"PM48M ",13/04/2005,Queda de previa,
4866074,11750977,3221850,"PM36A ",12/04/2006,Queda de previa,
4866075,11751201,7039675,"PU36A ",03/02/2005,Queda de previa,
4866076,11751568,10864139,"PM48M ",29/08/2007,Queda de previa,
4866077,11748770,4359078,"PM36A ",10/11/2000,Queda de previa,
4866078,11797548,11180618,"PU36M ",07/01/2008,Queda de previa,
4866079,11797551,12233217,"PP60  ",04/01/2008,Queda de previa,
4866080,11797553,12180015,"PM48M ",04/01/2008,Queda de previa,
4866081,11797559,3235668,"PM36A ",06/01/2005,Queda de previa,
4866082,11798594,7386939,"PU36  ",22/11/2007,Queda de previa,
4866083,11815012,11172556,"PM06H ",07/01/2008,Queda de previa,
4866084,11796055,10698364,"PM48M ",04/01/2008,Queda de previa,
4866085,11778051,5375949,"PU36A ",07/04/2005,Queda de previa,
4866086,11810750,9840135,"PU36M ",04/01/2008,Queda de previa,
4866087,11811807,11836336,"PU36M ",04/01/2008,Queda de previa,
4866088,11785155,14508978,"PP60  ",04/01/2008,Queda de previa,
4866089,11785188,11782971,"PU36N ",04/01/2008,Queda de previa,
4866090,11784052,7947324,"PU36A ",14/06/2006,Queda de previa,
4866091,11791115,14793724,"PM48M ",04/01/2008,Queda de previa,
4866092,11791120,11281317,"PP60  ",18/10/2007,Queda de previa,
4866093,11791160,7487078,"PU36  ",05/07/2006,Queda de previa,
4866094,11791167,11800115,"PU36R ",04/01/2008,Queda de previa,
4866095,11773199,14785893,"PP60  ",04/01/2008,Queda de previa,
4866096,11773208,4359076,"PM36A ",10/11/2000,Queda de previa,
4866097,11786890,10660936,"PM48M ",04/01/2008,Queda de previa,
4866098,11806613,10562615,"PU36M ",28/11/2007,Queda de previa,
4866099,11807637,11750039,"PU36N ",04/01/2008,Queda de previa,
4866100,11807639,14431970,"PM48M ",04/01/2008,Queda de previa,
4866101,11807640,14857864,"PM48M ",04/01/2008,Queda de previa,
4866102,11808730,13406386,"PM48M ",20/09/2007,Queda de previa,
4866103,11749966,11030716,"PM48M ",13/07/2005,Queda de previa,
4866104,11763532,7039680,"PU36A ",03/02/2005,Queda de previa,
4866105,11763551,10669620,"PM48M ",04/01/2008,Queda de previa,
4866106,11764472,13765953,"PM48M ",04/01/2008,Queda de previa,
4866107,11757415,14786604,"PM48M ",04/01/2008,Queda de previa,
4866108,12695114,15772696,"PM48M ",14/10/2008,Queda de previa,
4866109,12714511,12950457,"PU36N ",23/09/2008,Queda de previa,
4866110,11784715,14312501,"PM48M ",04/01/2008,Queda de previa,
4866111,11784716,14387422,"PP60  ",04/01/2008,Queda de previa,
4866112,11784717,14394350,"PM48M ",04/01/2008,Queda de previa,
4866113,11778254,14807222,"PM48M ",04/01/2008,Queda de previa,
4866114,11786951,7766767,"PM60  ",27/08/2003,Queda de previa,
4866115,11790219,12844814,"PM48M ",04/01/2008,Queda de previa,
4866116,11791258,14797125,"PM48M ",04/01/2008,Queda de previa,
4866117,11793494,10212474,"PM48M ",12/01/2005,Queda de previa,
4866118,11796695,13876188,"PM48M ",22/11/2007,Queda de previa,
4866119,11797810,12161772,"PP60  ",04/01/2008,Queda de previa,
4866120,11756054,14731152,"PM48M ",04/01/2008,Queda de previa,
4866121,11758352,11799025,"PU36N ",04/01/2008,Queda de previa,
4866122,11759831,4007345,"PM36A ",26/12/2002,Queda de previa,
4866123,11759833,13460119,"PM48M ",25/07/2007,Queda de previa,
4866124,11759842,7822627,"PM60  ",27/01/2006,Queda de previa,
4866125,11763143,11659555,"PU36R ",07/01/2008,Queda de previa,
4866126,11812485,10775405,"PU36N ",08/11/2007,Queda de previa,
4866127,11792892,3311143,"PM36A ",19/05/2004,Queda de previa,
4866128,11809314,5259731,"PU36A ",10/03/2004,Queda de previa,
4866129,11809323,14274641,"PM48M ",04/01/2008,Queda de previa,
4866130,11819597,13010856,"PM48M ",11/10/2006,Queda de previa,
4866131,11773388,14602972,"PM48M ",04/01/2008,Queda de previa,
4866132,11788651,12152627,"PP60  ",04/01/2008,Queda de previa,
4866133,11806100,11926563,"PM48M ",07/01/2008,Queda de previa,
4866134,11770181,10547810,"PM48M ",04/01/2008,Queda de previa,
4866135,11817402,4750193,"PU24A ",13/06/2007,Queda de previa,
4866136,11765909,7039676,"PU36A ",03/02/2005,Queda de previa,
4866137,11816689,14466609,"PM48M ",04/01/2008,Queda de previa,
4866138,11816701,14677053,"PM48M ",04/01/2008,Queda de previa,
4866139,11816733,14739457,"PM48M ",04/01/2008,Queda de previa,
4866140,11796472,12275185,"PM48M ",28/06/2007,Queda de previa,
4866141,11797509,5314959,"PU36A ",11/07/2007,Queda de previa,
4866142,11797519,4982425,"PM48  ",11/01/2001,Queda de previa,
4866143,11797520,4140009,"PU24A ",07/11/2008,Queda de previa,
4866144,11793249,10983491,"PM48M ",22/02/2010,Queda de previa,
4866145,11794327,11734105,"PU36R ",04/01/2008,Queda de previa,
4866146,11773744,14778483,"PP60  ",04/01/2008,Queda de previa,
4866147,11807501,10647728,"PU36M ",20/09/2007,Queda de previa,
4866148,11796724,8197544,"PU36A ",27/07/2005,Queda de previa,
4866149,11803314,7581975,"PU36A ",13/07/2005,Queda de previa,
4866150,11803341,14313591,"PM48M ",04/01/2008,Queda de previa,
4866151,11805479,11926562,"PM48M ",07/01/2008,Queda de previa,
4866152,11805480,11998494,"PP60  ",04/01/2008,Queda de previa,
4866153,11805485,14511363,"PM48M ",04/01/2008,Queda de previa,
4866154,11806549,11339129,"PP60  ",14/06/2006,Queda de previa,
4866155,11807692,14818284,"PM48M ",04/01/2008,Queda de previa,
4866156,11812013,11812150,"PU36R ",04/01/2008,Queda de previa,
4866157,11756099,12823970,"PP60  ",04/01/2008,Queda de previa,
4866158,11758412,6947499,"PM60  ",17/03/2004,Queda de previa,
4866159,11758533,5323842,"PU36A ",11/07/2007,Queda de previa,
4866160,11747543,14274650,"PM48M ",04/01/2008,Queda de previa,
4866161,11747578,14381525,"PM48M ",04/01/2008,Queda de previa,
4866162,11760129,12322167,"PM48M ",04/01/2008,Queda de previa,
4866163,11747617,11463269,"PU36M ",24/05/2021,Queda de previa,
4866164,11761775,10562607,"PU36M ",28/11/2007,Queda de previa,
4866165,11792934,10579627,"PM48M ",04/01/2008,Queda de previa,
4866166,11810404,13804676,"PM48M ",04/01/2008,Queda de previa,
4866167,11810405,13691796,"PM48M ",04/01/2008,Queda de previa,
4866168,11763070,11648279,"PU36R ",07/01/2008,Queda de previa,
4866169,11811408,11800934,"PU36M ",04/01/2008,Queda de previa,
4866170,11811409,14793538,"PP60  ",04/01/2008,Queda de previa,
4866171,11811434,14837802,"PM48M ",04/01/2008,Queda de previa,
4866172,11790768,12198380,"PM48M ",04/01/2008,Queda de previa,
4866173,11790769,12256835,"PM48M ",04/01/2008,Queda de previa,
4866174,11808233,10562606,"PU36M ",28/11/2007,Queda de previa,
4866175,11818892,14862366,"PM48M ",07/01/2008,Queda de previa,
4866176,11761648,11048424,"PU36M ",01/08/2007,Queda de previa,
4866177,11763371,8044465,"PU36A ",20/09/2006,Queda de previa,
4866178,11791752,13690551,"PM48M ",04/01/2008,Queda de previa,
4866179,11775583,6894842,"PM60  ",16/03/2005,Queda de previa,
4866180,11775586,11682800,"PU36N ",04/01/2008,Queda de previa,
4866181,11776640,11835846,"PU36N ",04/01/2008,Queda de previa,
4866182,11772366,10105894,"PU36M ",12/09/2007,Queda de previa,
4866183,11772383,4740974,"PU24A ",12/06/2002,Queda de previa,
4866184,11772389,4641236,"PU24A ",19/11/2001,Queda de previa,
4866185,11772415,14866910,"PM48M ",07/01/2008,Queda de previa,
4866186,11788707,10995270,"PU36M ",04/01/2008,Queda de previa,
4866187,11788734,14312621,"PP60  ",04/01/2008,Queda de previa,
4866188,11768139,14477728,"PM48M ",19/12/2007,Queda de previa,
4866189,12639101,12924734,"PU36M ",02/09/2008,Queda de previa,
4866190,12492443,15714719,"PM48M ",02/09/2008,Queda de previa,
4866191,12492444,15714720,"PM48M ",02/09/2008,Queda de previa,
4866192,11768171,14822082,"PM48M ",04/01/2008,Queda de previa,
4866193,11783405,12843235,"PM48M ",04/01/2008,Queda de previa,
4866194,11783427,13092406,"PP60  ",28/06/2007,Queda de previa,
4866195,11800852,10647980,"PU36M ",20/09/2007,Queda de previa,
4866196,11817151,12297286,"PM48M ",04/01/2008,Queda de previa,
4866197,11817539,4503510,"PM36A ",21/05/2001,Queda de previa,
4866198,11793879,8321937,"PM60  ",27/11/2003,Queda de previa,
4866199,11779154,7487063,"PU36  ",05/07/2006,Queda de previa,
4866200,11780205,14416366,"PP60  ",04/01/2008,Queda de previa,
4866201,11780216,14656853,"PM48M ",04/01/2008,Queda de previa,
4866202,11796546,11811928,"PU36N ",07/01/2008,Queda de previa,
4866203,11813974,4408803,"PU24A ",30/04/2003,Queda de previa,
4866204,11813977,14405482,"PM48M ",04/01/2008,Queda de previa,
4866205,11813992,12956630,"PM48M ",16/05/2007,Queda de previa,
4866206,11782998,14722853,"PP60  ",04/01/2008,Queda de previa,
4866207,11783001,14813078,"PM48M ",04/01/2008,Queda de previa,
4866208,11776981,9776760,"PM06H ",04/01/2008,Queda de previa,
4866209,11793327,14793318,"PM48M ",04/01/2008,Queda de previa,
4866210,11771020,7349841,"PU36  ",08/08/2007,Queda de previa,
4866211,11772750,12971554,"PM48M ",04/01/2008,Queda de previa,
4866212,11789042,14817711,"PM48M ",04/01/2008,Queda de previa,
4866213,11784009,9694708,"PM48M ",05/07/2006,Queda de previa,
4866214,11784027,14869605,"PP60  ",04/01/2008,Queda de previa,
4866215,11784048,5282982,"PU36A ",11/07/2007,Queda de previa,
4866216,11747267,14513261,"PP60  ",04/01/2008,Queda de previa,
4866217,11759120,11763835,"PU36M ",04/01/2008,Queda de previa,
4866218,11760786,11749241,"PU36M ",04/01/2008,Queda de previa,
4866219,11760935,14592502,"PM48M ",07/01/2008,Queda de previa,
4866220,11760959,11382213,"PM48M ",05/07/2007,Queda de previa,
4866221,11759844,11186486,"PM06H ",31/10/2007,Queda de previa,
4866222,11762421,6986103,"PM60  ",30/05/2007,Queda de previa,
4866223,11762429,14626457,"PM48M ",07/01/2008,Queda de previa,
4866224,11815939,11799220,"PU36M ",04/01/2008,Queda de previa,
4866225,11764615,8908545,"PM48M ",01/06/2005,Queda de previa,
4866226,11779891,4359082,"PM36A ",10/11/2000,Queda de previa,
4866227,11797299,11890240,"PM48M ",07/01/2008,Queda de previa,
4866228,11814730,6917681,"PM60  ",16/08/2006,Queda de previa,
4866229,11789608,11839015,"PU36M ",04/01/2008,Queda de previa,
4866230,12612097,12891136,"PU36M ",08/09/2008,Queda de previa,
4866231,12429043,12638739,"PU36N ",30/06/2008,Queda de previa,
4866232,11755566,14742668,"PM48M ",04/01/2008,Queda de previa,
4866233,11755593,11798876,"PU36M ",04/01/2008,Queda de previa,
4866234,11810301,12954850,"PM48M ",04/01/2008,Queda de previa,
4866235,11820220,11826188,"PU36R ",04/01/2008,Queda de previa,
4866236,11820231,14474909,"PM48M ",04/01/2008,Queda de previa,
4866237,11820238,14616646,"PM48M ",07/01/2008,Queda de previa,
4866238,11820242,14790969,"PM48M ",04/01/2008,Queda de previa,
4866239,11807134,6231139,"PU36A ",19/12/2007,Queda de previa,
4866240,11771204,12516621,"PM48M ",13/09/2006,Queda de previa,
4866241,11803928,12933054,"PM48M ",24/05/2007,Queda de previa,
4866242,11768012,10908672,"PM48M ",21/03/2007,Queda de previa,
4866243,11800703,14274661,"PM48M ",04/01/2008,Queda de previa,
4866244,11800735,14761679,"PP60  ",04/01/2008,Queda de previa,
4866245,11816643,14552652,"PM48M ",04/01/2008,Queda de previa,
4866246,11816668,14582206,"PM48M ",04/01/2008,Queda de previa,
4866247,11766743,12181439,"PP60  ",04/01/2008,Queda de previa,
4866248,11780079,11803501,"PU36N ",04/01/2008,Queda de previa,
4866249,11780102,8457295,"PM60  ",01/10/2003,Queda de previa,
4866250,11796416,3940768,"PU24A ",15/06/2005,Queda de previa,
4866251,11813858,14619146,"PM48M ",07/01/2008,Queda de previa,
4866252,11814912,13410126,"PM48M ",21/03/2011,Queda de previa,
4866253,11777962,9359555,"PU36N ",30/05/2007,Queda de previa,
4866254,11777967,14876613,"PM48M ",04/01/2008,Queda de previa,
4866255,11777976,12866484,"PP60  ",04/01/2008,Queda de previa,
4866256,11794297,11793302,"PU36M ",04/01/2008,Queda de previa,
4866257,11795352,7366490,"PM60  ",23/07/2003,Queda de previa,
4866258,11774743,7113934,"PM60  ",20/08/2003,Queda de previa,
4866259,11791081,14458655,"PP60  ",04/01/2008,Queda de previa,
4866260,11792144,4356419,"PM36A ",10/11/2000,Queda de previa,
4866261,11804284,12200710,"PM48M ",04/01/2008,Queda de previa,
4866262,11776444,12146349,"PM48M ",04/01/2008,Queda de previa,
4866263,11784685,14431085,"PM48M ",04/01/2008,Queda de previa,
4866264,11801503,14671300,"PM48M ",07/01/2008,Queda de previa,
4866265,11777140,5656527,"PU36A ",10/03/2004,Queda de previa,
4866266,11777179,14784312,"PP60  ",04/01/2008,Queda de previa,
4866267,11800149,14767634,"PM48M ",04/01/2008,Queda de previa,
4866268,11801188,14300037,"PM48M ",04/01/2008,Queda de previa,
4866269,11783657,10934566,"PM06H ",28/11/2007,Queda de previa,
4866270,11784776,14832659,"PM48M ",04/01/2008,Queda de previa,
4866271,11787996,14890833,"PM48M ",07/01/2008,Queda de previa,
4866272,11755598,11108352,"PU36M ",03/10/2007,Queda de previa,
4866273,11758218,4551352,"PU24A ",12/04/2006,Queda de previa,
4866274,11758227,14845451,"PM48M ",18/04/2008,Queda de previa,
4866275,11759700,10570932,"PM48M ",04/01/2008,Queda de previa,
4866276,11759821,5533782,"PU36A ",22/08/2007,Queda de previa,
4866277,11761441,11777272,"PU36M ",04/01/2008,Queda de previa,
4866278,11774575,4359074,"PM36A ",10/11/2000,Queda de previa,
4866279,11790875,9073254,"PM48M ",22/03/2006,Queda de previa,
4866280,11791947,14798032,"PM48M ",04/01/2008,Queda de previa,
4866281,11808327,11688411,"PU36N ",04/01/2008,Queda de previa,
4866282,11777631,14762303,"PM48M ",04/01/2008,Queda de previa,
4866283,11804082,10565196,"PM48M ",04/01/2008,Queda de previa,
4866284,11801975,12239978,"PP60  ",04/01/2008,Queda de previa,
4866285,11818534,14443579,"PM48M ",04/01/2008,Queda de previa,
4866286,11818537,14549578,"PM48M ",04/01/2008,Queda de previa,
4866287,11818540,14401402,"PM48M ",04/01/2008,Queda de previa,
4866288,11764972,4359077,"PM36A ",10/11/2000,Queda de previa,
4866289,11765010,14802420,"PM48M ",04/01/2008,Queda de previa,
4866290,11766033,10610279,"PU36M ",20/09/2007,Queda de previa,
4866291,11782370,11779309,"PU36N ",04/01/2008,Queda de previa,
4866292,11798670,13692527,"PP60  ",04/01/2008,Queda de previa,
4866293,11795500,14678180,"PM48M ",04/01/2008,Queda de previa,
4866294,11811884,11848515,"PU36N ",28/12/2007,Queda de previa,
4866295,11811897,14364138,"PM48M ",04/01/2008,Queda de previa,
4866296,11768885,14576239,"PM48M ",04/01/2008,Queda de previa,
4866297,11791220,14786007,"PM48M ",04/01/2008,Queda de previa,
4866298,11791224,14431926,"PM48M ",04/01/2008,Queda de previa,
4866299,11779387,14869336,"PM48M ",04/01/2008,Queda de previa,
4866300,11779407,4110270,"PU24A ",10/08/2005,Queda de previa,
4866301,11779425,12166620,"PP60  ",04/01/2008,Queda de previa,
4866302,11779426,12180500,"PP60  ",04/01/2008,Queda de previa,
4866303,11780464,12145258,"PM48M ",04/01/2008,Queda de previa,
4866304,11780472,11803720,"PU36M ",04/01/2008,Queda de previa,
4866305,11782634,12163417,"PM48M ",04/01/2008,Queda de previa,
4866306,11782635,12174484,"PP60  ",04/01/2008,Queda de previa,
4866307,11783754,4359079,"PM36A ",10/11/2000,Queda de previa,
4866308,11783759,4007319,"PM36A ",26/12/2002,Queda de previa,
4866309,11802309,14310821,"PP60  ",04/01/2008,Queda de previa,
4866310,11803369,14581035,"PM48M ",07/01/2008,Queda de previa,
4866311,11803390,11756573,"PU36M ",04/01/2008,Queda de previa,
4866312,11803394,14748177,"PM48M ",04/01/2008,Queda de previa,
4866313,11804454,13792184,"PP60  ",04/01/2008,Queda de previa,
4866314,11806675,11192876,"PU36N ",07/01/2008,Queda de previa,
4866315,11806677,11191525,"PU36M ",07/01/2008,Queda de previa,
4866316,11807716,5741514,"PU36A ",16/05/2007,Queda de previa,
4866317,11754884,11703329,"PU36M ",04/01/2008,Queda de previa,
4866318,11754885,14762767,"PP60  ",04/01/2008,Queda de previa,
4866319,11754887,14743189,"PM48M ",04/01/2008,Queda de previa,
4866320,11754895,11048428,"PU36M ",01/08/2007,Queda de previa,
4866321,11759227,5849085,"PU36A ",05/05/2004,Queda de previa,
4866322,11759396,6020039,"PU36A ",12/04/2006,Queda de previa,
4866323,11755945,5674023,"PU36A ",22/11/2006,Queda de previa,
4866324,11762472,10613973,"PU36M ",19/12/2007,Queda de previa,
4866325,11762489,14770952,"PM48M ",04/01/2008,Queda de previa,
4866326,11748014,11601185,"PM06H ",27/03/2009,Queda de previa,
4866327,11748113,14520563,"PM48M ",04/01/2008,Queda de previa,
4866328,11802685,5679695,"PU36A ",25/08/2004,Queda de previa,
4866329,11816147,7039671,"PU36A ",03/02/2005,Queda de previa,
4866330,11815860,10641897,"PU36M ",20/09/2007,Queda de previa,
4866331,11788489,14406947,"PM06H ",04/01/2008,Queda de previa,
4866332,11778836,12526410,"PM48M ",12/09/2007,Queda de previa,
4866333,11796228,5771988,"PM48  ",02/03/2005,Queda de previa,
4866334,11775663,10562614,"PU36M ",28/11/2007,Queda de previa,
4866335,11793026,11382231,"PM48M ",30/08/2006,Queda de previa,
4866336,11803072,12106366,"PM48M ",05/12/2007,Queda de previa,
4866337,11818567,14790699,"PM48M ",04/01/2008,Queda de previa,
4866338,11818576,13755356,"PM48M ",04/01/2008,Queda de previa,
4866339,11766072,11186311,"PU36M ",07/01/2008,Queda de previa,
4866340,11766087,9188261,"PU36M ",16/11/2006,Queda de previa,
4866341,11799866,7960451,"PU36A ",08/06/2006,Queda de previa,
4866342,11799882,10562600,"PU36M ",28/11/2007,Queda de previa,
4866343,11817624,5007076,"PU24A ",26/05/2004,Queda de previa,
4866344,13045640,16285328,"PM48M ",29/12/2008,Queda de previa,
4866345,11759592,14405484,"PM48M ",04/01/2008,Queda de previa,
4866346,11747362,11395817,"PM06H ",12/09/2007,Queda de previa,
4866347,11810953,14588338,"PM48M ",07/01/2008,Queda de previa,
4866348,11810956,11753470,"PU36R ",04/01/2008,Queda de previa,
4866349,11813087,14696191,"PM48M ",07/01/2008,Queda de previa,
4866350,11815248,11811927,"PU36N ",07/01/2008,Queda de previa,
4866351,11815281,4007338,"PM36A ",26/12/2002,Queda de previa,
4866352,11788349,5249214,"PU36A ",21/06/2006,Queda de previa,
4866353,11756355,4581076,"PU24A ",12/06/2002,Queda de previa,
4866354,11754009,14748293,"PM48M ",19/12/2007,Queda de previa,
4866355,11771288,12308359,"PM48M ",04/01/2008,Queda de previa,
4866356,11771297,11741726,"PU36M ",04/01/2008,Queda de previa,
4866357,11788686,6028291,"PU36A ",10/05/2002,Queda de previa,
4866358,11818442,8461104,"PM60  ",11/08/2004,Queda de previa,
4866359,11784428,11627970,"PU36M ",04/01/2008,Queda de previa,
4866360,11784440,11795232,"PM48M ",21/12/2005,Queda de previa,
4866361,11817442,6231137,"PU36A ",19/12/2007,Queda de previa,
4866362,11815029,7486973,"PU36  ",05/07/2006,Queda de previa,
4866363,11779088,12291098,"PP60  ",04/01/2008,Queda de previa,
