_CustomObjectKey,ID_PAGAMENTO,ID_PROPOSTA,ID_PLANO,DATA_ULT_AGENDAMENTO,DESC_STATUS_PAGAMENTO
1491993,37219080,2001722311,"PU12C ",01/11/2018,Bloqueado
1491994,37220044,2001723275,"PU12C ",01/11/2018,Bloqueado
1491995,37220051,2001723282,"PU12C ",01/11/2018,Bloqueado
1491996,37220057,2001723288,"PU12C ",01/11/2018,Bloqueado
1491997,37220059,2001723290,"PU12C ",01/11/2018,Bloqueado
1491998,37220062,2001723293,"PU12C ",01/11/2018,Bloqueado
1491999,37220065,2001723296,"PU12C ",01/11/2018,Bloqueado
1492000,37220076,2001723307,"PU12C ",01/11/2018,Bloqueado
1492001,37220082,2001723313,"PU12C ",01/11/2018,Bloqueado
1492002,37220083,2001723314,"PU12C ",01/11/2018,Bloqueado
1492003,37220084,2001723315,"PU12C ",01/11/2018,Bloqueado
1492004,37220097,2001723328,"PU12C ",01/11/2018,Bloqueado
1492005,37220099,2001723330,"PU12C ",01/11/2018,Bloqueado
1492006,37220101,2001723332,"PU12C ",01/11/2018,Bloqueado
1492007,37220104,2001723335,"PU12C ",01/11/2018,Bloqueado
1492008,37221077,2001724308,"PU12C ",01/11/2018,Bloqueado
1492009,37221079,2001724310,"PU12C ",01/11/2018,Bloqueado
1492010,37221087,2001724318,"PU12C ",01/11/2018,Bloqueado
1492011,37221089,2001724320,"PU12C ",01/11/2018,Bloqueado
1492012,37221092,2001724323,"PU12C ",01/11/2018,Bloqueado
1492013,37221102,2001724333,"PU12C ",01/11/2018,Bloqueado
1492014,37221106,2001724337,"PU12C ",01/11/2018,Bloqueado
1492015,37221109,2001724340,"PU12C ",01/11/2018,Bloqueado
1492016,37221113,2001724344,"PU12C ",01/11/2018,Bloqueado
1492017,37221115,2001724346,"PU12C ",01/11/2018,Bloqueado
1492018,37221123,2001724354,"PU12C ",01/11/2018,Bloqueado
1492019,37291365,34780149,"PU367 ",12/11/2018,Bloqueado
1492020,37292387,34791108,"PU368 ",12/11/2018,Bloqueado
1492021,37293458,34798261,"PU368 ",12/11/2018,Bloqueado
1492022,36715769,2001417176,"PU12C ",05/09/2018,Bloqueado
1492023,36715775,2001417182,"PU12C ",05/09/2018,Bloqueado
1492024,36715776,2001417183,"PU12C ",05/09/2018,Bloqueado
1492025,36715778,2001417185,"PU12C ",05/09/2018,Bloqueado
1492026,36715782,2001417189,"PU12C ",05/09/2018,Bloqueado
1492027,36715794,2001417201,"PU12C ",05/09/2018,Bloqueado
1492028,36715795,2001417202,"PU12C ",05/09/2018,Bloqueado
1492029,36715796,2001417203,"PU12C ",05/09/2018,Bloqueado
1492030,36715798,2001417205,"PU12C ",05/09/2018,Bloqueado
1492031,36715802,2001417209,"PU12C ",05/09/2018,Bloqueado
1492032,36715828,2001417235,"PU12C ",05/09/2018,Bloqueado
1492033,36716796,2001418203,"PU12C ",05/09/2018,Bloqueado
1492034,36716800,2001418207,"PU12C ",05/09/2018,Bloqueado
1492035,36716802,2001418209,"PU12C ",05/09/2018,Bloqueado
1492036,36716806,2001418213,"PU12C ",05/09/2018,Bloqueado
1492037,36716814,2001418221,"PU12C ",05/09/2018,Bloqueado
1492038,36716824,2001418231,"PU12C ",05/09/2018,Bloqueado
1492039,36716825,2001418232,"PU12C ",05/09/2018,Bloqueado
1492040,36716834,2001418241,"PU12C ",05/09/2018,Bloqueado
1492041,36716835,2001418242,"PU12C ",05/09/2018,Bloqueado
1492042,36716837,2001418244,"PU12C ",05/09/2018,Bloqueado
1492043,36716839,2001418246,"PU12C ",05/09/2018,Bloqueado
1492044,36717821,2001419228,"PU12C ",05/09/2018,Bloqueado
1492045,36717822,2001419229,"PU12C ",05/09/2018,Bloqueado
1492046,36717823,2001419230,"PU12C ",05/09/2018,Bloqueado
1492047,36717834,2001419241,"PU12C ",05/09/2018,Bloqueado
1492048,36717835,2001419242,"PU12C ",05/09/2018,Bloqueado
1492049,36717838,2001419245,"PU12C ",05/09/2018,Bloqueado
1492050,36717839,2001419246,"PU12C ",05/09/2018,Bloqueado
1492051,36717843,2001419250,"PU12C ",05/09/2018,Bloqueado
1492052,36717854,2001419261,"PU12C ",05/09/2018,Bloqueado
1492053,36717855,2001419262,"PU12C ",05/09/2018,Bloqueado
1492054,37219058,2001722289,"PU12C ",01/11/2018,Bloqueado
1492055,37219070,2001722301,"PU12C ",01/11/2018,Bloqueado
1492056,37220053,2001723284,"PU12C ",01/11/2018,Bloqueado
1492057,37220054,2001723285,"PU12C ",01/11/2018,Bloqueado
1492058,37220055,2001723286,"PU12C ",01/11/2018,Bloqueado
1492059,37220060,2001723291,"PU12C ",01/11/2018,Bloqueado
1492060,37220064,2001723295,"PU12C ",01/11/2018,Bloqueado
1492061,37220079,2001723310,"PU12C ",01/11/2018,Bloqueado
1492062,37220080,2001723311,"PU12C ",01/11/2018,Bloqueado
1492063,37220091,2001723322,"PU12C ",01/11/2018,Bloqueado
1492064,37220095,2001723326,"PU12C ",01/11/2018,Bloqueado
1492065,37221069,2001724300,"PU12C ",01/11/2018,Bloqueado
1492066,37221071,2001724302,"PU12C ",01/11/2018,Bloqueado
1492067,37221078,2001724309,"PU12C ",01/11/2018,Bloqueado
1492068,37221084,2001724315,"PU12C ",01/11/2018,Bloqueado
1492069,37221090,2001724321,"PU12C ",01/11/2018,Bloqueado
1492070,37221093,2001724324,"PU12C ",01/11/2018,Bloqueado
1492071,37221095,2001724326,"PU12C ",01/11/2018,Bloqueado
1492072,37221096,2001724327,"PU12C ",01/11/2018,Bloqueado
1492073,37292379,34791100,"PU368 ",12/11/2018,Bloqueado
1492074,37292381,34791102,"PU368 ",12/11/2018,Bloqueado
1492075,37292386,34791107,"PU368 ",12/11/2018,Bloqueado
1492076,37292388,34791109,"PU368 ",12/11/2018,Bloqueado
1492077,37293456,34798242,"PU368 ",12/11/2018,Bloqueado
1492078,37293467,34798352,"PU368 ",12/11/2018,Bloqueado
1492079,36715771,2001417178,"PU12C ",05/09/2018,Bloqueado
1492080,36715784,2001417191,"PU12C ",05/09/2018,Bloqueado
1492081,36715812,2001417219,"PU12C ",05/09/2018,Bloqueado
1492082,36715813,2001417220,"PU12C ",05/09/2018,Bloqueado
1492083,36715826,2001417233,"PU12C ",05/09/2018,Bloqueado
1492084,36716791,2001418198,"PU12C ",05/09/2018,Bloqueado
1492085,36716792,2001418199,"PU12C ",05/09/2018,Bloqueado
1492086,36716803,2001418210,"PU12C ",05/09/2018,Bloqueado
1492087,36716817,2001418224,"PU12C ",05/09/2018,Bloqueado
1492088,36716818,2001418225,"PU12C ",05/09/2018,Bloqueado
1492089,36716819,2001418226,"PU12C ",05/09/2018,Bloqueado
1492090,36716827,2001418234,"PU12C ",05/09/2018,Bloqueado
1492091,36716828,2001418235,"PU12C ",05/09/2018,Bloqueado
1492092,36716829,2001418236,"PU12C ",05/09/2018,Bloqueado
1492093,36716844,2001418251,"PU12C ",05/09/2018,Bloqueado
1492094,36716845,2001418252,"PU12C ",05/09/2018,Bloqueado
1492095,36717857,2001419264,"PU12C ",05/09/2018,Bloqueado
1492096,36717861,2001419268,"PU12C ",05/09/2018,Bloqueado
1492097,36717862,2001419269,"PU12C ",05/09/2018,Bloqueado
1492098,36717863,2001419270,"PU12C ",05/09/2018,Bloqueado
1492099,36717866,2001419273,"PU12C ",05/09/2018,Bloqueado
1492100,36717878,2001419285,"PU12C ",05/09/2018,Bloqueado
1492101,37299565,430,PU342A,12/11/2018,Bloqueado
1492102,37300508,2001771079,"PU12C ",12/11/2018,Bloqueado
1492103,37300520,2001769670,"PU12C ",12/11/2018,Bloqueado
1492104,37300521,2001769671,"PU12C ",12/11/2018,Bloqueado
1492105,37300525,2001769675,"PU12C ",12/11/2018,Bloqueado
1492106,37300527,2001769677,"PU12C ",12/11/2018,Bloqueado
1492107,37300534,2001769684,"PU12C ",12/11/2018,Bloqueado
1492108,37300540,2001769690,"PU12C ",12/11/2018,Bloqueado
1492109,37300541,2001769691,"PU12C ",12/11/2018,Bloqueado
1492110,37300543,2001769693,"PU12C ",12/11/2018,Bloqueado
1492111,37300545,2001769695,"PU12C ",12/11/2018,Bloqueado
1492112,37301493,2001770637,"PU12C ",12/11/2018,Bloqueado
1492113,37301503,2001770647,"PU12C ",12/11/2018,Bloqueado
1492114,37301510,2001770654,"PU12C ",12/11/2018,Bloqueado
1492115,37301522,2001770666,"PU12C ",12/11/2018,Bloqueado
1492116,37301538,2001770682,"PU12C ",12/11/2018,Bloqueado
1492117,37301544,2001770688,"PU12C ",12/11/2018,Bloqueado
1492118,36804332,34348757,"PU368 ",17/09/2018,Bloqueado
1492119,36805227,34353750,"PU367 ",17/09/2018,Bloqueado
1492120,36809396,2001474534,"PU12C ",17/09/2018,Bloqueado
1492121,27758450,27369481,"PU362 ",09/08/2016,Bloqueado
1492122,27758455,27369486,"PU362 ",09/08/2016,Bloqueado
1492123,27758818,27370703,"PU362 ",09/08/2016,Bloqueado
1492124,27588678,35597099,"PM484 ",20/07/2016,Bloqueado
1492125,26594220,32375964,"PM364 ",03/05/2016,Bloqueado
1492126,26981962,35360386,"PM604 ",22/01/2017,Bloqueado
1492127,26985059,26557393,"PU361 ",07/06/2016,Bloqueado
1492128,26991290,26670730,"PU362 ",07/06/2016,Bloqueado
1492129,26995828,26685601,"PU361 ",07/06/2016,Bloqueado
1492130,27595894,27205369,"PU362 ",22/07/2016,Bloqueado
1492131,27436574,27132889,"PU362 ",04/07/2016,Bloqueado
1492132,27436575,27132893,"PU361 ",04/07/2016,Bloqueado
1492133,27659683,27275879,"PU361 ",29/07/2016,Bloqueado
1492134,27576633,31848485,"PU368 ",18/07/2016,Bloqueado
1492135,27426151,32331140,"PM604 ",30/06/2016,Bloqueado
1492136,27435557,27130004,"PU362 ",04/07/2016,Bloqueado
1492137,27562977,32469542,"PM604 ",15/07/2016,Bloqueado
1492138,27564007,29229035,"PM601 ",15/07/2016,Bloqueado
1492139,27569223,22569771,"PP60M ",19/07/2016,Bloqueado
1492140,28508306,35628816,"PM604 ",07/10/2016,Bloqueado
1492141,28508318,35566785,"PM604 ",07/10/2016,Bloqueado
1492142,30934439,29746046,"PU361 ",24/04/2017,Bloqueado
1492143,30937628,29725528,"PU362 ",24/04/2017,Bloqueado
1492144,30938640,29734219,"PU361 ",24/04/2017,Bloqueado
1492145,30929366,29615101,"PU361 ",24/04/2017,Bloqueado
1492146,30938843,29736281,"PU362 ",24/04/2017,Bloqueado
1492147,30939882,29747677,"PU364 ",24/04/2017,Bloqueado
1492148,31792237,900656,"PU12C ",28/06/2017,Bloqueado
1492149,31823158,37370821,"PU36C ",27/10/2017,Bloqueado
1492150,30928366,29577426,"PU362 ",24/04/2017,Bloqueado
1492151,30933674,29692779,"PU362 ",24/04/2017,Bloqueado
1492152,31583420,30305412,"PU366 ",14/06/2017,Bloqueado
1492153,31283879,30046724,"PU364 ",22/05/2017,Bloqueado
1492154,31283880,30046725,"PU361 ",22/05/2017,Bloqueado
1492155,31284979,30057577,"PU364 ",22/05/2017,Bloqueado
1492156,31286003,30064610,"PU362 ",22/05/2017,Bloqueado
1492157,31297546,30067187,"PU362 ",22/05/2017,Bloqueado
1492158,31299599,30055733,"PU362 ",22/05/2017,Bloqueado
1492159,31582455,35607412,"PM604 ",12/06/2017,Bloqueado
1492160,31287140,30076947,"PU364 ",22/05/2017,Bloqueado
1492161,31287153,30077009,"PU362 ",22/05/2017,Bloqueado
1492162,31287154,30077013,"PU362 ",22/05/2017,Bloqueado
1492163,31287157,30077021,"PU362 ",22/05/2017,Bloqueado
1492164,31291363,30056736,"PU364 ",22/05/2017,Bloqueado
1492165,31292362,30064475,"PU361 ",22/05/2017,Bloqueado
1492166,31292387,30064809,"PU362 ",22/05/2017,Bloqueado
1492167,31294461,30084900,"PU364 ",22/05/2017,Bloqueado
1492168,31296586,30050598,"PU363 ",22/05/2017,Bloqueado
1492169,28607649,32260455,"PM604 ",19/10/2016,Bloqueado
1492170,28619170,50564,PUZB10,21/10/2016,Bloqueado
1492171,28757115,36491849,"PM364 ",28/10/2016,Bloqueado
1492172,28758557,36229700,"PM484 ",28/10/2016,Bloqueado
1492173,28594680,28923174,"PU361 ",18/10/2016,Bloqueado
1492174,28510705,27925213,"PU362 ",11/10/2016,Bloqueado
1492175,28512753,27924992,"PU361 ",11/10/2016,Bloqueado
1492176,29579280,28750804,"PU363 ",27/12/2016,Bloqueado
1492177,27177234,26877185,"PU362 ",20/06/2016,Bloqueado
1492178,27179268,26883439,"PU362 ",20/06/2016,Bloqueado
1492179,27187917,26897990,"PU362 ",20/06/2016,Bloqueado
1492180,26444870,27946468,"PM72P ",15/04/2016,Bloqueado
1492181,27165316,26847233,"PU364 ",20/06/2016,Bloqueado
1492182,27167330,26852760,"PU362 ",20/06/2016,Bloqueado
1492183,27170349,26862177,"PU362 ",20/06/2016,Bloqueado
1492184,27172267,26773872,"PU362 ",20/06/2016,Bloqueado
1492185,27172274,26773879,"PU362 ",20/06/2016,Bloqueado
1492186,27172275,26773880,"PU362 ",20/06/2016,Bloqueado
1492187,27190166,26903816,"PU361 ",20/06/2016,Bloqueado
1492188,27190201,26903885,"PU364 ",20/06/2016,Bloqueado
1492189,27432649,27122682,"PU364 ",04/07/2016,Bloqueado
1492190,37219061,2001722292,"PU12C ",01/11/2018,Bloqueado
1492191,37219062,2001722293,"PU12C ",01/11/2018,Bloqueado
1492192,37219066,2001722297,"PU12C ",01/11/2018,Bloqueado
1492193,37219073,2001722304,"PU12C ",01/11/2018,Bloqueado
1492194,37219074,2001722305,"PU12C ",01/11/2018,Bloqueado
1492195,37220066,2001723297,"PU12C ",01/11/2018,Bloqueado
1492196,37220071,2001723302,"PU12C ",01/11/2018,Bloqueado
1492197,37220075,2001723306,"PU12C ",01/11/2018,Bloqueado
1492198,37220088,2001723319,"PU12C ",01/11/2018,Bloqueado
1492199,37220093,2001723324,"PU12C ",01/11/2018,Bloqueado
1492200,37220094,2001723325,"PU12C ",01/11/2018,Bloqueado
1492201,37220106,2001723337,"PU12C ",01/11/2018,Bloqueado
1492202,37221061,2001724292,"PU12C ",01/11/2018,Bloqueado
1492203,37221072,2001724303,"PU12C ",01/11/2018,Bloqueado
1492204,37221080,2001724311,"PU12C ",01/11/2018,Bloqueado
1492205,37221082,2001724313,"PU12C ",01/11/2018,Bloqueado
1492206,37221097,2001724328,"PU12C ",01/11/2018,Bloqueado
1492207,37221100,2001724331,"PU12C ",01/11/2018,Bloqueado
1492208,37221101,2001724332,"PU12C ",01/11/2018,Bloqueado
1492209,37221104,2001724335,"PU12C ",01/11/2018,Bloqueado
1492210,37221108,2001724339,"PU12C ",01/11/2018,Bloqueado
1492211,37221111,2001724342,"PU12C ",01/11/2018,Bloqueado
1492212,37221117,2001724348,"PU12C ",01/11/2018,Bloqueado
1492213,37221121,2001724352,"PU12C ",01/11/2018,Bloqueado
1492214,37289271,21392857,"PP93R ",19/11/2018,Bloqueado
1492215,37291357,34780083,"PU368 ",12/11/2018,Bloqueado
1492216,37292384,34791105,"PU368 ",12/11/2018,Bloqueado
1492217,37293455,34798234,"PU368 ",12/11/2018,Bloqueado
1492218,37293471,34798433,"PU369 ",12/11/2018,Bloqueado
1492219,36715773,2001417180,"PU12C ",05/09/2018,Bloqueado
1492220,36715781,2001417188,"PU12C ",05/09/2018,Bloqueado
1492221,36715792,2001417199,"PU12C ",05/09/2018,Bloqueado
1492222,36715793,2001417200,"PU12C ",05/09/2018,Bloqueado
1492223,36715807,2001417214,"PU12C ",05/09/2018,Bloqueado
1492224,36715817,2001417224,"PU12C ",05/09/2018,Bloqueado
1492225,36715822,2001417229,"PU12C ",05/09/2018,Bloqueado
1492226,36715824,2001417231,"PU12C ",05/09/2018,Bloqueado
1492227,36715829,2001417236,"PU12C ",05/09/2018,Bloqueado
1492228,36716793,2001418200,"PU12C ",05/09/2018,Bloqueado
1492229,36716805,2001418212,"PU12C ",05/09/2018,Bloqueado
1492230,36716810,2001418217,"PU12C ",05/09/2018,Bloqueado
1492231,36716812,2001418219,"PU12C ",05/09/2018,Bloqueado
1492232,36716820,2001418227,"PU12C ",05/09/2018,Bloqueado
1492233,36716821,2001418228,"PU12C ",05/09/2018,Bloqueado
1492234,36716822,2001418229,"PU12C ",05/09/2018,Bloqueado
1492235,36716823,2001418230,"PU12C ",05/09/2018,Bloqueado
1492236,36716826,2001418233,"PU12C ",05/09/2018,Bloqueado
1492237,36716831,2001418238,"PU12C ",05/09/2018,Bloqueado
1492238,36716832,2001418239,"PU12C ",05/09/2018,Bloqueado
1492239,36716833,2001418240,"PU12C ",05/09/2018,Bloqueado
1492240,36717815,2001419222,"PU12C ",05/09/2018,Bloqueado
1492241,36717824,2001419231,"PU12C ",05/09/2018,Bloqueado
1492242,36717825,2001419232,"PU12C ",05/09/2018,Bloqueado
1492243,36717830,2001419237,"PU12C ",05/09/2018,Bloqueado
1492244,36717831,2001419238,"PU12C ",05/09/2018,Bloqueado
1492245,36717832,2001419239,"PU12C ",05/09/2018,Bloqueado
1492246,36717833,2001419240,"PU12C ",05/09/2018,Bloqueado
1492247,36717847,2001419254,"PU12C ",05/09/2018,Bloqueado
1492248,36717848,2001419255,"PU12C ",05/09/2018,Bloqueado
1492249,36717850,2001419257,"PU12C ",05/09/2018,Bloqueado
1492250,36717851,2001419258,"PU12C ",05/09/2018,Bloqueado
1492251,36717853,2001419260,"PU12C ",05/09/2018,Bloqueado
1492252,36717856,2001419263,"PU12C ",05/09/2018,Bloqueado
1492253,37295459,34666904,"PU368 ",12/11/2018,Bloqueado
1492254,37296447,34771727,"PU369 ",12/11/2018,Bloqueado
1492255,37299530,34805609,"PU368 ",12/11/2018,Bloqueado
1492256,37300512,2001769662,"PU12C ",12/11/2018,Bloqueado
1492257,31467089,30238437,"PU362 ",05/06/2017,Bloqueado
1492258,31467573,30244066,"PU361 ",05/06/2017,Bloqueado
1492259,31467574,30244074,"PU364 ",05/06/2017,Bloqueado
1492260,31468403,30255974,"PU362 ",05/06/2017,Bloqueado
1492261,31468655,30259995,"PU364 ",05/06/2017,Bloqueado
1492262,31455822,30227722,"PU362 ",05/06/2017,Bloqueado
1492263,31460120,30264472,"PU361 ",05/06/2017,Bloqueado
1492264,31461139,30226761,"PU361 ",05/06/2017,Bloqueado
1492265,31087801,29804940,"PU362 ",05/05/2017,Bloqueado
1492266,31467792,30247393,"PU364 ",05/06/2017,Bloqueado
1492267,29479372,35387001,"PM604 ",19/12/2016,Bloqueado
1492268,28395057,27860973,"PU362 ",03/10/2016,Bloqueado
1492269,28395477,27862341,"PU363 ",03/10/2016,Bloqueado
1492270,30703181,29538314,"PU364 ",07/04/2017,Bloqueado
1492271,29683595,35923173,"PM604 ",02/01/2017,Bloqueado
1492272,31286411,30069010,"PU362 ",22/05/2017,Bloqueado
1492273,31291652,30060812,"PU362 ",22/05/2017,Bloqueado
1492274,31294786,30087798,"PU362 ",22/05/2017,Bloqueado
1492275,31294818,30088153,"PU363 ",22/05/2017,Bloqueado
1492276,31297940,30076615,"PU363 ",22/05/2017,Bloqueado
1492277,31297948,30076720,"PU362 ",22/05/2017,Bloqueado
1492278,31425776,35389030,"PM604 ",30/05/2017,Bloqueado
1492279,31283332,29880119,"PU363 ",22/05/2017,Bloqueado
1492280,31284373,30051723,"PU362 ",22/05/2017,Bloqueado
1492281,31287541,30000372,"PU365 ",22/05/2017,Bloqueado
1492282,31295875,30100329,"PU362 ",22/05/2017,Bloqueado
1492283,31295876,30100331,"PU362 ",22/05/2017,Bloqueado
1492284,31295878,30100334,"PU362 ",22/05/2017,Bloqueado
1492285,28766948,28166306,"PU361 ",01/11/2016,Bloqueado
1492286,29759623,36225817,"PM484 ",10/01/2017,Bloqueado
1492287,29759624,36225818,"PM484 ",10/01/2017,Bloqueado
1492288,27645640,26581170,"PM601 ",26/07/2016,Bloqueado
1492289,29126824,28404954,"PU363 ",05/12/2016,Bloqueado
1492290,29126848,28405033,"PU362 ",05/12/2016,Bloqueado
1492291,29132102,28426945,"PU362 ",05/12/2016,Bloqueado
1492292,29134102,28426758,"PU361 ",05/12/2016,Bloqueado
1492293,29135154,28437966,"PU361 ",05/12/2016,Bloqueado
1492294,29136156,28442190,"PU361 ",05/12/2016,Bloqueado
1492295,29136184,28442362,"PU361 ",05/12/2016,Bloqueado
1492296,29142325,28442198,"PU361 ",05/12/2016,Bloqueado
1492297,29318273,28455218,"PU362 ",13/12/2016,Bloqueado
1492298,29322317,28567717,"PU361 ",13/12/2016,Bloqueado
1492299,29329731,34026428,"PU481 ",12/12/2016,Bloqueado
1492300,29333498,32171051,"PM604 ",12/12/2016,Bloqueado
1492301,28844243,35720209,"PM604 ",07/11/2016,Bloqueado
1492302,29127053,28405837,"PU362 ",05/12/2016,Bloqueado
1492303,29134242,28434529,"PU362 ",05/12/2016,Bloqueado
1492304,29006505,243622,"PU12C ",24/11/2016,Bloqueado
1492305,29173238,32526666,"PM604 ",05/12/2016,Bloqueado
1492306,29737783,31064787,"PM604 ",06/01/2017,Bloqueado
1492307,29739907,33861751,"PM604 ",06/01/2017,Bloqueado
1492308,29739920,29506919,"PM601 ",06/01/2017,Bloqueado
1492309,29742996,28835489,"PU361 ",10/01/2017,Bloqueado
1492310,28200641,27720196,"PU361 ",16/09/2016,Bloqueado
1492311,30218012,29055964,"PU362 ",24/02/2017,Bloqueado
1492312,30220126,29133962,"PU362 ",24/02/2017,Bloqueado
1492313,30340021,35664402,"PM72P ",06/03/2017,Bloqueado
1492314,30282863,28496131,"PM481 ",24/02/2017,Bloqueado
1492315,30284957,28656178,"PM601 ",24/02/2017,Bloqueado
1492316,28054833,27604009,"PU361 ",05/09/2016,Bloqueado
1492317,28395372,27862167,"PU362 ",03/10/2016,Bloqueado
1492318,28395373,27862168,"PU362 ",03/10/2016,Bloqueado
1492319,28395374,27862169,"PU362 ",03/10/2016,Bloqueado
1492320,29740680,35034281,"PM604 ",06/01/2017,Bloqueado
1492321,29176333,36030044,"PU367 ",27/04/2017,Bloqueado
1492322,29742865,28834759,"PU361 ",10/01/2017,Bloqueado
1492323,28198366,27621658,"PU364 ",16/09/2016,Bloqueado
1492324,28198368,27621660,"PU364 ",16/09/2016,Bloqueado
1492325,28198370,27621662,"PU364 ",16/09/2016,Bloqueado
1492326,15785278,19600034,"PM72P ",10/02/2011,Queda de previa
1492327,31468657,30260000,"PU362 ",05/06/2017,Bloqueado
1492328,31459058,30228872,"PU362 ",05/06/2017,Bloqueado
1492329,31459071,30241241,"PU362 ",05/06/2017,Bloqueado
1492330,31461188,30227060,"PU361 ",05/06/2017,Bloqueado
1492331,31087828,29820478,"PU361 ",05/05/2017,Bloqueado
1492332,31146122,29842349,"PP93R ",09/05/2017,Bloqueado
1492333,31521017,35257344,"PM604 ",07/06/2017,Bloqueado
1492334,31467842,30247979,"PU364 ",05/06/2017,Bloqueado
1492335,29588697,28663940,"PU362 ",27/12/2016,Bloqueado
1492336,29751604,31716661,"PU368 ",09/01/2017,Bloqueado
1492337,29472114,31263411,"PM604 ",19/12/2016,Bloqueado
1492338,28394633,27859710,"PU361 ",03/10/2016,Bloqueado
1492339,28394733,27859974,"PU362 ",03/10/2016,Bloqueado
1492340,28395144,27861259,"PU362 ",03/10/2016,Bloqueado
1492341,28043326,26931129,"PM601 ",01/09/2016,Bloqueado
1492342,30704258,29579710,"PU362 ",07/04/2017,Bloqueado
1492343,30705318,29573444,"PU362 ",07/04/2017,Bloqueado
1492344,31285353,30061750,"PU364 ",22/05/2017,Bloqueado
1492345,31290632,30049133,"PU361 ",22/05/2017,Bloqueado
1492346,31290639,30049197,"PU364 ",22/05/2017,Bloqueado
1492347,31294790,30087810,"PU362 ",22/05/2017,Bloqueado
1492348,30987635,36571367,"PU369 ",01/07/2017,Bloqueado
1492349,31283333,29880207,"PU361 ",22/05/2017,Bloqueado
1492350,31287523,30000371,"PU365 ",22/05/2017,Bloqueado
1492351,31291751,30061748,"PU364 ",22/05/2017,Bloqueado
1492352,31295877,30100332,"PU362 ",22/05/2017,Bloqueado
1492353,31295879,30100337,"PU362 ",22/05/2017,Bloqueado
1492354,31297957,30076826,"PU364 ",22/05/2017,Bloqueado
1492355,31298002,30077555,"PU362 ",22/05/2017,Bloqueado
1492356,31300078,30084179,"PU362 ",22/05/2017,Bloqueado
1492357,31468204,30164815,"PU362 ",05/06/2017,Bloqueado
1492358,31468461,30257167,"PU362 ",05/06/2017,Bloqueado
1492359,28765871,28162439,"PU361 ",01/11/2016,Bloqueado
1492360,27550908,27193445,"PU361 ",18/07/2016,Bloqueado
1492361,27554035,27203082,"PU363 ",18/07/2016,Bloqueado
1492362,29129960,28418098,"PU362 ",05/12/2016,Bloqueado
1492363,29137200,28447899,"PU361 ",05/12/2016,Bloqueado
1492364,29318274,28455239,"PU362 ",13/12/2016,Bloqueado
1492365,29320302,28559181,"PU361 ",13/12/2016,Bloqueado
1492366,29329730,34026427,"PU481 ",12/12/2016,Bloqueado
1492367,29127046,28405829,"PU363 ",05/12/2016,Bloqueado
1492368,29134247,28434538,"PU362 ",05/12/2016,Bloqueado
1492369,29134249,28434542,"PU362 ",05/12/2016,Bloqueado
1492370,29134284,28434716,"PU364 ",05/12/2016,Bloqueado
1492371,29681870,28555024,"PM601 ",02/01/2017,Bloqueado
1492372,29737795,26075617,"PM601 ",06/01/2017,Bloqueado
1492373,29742989,28835463,"PU363 ",10/01/2017,Bloqueado
1492374,28194303,33004451,"PM604 ",14/09/2016,Bloqueado
1492375,30220127,29133969,"PU362 ",24/02/2017,Bloqueado
1492376,30220128,29133981,"PU362 ",24/02/2017,Bloqueado
1492377,30339979,32528620,"PM604 ",06/03/2017,Bloqueado
1492378,30287065,35528572,"PM604 ",24/02/2017,Bloqueado
1492379,28060053,27614922,"PU362 ",05/09/2016,Bloqueado
1492380,28395371,27862166,"PU362 ",03/10/2016,Bloqueado
1492381,29738691,36069064,"PM48E ",06/01/2017,Bloqueado
1492382,29740717,35242301,"PM604 ",06/01/2017,Bloqueado
1492383,28192047,34546195,"PM484 ",14/09/2016,Bloqueado
1492384,28201458,27722908,"PU362 ",16/09/2016,Bloqueado
1492385,29177342,29529765,"PU363 ",05/12/2016,Bloqueado
1492386,29740736,35098134,"PM604 ",06/01/2017,Bloqueado
1492387,28198363,27621655,"PU364 ",16/09/2016,Bloqueado
1492388,28198367,27621659,"PU364 ",16/09/2016,Bloqueado
1492389,28198369,27621661,"PU364 ",16/09/2016,Bloqueado
1492390,28198373,27621665,"PU364 ",16/09/2016,Bloqueado
1492391,28198382,27621674,"PU364 ",16/09/2016,Bloqueado
1492392,28198388,27621680,"PU364 ",16/09/2016,Bloqueado
1492393,28198392,27621684,"PU364 ",16/09/2016,Bloqueado
1492394,28200484,27719742,"PU362 ",16/09/2016,Bloqueado
1492395,27434719,27127360,"PU362 ",04/07/2016,Bloqueado
1492396,27671641,27283328,"PU362 ",01/08/2016,Bloqueado
1492397,27570780,25310634,"PP60M ",18/07/2016,Bloqueado
1492398,31287205,30077558,"PU362 ",22/05/2017,Bloqueado
1492399,31293501,30077005,"PU362 ",22/05/2017,Bloqueado
1492400,31293504,30077014,"PU362 ",22/05/2017,Bloqueado
1492401,31294527,30085532,"PU362 ",22/05/2017,Bloqueado
1492402,31297666,30069699,"PU364 ",22/05/2017,Bloqueado
1492403,31299742,30065149,"PU362 ",22/05/2017,Bloqueado
1492404,31299753,30065866,"PU361 ",22/05/2017,Bloqueado
1492405,31422382,20999745,"PP93E ",01/06/2017,Bloqueado
1492406,31284079,30048282,"PU361 ",22/05/2017,Bloqueado
1492407,31289343,30097813,"PU362 ",22/05/2017,Bloqueado
1492408,31295648,30097805,"PU362 ",22/05/2017,Bloqueado
