_CustomObjectKey,ID,HC_SITUACAO__C,HC_TITULO__C
28879802,a0o6g000005WJlcAAG,Ativo,1716268
28879803,a0o6g000005WJLDAA4,Finalizado - Antecipado total,1808901
28879804,a0o6g000005WJmAAAW,Ativo,1716302
28879805,a0o6g000005WjMBAA0,Finalizado - Antecipado total,1756145
28879806,a0o6g000005WjmbAAC,Finalizado - Antecipado total,1849760
28879807,a0o6g000005WjMCAA0,Finalizado - Antecipado total,1756146
28879808,a0o6g000005WjmcAAC,Finalizado - Antecipado total,1849761
28879809,a0o6g000005WjMDAA0,Finalizado - Antecipado total,1756147
28879810,a0o6g000005WjmdAAC,Finalizado - Antecipado total,1849762
28879811,a0o6g000005WjMEAA0,Finalizado - Cancelado,1756148
28879812,a0o6g000005WJMEAA4,Finalizado - Antecipado total,1808964
28879813,a0o6g000005WjmeAAC,Finalizado - Antecipado total,1849763
28879814,a0o6g000005WJmeAAG,Ativo,1716332
28879815,a0o6g000005WJMFAA4,Finalizado - Antecipado total,1808965
28879816,a0o6g000005WJmfAAG,Ativo,1716333
28879817,a0o6g000005WJMGAA4,Finalizado - Antecipado total,1808966
28879818,a0o6g000005WJmgAAG,Finalizado - Fim de plano,1716334
28879819,a0o6g000005WJMHAA4,Finalizado - Antecipado total,1808967
28879820,a0o6g000005WJmhAAG,Ativo,1716335
28879821,a0o6g000005WjMiAAK,Finalizado - Antecipado total,1756178
28879822,a0o6g000005WjngAAC,Finalizado - Antecipado total,1756450
28879823,a0o6g000005WjNHAA0,Finalizado - Antecipado total,1756213
28879824,a0o6g000005WjnhAAC,Finalizado - Antecipado total,1756451
28879825,a0o6g000005WJL3AAO,Finalizado - Antecipado total,1808891
28879826,a0o6g000005WJL4AAO,Finalizado - Antecipado total,1808892
28879827,a0o6g000005Wjl7AAC,Finalizado - Antecipado total,1849667
28879828,a0o6g000005Wjl8AAC,Finalizado - Antecipado total,1849668
28879829,a0o6g000005Wjl9AAC,Finalizado - Antecipado total,1849669
28879830,a0o6g000005WJLaAAO,Finalizado - Antecipado total,1808924
28879831,a0o6g000005WjlAAAS,Finalizado - Antecipado total,1849670
28879832,a0o6g000005WJlAAAW,Ativo,1716240
28879833,a0o6g000005WJLbAAO,Finalizado - Antecipado total,1808925
28879834,a0o6g000005WJlBAAW,Finalizado - Antecipado total,1716241
28879835,a0o6g000005WJLcAAO,Finalizado - Antecipado total,1808926
28879836,a0o6g000005WJlCAAW,Ativo,1716242
28879837,a0o6g000005WjMaAAK,Finalizado - Antecipado total,1756170
28879838,a0o6g000005WjMbAAK,Finalizado - Antecipado total,1756171
28879839,a0o6g000005WjMcAAK,Finalizado - Antecipado total,1756172
28879840,a0o6g000005WjmCAAS,Finalizado - Antecipado total,1849735
28879841,a0o6g000005WjMdAAK,Finalizado - Antecipado total,1756173
28879842,a0o6g000005WJMdAAO,Finalizado - Antecipado total,1808989
28879843,a0o6g000005WjmDAAS,Finalizado - Antecipado total,1849736
28879844,a0o6g000005WJMeAAO,Finalizado - Antecipado total,1808990
28879845,a0o6g000005WjmEAAS,Finalizado - Antecipado total,1849737
28879846,a0o6g000005WJMfAAO,Finalizado - Antecipado total,1808991
28879847,a0o6g000005WjmFAAS,Finalizado - Antecipado total,1849738
28879848,a0o6g000005WJmFAAW,Finalizado - Fim de plano,1716307
28879849,a0o6g000005WJMgAAO,Finalizado - Antecipado total,1808992
28879850,a0o6g000005WJmGAAW,Ativo,1716308
28879851,a0o6g000005WJMhAAO,Finalizado - Antecipado total,1808993
28879852,a0o6g000005WJmHAAW,Ativo,1716309
28879853,a0o6g000005WJmIAAW,Finalizado - Antecipado total,1716310
28879854,a0o6g000005WjMJAA0,Finalizado - Antecipado total,1756153
28879855,a0o6g000005WjmjAAC,Finalizado - Antecipado total,1849769
28879856,a0o6g000005WjNgAAK,Finalizado - Antecipado total,1756238
28879857,a0o6g000005WjnGAAS,Finalizado - Antecipado total,1849802
28879858,a0o6g000005WjNhAAK,Finalizado - Antecipado total,1756239
28879859,a0o6g000005WjnHAAS,Finalizado - Antecipado total,1849803
28879860,a0o6g000005WjNiAAK,Finalizado - Antecipado total,1756240
28879861,a0o6g000005WJNiAAO,Finalizado - Antecipado total,1809056
28879862,a0o6g000005WjnIAAS,Finalizado - Antecipado total,1849804
28879863,a0o6g000005WJNjAAO,Finalizado - Antecipado total,1809057
28879864,a0o6g000005WjnJAAS,Finalizado - Antecipado total,1849805
28879865,a0o6g000005WJNkAAO,Finalizado - Antecipado total,1809058
28879866,a0o6g000005WjnKAAS,Finalizado - Antecipado total,1849806
28879867,a0o6g000005WJnKAAW,Finalizado - Fim de plano,1809846
28879868,a0o6g000005WJNlAAO,Finalizado - Antecipado total,1809059
28879869,a0o6g000005WJnLAAW,Finalizado - Fim de plano,1809847
28879870,a0o6g000005WJnMAAW,Ativo,1809848
28879871,a0o6g000005WJnNAAW,Ativo,1809849
28879872,a0o6g000005WjNOAA0,Finalizado - Antecipado total,1756220
28879873,a0o6g000005WjnoAAC,Finalizado - Antecipado total,1756458
28879874,a0o6g000005WjNPAA0,Finalizado - Antecipado total,1756221
28879875,a0o6g000005WjnpAAC,Finalizado - Antecipado total,1756459
28879876,a0o6g000005WJPtAAO,Finalizado - Antecipado total,1809193
28879877,a0o6g000005WjpTAAS,Finalizado - Antecipado total,1756561
28879878,a0o6g000005WJPuAAO,Ativo,1809194
28879879,a0o6g000005WJpUAAW,Finalizado - Fim de plano,1809980
28879880,a0o6g000005WJPvAAO,Ativo,1809195
28879881,a0o6g000005WJpVAAW,Finalizado - Fim de plano,1809981
28879882,a0o6g000005WJpWAAW,Finalizado - Fim de plano,1809982
28879883,a0o6g000005WJpXAAW,Finalizado - Antecipado total,1809983
28879884,a0o6g00000H9uQGAAZ,Ativo,3208259
28879885,a0o6g00000H9UQLAA3,Ativo,3172252
28879886,a0o6g00000H9UqOAAV,Ativo,3189622
28879887,a0o6g00000H9uQpAAJ,Ativo,3208276
28879888,a0o6g00000H9UqsAAF,Ativo,3189627
28879889,a0o6g00000H9UQuAAN,Ativo,3176636
28879890,a0o6g00000H9UQVAA3,Baixado Resgate Pago,3170383
28879891,a0o6g00000H9Ur2AAF,Ativo,3189629
28879892,a0o6g00000H9UR4AAN,Ativo,3167944
28879893,a0o6g000005WIWZAA4,Finalizado - Antecipado total,1807561
28879894,a0o6g000005WIwzAAG,Ativo,1714729
28879895,a0o6g000005WIX0AAO,Finalizado - Antecipado total,1807588
28879896,a0o6g000005WIx1AAG,Ativo,1714731
28879897,a0o6g000005Wix2AAC,Ativo,1752575
28879898,a0o6g000005WiX3AAK,Finalizado - Antecipado total,1755375
28879899,a0o6g000005Wix4AAC,Ativo,1752577
28879900,a0o6g000005WiX5AAK,Finalizado - Antecipado total,1755377
28879901,a0o6g000005WIX5AAO,Finalizado - Antecipado total,1807593
28879902,a0o6g000005Wix6AAC,Ativo,1752579
28879903,a0o6g000005WIx6AAG,Ativo,1714736
28879904,a0o6g000005WIX7AAO,Finalizado - Antecipado total,1807595
28879905,a0o6g000005WIx8AAG,Ativo,1714738
28879906,a0o6g000005WiXAAA0,Finalizado - Antecipado total,1755382
28879907,a0o6g000005WixaAAC,Finalizado - Fim de plano,1752609
28879908,a0o6g000005WiXbAAK,Finalizado - Antecipado total,1755409
28879909,a0o6g000005WixBAAS,Ativo,1752584
28879910,a0o6g000005WiXCAA0,Finalizado - Antecipado total,1755384
28879911,a0o6g000005WixcAAC,Ativo,1752611
28879912,a0o6g000005WIYaAAO,Finalizado - Antecipado total,1713815
28879913,a0o6g000005WiyAAAS,Finalizado - Antecipado total,1755656
28879914,a0o6g000005WIYBAA4,Finalizado - Antecipado total,1713790
28879915,a0o6g000005WIybAAG,Finalizado - Antecipado total,1808299
28879916,a0o6g000005WIYcAAO,Finalizado - Antecipado total,1713817
28879917,a0o6g000005WIyCAAW,Finalizado - Antecipado total,1808274
28879918,a0o6g000005WIYDAA4,Finalizado - Antecipado total,1713792
28879919,a0o6g000005WIydAAG,Finalizado - Antecipado total,1808301
28879920,a0o6g000005WIyEAAW,Finalizado - Antecipado total,1808276
28879921,a0o6g000005WiYfAAK,Finalizado - Antecipado total,1845023
28879922,a0o6g000005WiYGAA0,Finalizado - Antecipado total,1844998
28879923,a0o6g000005WiygAAC,Finalizado - Cancelado,1755688
28879924,a0o6g000005WiYhAAK,Finalizado - Antecipado total,1845025
28879925,a0o6g000005WIYhAAO,Finalizado - Antecipado total,1713822
28879926,a0o6g000005WiyHAAS,Finalizado - Antecipado total,1755663
28879927,a0o6g000005WiYIAA0,Finalizado - Antecipado total,1845000
28879928,a0o6g000005WIYIAA4,Finalizado - Antecipado total,1713797
28879929,a0o6g000005WiyiAAC,Finalizado - Antecipado total,1755690
28879930,a0o6g000005WIyiAAG,Finalizado - Antecipado total,1808306
28879931,a0o6g000005WIzYAAW,Finalizado - Antecipado total,1808358
28879932,a0o6g000005WIZZAA4,Finalizado - Antecipado total,1713876
28879933,a0o6g000005WIzzAAG,Finalizado - Antecipado total,1808385
28879934,a0o6g000005WiZzAAK,Finalizado - Antecipado total,1845105
28879935,a0o6g000005Wj00AAC,Finalizado - Antecipado total,1755770
28879936,a0o6g000005Wj02AAC,Finalizado - Antecipado total,1755772
28879937,a0o6g000005WJ04AAG,Finalizado - Antecipado total,1808390
28879938,a0o6g000005WJ06AAG,Finalizado - Antecipado total,1808392
28879939,a0o6g000005Wj09AAC,Finalizado - Antecipado total,1755779
28879940,a0o6g000005Wj0aAAC,Finalizado - Antecipado total,1755806
28879941,a0o6g000005Wj0BAAS,Finalizado - Antecipado total,1755781
28879942,a0o6g000005WJ0cAAG,Finalizado - Antecipado total,1714754
28879943,a0o6g000005WJ0DAAW,Finalizado - Antecipado total,1808399
28879944,a0o6g000005WJ0eAAG,Ativo,1714756
28879945,a0o6g000005WJ0FAAW,Finalizado - Antecipado total,1808401
28879946,a0o6g000005Wj0hAAC,Finalizado - Antecipado total,1755813
28879947,a0o6g000005WjNIAA0,Finalizado - Antecipado total,1756214
28879948,a0o6g000005WjniAAC,Finalizado - Antecipado total,1756452
28879949,a0o6g000005WjNJAA0,Finalizado - Antecipado total,1756215
28879950,a0o6g000005WJNJAA4,Finalizado - Antecipado total,1809031
28879951,a0o6g000005WjnjAAC,Finalizado - Antecipado total,1756453
28879952,a0o6g000005WJnjAAG,Finalizado - Antecipado total,1809871
28879953,a0o6g000005WJNKAA4,Finalizado - Antecipado total,1809032
28879954,a0o6g000005WJnkAAG,Ativo,1809872
28879955,a0o6g000005WJNLAA4,Finalizado - Antecipado total,1809033
28879956,a0o6g000005WJnlAAG,Ativo,1809873
28879957,a0o6g000005WJNMAA4,Finalizado - Antecipado total,1809034
28879958,a0o6g000005WJnmAAG,Ativo,1809874
28879959,a0o6g000005WjNnAAK,Finalizado - Antecipado total,1756245
28879960,a0o6g000005WjNoAAK,Finalizado - Antecipado total,1756246
28879961,a0o6g000005WJPTAA4,Ativo,1809167
28879962,a0o6g000005WJptAAG,Ativo,1810005
28879963,a0o6g000005WJPUAA4,Finalizado - Fim de plano,1809168
28879964,a0o6g000005WJpuAAG,Ativo,1810006
28879965,a0o6g000005WJPVAA4,Ativo,1809169
28879966,a0o6g000005WJpvAAG,Finalizado - Antecipado total,1810007
28879967,a0o6g000005WJPWAA4,Ativo,1809170
28879968,a0o6g000005WJpwAAG,Ativo,1810008
28879969,a0o6g000005WjPxAAK,Ativo,1752968
28879970,a0o6g000005WjPyAAK,Ativo,1752969
28879971,a0o6g000005WjpYAAS,Finalizado - Antecipado total,1756566
28879972,a0o6g000005WjPzAAK,Ativo,1752970
28879973,a0o6g000005WjpZAAS,Finalizado - Antecipado total,1756567
28879974,a0o6g000005WjQ0AAK,Ativo,1752971
28879975,a0o6g000005WJQ0AAO,Ativo,1809200
28879976,a0o6g000005WJQ1AAO,Ativo,1809201
28879977,a0o6g000005WJQ2AAO,Finalizado - Antecipado total,1809202
28879978,a0o6g000005WJQ3AAO,Ativo,1809203
28879979,a0o6g000005WJQZAA4,Ativo,1715563
28879980,a0o6g000005WJqzAAG,Finalizado - Fim de plano,1716401
28879981,a0o6g000005WJr0AAG,Ativo,1716402
28879982,a0o6g000005WJr1AAG,Finalizado - Antecipado total,1716403
28879983,a0o6g000005WjR2AAK,Ativo,1753035
28879984,a0o6g000005WjR3AAK,Ativo,1753036
28879985,a0o6g000005WjR4AAK,Ativo,1753037
28879986,a0o6g000005WjR5AAK,Ativo,1753038
28879987,a0o6g000005WJR5AAO,Ativo,1715595
28879988,a0o6g000005WJR6AAO,Ativo,1715596
28879989,a0o6g000005WJR7AAO,Ativo,1715597
28879990,a0o6g000005WJR8AAO,Ativo,1715598
28879991,a0o6g000005WjRaAAK,Finalizado - Antecipado total,2127700
28879992,a0o6g000005WjRbAAK,Finalizado - Antecipado total,2127701
28879993,a0o6g000005WjrBAAS,Ativo,1753260
28879994,a0o6g000005WjRcAAK,Ativo,2127702
28879995,a0o6g000005WjrCAAS,Ativo,1753261
28879996,a0o6g000005WJSAAA4,Ativo,1715662
28879997,a0o6g000005WjsaAAC,Ativo,1753347
28879998,a0o6g000005WJsaAAG,Finalizado - Fim de plano,1716500
28879999,a0o6g000005WJSBAA4,Ativo,1715663
28880000,a0o6g000005WJsbAAG,Ativo,1716501
28880001,a0o6g000005WJSCAA4,Finalizado - Antecipado total,1715664
28880002,a0o6g000005WJscAAG,Ativo,1716502
28880003,a0o6g000005WJSDAA4,Ativo,1715665
28880004,a0o6g000005WJsdAAG,Ativo,1716503
28880005,a0o6g000005WjSeAAK,Ativo,2127766
28880006,a0o6g000005WjSfAAK,Finalizado - Fim de plano,2127767
28880007,a0o6g000005WjSgAAK,Ativo,2127768
28880008,a0o6g000005WjsGAAS,Finalizado - Antecipado total,1753327
28880009,a0o6g000005WjShAAK,Ativo,2127769
28880010,a0o6g000005WJShAAO,Ativo,1715695
28880011,a0o6g000005WjsHAAS,Ativo,1753328
28880012,a0o6g000005WJSiAAO,Em processo de finalização,1715696
28880013,a0o6g000005WjsIAAS,Ativo,1753329
28880014,a0o6g000005WJTGAA4,Finalizado - Antecipado total,1715730
28880015,a0o6g000005WJtgAAG,Em processo de finalização,1810040
28880016,a0o6g000005WJTHAA4,Finalizado - Fim de plano,1715731
28880017,a0o6g000005WJthAAG,Ativo,1810041
28880018,a0o6g000005WJTIAA4,Ativo,1715732
28880019,a0o6g000005WJtiAAG,Ativo,1810042
28880020,a0o6g000005WjPYAA0,Finalizado - Antecipado total,1752943
28880021,a0o6g000005WjpyAAC,Finalizado - Antecipado total,1756592
28880022,a0o6g000005WjPZAA0,Finalizado - Antecipado total,1752944
28880023,a0o6g000005WjpzAAC,Finalizado - Antecipado total,1756593
28880024,a0o6g000005Wjq0AAC,Finalizado - Antecipado total,1756594
28880025,a0o6g000005Wjq1AAC,Finalizado - Antecipado total,1756595
28880026,a0o6g000005WJq1AAG,Finalizado - Antecipado total,1716341
28880027,a0o6g000005WJq2AAG,Finalizado - Fim de plano,1716342
28880028,a0o6g000005WJq3AAG,Ativo,1716343
28880029,a0o6g000005WJq4AAG,Ativo,1716344
28880030,a0o6g000005WJQzAAO,Ativo,1715589
28880031,a0o6g000005WJqZAAW,Ativo,1716375
28880032,a0o6g000005WJR0AAO,Ativo,1715590
28880033,a0o6g000005Wjr2AAC,Ativo,1753251
28880034,a0o6g000005Wjr3AAC,Finalizado - Antecipado total,1753252
28880035,a0o6g000005Wjr4AAC,Finalizado - Fim de plano,1753253
28880036,a0o6g000005Wjr5AAC,Ativo,1753254
28880037,a0o6g000005Wjr6AAC,Ativo,1753255
28880038,a0o6g000005WJr6AAG,Ativo,1716408
28880039,a0o6g000005WJr7AAG,Finalizado - Antecipado total,1716409
28880040,a0o6g000005WJr8AAG,Ativo,1716410
28880041,a0o6g000005WJr9AAG,Ativo,1716411
28880042,a0o6g000005WjRAAA0,Ativo,2127674
28880043,a0o6g000005WjraAAC,Ativo,1753285
28880044,a0o6g000005WjRBAA0,Ativo,2127675
28880045,a0o6g000005WjrbAAC,Ativo,1753286
28880046,a0o6g000005WjRCAA0,Ativo,2127676
28880047,a0o6g000005WjrcAAC,Finalizado - Fim de plano,1753287
28880048,a0o6g000005WjRDAA0,Finalizado - Fim de plano,2127677
28880049,a0o6g000005WJRDAA4,Ativo,1715603
28880050,a0o6g000005WjrdAAC,Ativo,1753288
28880051,a0o6g000005WJSaAAO,Ativo,1715688
28880052,a0o6g000005WjsAAAS,Finalizado - Fim de plano,1753321
28880053,a0o6g000005WJSbAAO,Ativo,1715689
28880054,a0o6g000005WJsBAAW,Ativo,1716475
28880055,a0o6g000005WJScAAO,Ativo,1715690
28880056,a0o6g000005WJsCAAW,Ativo,1716476
28880057,a0o6g000005WJsDAAW,Ativo,1716477
28880058,a0o6g000005WJsEAAW,Ativo,1716478
28880059,a0o6g000005WjSFAA0,Finalizado - Fim de plano,2127741
28880060,a0o6g000005WjsfAAC,Finalizado - Fim de plano,1753352
28880061,a0o6g000005WjSGAA0,Finalizado - Fim de plano,2127742
28880062,a0o6g000005WjsgAAC,Ativo,1753353
28880063,a0o6g000005WjSHAA0,Finalizado - Antecipado total,2127743
28880064,a0o6g000005WjshAAC,Ativo,1753354
28880065,a0o6g000005WjSIAA0,Finalizado - Antecipado total,2127744
28880066,a0o6g000005WJSIAA4,Finalizado - Antecipado total,1715670
28880067,a0o6g000005WjsiAAC,Finalizado - Antecipado total,1753355
28880068,a0o6g000005WJsiAAG,Ativo,1716508
28880069,a0o6g000005WJSJAA4,Finalizado - Fim de plano,1715671
28880070,a0o6g000005WJTgAAO,Ativo,1809228
28880071,a0o6g000005WJtGAAW,Ativo,1810014
28880072,a0o6g000005WJThAAO,Ativo,1809229
28880073,a0o6g000005WJtHAAW,Finalizado - Fim de plano,1810015
28880074,a0o6g000005WJtIAAW,Ativo,1810016
28880075,a0o6g000005WJtJAAW,Ativo,1810017
28880076,a0o6g000005WjTKAA0,Ativo,2127808
28880077,a0o6g000005WjtkAAC,Finalizado - Fim de plano,1753419
28880078,a0o6g000005WjTLAA0,Finalizado - Fim de plano,2127809
28880079,a0o6g000005WjtlAAC,Ativo,1753420
28880080,a0o6g000005WjTMAA0,Ativo,2127810
28880081,a0o6g000005WjtmAAC,Finalizado - Fim de plano,1753421
28880082,a0o6g000005WjTNAA0,Ativo,2127811
28880083,a0o6g000005WJTNAA4,Finalizado - Antecipado total,1715737
28880084,a0o6g000005WjtnAAC,Finalizado - Fim de plano,1753422
28880085,a0o6g000005WJtnAAG,Ativo,1810047
28880086,a0o6g000005WJTOAA4,Ativo,1715738
28880087,a0o6g000005WJtoAAG,Finalizado - Antecipado total,1810048
28880088,a0o6g000005WJTPAA4,Finalizado - Fim de plano,1715739
28880089,a0o6g000005WjvtAAC,Ativo,1753552
28880090,a0o6g000005WjVUAA0,Finalizado - Antecipado total,1849498
28880091,a0o6g000005WjvuAAC,Finalizado - Fim de plano,1753553
28880092,a0o6g000005Wj0IAAS,Finalizado - Antecipado total,1755788
28880093,a0o6g000005Wj0jAAC,Finalizado - Antecipado total,1755815
28880094,a0o6g000005WJ0jAAG,Ativo,1714761
28880095,a0o6g000005Wj0KAAS,Finalizado - Antecipado total,1755790
28880096,a0o6g000005WJ0KAAW,Finalizado - Antecipado total,1808406
28880097,a0o6g000005WiB4AAK,Finalizado - Antecipado total,1752000
28880098,a0o6g000005Wib5AAC,Finalizado - Antecipado total,1845173
28880099,a0o6g000005WiB6AAK,Finalizado - Antecipado total,1752002
28880100,a0o6g000005Wib7AAC,Finalizado - Antecipado total,1845175
28880101,a0o6g000005WIB8AAO,Ativo,1806820
28880102,a0o6g000005WIb9AAG,Finalizado - Antecipado total,1807645
28880103,a0o6g000005WIBAAA4,Finalizado - Fim de plano,1806822
28880104,a0o6g000005WIbaAAG,Finalizado - Antecipado total,1807672
28880105,a0o6g000005WiDvAAK,Finalizado - Antecipado total,1848337
28880106,a0o6g000005WidVAAS,Finalizado - Fim de plano,2126995
28880107,a0o6g000005WiDWAA0,Finalizado - Antecipado total,1848312
28880108,a0o6g000005WidwAAC,Ativo,2127022
28880109,a0o6g000005WIDxAAO,Finalizado - Antecipado total,1807007
28880110,a0o6g000005WidXAAS,Ativo,2126997
28880111,a0o6g000005WIDYAA4,Finalizado - Antecipado total,1806982
28880112,a0o6g000005WIdyAAG,Finalizado - Antecipado total,1713949
28880113,a0o6g000005WIDzAAO,Finalizado - Antecipado total,1807009
28880114,a0o6g000005WIdZAAW,Finalizado - Antecipado total,1807795
28880115,a0o6g000005WiGkAAK,Finalizado - Antecipado total,1755164
28880116,a0o6g000005WigKAAS,Finalizado - Antecipado total,1848698
28880117,a0o6g000005WiGLAA0,Finalizado - Antecipado total,1755139
28880118,a0o6g000005WiglAAC,Finalizado - Antecipado total,1848725
28880119,a0o6g000005WiGmAAK,Finalizado - Antecipado total,1755166
28880120,a0o6g000005WIGmAAO,Finalizado - Antecipado total,1713311
28880121,a0o6g000005WigMAAS,Finalizado - Antecipado total,1848700
28880122,a0o6g000005WiGNAA0,Finalizado - Antecipado total,1755141
28880123,a0o6g000005WIGNAA4,Finalizado - Antecipado total,1713286
28880124,a0o6g000005WIgnAAG,Finalizado - Antecipado total,1714124
28880125,a0o6g000005WiHqAAK,Finalizado - Antecipado total,1755232
28880126,a0o6g000005WihQAAS,Finalizado - Antecipado total,1848766
28880127,a0o6g000005WiHRAA0,Finalizado - Antecipado total,1755207
28880128,a0o6g000005WihrAAC,Finalizado - Antecipado total,1848793
28880129,a0o6g000005WIHsAAO,Finalizado - Antecipado total,1807050
28880130,a0o6g000005WihSAAS,Finalizado - Antecipado total,1848768
28880131,a0o6g000005WIHTAA4,Finalizado - Antecipado total,1807025
28880132,a0o6g000005WIhtAAG,Finalizado - Antecipado total,1714192
28880133,a0o6g000005WIIwAAO,Finalizado - Antecipado total,1807116
28880134,a0o6g000005WiiWAAS,Finalizado - Antecipado total,1752274
28880135,a0o6g000005WIIXAA4,Finalizado - Antecipado total,1807091
28880136,a0o6g000005WIixAAG,Finalizado - Antecipado total,1714258
28880137,a0o6g000005WIIyAAO,Finalizado - Antecipado total,1807118
28880138,a0o6g000005WIiYAAW,Finalizado - Antecipado total,1714233
28880139,a0o6g000005WIIZAA4,Finalizado - Antecipado total,1807093
28880140,a0o6g000005WIizAAG,Finalizado - Antecipado total,1714260
28880141,a0o6g000005WiTpAAK,Finalizado - Antecipado total,1848523
28880142,a0o6g000005WitPAAS,Finalizado - Antecipado total,1848909
28880143,a0o6g000005WiTQAA0,Finalizado - Antecipado total,1848498
28880144,a0o6g000005WitqAAC,Finalizado - Antecipado total,1848936
28880145,a0o6g000005WITrAAO,Finalizado - Antecipado total,1713722
28880146,a0o6g000005WitRAAS,Finalizado - Antecipado total,1848911
28880147,a0o6g000005WITSAA4,Finalizado - Antecipado total,1713697
28880148,a0o6g000005WItsAAG,Finalizado - Antecipado total,1808206
28880149,a0o6g000005WITtAAO,Finalizado - Antecipado total,1713724
28880150,a0o6g000005WjTjAAK,Ativo,2127833
28880151,a0o6g000005WjTkAAK,Ativo,2127834
28880152,a0o6g000005WjtKAAS,Ativo,1753393
28880153,a0o6g000005WjTlAAK,Finalizado - Antecipado total,2127835
28880154,a0o6g000005WjtLAAS,Finalizado - Fim de plano,1753394
28880155,a0o6g000005WjTmAAK,Ativo,2127836
28880156,a0o6g000005WJTmAAO,Finalizado - Antecipado total,1809234
28880157,a0o6g000005WjtMAAS,Ativo,1753395
28880158,a0o6g000005WJTnAAO,Finalizado - Antecipado total,1809235
28880159,a0o6g000005WjtNAAS,Ativo,1753396
28880160,a0o6g000005WJToAAO,Ativo,1809236
28880161,a0o6g000005WjtOAAS,Ativo,1753397
28880162,a0o6g000005WJtOAAW,Ativo,1810022
28880163,a0o6g000005WjVtAAK,Finalizado - Antecipado total,1849523
28880164,a0o6g000005WjVuAAK,Finalizado - Antecipado total,1849524
28880165,a0o6g000005WjvUAAS,Ativo,1753527
28880166,a0o6g000005WjVvAAK,Finalizado - Antecipado total,1849525
28880167,a0o6g000005WjvVAAS,Finalizado - Fim de plano,1753528
28880168,a0o6g000005WjVwAAK,Finalizado - Antecipado total,1849526
28880169,a0o6g000005WJVwAAO,Ativo,1809368
28880170,a0o6g000005WjvWAAS,Finalizado - Antecipado total,1753529
28880171,a0o6g000005WJVxAAO,Ativo,1809369
28880172,a0o6g000005WjvXAAS,Finalizado - Fim de plano,1753530
28880173,a0o6g000005WJVyAAO,Ativo,1809370
28880174,a0o6g000005WJvYAAW,Ativo,1810156
28880175,a0o6g000005WJVzAAO,Ativo,1809371
28880176,a0o6g000005WJvZAAW,Ativo,1810157
28880177,a0o6g000005Wjw2AAC,Finalizado - Antecipado total,1753561
28880178,a0o6g000005Wjw3AAC,Finalizado - Fim de plano,1753562
28880179,a0o6g000005Wjw4AAC,Finalizado - Antecipado total,1753563
28880180,a0o6g000005WvIwAAK,Ativo,1867911
28880181,a0o6g000005WviWAAS,Em processo de finalização,2139322
28880182,a0o6g000005WvIxAAK,Ativo,1867912
28880183,a0o6g000005WviXAAS,Em processo de finalização,2139323
28880184,a0o6g000005WvIyAAK,Ativo,1867913
28880185,a0o6g000005WVIyAAO,Finalizado - Antecipado total,1731655
28880186,a0o6g000005WviYAAS,Ativo,2139324
28880187,a0o6g000005WVIzAAO,Finalizado - Antecipado total,1731656
28880188,a0o6g000005WviZAAS,Ativo,2139325
28880189,a0o6g000005WVJ0AAO,Finalizado - Antecipado total,1731657
28880190,a0o6g000005WVK4AAO,Finalizado - Antecipado total,1731723
28880191,a0o6g000005WVK5AAO,Finalizado - Antecipado total,1731724
28880192,a0o6g000005WVK6AAO,Finalizado - Antecipado total,1731725
28880193,a0o6g000005Wvk9AAC,Ativo,2139423
28880194,a0o6g000005WvKaAAK,Finalizado - Antecipado total,1868013
28880195,a0o6g000005WVKaAAO,Finalizado - Antecipado total,1731755
28880196,a0o6g000005WvkAAAS,Ativo,2139424
28880197,a0o6g000005WVKbAAO,Finalizado - Antecipado total,1731756
28880198,a0o6g000005WvkBAAS,Ativo,2139425
28880199,a0o6g000005WvLdAAK,Ativo,1868078
28880200,a0o6g000005WvLeAAK,Ativo,1868079
28880201,a0o6g000005WvlEAAS,Ativo,2139490
28880202,a0o6g000005WvLfAAK,Ativo,1868080
28880203,a0o6g000005WVLfAAO,Ativo,1735023
28880204,a0o6g000005WvlFAAS,Ativo,2139491
28880205,a0o6g000005WVLgAAO,Ativo,1735024
28880206,a0o6g000005WvlGAAS,Ativo,2139492
28880207,a0o6g000005WVLhAAO,Ativo,1735025
28880208,a0o6g000005WvlHAAS,Ativo,2139493
28880209,a0o6g000005WVlHAAW,Finalizado - Antecipado total,1735411
28880210,a0o6g000005WvMjAAK,Ativo,1864335
28880211,a0o6g000005WvmJAAS,Finalizado - Antecipado total,1771545
28880212,a0o6g000005WvMkAAK,Ativo,1864336
28880213,a0o6g000005WVMkAAO,Finalizado - Fim de plano,1735090
28880214,a0o6g000005WvmKAAS,Finalizado - Antecipado total,1771546
28880215,a0o6g000005WVMlAAO,Ativo,1735091
28880216,a0o6g000005WvmLAAS,Finalizado - Antecipado total,1771547
28880217,a0o6g000005WVMmAAO,Ativo,1735092
28880218,a0o6g000005WvmMAAS,Finalizado - Antecipado total,1771548
28880219,a0o6g000005WVmMAAW,Ativo,1735478
28880220,a0o6g000005WVMnAAO,Ativo,1735093
28880221,a0o6g000005WjVVAA0,Finalizado - Antecipado total,1849499
28880222,a0o6g000005WjvvAAC,Finalizado - Fim de plano,1753554
28880223,a0o6g000005WjVWAA0,Finalizado - Antecipado total,1849500
28880224,a0o6g000005WjvwAAC,Finalizado - Fim de plano,1753555
