_CustomObjectKey,ID,hc_classificacao__c,hc_classificacao__c_old,Data_Inclusao
280,a0i6g000006P7KfAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
281,a0i6g000006P7LbAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
282,a0i6g000006P7N6AAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
283,a0i6g000006P7TuAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
284,a0i6g000006P7UPAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
285,a0i6g000006P7USAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
286,a0i6g000006P7UaAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
287,a0i6g000006P7VwAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
288,a0i6g000006P7cRAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
289,a0i6g000006P7cjAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
290,a0i6g000006P7cxAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
291,a0i6g000006P7qQAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
292,a0i6g000006P7qnAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
293,a0i6g000006P7rKAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
294,a0i6g000006P8q0AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
295,a0i6g000008yhjmAAA,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
296,a0i6g000008z44jAAA,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
297,a0i6g000005m6JXAAY,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
298,a0i6g000005m9JpAAI,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
299,a0i6g000005mlZ3AAI,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
300,a0i6g000005n2WqAAI,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
301,a0i6g000005nBkHAAU,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
302,a0i6g000005nG1QAAU,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
303,a0i6g000005nO1FAAU,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
304,a0i6g000005obk2AAA,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
305,a0i6g000009DGlqAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
306,a0i6g000009DLn5AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
307,a0i6g000009DTS2AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
308,a0i6g000009G0IpAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
309,a0i6g000009GWYiAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
310,a0i6g000009QLW0AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
311,a0i6g000009SExXAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
312,a0i6g000009iXNJAA2,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
313,a0i6g000009l1JkAAI,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
314,a0i6g000009l6XXAAY,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
315,a0i6g000009lxPwAAI,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
316,a0i6g000009mCVCAA2,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
317,a0i6g000009mr5AAAQ,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
318,a0i6g000009mwZuAAI,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
319,a0i6g000009nQCYAA2,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
320,a0i6g000009y9DqAAI,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
321,a0i6g00000A0HuyAAF,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
322,a0i6g00000A6kNlAAJ,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
323,a0i6g00000A7yKrAAJ,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
324,a0i6g00000A84n7AAB,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
325,a0i6g00000A89yMAAR,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
326,a0i6g00000A8vuYAAR,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
327,a0i6g00000A8zuLAAR,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
328,a0i6g00000A9RdaAAF,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
329,a0i6g00000ABTe2AAH,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
330,a0i6g000005emz0AAA,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
331,a0i6g00000AE5YjAAL,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
332,a0i6g00000AEY5bAAH,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
333,a0i6g00000AEcKAAA1,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
334,a0i6g00000AH3YVAA1,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
335,a0i6g00000AH3ZoAAL,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
336,a0i6g00000AH4dpAAD,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
337,a0i6g00000AH4hDAAT,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
338,a0i6g00000AHHZXAA5,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
339,a0i6g00000AHOs0AAH,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
340,a0i6g00000AN6WlAAL,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
341,a0i6g00000ANdMiAAL,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
342,a0i6g00000AO8rWAAT,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
343,a0i6g00000AbSOSAA3,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
344,a0i6g00000AbiBCAAZ,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
345,a0i6g00000AhIFcAAN,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
346,a0i6g00000AhlfgAAB,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
347,a0i6g00000Ak1ULAAZ,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
348,a0i6g00000AkQfAAAV,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
349,a0i6g00000AnPpYAAV,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
350,a0i6g00000AuEEcAAN,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
351,a0i6g00000AuNooAAF,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
352,a0i6g00000AuTxuAAF,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
353,a0i6g000005QyfwAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
354,a0i6g000005RBK9AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
355,a0i6g000005RBL8AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
356,a0i6g000005RD08AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
357,a0i6g000005RI43AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
358,a0i6g000006DUz5AAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
359,a0i6g000006DaNkAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
360,a0i6g000006DbwgAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
361,a0i6g000006DeUxAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
362,a0i6g000006DfNUAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
363,a0i6g000006DiHoAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
364,a0i6g000006Dn8KAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
365,a0i6g000006DoOZAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
366,a0i6g000006DugKAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
367,a0i6g000006DuxyAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
368,a0i6g000006DvIAAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
369,a0i6g000006DwuvAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
370,a0i6g000006DxPnAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
371,a0i6g000006DxgcAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
372,a0i6g000006Dy1vAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
373,a0i6g000006DyJZAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
374,a0i6g000006DzETAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
375,a0i6g000006E0oIAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
376,a0i6g000006E1AhAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
377,a0i6g000006E2HjAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
378,a0i6g000006E34vAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
379,a0i6g000006E3MdAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
380,a0i6g000006E6UnAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
381,a0i6g000006E9qOAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
382,a0i6g000006EC0eAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
383,a0i6g000006ECbAAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
384,a0i6g000006EJSfAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
385,a0i6g000006EKh8AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
386,a0i6g000006HVPWAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
387,a0i6g000006HZQ3AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
388,a0i6g000006HbMVAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
389,a0i6g000006HbWgAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
390,a0i6g000006HjCkAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
391,a0i6g000006HyC2AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
392,a0i6g000006HzIuAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
393,a0i6g000006HzzvAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
394,a0i6g000006I0QiAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
395,a0i6g000006I52qAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
396,a0i6g000006IEclAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
397,a0i6g000006IFTDAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
398,a0i6g000006IGwDAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
399,a0i6g000006IHu9AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
400,a0i6g000006IJs2AAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
401,a0i6g000006IOtVAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
402,a0i6g000006IPYYAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
403,a0i6g000006IRq7AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
404,a0i6g000006IVvTAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
405,a0i6g000006IXZrAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
406,a0i6g000006IYhYAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
407,a0i6g000006IZUTAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
408,a0i6g000006Iew3AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
409,a0i6g000006IffdAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
410,a0i6g000006IhyXAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
411,a0i6g000006IiUQAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
412,a0i6g000006IsecAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
413,a0i6g000006ItsgAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
414,a0i6g000006ItubAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
415,a0i6g000006Iu45AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
416,a0i6g000006Ix4lAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
417,a0i6g000006J2n8AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
418,a0i6g000006J4faAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
419,a0i6g000006J5fbAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
420,a0i6g000006J5nxAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
421,a0i6g000006J9HrAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
422,a0i6g000006JAuJAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
423,a0i6g000006JHXpAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
424,a0i6g000006JLD9AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
425,a0i6g000006JLMUAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
426,a0i6g000006JNkxAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
427,a0i6g000006JOS4AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
428,a0i6g000006JUp3AAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
429,a0i6g000006JYHYAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
430,a0i6g000006JbgyAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
431,a0i6g000006JbrGAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
432,a0i6g000006JcJ3AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
433,a0i6g000006JdAcAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
434,a0i6g000006JeSyAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
435,a0i6g000006JeXmAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
436,a0i6g000006JfxoAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
437,a0i6g000006JhRpAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
438,a0i6g000006JjHTAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
439,a0i6g000006Jx2XAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
440,a0i6g000006K16GAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
441,a0i6g000006K9XpAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
442,a0i6g000006KAqhAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
443,a0i6g000006KI1DAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
444,a0i6g000006KI9qAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
445,a0i6g000006KL6yAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
446,a0i6g000006KLeDAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
447,a0i6g000006KN9qAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
448,a0i6g000006KQ4mAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
449,a0i6g000006KSPIAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
450,a0i6g000006KVyhAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
451,a0i6g000006KWb6AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
452,a0i6g000006KevcAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
453,a0i6g000006KlCpAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
454,a0i6g000006Ko2tAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
455,a0i6g000006KoMIAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
456,a0i6g000006Kpd5AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
457,a0i6g000006KqZAAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
458,a0i6g000006Kqo9AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
459,a0i6g000006L5DtAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
460,a0i6g000006L6EMAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
461,a0i6g000006LIJHAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
462,a0i6g000006LIiEAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
463,a0i6g000006LJwAAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
464,a0i6g000006LQKKAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
465,a0i6g000006LSMeAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
466,a0i6g000006LU3KAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
467,a0i6g000006LWIWAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
468,a0i6g000006LXLrAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
469,a0i6g000006LabEAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
470,a0i6g000006LdaxAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
471,a0i6g000006Ldb0AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
472,a0i6g000006LdugAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
473,a0i6g000006Le9ZAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
474,a0i6g000006LeTEAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
475,a0i6g000006LeVkAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
476,a0i6g000006LeWBAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
477,a0i6g000006LlHhAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
478,a0i6g000006LliQAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
479,a0i6g000006LorLAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
480,a0i6g000006LpjXAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
481,a0i6g000006LplWAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
482,a0i6g000006Lq7BAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
483,a0i6g000006LqdAAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
484,a0i6g000006Lqf7AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
485,a0i6g000006LqfBAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
486,a0i6g000006LqyxAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
487,a0i6g000006LqzWAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
488,a0i6g000006Lv9BAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
489,a0i6g000006Lvl3AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
490,a0i6g000006Lw8EAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
491,a0i6g000006LwsLAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
492,a0i6g000006Ly5aAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
493,a0i6g000006Ly6CAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
494,a0i6g000006Ly6QAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
495,a0i6g000006MIclAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
496,a0i6g000006MJZ8AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
497,a0i6g000006MKBxAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
498,a0i6g000006MSqlAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
499,a0i6g000006Ma8wAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
500,a0i6g000006Mb4CAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
501,a0i6g000006MbscAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
502,a0i6g000006McJAAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
503,a0i6g000006MnfGAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
504,a0i6g000006MoTmAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
505,a0i6g000006MpDrAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
506,a0i6g000006MpMpAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
507,a0i6g000006MrRaAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
508,a0i6g000006MyrYAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
509,a0i6g000006N1grAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
510,a0i6g000006N2gLAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
511,a0i6g000006N4hzAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
512,a0i6g000006N6A8AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
513,a0i6g000006N6ADAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
514,a0i6g000006N8M5AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
515,a0i6g000006N8WbAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
516,a0i6g000006NCCBAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
517,a0i6g000006NH9mAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
518,a0i6g000006NI7pAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
519,a0i6g000006NLQvAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
520,a0i6g000006NRvgAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
521,a0i6g000006NYHxAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
522,a0i6g000006NekaAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
523,a0i6g000006Nj5qAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
524,a0i6g000006NpQHAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
525,a0i6g000006NqftAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
526,a0i6g000006Nr18AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
527,a0i6g000006NrtAAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
528,a0i6g000006NslaAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
529,a0i6g000006Nu0nAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
530,a0i6g000006NuR2AAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
531,a0i6g000006NvU9AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
532,a0i6g000006NyPvAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
533,a0i6g000006NyxKAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
534,a0i6g000006NzY5AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
535,a0i6g000006ODI6AAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
536,a0i6g000006OFwYAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
537,a0i6g000006OHj9AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
538,a0i6g000006OI1rAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
539,a0i6g000006OKlcAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
540,a0i6g000006ONknAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
541,a0i6g000006OOYOAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
542,a0i6g000006Oa22AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
543,a0i6g000006OcGZAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
544,a0i6g000006OfBhAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
545,a0i6g000006Okw6AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
546,a0i6g000006OmnlAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
547,a0i6g000006OnrfAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
548,a0i6g000006Op9tAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
549,a0i6g000006OpSCAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
550,a0i6g000006OyLAAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
551,a0i6g000006OyV6AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
552,a0i6g000006P1QtAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
553,a0i6g000006P22kAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
554,a0i6g000006P233AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
555,a0i6g000006P23kAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
556,a0i6g000006P2H2AAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
557,a0i6g000006P2HcAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
558,a0i6g000006P2JHAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
559,a0i6g000006P2x0AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
560,a0i6g000006P6YcAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
