_CustomObjectKey,ID_PROPOSTA,ID_PLANO
1247,17572253,PP60M
1248,17572776,PP60M
1249,17572939,PP60M
1250,17568524,PP60M
1251,17568730,PP60M
1252,17569320,PP60M
1253,17569358,PP60M
1254,17570397,PP60M
1255,17566301,PP60M
1256,17567154,PP60M
1257,17577174,PP60M
1258,17577182,PP60M
1259,17578415,PP60M
1260,17574507,PP60M
1261,17576337,PP60M
1262,17576442,PP60M
1263,17573103,PP60M
1264,17583584,PP60M
1265,17583646,PP60M
1266,17583925,PP60M
1267,17579048,PP60M
1268,17581629,PP60M
1269,17582588,PP60M
1270,17582702,PP60M
1271,17585560,PP60M
1272,17591431,PP60M
1273,17591475,PP60M
1274,17591876,PP60M
1275,17586286,PP60M
1276,17587062,PP60M
1277,17587753,PP60M
1278,17590220,PP60M
1279,17590348,PP60M
1280,17593711,PP60M
1281,17597663,PP60M
1282,17597924,PP60M
1283,17598032,PP60M
1284,17598049,PP60M
1285,17594144,PP60M
1286,17594969,PP60M
1287,17595036,PP60M
1288,17595528,PP60M
1289,17593494,PP60M
1290,17603952,PP60M
1291,17604029,PP60M
1292,17604613,PP60M
1293,17604632,PP60M
1294,17601115,PP60M
1295,17601167,PP60M
1296,17601226,PP60M
1297,17602100,PP60M
1298,17602416,PP60M
1299,17602597,PP60M
1300,17610186,PP60M
1301,17610784,PP60M
1302,17611016,PP60M
1303,17606974,PP60M
1304,17607266,PP60M
1305,17609470,PP60M
1306,17609768,PP60M
1307,17614815,PP60M
1308,17614826,PP60M
1309,17615131,PP60M
1310,17615633,PP60M
1311,17612336,PP60M
1312,17612660,PP60M
1313,17612900,PP60M
1314,17620349,PP60M
1315,17624750,PP60M
1316,17625002,PP60M
1317,17625253,PP60M
1318,17620517,PP60M
1319,17621386,PP60M
1320,17621467,PP60M
1321,17621983,PP60M
1322,17622146,PP60M
1323,17622383,PP60M
1324,17623224,PP60M
1325,17623654,PP60M
1326,17620024,PP60M
1327,17626058,PP60M
1328,17626076,PP60M
1329,17630944,PP60M
1330,17626500,PP60M
1331,17626846,PP60M
1332,17627212,PP60M
1333,17627911,PP60M
1334,17630281,PP60M
1335,17630314,PP60M
1336,17635498,PP60M
1337,17636104,PP60M
1338,17636170,PP60M
1339,17631390,PP60M
1340,17631729,PP60M
1341,17632341,PP60M
1342,17634337,PP60M
1343,17635343,PP60M
1344,17635381,PP60M
1345,17637177,PP60M
1346,17641566,PP60M
1347,17637577,PP60M
1348,17637894,PP60M
1349,17638185,PP60M
1350,17638840,PP60M
1351,17636738,PP60M
1352,17643841,PP60M
1353,17644198,PP60M
1354,17649604,PP60M
1355,17645022,PP60M
1356,17645050,PP60M
1357,17645230,PP60M
1358,17645494,PP60M
1359,17646617,PP60M
1360,17647174,PP60M
1361,17653485,PP60M
1362,17654783,PP60M
1363,17650665,PP60M
1364,17650842,PP60M
1365,17649774,PP60M
1366,17658505,PP60M
1367,17658752,PP60M
1368,17655620,PP60M
1369,17655971,PP60M
1370,17656062,PP60M
1371,17656219,PP60M
1372,17656330,PP60M
1373,17656511,PP60M
1374,17656569,PP60M
1375,17657710,PP60M
1376,17660787,PP60M
1377,17660846,PP60M
1378,17663322,PP60M
1379,17663977,PP60M
1380,17663980,PP60M
1381,17664061,PP60M
1382,17661010,PP60M
1383,17661412,PP60M
1384,17661464,PP60M
1385,17661867,PP60M
1386,17662294,PP60M
1387,17662889,PP60M
1388,17659662,PP60M
1389,17668555,PP60M
1390,17668994,PP60M
1391,17665716,PP60M
1392,17667204,PP60M
1393,17667507,PP60M
1394,17667555,PP60M
1395,17667704,PP60M
1396,17668076,PP60M
1397,17664577,PP60M
1398,17664587,PP60M
1399,17675155,PP60M
1400,17675804,PP60M
1401,17671825,PP60M
1402,17672330,PP60M
1403,17674293,PP60M
1404,17674483,PP60M
1405,17670127,PP60M
1406,17680401,PP60M
1407,17680491,PP60M
1408,17680499,PP60M
1409,17680717,PP60M
1410,17680976,PP60M
1411,17676374,PP60M
1412,17676948,PP60M
1413,17677575,PP60M
1414,17679292,PP60M
1415,17680149,PP60M
1416,17686351,PP60M
1417,17687683,PP60M
1418,17688246,PP60M
1419,17688440,PP60M
1420,17683833,PP60M
1421,17685671,PP60M
1422,17685949,PP60M
1423,17681253,PP60M
1424,17681345,PP60M
1425,17691466,PP60M
1426,17694802,PP60M
1427,17694805,PP60M
1428,17695551,PP60M
1429,17695748,PP60M
1430,17695822,PP60M
1431,17691545,PP60M
1432,17691556,PP60M
1433,17691714,PP60M
1434,17691749,PP60M
1435,17691940,PP60M
1436,17692977,PP60M
1437,17689462,PP60M
1438,17691141,PP60M
1439,17703671,PP60M
1440,17703721,PP60M
1441,17704085,PP60M
1442,17697444,PP60M
1443,17698459,PP60M
1444,17702264,PP60M
1445,17702270,PP60M
1446,17702445,PP60M
1447,17702498,PP60M
1448,17702787,PP60M
1449,17702820,PP60M
1450,17696091,PP60M
1451,17710240,PP60M
1452,17710708,PP60M
1453,17704800,PP60M
1454,17704986,PP60M
1455,17705212,PP60M
1456,17705602,PP60M
1457,17707065,PP60M
1458,17707764,PP60M
1459,17708307,PP60M
1460,17709885,PP60M
1461,17718090,PP60M
1462,17712565,PP60M
1463,17713063,PP60M
1464,17713925,PP60M
1465,17714084,PP60M
1466,17717373,PP60M
1467,17711141,PP60M
1468,17723746,PP60M
1469,17724179,PP60M
1470,17724511,PP60M
1471,17720450,PP60M
1472,17721288,PP60M
1473,17722955,PP60M
1474,17723055,PP60M
1475,17723477,PP60M
1476,17718962,PP60M
1477,17719008,PP60M
1478,17719334,PP60M
1479,17725964,PP60M
1480,17732278,PP60M
1481,17732428,PP60M
1482,17726420,PP60M
1483,17726561,PP60M
1484,17727007,PP60M
1485,17729042,PP60M
1486,17731612,PP60M
1487,17724990,PP60M
1488,17725094,PP60M
1489,17725273,PP60M
1490,17725519,PP60M
1491,17725545,PP60M
1492,17739360,PP60M
1493,17745182,PP60M
1494,17732631,PP60M
1495,17735628,PP60M
1496,17736226,PP60M
1497,17736511,PP60M
1498,17749676,PP60M
1499,17749965,PP60M
1500,17750870,PP60M
1501,17751334,PP60M
1502,17751335,PP60M
1503,17751594,PP60M
1504,17746471,PP60M
1505,17746953,PP60M
1506,17748790,PP60M
1507,17757667,PP60M
1508,17760389,PP60M
1509,17752813,PP60M
1510,17752925,PP60M
1511,17754747,PP60M
1512,17755841,PP60M
1513,17755990,PP60M
1514,17756431,PP60M
1515,17757422,PP60M
1516,17760943,PP60M
1517,17761031,PP60M
1518,17761040,PP60M
1519,17765694,PP60M
1520,17765887,PP60M
1521,17766179,PP60M
1522,17766523,PP60M
1523,17761166,PP60M
1524,17761606,PP60M
1525,17762061,PP60M
1526,17762496,PP60M
1527,17762835,PP60M
1528,17763964,PP60M
1529,17765654,PP60M
1530,17760836,PP60M
1531,17766764,PP60M
1532,17768990,PP60M
1533,17770403,PP60M
1534,17771766,PP60M
1535,17774830,PP60M
1536,17774880,PP60M
1537,17783069,PP60M
1538,17783282,PP60M
1539,17783397,PP60M
1540,17783472,PP60M
1541,17783686,PP60M
1542,17775756,PP60M
1543,17776042,PP60M
1544,17776207,PP60M
1545,17777022,PP60M
1546,17777266,PP60M
1547,17777656,PP60M
1548,17777889,PP60M
1549,17779742,PP60M
1550,17779924,PP60M
1551,17791902,PP60M
1552,17785444,PP60M
1553,17786168,PP60M
1554,17787239,PP60M
1555,17790816,PP60M
1556,17791258,PP60M
1557,17791347,PP60M
1558,17798779,PP60M
1559,17798785,PP60M
1560,17798826,PP60M
1561,17798830,PP60M
1562,17799141,PP60M
1563,17799470,PP60M
1564,17799864,PP60M
1565,17800157,PP60M
1566,17794583,PP60M
1567,17796954,PP60M
1568,17797673,PP60M
1569,17797848,PP60M
1570,17805701,PP60M
1571,17806162,PP60M
1572,17806665,PP60M
1573,17800254,PP60M
1574,17802922,PP60M
1575,17803028,PP60M
1576,17803555,PP60M
1577,17803876,PP60M
1578,17803881,PP60M
1579,17808063,PP60M
1580,17808198,PP60M
1581,17811864,PP60M
1582,17812391,PP60M
1583,17812832,PP60M
1584,17813296,PP60M
1585,17808397,PP60M
1586,17808455,PP60M
1587,17808460,PP60M
1588,17808698,PP60M
1589,17808749,PP60M
1590,17810333,PP60M
1591,17811335,PP60M
1592,17807792,PP60M
1593,17816722,PP60M
1594,17816875,PP60M
1595,17818883,PP60M
1596,17815263,PP60M
1597,17830396,PP60M
1598,17822686,PP60M
1599,17823230,PP60M
1600,17824593,PP60M
1601,17826429,PP60M
1602,17826835,PP60M
1603,17822157,PP60M
1604,17822219,PP60M
1605,17822298,PP60M
1606,17822392,PP60M
1607,17822405,PP60M
1608,17822412,PP60M
1609,17834903,PP60M
1610,17835272,PP60M
1611,17833157,PP60M
1612,17834752,PP60M
1613,17834766,PP60M
1614,17834825,PP60M
1615,17842199,PP60M
1616,17840743,PP60M
1617,17841007,PP60M
1618,17841436,PP60M
1619,17843526,PP60M
1620,17843975,PP60M
1621,17845351,PP60M
1622,17851323,PP60M
1623,17855474,PP60M
1624,17855627,PP60M
1625,17855710,PP60M
1626,17852536,PP60M
1627,17854417,PP60M
1628,17854712,PP60M
1629,17854765,PP60M
1630,17850485,PP60M
1631,17850599,PP60M
1632,17850937,PP60M
1633,17864089,PP60M
1634,17864263,PP60M
1635,17864495,PP60M
1636,17864525,PP60M
1637,17864714,PP60M
1638,17864815,PP60M
1639,17857302,PP60M
1640,17857923,PP60M
1641,17858059,PP60M
1642,17859401,PP60M
1643,17860419,PP60M
1644,17860606,PP60M
1645,17866158,PP60M
1646,17870029,PP60M
1647,17870135,PP60M
1648,17871021,PP60M
1649,17868418,PP60M
1650,17869038,PP60M
1651,17869464,PP60M
1652,17869586,PP60M
1653,17865124,PP60M
1654,17872021,PP60M
1655,17872090,PP60M
1656,17872606,PP60M
1657,17872689,PP60M
1658,17873186,PP60M
1659,17873410,PP60M
1660,17875312,PP60M
1661,17871259,PP60M
1662,17871288,PP60M
1663,17871608,PP60M
1664,17879680,PP60M
1665,17884159,PP60M
1666,17884631,PP60M
1667,17882749,PP60M
1668,17883476,PP60M
1669,17883859,PP60M
1670,17884032,PP60M
1671,17878022,PP60M
1672,17878388,PP60M
1673,17878533,PP60M
1674,17886657,PP60M
1675,17888094,PP60M
1676,17888220,PP60M
1677,17888407,PP60M
1678,17888707,PP60M
1679,17904907,PP60M
1680,17905555,PP60M
1681,17900431,PP60M
1682,17900689,PP60M
1683,17900701,PP60M
1684,17913534,PP60M
1685,17913654,PP60M
1686,17914108,PP60M
1687,17913061,PP60M
1688,17923342,PP60M
1689,17927958,PP60M
1690,17928258,PP60M
1691,17917467,PP60M
1692,17917560,PP60M
1693,17936177,PP60M
1694,17936637,PP60M
1695,17928598,PP60M
1696,17928674,PP60M
1697,17929143,PP60M
1698,17929472,PP60M
1699,17935370,PP60M
1700,17935414,PP60M
1701,17935417,PP60M
1702,17935478,PP60M
1703,17935950,PP60M
1704,17936044,PP60M
1705,17957704,PP60M
1706,17957873,PP60M
1707,17957877,PP60M
1708,17947600,PP60M
1709,17948008,PP60M
1710,17948111,PP60M
1711,17948741,PP60M
1712,17957229,PP60M
1713,17969018,PP60M
1714,17978058,PP60M
1715,17978214,PP60M
1716,17978471,PP60M
1717,17969455,PP60M
1718,17969910,PP60M
1719,17970087,PP60M
1720,17972951,PP60M
1721,17972961,PP60M
1722,17968833,PP60M
1723,17968842,PP60M
1724,17979411,PP60M
1725,18000482,PP60M
1726,17987029,PP60M
1727,17989127,PP60M
1728,17989506,PP60M
1729,17990104,PP60M
1730,17979026,PP60M
1731,18020573,PP60M
1732,18020674,PP60M
1733,18020717,PP60M
1734,18021038,PP60M
1735,18021173,PP60M
1736,18011358,PP60M
1737,18029416,PP60M
1738,18032924,PP60M
1739,18028518,PP60M
1740,18028628,PP60M
1741,18029033,PP60M
1742,18021427,PP60M
1743,18021482,PP60M
1744,18021646,PP60M
1745,18021652,PP60M
1746,18021688,PP60M
1747,18049877,PP60M
1748,18050091,PP60M
1749,18050222,PP60M
1750,18037409,PP60M
1751,18037488,PP60M
1752,18037729,PP60M
1753,18037979,PP60M
1754,18048986,PP60M
1755,18049181,PP60M
1756,18049226,PP60M
1757,18036866,PP60M
1758,18057145,PP60M
1759,18071152,PP60M
1760,18071402,PP60M
1761,18057444,PP60M
1762,18057446,PP60M
1763,18058059,PP60M
1764,18065103,PP60M
1765,18065613,PP60M
1766,18072605,PP60M
1767,18080526,PP60M
1768,18080612,PP60M
1769,18080678,PP60M
1770,18089426,PP60M
1771,18089471,PP60M
1772,18095613,PP60M
1773,18095779,PP60M
1774,18101330,PP60M
1775,18089714,PP60M
1776,18089781,PP60M
1777,18094754,PP60M
1778,18094821,PP60M
1779,18094981,PP60M
1780,18095167,PP60M
1781,18089117,PP60M
1782,18107132,PP60M
1783,18102621,PP60M
1784,18106289,PP60M
1785,18106467,PP60M
1786,18106689,PP60M
1787,18106710,PP60M
1788,18112022,PP60M
1789,18113919,PP60M
1790,18121454,PP60M
1791,18112222,PP60M
1792,18112384,PP60M
1793,18112639,PP60M
1794,18113009,PP60M
1795,18113356,PP60M
1796,18113441,PP60M
1797,18113577,PP60M
1798,18113625,PP60M
1799,18113795,PP60M
1800,18107623,PP60M
1801,18110777,PP60M
1802,18135978,PP60M
1803,18136081,PP60M
1804,18121759,PP60M
1805,18122046,PP60M
1806,18122185,PP60M
1807,18122280,PP60M
1808,18128496,PP60M
1809,18128895,PP60M
1810,18129096,PP60M
1811,18129103,PP60M
1812,18129561,PP60M
1813,18142758,PP60M
1814,18136810,PP60M
1815,18137032,PP60M
1816,18141491,PP60M
1817,18141604,PP60M
1818,18141859,PP60M
1819,18141963,PP60M
1820,18142561,PP60M
1821,18136165,PP60M
1822,18136233,PP60M
1823,18136492,PP60M
1824,18155626,PP60M
1825,18148769,PP60M
1826,18149546,PP60M
1827,18149578,PP60M
1828,18149733,PP60M
1829,18155489,PP60M
1830,18143490,PP60M
1831,18148557,PP60M
1832,18161999,PP60M
1833,18169691,PP60M
1834,18162163,PP60M
1835,18162441,PP60M
1836,18162742,PP60M
1837,18162831,PP60M
1838,18168922,PP60M
1839,18168948,PP60M
1840,18168985,PP60M
1841,18169111,PP60M
1842,18169414,PP60M
1843,18156520,PP60M
1844,18161909,PP60M
1845,18182386,PP60M
1846,18182867,PP60M
1847,18174234,PP60M
1848,18174831,PP60M
1849,18174866,PP60M
1850,18174907,PP60M
1851,18175102,PP60M
1852,18175121,PP60M
1853,18175282,PP60M
1854,18175286,PP60M
1855,18175696,PP60M
1856,18196307,PP60M
1857,18201604,PP60M
1858,18201712,PP60M
1859,18188476,PP60M
1860,18189247,PP60M
1861,18189286,PP60M
1862,18195677,PP60M
1863,18195905,PP60M
1864,18195922,PP60M
1865,18188242,PP60M
1866,18211142,PP60M
1867,18211485,PP60M
1868,18216209,PP60M
1869,18205221,PP60M
1870,18205338,PP60M
1871,18210237,PP60M
1872,18210647,PP60M
1873,18210993,PP60M
1874,18202229,PP60M
1875,18221849,PP60M
1876,18221877,PP60M
1877,18222083,PP60M
1878,18216978,PP60M
1879,18217145,PP60M
1880,18217298,PP60M
1881,18220878,PP60M
1882,18221641,PP60M
1883,18216313,PP60M
1884,18216377,PP60M
1885,18216566,PP60M
1886,18240081,PP60M
1887,18240096,PP60M
1888,18226376,PP60M
1889,18226621,PP60M
1890,18226776,PP60M
1891,18226885,PP60M
1892,18227370,PP60M
1893,18227396,PP60M
1894,18227434,PP60M
1895,18233830,PP60M
1896,18248573,PP60M
1897,18252014,PP60M
1898,18241053,PP60M
1899,18241159,PP60M
1900,18246536,PP60M
1901,18246800,PP60M
1902,18247160,PP60M
1903,18247364,PP60M
1904,18240405,PP60M
1905,18240488,PP60M
1906,18240520,PP60M
1907,18252647,PP60M
1908,18252676,PP60M
1909,18264700,PP60M
1910,18252792,PP60M
1911,18252982,PP60M
1912,18253114,PP60M
1913,18258277,PP60M
1914,18258440,PP60M
1915,18258869,PP60M
1916,18258883,PP60M
1917,18258999,PP60M
1918,18259041,PP60M
1919,18272168,PP60M
1920,18272370,PP60M
1921,18271294,PP60M
1922,18271315,PP60M
1923,18265071,PP60M
1924,18284216,PP60M
1925,18277724,PP60M
1926,18278009,PP60M
1927,18278425,PP60M
1928,18278673,PP60M
1929,18278735,PP60M
1930,18283224,PP60M
1931,18283238,PP60M
1932,18283426,PP60M
1933,18283579,PP60M
1934,18298142,PP60M
1935,18298271,PP60M
1936,18288473,PP60M
1937,18289380,PP60M
1938,18289896,PP60M
1939,18289987,PP60M
1940,18297690,PP60M
1941,18297790,PP60M
1942,18297956,PP60M
1943,18284642,PP60M
1944,18303225,PP60M
1945,18303265,PP60M
1946,18310003,PP60M
1947,18310266,PP60M
1948,18303510,PP60M
1949,18304109,PP60M
1950,18309265,PP60M
1951,18309352,PP60M
1952,18299371,PP60M
1953,18320381,PP60M
1954,18320622,PP60M
1955,18320786,PP60M
1956,18314484,PP60M
1957,18314719,PP60M
1958,18319665,PP60M
1959,18319964,PP60M
1960,18320089,PP60M
1961,18313976,PP60M
1962,18335295,PP60M
1963,18340963,PP60M
1964,18340981,PP60M
1965,18328454,PP60M
1966,18346943,PP60M
1967,18347131,PP60M
1968,18345739,PP60M
1969,18345852,PP60M
1970,18346033,PP60M
1971,18346153,PP60M
1972,18346306,PP60M
1973,18346514,PP60M
1974,18346591,PP60M
1975,18341378,PP60M
1976,18341401,PP60M
1977,18351679,PP60M
1978,18365252,PP60M
1979,18365354,PP60M
1980,18365459,PP60M
1981,18365587,PP60M
1982,18356004,PP60M
1983,18356188,PP60M
1984,18356564,PP60M
1985,18357072,PP60M
1986,18351574,PP60M
1987,18366178,PP60M
1988,18376726,PP60M
1989,18376812,PP60M
1990,18366635,PP60M
1991,18370665,PP60M
1992,18370899,PP60M
1993,18371425,PP60M
1994,18365733,PP60M
1995,18365970,PP60M
1996,18388115,PP60M
1997,18388696,PP60M
1998,18393266,PP60M
1999,18393397,PP60M
2000,18393473,PP60M
2001,18393656,PP60M
2002,18393669,PP60M
2003,18393720,PP60M
2004,18377083,PP60M
2005,18377453,PP60M
2006,18387206,PP60M
2007,18387252,PP60M
2008,18387517,PP60M
2009,18387558,PP60M
2010,18387635,PP60M
2011,18387844,PP60M
2012,18388040,PP60M
2013,18403499,PP60M
2014,18403530,PP60M
2015,18403972,PP60M
2016,18398360,PP60M
2017,18398843,PP60M
2018,18398871,PP60M
2019,18398950,PP60M
2020,18399005,PP60M
2021,18393751,PP60M
2022,18409288,PP60M
2023,18409309,PP60M
2024,18415630,PP60M
2025,18409370,PP60M
2026,18409575,PP60M
2027,18410223,PP60M
2028,18410292,PP60M
2029,18415103,PP60M
2030,18404165,PP60M
2031,18427224,PP60M
2032,18431352,PP60M
2033,18431483,PP60M
2034,18422361,PP60M
2035,18422421,PP60M
2036,18422490,PP60M
2037,18426120,PP60M
2038,18426208,PP60M
2039,18426271,PP60M
2040,18426816,PP60M
2041,18426850,PP60M
2042,18427000,PP60M
2043,18427138,PP60M
2044,18444123,PP60M
2045,18444319,PP60M
2046,18431984,PP60M
2047,18438850,PP60M
2048,18439059,PP60M
2049,18439268,PP60M
2050,18439295,PP60M
2051,18454386,PP60M
2052,18454409,PP60M
2053,18454483,PP60M
2054,18454707,PP60M
2055,18449169,PP60M
2056,18453733,PP60M
2057,18453818,PP60M
2058,18454136,PP60M
2059,18444588,PP60M
2060,18447188,PP60M
2061,18465407,PP60M
2062,18465551,PP60M
2063,18466042,PP60M
2064,18466047,PP60M
2065,18466222,PP60M
2066,18459601,PP60M
2067,18459806,PP60M
2068,18459992,PP60M
2069,18460129,PP60M
2070,18465216,PP60M
2071,18454832,PP60M
2072,18481142,PP60M
2073,18481289,PP60M
2074,18481959,PP60M
2075,18482014,PP60M
2076,18470118,PP60M
2077,18470150,PP60M
2078,18470620,PP60M
2079,18469469,PP60M
2080,18469584,PP60M
2081,18469751,PP60M
2082,18497677,PP60M
2083,18486938,PP60M
2084,18492600,PP60M
2085,18492961,PP60M
2086,18516090,PP60M
2087,18521130,PP60M
2088,18500599,PP60M
2089,18503437,PP60M
2090,18503633,PP60M
2091,18503880,PP60M
2092,18503948,PP60M
2093,18515593,PP60M
2094,18498103,PP60M
2095,18498144,PP60M
2096,18547456,PP60M
2097,18547595,PP60M
2098,18545757,PP60M
2099,18546011,PP60M
2100,18546301,PP60M
2101,18546439,PP60M
2102,18526598,PP60M
2103,18548132,PP60M
2104,18548318,PP60M
2105,18563429,PP60M
2106,18548400,PP60M
2107,18552138,PP60M
2108,18553341,PP60M
2109,18553569,PP60M
2110,18562662,PP60M
2111,18563301,PP60M
2112,18582950,PP60M
2113,18586800,PP60M
2114,18582215,PP60M
2115,18582353,PP60M
2116,18582558,PP60M
2117,18600388,PP60M
2118,18592162,PP60M
2119,18592287,PP60M
2120,18592577,PP60M
2121,18596951,PP60M
2122,18597259,PP60M
2123,18586993,PP60M
2124,18622365,PP60M
2125,18622542,PP60M
2126,18610225,PP60M
2127,18610506,PP60M
2128,18615917,PP60M
2129,18616030,PP60M
2130,18616463,PP60M
2131,18629409,PP60M
2132,18639965,PP60M
2133,18640265,PP60M
2134,18640361,PP60M
2135,18640450,PP60M
2136,18629971,PP60M
2137,18634920,PP60M
2138,18635340,PP60M
2139,18635485,PP60M
2140,18635535,PP60M
2141,18639761,PP60M
2142,18622997,PP60M
2143,18629097,PP60M
2144,18666649,PP60M
2145,18645987,PP60M
2146,18646134,PP60M
2147,18647017,PP60M
2148,18655531,PP60M
2149,18673352,PP60M
2150,18673387,PP60M
2151,18673673,PP60M
2152,18673836,PP60M
2153,18674447,PP60M
2154,18679301,PP60M
2155,18679794,PP60M
2156,18668139,PP60M
2157,18668259,PP60M
2158,18668541,PP60M
2159,18713072,PP60M
2160,18713475,PP60M
2161,18693560,PP60M
2162,18706212,PP60M
2163,18706258,PP60M
2164,18707121,PP60M
2165,18707162,PP60M
2166,18688293,PP60M
2167,18692251,PP60M
2168,18692258,PP60M
2169,18692421,PP60M
2170,18730144,PP60M
2171,18718065,PP60M
2172,18721444,PP60M
2173,18721612,PP60M
2174,18725187,PP60M
2175,18725684,PP60M
2176,18741848,PP60M
2177,18741956,PP60M
2178,18746053,PP60M
2179,18730451,PP60M
2180,18730837,PP60M
2181,18734021,PP60M
2182,18738676,PP60M
2183,18738742,PP60M
2184,18738929,PP60M
2185,18755324,PP60M
2186,18750260,PP60M
2187,18750846,PP60M
2188,18754589,PP60M
2189,18775533,PP60M
2190,18766997,PP60M
2191,18767000,PP60M
2192,18767182,PP60M
2193,18772086,PP60M
2194,18774998,PP60M
2195,18762818,PP60M
2196,18799441,PP60M
2197,18783439,PP60M
2198,18783533,PP60M
2199,18783692,PP60M
2200,18783890,PP60M
2201,18790898,PP60M
2202,18791022,PP60M
2203,18791207,PP60M
2204,18779398,PP60M
2205,18814648,PP60M
2206,18804084,PP60M
2207,18804238,PP60M
2208,18804672,PP60M
2209,18804912,PP60M
2210,18809440,PP60M
2211,18809547,PP60M
2212,18836024,PP60M
2213,18824143,PP60M
2214,18828924,PP60M
2215,18829015,PP60M
2216,18829025,PP60M
2217,18829154,PP60M
2218,18829401,PP60M
2219,18829574,PP60M
2220,18829630,PP60M
2221,18829972,PP60M
2222,18835637,PP60M
2223,18819667,PP60M
2224,18842271,PP60M
2225,18842450,PP60M
2226,18842715,PP60M
2227,18848546,PP60M
2228,18848586,PP60M
2229,18849167,PP60M
2230,18854011,PP60M
2231,18854193,PP60M
2232,18841721,PP60M
2233,18842002,PP60M
2234,18842021,PP60M
2235,18887339,PP60M
2236,18860854,PP60M
2237,18860861,PP60M
2238,18861088,PP60M
2239,18868137,PP60M
2240,18868579,PP60M
2241,18870712,PP60M
2242,18873471,PP60M
2243,18879307,PP60M
2244,18879482,PP60M
2245,18860579,PP60M
2246,18906100,PP60M
2247,18916222,PP60M
2248,18916327,PP60M
2249,18916451,PP60M
2250,18903822,PP60M
2251,18904059,PP60M
2252,18904249,PP60M
2253,18904266,PP60M
2254,18904401,PP60M
2255,18904547,PP60M
2256,18905214,PP60M
2257,18905321,PP60M
2258,18905401,PP60M
2259,18905420,PP60M
2260,18905778,PP60M
2261,18924344,PP60M
2262,18937219,PP60M
2263,18937230,PP60M
2264,18937332,PP60M
2265,18937350,PP60M
2266,18943597,PP60M
2267,18916891,PP60M
2268,18916982,PP60M
2269,18968943,PP60M
2270,18969716,PP60M
2271,18969984,PP60M
2272,18951031,PP60M
2273,18951094,PP60M
2274,18951098,PP60M
2275,18951450,PP60M
2276,18959052,PP60M
2277,18959201,PP60M
2278,18970753,PP60M
2279,18987358,PP60M
2280,18987497,PP60M
2281,18987747,PP60M
2282,18988119,PP60M
2283,18991832,PP60M
2284,18975444,PP60M
2285,18975891,PP60M
2286,18975916,PP60M
2287,18980834,PP60M
2288,18980875,PP60M
2289,18980922,PP60M
2290,18980945,PP60M
2291,18981328,PP60M
2292,18992003,PP60M
2293,18992005,PP60M
2294,18994712,PP60M
2295,18998146,PP60M
2296,18998488,PP60M
2297,19000079,PP60M
2298,19010113,PP60M
2299,19025279,PP60M
2300,19025598,PP60M
2301,19025834,PP60M
2302,19010857,PP60M
2303,19015226,PP60M
2304,19015324,PP60M
2305,19015626,PP60M
2306,19009936,PP60M
2307,19009992,PP60M
2308,19010071,PP60M
2309,19047008,PP60M
2310,19047137,PP60M
2311,19047151,PP60M
2312,19047171,PP60M
2313,19031727,PP60M
2314,19036405,PP60M
2315,19036972,PP60M
2316,19037040,PP60M
2317,19042380,PP60M
2318,19042388,PP60M
2319,19084135,PP60M
2320,19072678,PP60M
2321,19072710,PP60M
2322,19072824,PP60M
2323,19076840,PP60M
2324,19080369,PP60M
2325,19080931,PP60M
2326,19082091,PP60M
2327,19096821,PP60M
2328,19097138,PP60M
2329,19090353,PP60M
2330,19093817,PP60M
2331,19094171,PP60M
2332,19087121,PP60M
2333,19087486,PP60M
2334,19100196,PP60M
2335,19100256,PP60M
2336,19108669,PP60M
2337,19108768,PP60M
2338,19112304,PP60M
2339,19100484,PP60M
2340,19100575,PP60M
2341,19100580,PP60M
2342,19104154,PP60M
2343,19104525,PP60M
2344,19108209,PP60M
2345,19124350,PP60M
2346,19124820,PP60M
2347,19113675,PP60M
2348,19114097,PP60M
2349,19114587,PP60M
2350,19116065,PP60M
2351,19118400,PP60M
2352,19118415,PP60M
2353,19118609,PP60M
2354,19112569,PP60M
2355,19112631,PP60M
2356,19112730,PP60M
2357,19135864,PP60M
2358,19140445,PP60M
2359,19140682,PP60M
2360,19125139,PP60M
2361,19129852,PP60M
2362,19130898,PP60M
2363,19134996,PP60M
2364,19165650,PP60M
2365,19165692,PP60M
2366,19152947,PP60M
2367,19156273,PP60M
2368,19158696,PP60M
2369,19140908,PP60M
2370,19141384,PP60M
2371,19189062,PP60M
2372,19189409,PP60M
2373,19189766,PP60M
2374,19175753,PP60M
2375,19176000,PP60M
2376,19176275,PP60M
2377,19176295,PP60M
2378,19176869,PP60M
2379,19177239,PP60M
2380,19182840,PP60M
2381,19182936,PP60M
2382,19183192,PP60M
2383,19183223,PP60M
2384,19170349,PP60M
2385,19203754,PP60M
2386,19203968,PP60M
2387,19204292,PP60M
2388,19198589,PP60M
2389,19198746,PP60M
2390,19198783,PP60M
2391,19198925,PP60M
2392,19199342,PP60M
2393,19199524,PP60M
2394,19199693,PP60M
2395,19202163,PP60M
2396,19208859,PP60M
2397,19208932,PP60M
2398,19209061,PP60M
2399,19209394,PP60M
2400,19209503,PP60M
2401,19214021,PP60M
2402,19214620,PP60M
2403,19214681,PP60M
2404,19231034,PP60M
2405,19231186,PP60M
2406,19222887,PP60M
2407,19222991,PP60M
2408,19223382,PP60M
2409,19223400,PP60M
2410,19226926,PP60M
