_CustomObjectKey,id_titulo,Id_Serie,id_plano,Data_Pagamento_Resgate
21282635,2702360,AA,"PU12C ",2018-12-21
21282636,2685,AK,"PU122 ",2018-12-21
21282637,33717,AB,"PM604 ",2018-12-16
21282638,299045,AE,"PU368 ",2018-12-06
21282639,145238,AE,"PU369 ",2018-12-06
21282640,839932,AA,"PU36C ",2018-11-23
21282641,577027,AB,"PU36H ",2018-12-16
21282642,326652,AD,"PU368 ",2018-12-24
21282643,316028,AD,"PU369 ",2018-12-22
21282644,326292,AD,"PU368 ",2018-12-24
21282645,319265,AD,"PU368 ",2018-12-22
21282646,317074,AD,"PU369 ",2018-12-22
21282647,317200,AD,"PU367 ",2018-12-22
21282648,321592,AD,"PU369 ",2018-12-23
21282649,325345,AD,"PU368 ",2018-12-23
21282650,16147,AA,"PU12E ",2018-12-22
21282651,815815,AB,"PU368 ",2018-12-23
21282652,4624,AA,"PM485 ",2018-12-01
21282653,3481,AA,"PM483 ",2018-11-28
21282654,92481,AE,"PU369 ",2018-12-03
21282655,645378,AC,"PU368 ",2018-11-20
21282656,214097,AA,"PM604 ",2018-11-25
21282657,543365,AB,"PU36C ",2018-11-24
21282658,272876,AD,"PU367 ",2018-12-11
21282659,271241,AD,"PU368 ",2018-12-11
21282660,580299,AC,"PU368 ",2018-12-11
21282661,274345,AD,"PU368 ",2018-12-11
21282662,578587,AC,"PU368 ",2018-12-11
21282663,2689614,AA,"PU12C ",2018-12-11
21282664,10654,AA,"PU36W ",2018-12-11
21282665,10709,AA,"PU36W ",2018-12-11
21282666,10712,AA,"PU36W ",2018-12-11
21282667,101220,AH,"PU122 ",2018-12-11
21282668,10557,AJ,"PU122 ",2018-12-11
21282669,328016,AD,"PU368 ",2018-12-24
21282670,127980,ED,"PM48E ",2018-12-23
21282671,814312,AB,"PU368 ",2018-12-22
21282672,234928,AA,"A60PM ",2023-08-15
21282673,538875,AA,"A60PM ",2023-08-15
21282674,63757,AA,"B36PM ",2023-08-01
21282675,250996,AB,"A60PM ",2023-08-06
21282676,56404,AA,"PUA12 ",2023-08-09
21282677,387653,AA,"PUA36 ",2023-08-25
21282678,388252,AA,"PUA36 ",2023-08-25
21282679,387995,AA,"PUB36 ",2023-08-25
21282680,24117,AA,"A36PM ",2023-08-25
21282681,207161,AB,"A60PM ",2023-08-11
21282682,63051,AC,"A60PM ",2023-08-11
21282683,47087,AA,"PUA12 ",2023-08-23
21282684,536562,AA,"A60PM ",2023-08-14
21282685,59094,AA,"PM606 ",2023-08-24
21282686,387198,AA,"PUA36 ",2023-08-24
21282687,387188,AA,"PUA36 ",2023-08-24
21282688,504240,AA,"A48PM ",2023-08-17
21282689,263605,AB,"A60PM ",2023-08-17
21282690,490887,AA,"A60PM ",2023-08-17
21282691,181701,AA,"PUA24 ",2023-08-18
21282692,389622,AA,"PUA36 ",2023-08-26
21282693,391415,AA,"PUA36 ",2023-08-28
21282694,44016,AA,"PMA48 ",2023-08-26
21282695,389785,AA,"PUA36 ",2023-08-27
21282696,391716,AA,"PUA36 ",2023-08-28
21282697,388885,AA,"PUA36 ",2023-08-26
21282698,389503,AA,"PUB36 ",2023-08-26
21282699,392365,AA,"PUA36 ",2023-08-28
21282700,115469,AB,"A60PM ",2023-08-05
21282701,585051,AA,"F48PM ",2023-08-23
21282702,52818,AA,"B48PU ",2023-08-03
21282703,80780,AA,"A36PU ",2023-08-01
21282704,61834,AA,"A36PU ",2023-08-17
21282705,521876,AA,"A48PM ",2023-08-09
21282706,130761,AC,"A60PM ",2023-08-02
21282707,173539,AA,"B36PM ",2023-08-28
21282708,196372,AA,"A60PM ",2022-03-18
21282709,363171,AA,"B48PM ",2022-02-25
21282710,31681,AA,"PP36B ",2022-03-26
21282711,37856,AA,"36PM2 ",2022-03-15
21282712,143052,AA,"36PU1 ",2022-03-28
21282713,57798,AA,"36PUB ",2022-03-27
21282714,56113,AA,"36PUB ",2022-03-26
21282715,56122,AA,"36PUB ",2022-03-26
21282716,56532,AA,"36PUB ",2022-03-26
21282717,58341,AA,"36PUA ",2022-03-27
21282718,242339,AA,"A48PM ",2022-02-19
21282719,268046,AA,"A60PM ",2022-02-19
21282720,405870,AA,"PM48G ",2022-03-05
21282721,40054,AA,"36PUA ",2022-03-06
21282722,40057,AA,"36PUA ",2022-03-06
21282723,56730,AB,"A60PM ",2022-02-03
21282724,313628,AA,"A48PM ",2022-01-25
21282725,146647,AH,"PU36W ",2022-03-06
21282726,34409,AJ,"PU36W ",2022-03-06
21282727,57613,AA,"36PUA ",2022-03-27
21282728,58409,AA,"36PUA ",2022-03-27
21282729,57740,AA,"36PUA ",2022-03-27
21282730,58123,AA,"36PUA ",2022-03-27
21282731,5877,AA,"A60PM ",2021-12-27
21282732,80349,AA,"A60PM ",2021-12-28
21282733,147732,AA,"A48PM ",2021-12-25
21282734,61881,AA,"PU48H ",2022-01-05
21282735,307046,AA,"PM48G ",2022-01-05
21282736,31312,AA,"PM606 ",2021-11-06
21282737,40616,AI,"PU36W ",2021-12-08
21282738,160233,AG,"PU36W ",2021-12-08
21282739,72760,AA,"A60PM ",2022-01-20
21282740,112046,AH,"PU122 ",2018-12-22
21282741,112097,AH,"PU122 ",2018-12-22
21282742,166745,AG,"PU122 ",2018-12-22
21282743,192782,AF,"PU122 ",2018-12-22
21282744,2697339,AA,"PU12C ",2018-12-22
21282745,2697670,AA,"PU12C ",2018-12-22
21282746,757851,AA,"PU36C ",2018-12-16
21282747,25126,AA,"PM607 ",2018-12-05
21282748,14680,AA,"PP36G ",2018-11-28
21282749,26201,AA,"PU581 ",2018-12-21
21282750,598807,AC,"PU368 ",2018-12-21
21282751,598502,AC,"PU369 ",2018-12-21
21282752,2703510,AA,"PU12C ",2018-12-21
21282753,2703526,AA,"PU12C ",2018-12-21
21282754,2666973,AA,"PU12C ",2018-12-21
21282755,102794,AE,"PU123 ",2018-12-21
21282756,166283,AG,"PU122 ",2018-12-21
21282757,110230,AH,"PU122 ",2018-12-21
21282758,110232,AH,"PU122 ",2018-12-21
21282759,275137,AA,"PM488 ",2018-12-13
21282760,212478,ED,"PM48E ",2018-12-07
21282761,827034,AA,"PU36C ",2018-11-22
21282762,170499,AA,"PM488 ",2018-12-10
21282763,74231,AB,"PU36C ",2018-12-17
21282764,628846,AB,"PU36C ",2018-12-13
21282765,325933,AD,"PU368 ",2018-12-24
21282766,326794,AD,"PU367 ",2018-12-24
21282767,605328,AC,"PU368 ",2018-12-23
21282768,329095,AD,"PU368 ",2018-12-24
21282769,601627,AC,"PU369 ",2018-12-22
21282770,604364,AC,"PU368 ",2018-12-23
21282771,605553,AC,"PU368 ",2018-12-23
21282772,316186,AD,"PU367 ",2018-12-22
21282773,322788,AD,"PU368 ",2018-12-23
21282774,604468,AC,"PU369 ",2018-12-23
21282775,315400,AD,"PU369 ",2018-12-22
21282776,603088,AC,"PU368 ",2018-12-22
21282777,321976,AD,"PU367 ",2018-12-23
21282778,327774,AD,"PU367 ",2018-12-24
21282779,30753,EE,"PM48E ",2018-11-23
21282780,23172,AE,"PU368 ",2018-11-30
21282781,42458,AA,"C36PM ",2022-01-07
21282782,279517,AA,"D60PM ",2021-12-28
21282783,5186,AK,"PU36W ",2022-01-27
21282784,196891,AA,"PUA36 ",2022-01-28
21282785,389240,AA,"PM483 ",2022-02-11
21282786,208644,AA,"A48PM ",2022-02-10
21282787,71464,AA,"A60PM ",2021-12-16
21282788,162172,AA,"PUA24 ",2021-11-27
21282789,219018,AA,"B60PM ",2021-12-03
21282790,114344,AH,"PU36W ",2021-12-29
21282791,14006,AA,PU001D,2021-12-29
21282792,6383,AA,PU001Q,2021-12-29
21282793,136433,AA,"36PU1 ",2022-02-18
21282794,28075,AA,"36PUA ",2022-02-18
21282795,236907,AA,"A60PM ",2022-03-16
21282796,50683,AA,"PM60C ",2022-02-25
21282797,465619,AA,"A60PM ",2022-02-20
21282798,40564,AA,"PM607 ",2022-03-01
21282799,40114,AA,"36PM2 ",2022-03-15
21282800,36152,AD,"PU58V ",2022-03-15
21282801,139655,AA,"36PU2 ",2022-03-15
21282802,46083,AA,"36PUA ",2022-03-15
21282803,151139,AH,"PU36W ",2022-03-15
21282804,37993,AJ,"PU36W ",2022-03-15
21282805,74994,AA,"PU48H ",2022-03-26
21282806,75444,AA,"PU48F ",2022-03-27
21282807,143306,AA,"36PU3 ",2022-03-28
21282808,142912,AA,"36PU3 ",2022-03-28
21282809,60729,AA,"36PUB ",2022-03-28
21282810,61172,AA,"36PUB ",2022-03-28
21282811,409245,AA,"PM48O ",2022-03-07
21282812,327722,AA,"PM488 ",2022-03-05
21282813,29340,AA,"PP36A ",2022-03-05
21282814,3483,AA,"36PML ",2022-03-05
21282815,147112,AH,"PU36W ",2022-03-07
21282816,94345,AA,"A48PM ",2022-02-10
21282817,55658,AA,"D60PM ",2022-02-23
21282818,71520,AA,"A60PM ",2022-02-16
21282819,1702,AL,"PU36W ",2022-03-07
21282820,86403,AI,"PU36W ",2022-03-07
21282821,188065,AG,"PU36W ",2022-03-28
21282822,98165,AI,"PU36W ",2022-03-28
21282823,187887,AG,"PU36W ",2022-03-28
21282824,98106,AI,"PU36W ",2022-03-28
21282825,98104,AI,"PU36W ",2022-03-28
21282826,5924,AB,"E48PM ",2021-12-01
21282827,218024,AA,"PUC36 ",2021-11-12
21282828,218030,AA,"PUC36 ",2021-11-12
21282829,8084,AB,"A60PM ",2021-11-15
21282830,330284,AA,"PM483 ",2021-12-08
21282831,40560,AI,"PU36W ",2021-12-08
21282832,40558,AI,"PU36W ",2021-12-08
21282833,99678,AH,"PU36W ",2021-12-08
21282834,160788,AA,"PM367 ",2022-01-05
21282835,54530,AI,"PU36W ",2022-01-05
21282836,54656,AI,"PU36W ",2022-01-05
21282837,41414,AA,"A48PM ",2022-01-10
21282838,95971,AA,"PUA24 ",2022-01-27
21282839,402927,AA,"PM48H ",2022-02-01
21282840,160350,AA,"PUA24 ",2022-01-28
21282841,330927,AA,"A48PM ",2022-02-01
21282842,331319,AA,"A48PM ",2022-02-02
21282843,385995,AA,"A60PM ",2022-02-02
21282844,48394,AB,"PU58A ",2022-02-11
21282845,37378,AA,"36PM1 ",2022-02-11
21282846,20912,AA,"36PUA ",2022-02-11
21282847,280001,AA,"PUA36 ",2022-01-28
21282848,34505,AA,"A60PM ",2022-02-10
21282849,124863,AA,"A60PM ",2022-01-15
21282850,246532,AA,"A60PM ",2021-11-24
21282851,394098,AA,"PM485 ",2022-02-18
21282852,21558,AA,"PUF36 ",2022-03-01
21282853,176759,AA,"A48PU ",2022-02-25
21282854,58970,AA,"36PUA ",2022-03-27
21282855,58838,AA,"36PUA ",2022-03-27
21282856,675740,AA,"PM604 ",2018-12-05
21282857,343776,AA,"PU36C ",2018-11-21
21282858,578830,AC,"PU369 ",2018-12-11
21282859,276882,AD,"PU368 ",2018-12-11
21282860,580359,AC,"PU368 ",2018-12-11
21282861,273039,AD,"PU368 ",2018-12-11
21282862,579688,AC,"PU369 ",2018-12-11
21282863,273035,AD,"PU369 ",2018-12-11
21282864,578944,AC,"PU369 ",2018-12-11
21282865,12187,AA,"PU12D ",2018-12-11
21282866,804998,AB,"PU368 ",2018-12-11
21282867,12019,AA,"PU12D ",2018-12-11
21282868,2686397,AA,"PU12C ",2018-12-11
21282869,2686517,AA,"PU12C ",2018-12-11
21282870,2680767,AA,"PU12C ",2018-12-11
21282871,2680906,AA,"PU12C ",2018-12-11
21282872,10791,AA,"PU36W ",2018-12-11
21282873,42184,AI,"PU122 ",2018-12-11
21282874,161591,AG,"PU122 ",2018-12-11
21282875,31323,AA,"PU121 ",2018-12-11
21282876,41649,AI,"PU122 ",2018-12-11
21282877,41926,AI,"PU122 ",2018-12-11
21282878,172882,AB,"PU24W ",2018-12-24
21282879,18428,AC,"PU24W ",2018-12-24
21282880,18431,AC,"PU24W ",2018-12-24
21282881,2695269,AA,"PU12C ",2018-12-22
21282882,2695962,AA,"PU12C ",2018-12-22
21282883,2704866,AA,"PU12C ",2018-12-22
21282884,2705035,AA,"PU12C ",2018-12-22
21282885,2705114,AA,"PU12C ",2018-12-22
21282886,2697766,AA,"PU12C ",2018-12-22
21282887,2698027,AA,"PU12C ",2018-12-22
21282888,2698761,AA,"PU12C ",2018-12-22
21282889,2705867,AA,"PU12C ",2018-12-22
21282890,2679744,AA,"PU12C ",2018-12-22
21282891,696339,AA,"PM604 ",2018-12-01
21282892,714094,AA,"PM604 ",2018-12-10
21282893,398869,AB,"PU36C ",2018-12-10
21282894,378,AD,"PU36C ",2018-11-24
21282895,76100,AC,"PU36C ",2018-11-20
21282896,335857,AA,"PM483 ",2018-12-15
21282897,596490,AC,"PU369 ",2018-12-21
21282898,596292,AC,"PU368 ",2018-12-21
21282899,310767,AD,"PU368 ",2018-12-21
21282900,307532,AD,"PU368 ",2018-12-21
21282901,597333,AC,"PU368 ",2018-12-21
21282902,309654,AD,"PU367 ",2018-12-21
21282903,311612,AD,"PU368 ",2018-12-21
21282904,811779,AB,"PU368 ",2018-12-21
21282905,812000,AB,"PU368 ",2018-12-21
21282906,812271,AB,"PU368 ",2018-12-21
21282907,2830736,AA,"PU12C ",2019-04-04
21282908,2830883,AA,"PU12C ",2019-04-04
21282909,2831045,AA,"PU12C ",2019-04-04
21282910,25480,AA,"A60PM ",2022-02-10
21282911,63858,AA,"PUF36 ",2022-02-20
21282912,324266,AA,"F48PM ",2022-02-15
21282913,245816,AA,"A60PM ",2022-02-23
21282914,418122,AA,"PM486 ",2022-03-15
21282915,73128,AA,"PU48C ",2022-03-15
21282916,73149,AA,"PU48A ",2022-03-15
21282917,73140,AA,"PU48A ",2022-03-15
21282918,47269,AA,"36PUA ",2022-03-15
21282919,151282,AH,"PU36W ",2022-03-15
21282920,38351,AJ,"PU36W ",2022-03-15
21282921,75795,AA,"PU48A ",2022-03-28
21282922,142781,AA,"36PU2 ",2022-03-28
21282923,58779,AA,"36PUB ",2022-03-27
21282924,143323,AA,"36PU3 ",2022-03-28
21282925,98993,AA,"A60PM ",2022-02-21
21282926,349567,AA,"C48PM ",2022-02-05
21282927,382612,AA,"A60PM ",2022-01-28
21282928,377570,AA,"PM48O ",2022-03-05
21282929,3575,AA,"36PMK ",2022-03-05
21282930,105154,AA,"PUA24 ",2022-03-05
21282931,1659,AB,"PUC24 ",2022-03-05
21282932,105227,AA,"PUC24 ",2022-03-06
21282933,105635,AA,"PUA24 ",2022-03-07
21282934,40720,AA,"36PUA ",2022-03-07
21282935,34528,AJ,"PU36W ",2022-03-07
21282936,86200,AI,"PU36W ",2022-03-07
21282937,82212,AA,"A48PU ",2022-02-02
21282938,105022,AA,"PUB24 ",2022-03-04
21282939,326102,AA,"PM483 ",2022-03-04
21282940,146689,AH,"PU36W ",2022-03-06
21282941,34671,AJ,"PU36W ",2022-03-07
21282942,8999,AK,"PU36W ",2022-03-06
21282943,60065,AA,"36PUA ",2022-03-28
21282944,59699,AA,"36PUA ",2022-03-28
21282945,60967,AA,"36PUA ",2022-03-28
21282946,61278,AA,"36PUA ",2022-03-28
21282947,272996,AA,"F48PM ",2021-12-25
21282948,366281,AA,"A60PM ",2021-11-07
21282949,347800,AA,"PM486 ",2022-01-05
21282950,16517,AJ,"PU36W ",2022-01-05
21282951,16588,AJ,"PU36W ",2022-01-05
21282952,2824601,AA,"PU12C ",2019-04-04
21282953,15268,AK,"PU122 ",2019-04-04
21282954,101528,AI,"PU122 ",2019-04-04
21282955,101640,AI,"PU122 ",2019-04-04
21282956,3632,AL,"PU122 ",2019-04-04
21282957,157886,AH,"PU122 ",2019-04-04
21282958,108304,AA,"PU36W ",2019-04-08
21282959,108339,AA,"PU36W ",2019-04-08
21282960,106576,AA,"PU36W ",2019-04-07
21282961,30885,AB,"PM604 ",2019-03-13
21282962,52393,AA,"PM364 ",2019-04-10
21282963,858866,AB,"PU368 ",2019-01-08
21282964,51239,AB,"PM604 ",2019-01-08
21282965,385878,AA,"PM48F ",2019-01-10
21282966,635887,AB,"PU36H ",2019-01-14
21282967,254692,AA,"PM604 ",2018-12-10
21282968,58572,EE,"PM48E ",2018-12-08
21282969,320894,AA,"PM488 ",2018-11-25
21282970,14739,AA,"PU12D ",2018-12-19
21282971,2687567,AA,"PU12C ",2018-12-19
21282972,2697586,AA,"PU12C ",2018-12-19
21282973,165436,AG,"PU122 ",2018-12-19
21282974,165756,AG,"PU122 ",2018-12-19
21282975,39906,AA,"PM484 ",2019-02-12
21282976,39926,AA,"PM484 ",2019-02-12
21282977,68956,AE,"PU369 ",2019-02-12
21282978,58927,AA,"PU36W ",2019-02-12
21282979,58938,AA,"PU36W ",2019-02-12
21282980,58219,AA,"PU36W ",2019-02-12
21282981,110686,AE,"PU369 ",2019-03-15
21282982,112046,AE,"PU368 ",2019-03-15
21282983,2806058,AA,"PU12C ",2019-03-15
21282984,2809987,AA,"PU12C ",2019-03-15
21282985,2809988,AA,"PU12C ",2019-03-15
21282986,39072,AJ,"PU122 ",2019-03-15
21282987,38971,AJ,"PU122 ",2019-03-15
21282988,10678,AK,"PU122 ",2019-03-15
21282989,17008,AA,"PU36C ",2019-02-25
21282990,841339,AB,"PU368 ",2019-02-28
21282991,201245,AA,"PM485 ",2019-03-05
21282992,209516,AB,"PU36C ",2019-03-01
21282993,495624,AA,"PM483 ",2019-03-10
21282994,393594,AA,"PM601 ",2019-03-20
21282995,2763648,AA,"PU12C ",2019-03-20
21282996,2777313,AA,"PU12C ",2019-03-20
21282997,41386,AJ,"PU122 ",2019-03-20
21282998,94329,AI,"PU122 ",2019-03-20
21282999,152300,AH,"PU122 ",2019-03-20
21283000,1651,AA,PUZB22,2019-03-20
21283001,127992,AA,"PU36C ",2019-03-14
21283002,396567,AD,"PU369 ",2019-04-04
21283003,2828482,AA,"PU12C ",2019-04-04
21283004,15354,AK,"PU122 ",2019-04-04
21283005,101933,AI,"PU122 ",2019-04-04
21283006,157419,AH,"PU122 ",2019-04-04
21283007,46730,AJ,"PU122 ",2019-04-04
21283008,21291,AG,"PU123 ",2019-04-07
21283009,21303,AG,"PU123 ",2019-04-07
21283010,107463,AA,"PU36W ",2019-04-07
21283011,107516,AA,"PU36W ",2019-04-07
21283012,107534,AA,"PU36W ",2019-04-07
21283013,102832,AI,"PU122 ",2019-04-06
21283014,103223,AI,"PU122 ",2019-04-06
21283015,214516,AE,"PU368 ",2019-03-18
21283016,192922,AE,"PU368 ",2019-04-04
21283017,59924,AA,"PM363 ",2019-03-15
21283018,432040,AB,"PU36C ",2019-03-24
21283019,432478,AB,"PU36H ",2019-03-24
21283020,117014,AA,"PM483 ",2019-02-01
21283021,23415,AA,"PU241 ",2019-01-18
21283022,129463,AA,"PM483 ",2018-12-10
21283023,52017,AF,"PU368 ",2018-11-14
21283024,9288,QJ,"PM24P ",2018-12-13
21283025,313089,AA,"A60PM ",2022-01-01
21283026,96341,AA,"PUA24 ",2022-01-27
21283027,19957,AA,"PM607 ",2022-07-20
21283028,190090,AA,"A48PM ",2022-01-20
21283029,305580,AA,"A60PM ",2022-01-23
21283030,99947,AA,"PUB24 ",2022-02-11
21283031,21472,AA,"36PUA ",2022-02-11
21283032,136929,AA,"A48PM ",2022-02-14
21283033,32876,AA,"A48PM ",2022-02-01
21283034,38790,AA,"A60PM ",2022-02-08
21283035,193747,AA,"A36PU ",2021-12-05
21283036,244885,AA,"PP93R ",2021-12-22
21283037,503710,AA,"PM48O ",2021-11-24
21283038,115130,AH,"PU36W ",2021-12-29
21283039,169282,AG,"PU36W ",2021-12-29
21283040,15535,AJ,"PU36W ",2021-12-29
21283041,169143,AG,"PU36W ",2021-12-29
21283042,259419,AA,"PUA36 ",2022-03-20
21283043,40767,AA,"36PM4 ",2022-03-28
21283044,25455,AA,"PUC12 ",2022-03-26
21283045,123920,AA,"PM363 ",2022-03-26
21283046,150558,AA,"PM363 ",2022-03-26
21283047,305363,AA,"E48PM ",2022-03-07
21283048,418456,AA,"PM488 ",2022-03-15
21283049,139794,AA,"36PU3 ",2022-03-15
21283050,186630,AG,"PU36W ",2022-03-15
21283051,57460,AA,"36PUA ",2022-03-27
21283052,245841,AA,"A48PM ",2022-02-21
21283053,189398,AA,"F48PM ",2022-02-19
21283054,198575,AA,"A60PM ",2022-02-19
21283055,205139,AA,"A60PM ",2022-02-25
21283056,138540,AA,"36PU3 ",2022-03-06
21283057,138691,AA,"36PU3 ",2022-03-07
21283058,405591,AA,"PM483 ",2022-03-05
21283059,406177,AA,"PM483 ",2022-03-05
21283060,105597,AA,"PUA24 ",2022-03-06
21283061,40891,AA,"36PUA ",2022-03-07
21283062,40898,AA,"36PUA ",2022-03-07
21283063,146476,AH,"PU36W ",2022-03-06
21283064,86726,AI,"PU36W ",2022-03-07
21283065,241152,AA,"A48PM ",2022-02-18
21283066,96758,AI,"PU36W ",2022-03-27
21283067,187744,AG,"PU36W ",2022-03-27
21283068,13936,AK,"PU36W ",2022-03-27
21283069,198412,AF,"PU36W ",2022-03-27
21283070,209269,AA,"B60PM ",2021-12-26
21283071,116829,AA,"PU48A ",2021-12-02
21283072,131237,AA,"A48PM ",2021-11-08
21283073,160080,AG,"PU36W ",2021-12-08
21283074,190777,AF,"PU36W ",2021-12-08
21283075,1745,AK,"PU36W ",2021-12-08
21283076,348353,AA,"PM483 ",2022-01-05
21283077,117202,AH,"PU36W ",2022-01-05
21283078,66918,AI,"PU36W ",2022-01-27
21283079,66991,AI,"PU36W ",2022-01-27
21283080,70748,AA,"PMA48 ",2022-01-10
21283081,386528,AA,"PUA36 ",2022-01-24
21283082,383393,AA,"A48PM ",2022-02-01
21283083,404992,AA,"A60PM ",2022-01-15
21283084,404790,AA,"A60PM ",2022-01-15
21283085,53527,AB,"A60PM ",2022-02-01
21283086,24387,AA,"PP36A ",2022-02-11
21283087,24435,AA,"PP36A ",2022-02-11
21283088,21223,AA,"36PUA ",2022-02-11
21283089,35629,AB,"A60PM ",2022-02-07
21283090,49035,AA,"A48PM ",2021-11-27
21283091,114610,AH,"PU36W ",2021-12-29
21283092,52015,AI,"PU36W ",2021-12-29
21283093,114391,AH,"PU36W ",2021-12-29
21283094,101312,AA,"PUC24 ",2022-02-18
21283095,101358,AA,"PUC24 ",2022-02-18
21283096,394061,AA,"PM489 ",2022-02-18
21283097,24637,AA,PU001D,2022-02-02
21283098,35906,AA,"B36PU ",2022-03-01
21283099,23700,AB,"B60PM ",2022-02-28
21283100,75726,AA,"PU48H ",2022-03-28
21283101,265,AB,"PU581 ",2018-12-19
21283102,2700273,AA,"PU12C ",2018-12-19
21283103,2697826,AA,"PU12C ",2018-12-19
21283104,16724,AA,"PU36W ",2018-12-19
21283105,47228,AI,"PU122 ",2018-12-19
21283106,47014,AI,"PU122 ",2018-12-19
21283107,46863,AI,"PU122 ",2018-12-19
21283108,174104,ED,"PM48E ",2019-02-12
21283109,358899,AD,"PU369 ",2019-02-12
21283110,70097,AE,"PU368 ",2019-02-12
21283111,58242,AA,"PU36W ",2019-02-12
21283112,40176,AC,"PU36C ",2019-03-09
21283113,2799789,AA,"PU12C ",2019-03-15
21283114,151125,AE,"PU123 ",2019-03-15
21283115,91963,AI,"PU122 ",2019-03-15
21283116,92062,AI,"PU122 ",2019-03-15
21283117,10615,AK,"PU122 ",2019-03-15
21283118,10686,AK,"PU122 ",2019-03-15
21283119,297157,AA,"PM48G ",2019-02-16
21283120,443779,AB,"PU36C ",2019-03-01
21283121,9081,QK,"PM24P ",2019-02-15
21283122,393715,AA,"PM601 ",2019-03-20
21283123,393730,AA,"PM601 ",2019-03-20
21283124,85161,AA,"PM483 ",2019-03-23
21283125,80823,AA,"PM363 ",2019-03-03
21283126,349900,AA,"PM483 ",2019-03-06
21283127,141514,AE,"PU369 ",2019-04-04
21283128,396931,AD,"PU368 ",2019-04-04
21283129,2825424,AA,"PU12C ",2019-04-04
21283130,2825664,AA,"PU12C ",2019-04-04
21283131,407527,AA,"PM483 ",2022-03-05
21283132,86288,AI,"PU36W ",2022-03-07
21283133,318312,AA,"A60PM ",2022-02-05
21283134,10537,AB,"A48PM ",2022-02-05
21283135,34726,AJ,"PU36W ",2022-03-07
21283136,86473,AI,"PU36W ",2022-03-07
21283137,34928,AJ,"PU36W ",2022-03-07
21283138,86359,AI,"PU36W ",2022-03-07
21283139,58025,AA,"36PUA ",2022-03-27
21283140,58043,AA,"36PUA ",2022-03-27
21283141,59038,AA,"36PUA ",2022-03-27
21283142,58157,AA,"36PUA ",2022-03-27
21283143,56707,AA,"36PUA ",2022-03-26
21283144,57341,AA,"36PUA ",2022-03-26
21283145,55895,AA,"36PUA ",2022-03-26
21283146,348395,AA,"PM48H ",2022-01-05
21283147,151076,AA,"PUA24 ",2021-11-10
21283148,514564,AA,"PM488 ",2021-11-10
21283149,531160,AA,"PM483 ",2021-11-06
21283150,10921,AF,"PU48W ",2021-12-08
21283151,90467,AE,"PU48W ",2021-12-08
21283152,99805,AH,"PU36W ",2021-12-08
21283153,160621,AG,"PU36W ",2021-12-08
21283154,349321,AA,"PM488 ",2022-01-05
21283155,349320,AA,"PM488 ",2022-01-05
21283156,54380,AI,"PU36W ",2022-01-05
21283157,220270,AA,"A60PM ",2022-01-04
21283158,166545,AA,"PM365 ",2022-01-27
21283159,166473,AA,"PM365 ",2022-01-27
21283160,15663,AA,"PMG48 ",2022-02-04
21283161,41585,AA,"PUF48 ",2022-01-11
21283162,58277,AB,"D60PM ",2022-02-05
21283163,21888,AA,"36PUB ",2022-02-11
21283164,71366,AA,"48PMF ",2022-02-10
21283165,243923,AA,"A48PU ",2022-01-15
21283166,375063,AA,"A48PM ",2022-02-10
21283167,55492,AA,"D48PM ",2021-12-10
21283168,73926,AA,"A60PM ",2021-12-20
21283169,193588,AF,"PU36W ",2021-12-29
21283170,27294,AA,"36PUA ",2022-02-18
21283171,217193,AA,"PUA24 ",2023-07-24
21283172,711162,AA,"A60PM ",2023-08-10
21283173,2701119,AA,"PU12C ",2018-12-21
21283174,2702134,AA,"PU12C ",2018-12-21
21283175,2702312,AA,"PU12C ",2018-12-21
21283176,2703364,AA,"PU12C ",2018-12-21
21283177,110984,AH,"PU122 ",2018-12-21
21283178,110766,AH,"PU122 ",2018-12-21
21283179,49201,AI,"PU122 ",2018-12-21
21283180,110857,AH,"PU122 ",2018-12-21
21283181,111149,AH,"PU122 ",2018-12-21
21283182,77978,AA,"PM48K ",2018-12-15
21283183,107428,AA,"PM483 ",2018-12-17
21283184,95658,AF,"PU368 ",2018-11-27
21283185,737,QN,"PM24P ",2018-11-22
21283186,512888,AB,"PU36C ",2018-12-02
21283187,616940,AB,"PU36C ",2018-12-08
21283188,314351,AD,"PU368 ",2018-12-22
21283189,601964,AC,"PU367 ",2018-12-22
21283190,600296,AC,"PU368 ",2018-12-22
21283191,322541,AD,"PU368 ",2018-12-23
21283192,320296,AD,"PU368 ",2018-12-23
21283193,602846,AC,"PU369 ",2018-12-22
21283194,315418,AD,"PU368 ",2018-12-22
21283195,325969,AD,"PU368 ",2018-12-24
21283196,813657,AB,"PU368 ",2018-12-22
21283197,325127,AD,"PU368 ",2018-12-23
21283198,117287,AA,"PM484 ",2018-11-18
21283199,509038,AB,"PU36H ",2018-11-29
21283200,577050,AC,"PU369 ",2018-12-11
21283201,273601,AD,"PU369 ",2018-12-11
21283202,805830,AB,"PU368 ",2018-12-11
21283203,577745,AC,"PU368 ",2018-12-11
21283204,276045,AD,"PU368 ",2018-12-11
21283205,274900,AD,"PU367 ",2018-12-11
21283206,577191,AC,"PU368 ",2018-12-11
21283207,578983,AC,"PU368 ",2018-12-11
21283208,2667467,AA,"PU12C ",2018-12-11
21283209,161787,AG,"PU122 ",2018-12-11
21283210,42065,AI,"PU122 ",2018-12-11
21283211,101377,AH,"PU122 ",2018-12-11
