_CustomObjectKey,Name,HC_PROPOSTA__C
1360,18433151,23605249
1361,17962208,23570376
1362,17368953,21387705
1363,18026381,23569886
1364,18139286,23689939
1365,18263605,23596734
1366,18157580,23696817
1367,18945659,19852621
1368,18184948,23752481
1369,18933072,12934594
1370,18058840,23628442
1371,17638092,23615918
1372,17993964,23701413
1373,18331059,23447078
1374,18045632,23393316
1375,18672091,23599025
1376,18234895,23751145
1377,19015594,23615260
1378,18101283,23637741
1379,18101285,23681149
1380,18103384,23813793
1381,18107576,23670739
1382,18328580,23666975
1383,18332909,23824231
1384,18994257,23719930
1385,18995377,21149166
1386,18135779,23739384
1387,18250299,23722030
1388,17712104,23777554
1389,18154154,23835271
1390,18257038,23860911
1391,18492020,23696620
1392,18735082,23820708
1393,18637032,23894305
1394,18269528,23901267
1395,18264601,23912267
1396,18179397,23923244
1397,17792297,23747306
1398,18513280,23907158
1399,18303374,23784040
1400,19068363,20003377
1401,18909281,23945478
1402,17752884,23844757
1403,17941544,23845174
1404,17969483,23978218
1405,18214616,23814448
1406,18217039,23887140
1407,18328618,23834809
1408,18328619,23854661
1409,18830152,23958718
1410,18334774,23823694
1411,18242234,23922092
1412,18802768,23811828
1413,18065076,23965571
1414,18263670,23909754
1415,18621341,23921061
1416,18262907,23920489
1417,19146447,24107109
1418,18802776,23811831
1419,19240289,20180558
1420,19243178,20190216
1421,18501033,23949787
1422,18866215,24115843
1423,18513302,23945495
1424,19306683,17353013
1425,18464569,24086637
1426,18590666,24052182
1427,19325001,20277222
1428,18970742,24128333
1429,18643181,24124340
1430,19408262,24284692
1431,18860187,24106641
1432,19120095,24283558
1433,18394578,24294591
1434,19361389,20309243
1435,19361391,20309247
1436,18358665,24115002
1437,19474078,24118442
1438,18289228,24274713
1439,18192306,24324053
1440,18590009,24272093
1441,18917467,24315101
1442,19186371,24367754
1443,18450772,24373778
1444,11753324,8077987
1445,18942038,24206616
1446,19376979,24237514
1447,19417138,18266243
1448,18705006,24396970
1449,18405968,24169879
1450,18523850,24150295
1451,18238037,24426225
1452,17930624,18735271
1453,18510354,24328306
1454,18580084,24380688
1455,19050809,23869619
1456,18585121,24516229
1457,18589438,24425774
1458,19049466,24432066
1459,18332987,24487862
1460,18589506,24488143
1461,18596555,24443621
1462,19077782,24405512
1463,19541569,24457992
1464,19664016,20587953
1465,18836060,24560615
1466,18621155,24528788
1467,18858543,24463865
1468,19479109,24553652
1469,18660868,24600533
1470,19039934,24563451
1471,19757244,23646003
1472,19764354,23782486
1473,18665276,24554912
1474,19049636,24679329
1475,18683952,24625616
1476,19220705,24574177
1477,19690635,18549975
1478,19748835,20683491
1479,18838484,24681124
1480,18445733,24581658
1481,12785196,16023190
1482,19841308,20761495
1483,19848448,20781960
1484,19131872,24772217
1485,19861755,15748445
1486,18986640,24804410
1487,18986684,24804438
1488,19019692,24686041
1489,19918036,24311184
1490,19937639,20853518
1491,19091437,24873956
1492,18859790,24811579
1493,19287875,24933908
1494,18590819,24818155
1495,19143171,24955801
1496,19996482,20918097
1497,20007863,20932847
1498,20008001,20933281
1499,19834930,22331170
1500,19024676,24982752
1501,20052121,24540931
1502,19182206,24951913
1503,18504441,24898367
1504,18938342,24881020
1505,19222551,24949785
1506,18970824,25004103
1507,18982245,25123153
1508,18937855,24994156
1509,19131997,24956584
1510,19271334,25129928
1511,19586196,24942538
1512,19305826,25187776
1513,19928421,26453912
1514,20126567,21031329
1515,18607632,25053765
1516,19525174,25055576
1517,19828112,25205883
1518,20207449,23706087
1519,18696607,25168800
1520,19221226,25175139
1521,19691412,25090782
1522,19782512,20713511
1523,18756554,25196263
1524,18724894,25350131
1525,19271422,25350794
1526,20198566,21091530
1527,19132930,25209279
1528,19307452,25196350
1529,19473005,25361376
1530,18930698,25332476
1531,19183618,25426060
1532,20342601,19521944
1533,19396884,25286766
1534,19221439,25463793
1535,19233358,25479518
1536,19550115,25432538
1537,19721644,25488481
1538,20390785,21235982
1539,19462716,25426469
1540,19575412,25511733
1541,19899764,25434755
1542,19294420,25543442
1543,19319318,25546563
1544,19319326,25548485
1545,20034751,20946653
1546,15029039,15729398
1547,19762230,25574296
1548,19713793,20647440
1549,20410974,21919822
1550,20457943,21340663
1551,20203510,25441112
1552,19113836,25541873
1553,17405218,22004148
1554,19377341,25638560
1555,20427149,21323840
1556,18884475,25458769
1557,19690394,25555597
1558,20408242,25480807
1559,20520301,21408560
1560,18922396,25583957
1561,20406167,25526778
1562,20568149,21459287
1563,20543384,21292766
1564,19919998,25769275
1565,19613200,25576482
1566,19613265,25665809
1567,19917289,25669680
1568,20616487,24874154
1569,11807084,9697208
1570,18994530,25518311
1571,20604138,21492236
1572,19498525,25798571
1573,19514419,25692525
1574,19520041,25675041
1575,20623098,22258121
1576,19541815,25723296
1577,19835500,25726985
1578,20522659,25853410
1579,20641541,19056638
1580,20412703,27415292
1581,20618880,25690275
1582,19721183,25917084
1583,20620735,21958227
1584,20620717,19281768
1585,20620724,20488947
1586,19579241,25676787
1587,19744231,25781484
1588,20029766,25941375
1589,20640744,22994380
1590,19586329,25822115
1591,20316237,26033560
1592,19944146,26054893
1593,19600144,25751269
1594,19653038,25942911
1595,19678520,25928879
1596,20241766,26064747
1597,19685102,26076322
1598,19678532,26041071
1599,19837176,25974834
1600,19837178,26004550
1601,19837187,26072560
1602,19953003,25863297
1603,11797555,7342242
1604,19431015,25874882
1605,20220421,26041755
1606,20832996,21709368
1607,19987301,26097062
1608,19989600,25921377
1609,20845657,20364155
1610,20856710,21733191
1611,19721386,26152643
1612,19732797,26151819
1613,19890439,26077566
1614,20320328,26147425
1615,20562198,26137583
1616,11764551,8338647
1617,20819858,21673162
1618,17508044,18330077
1619,20886776,21751754
1620,20887076,21752644
1621,20889693,21759532
1622,20889722,21759601
1623,19787182,26101589
1624,11764105,5705450
1625,20147995,26052690
1626,20453745,25941890
1627,20930239,21811551
1628,20646996,26212658
1629,19946920,26144143
1630,20086077,26248424
1631,19786247,26112539
1632,20897100,21772948
1633,20987279,21871051
1634,19924556,26084067
1635,11759227,5849085
1636,19858223,26348127
1637,19988387,26246884
1638,20956841,22122130
1639,21037750,21921803
1640,19851012,26273801
1641,20934405,25817542
1642,19419557,26121158
1643,19691482,26231651
1644,20261107,26270566
1645,21060691,21890680
1646,19891132,26223330
1647,19912986,26271558
1648,20560384,18042666
1649,21018983,21891480
1650,21121451,21987944
1651,19920387,26523534
1652,20505790,26424233
1653,20799137,26228560
1654,20982452,26439254
1655,11808019,3235677
1656,20154384,26587351
1657,20666901,26409412
1658,21072027,21943112
1659,21167939,22035073
1660,20077198,26433512
1661,20408347,26475841
1662,20680589,26616435
1663,20688603,26523415
1664,21044367,26521850
1665,21065182,26555672
1666,21030482,18780897
1667,11775583,6894842
1668,21227093,20864828
1669,11783880,4218032
1670,19988689,26315477
1671,14860164,18510228
1672,17244214,18057123
1673,19756770,26765731
1674,20154514,26870812
1675,11764615,8908545
1676,20179032,26854458
1677,20960376,21830143
1678,11796416,3940768
1679,21309640,22120859
1680,20054031,26581250
1681,21151997,26968633
1682,21255963,24926817
1683,20214553,26991817
1684,20999088,26934282
1685,11771860,4134401
1686,19941550,26787947
1687,20085579,27079676
1688,11773000,4057529
1689,20837966,26783952
1690,20340437,26570879
1691,20554870,26695346
1692,20118556,26709088
1693,20247957,26987544
1694,20261909,27159224
1695,20395798,26735700
1696,20688912,26827630
1697,19240301,20180598
1698,20149647,27152091
1699,21095554,26875350
1700,11798223,7887114
1701,20447067,27122205
1702,20618387,27146733
1703,20174455,27127730
1704,20463728,27138938
1705,20590767,26877094
1706,11767804,2971928
1707,21389830,22221127
1708,20479901,27056826
1709,11756840,11314557
1710,19758395,26841536
1711,21553982,25814899
1712,21437107,22271913
1713,21447100,24616809
1714,20373286,27133576
1715,20506531,27128556
1716,21514132,26967217
1717,21515405,27082840
1718,18740335,19550757
1719,20681497,27176044
1720,21545275,20043579
1721,20555207,27237653
1722,21490624,21427970
1723,20412400,27217070
1724,20479981,27376577
1725,21513940,26755760
1726,20296568,27163620
1727,19778816,27415370
1728,21446925,27192334
1729,21512572,18773092
1730,21596806,22408481
1731,11750480,9188248
1732,11790245,12989275
1733,21630143,22278299
1734,21571518,22375190
1735,21437142,22272032
1736,20349199,27398726
1737,21516000,27342614
1738,21606248,25226716
1739,11799220,5043553
1740,21566947,27554136
1741,20373472,27452825
1742,20373480,27593809
1743,21729028,22501671
1744,20215358,27626939
1745,21066000,27580870
1746,21736803,22520927
1747,11778092,5748380
1748,11763387,13378847
1749,21667259,22459245
1750,20408055,27481890
1751,21247122,27484188
1752,20408438,27426803
1753,11796472,12275185
1754,20591313,27706513
1755,11809795,7848639
1756,11801289,3172613
1757,11767644,12179988
1758,20913543,27554727
1759,11759833,13460119
1760,11761648,11048424
1761,11751568,10864139
1762,20447445,27569290
1763,20447611,27496023
1764,11767527,10562601
1765,11794038,10562603
1766,11808233,10562606
1767,21786929,25017196
1768,21721977,27774556
1769,21791924,22577304
1770,21872568,22772690
1771,20478833,27747867
1772,11780008,10678068
1773,11762204,12287202
1774,11770879,12174213
1775,11774497,12152219
1776,11779425,12166620
1777,11783876,12161455
1778,11786125,12200714
1779,11794643,12196112
1780,11752795,9650776
1781,11789625,12835099
1782,11797698,13811267
1783,11804454,13792184
1784,11758619,14459672
1785,11778470,14549314
1786,11757878,11768887
1787,11787395,14799865
1788,11776640,11835846
1789,11775197,11786075
1790,11815939,11799220
1791,11754147,14806353
1792,11759291,14792979
1793,11776236,14784705
1794,11781499,14760832
1795,11805479,11926562
1796,11747936,11191817
1797,20112967,27744626
1798,20828723,27613881
1799,21202994,27880567
1800,20666863,27682914
1801,21890123,22629574
1802,20730551,27980503
1803,21973545,22692740
1804,21330307,27920293
1805,21886108,27913169
1806,21927597,27096268
1807,21927603,27096268
1808,20287511,27856648
1809,20633338,28028013
1810,21761569,28077659
1811,11754516,13151036
1812,22038912,21534971
1813,21972269,22689053
1814,22057567,22753153
1815,20646214,28163472
1816,21988875,22645326
1817,20667162,28122542
1818,20849046,28203158
1819,22182190,30389361
1820,20865582,28149163
1821,20652838,28231747
1822,22149635,22842956
1823,21998580,27964409
1824,21484785,28272760
1825,20937130,28115463
1826,22116823,22828608
1827,21872927,30070075
1828,20759658,28266605
1829,22238048,22921893
1830,20796095,28350173
1831,20946434,27975359
1832,22261308,22928891
1833,20800803,28207696
1834,21198366,28383921
1835,21200905,28366184
1836,21751619,28270355
1837,21751588,28247202
1838,20964097,28304342
1839,22337435,23001108
1840,22354884,23025668
1841,22357493,21475449
1842,21829368,27541332
1843,22401748,23055094
1844,20899969,28256538
1845,21771400,22554081
1846,22455066,23076808
1847,22329719,22980055
1848,22335457,22995380
1849,22443471,22627033
1850,21688723,28347842
1851,22383559,23035933
1852,22497482,23106338
1853,16027521,19918408
1854,22393302,23048817
1855,22403053,23058540
1856,22456783,23080615
1857,21241765,28790941
1858,22559071,23144719
1859,22567982,19403344
1860,22580299,23155679
1861,20624011,28794270
1862,22517876,23103042
1863,20369078,28336770
1864,22594165,23237045
1865,22628354,27236130
1866,22628375,30206767
1867,21064046,28857528
1868,21067106,28660644
1869,21406299,28859670
1870,21653325,28856351
1871,21304512,28870518
1872,21650236,28850421
1873,22563925,23164160
1874,21270599,28796462
1875,21481140,28651451
1876,21132143,28903754
1877,21452483,28750904
1878,21161807,28945181
1879,21178011,28801873
1880,21740671,28955136
1881,22719027,21671933
1882,22805316,26175613
1883,22734151,23375979
1884,22734557,23378110
1885,21201288,28983581
1886,21374389,28978813
1887,21568085,28869787
1888,21945053,28952769
1889,22752417,28314708
1890,22756462,28421277
1891,22750364,23407803
1892,22137630,29001587
1893,21209586,28822508
1894,21774902,28891261
1895,22608389,28858344
1896,22779593,28633634
1897,21950345,28966713
1898,21271419,29021854
1899,21603493,28852525
1900,21992756,28952455
1901,22656697,29011424
1902,21562911,28817801
1903,22771593,23331144
1904,21389438,22220024
1905,21662867,29126454
1906,20921603,28807594
1907,21886939,28995499
1908,22804543,23462506
1909,21000096,29012871
1910,21481333,28928177
1911,22519495,23128703
1912,22521540,24109454
1913,22268422,29217911
1914,22919791,23542762
1915,22920864,23546116
1916,22924907,23556929
1917,21371818,29127274
1918,21527170,29000316
1919,21562226,29212845
1920,21948741,29149255
1921,22088759,29098400
1922,22122395,29145064
1923,22709771,29246700
1924,22944252,28776534
1925,22944587,20897516
1926,21903512,2791
1927,21268623,29149680
1928,22955768,23578501
1929,21577560,29215001
1930,21775310,29177893
1931,23046491,27337470
1932,21371304,29047283
1933,21420374,29171014
1934,21411987,29200529
1935,21603697,29192693
1936,21822486,29124366
1937,21993070,29259360
1938,21443171,29041022
1939,22920627,23545498
1940,22924421,23555333
1941,22927366,23563651
1942,21841401,29265463
1943,21985646,29269068
1944,22897173,29329850
1945,23031663,23654074
1946,23042895,23671724
1947,21653407,29147683
1948,21656434,29146058
1949,20839744,29154641
1950,23068334,23671233
1951,11811712,14871397
1952,21789848,29282723
1953,21875675,29232327
1954,22850120,28833316
1955,23113063,28198561
1956,22189198,29279469
1957,21887178,29427925
1958,21522526,29265947
1959,22904226,28655544
1960,22941914,28642752
1961,21067935,29317669
1962,22132690,29264094
1963,23091541,19834023
1964,23096435,23630738
1965,23096436,23630754
1966,23118273,28693348
1967,21577786,29310837
1968,23218735,28210349
1969,18303378,23935234
1970,22613329,29577536
1971,23221542,26936078
1972,23142923,23743404
1973,23207395,28273457
1974,23231626,29226954
1975,23231627,29226971
1976,21614226,29519852
1977,21615753,29341675
1978,21822715,29414450
1979,21615991,29625649
1980,22198550,29589775
1981,21067957,29506941
1982,18759704,24347351
1983,21656773,29604121
1984,21656779,29671234
1985,22023507,29645047
1986,22493377,29448015
1987,23283147,23843352
1988,21343919,29673244
1989,21690196,29413488
1990,22046925,29573819
1991,22723088,29527638
1992,20947534,29328177
1993,22046923,29726573
1994,21711878,29722878
1995,21711895,29656308
1996,23356452,23921585
1997,23360063,23924806
1998,21710453,29750612
1999,23317231,25260483
2000,21720798,29658942
2001,21923196,29515302
2002,23316744,19778605
2003,23404635,23957477
2004,21604064,29609998
2005,21752665,29802474
2006,21923236,29657738
2007,22133850,29723818
2008,22133852,29680904
2009,22608995,29562575
2010,22822945,29836532
2011,22999481,29805314
2012,23329097,25461374
2013,23432039,29220107
2014,23439218,23978047
2015,22795975,29882692
2016,22860971,29529128
2017,23448500,23961539
2018,21792588,29640299
2019,21794814,29687948
2020,21803853,29855877
2021,21823061,29708614
2022,21976379,29849485
2023,21976790,29703770
2024,22473399,29745487
2025,22197017,29939371
2026,21999664,29753122
2027,22680723,29953825
2028,23318420,31592040
2029,22506475,29600096
2030,23405239,23959434
2031,21937731,29776683
2032,22024622,29898357
2033,22506638,29763488
2034,23323334,20259296
2035,21887629,29982308
2036,21887632,30035340
2037,17972969,18772412
2038,23170050,29913154
2039,23474496,24026567
2040,23585098,24092523
2041,23601145,24098842
2042,23193197,29736841
2043,23211075,30117357
2044,23070695,18550119
2045,23665015,24137206
2046,23571823,23997350
2047,21651582,30179376
2048,22170130,30010366
2049,22170147,30184708
2050,22832623,29883063
2051,23215585,30239805
2052,23272085,30263773
2053,23529332,30052742
2054,23686189,31821450
2055,22324677,29785652
2056,21782814,30283556
2057,21955132,30258912
2058,21962759,30278955
2059,22359828,29881472
2060,21976162,30233450
2061,21993697,29939131
2062,21993811,30199967
2063,22197048,30040542
2064,22438518,30278827
2065,22473818,30313584
2066,22672119,30196822
2067,23683345,21046587
2068,23783704,24222057
2069,22024839,30129219
2070,22024852,30198973
2071,22209805,30353814
2072,22244871,29976424
2073,21404865,29858785
2074,21741753,30081462
2075,19126146,20063298
2076,22045366,30052311
2077,21999952,30410195
2078,22891841,30311692
2079,22089440,30434509
2080,22770116,30411890
2081,23943838,24326920
2082,22089464,30256028
2083,22189682,30500508
2084,23872928,22524268
2085,22823513,30443122
2086,22409674,30460738
2087,22089490,30262397
2088,22170276,30374119
2089,22179218,30457701
2090,22180807,30305536
2091,24041879,24050561
2092,22438690,30398895
2093,23315700,30434407
2094,23560707,30321774
2095,22897677,30508653
2096,22897678,30511262
2097,23111126,30537732
2098,23960535,20662717
2099,24015113,164550
2100,24099988,24439399
2101,24132654,24449481
2102,22321895,30628516
2103,22322006,30587336
2104,22583636,30615662
2105,24117266,25750223
2106,22373602,30560732
2107,22818741,30669930
2108,23016545,30641609
2109,24202366,31158092
2110,22415547,30674658
2111,23641897,23463016
2112,23641900,23463019
2113,22122572,30643278
2114,22193934,30639905
2115,22435735,30681603
2116,24067224,30570545
2117,24067227,30692553
2118,23817109,9210953
2119,22424162,30700246
2120,22432515,30698834
2121,23807117,30702365
2122,22655838,30659343
2123,23555224,30643116
2124,23555225,30643130
2125,22894304,30732167
2126,23113548,30578637
2127,24192303,24505212
2128,24271382,24553539
2129,22004093,30559367
2130,22424336,30564367
2131,22708147,30596208
2132,23132731,30716180
2133,23909739,30583039
2134,21829229,30531869
2135,22405462,30735651
2136,22556039,30808354
2137,21995986,25001519
2138,21995991,25001535
2139,24345780,24615546
2140,24347155,24619758
2141,22584083,30640177
2142,23214101,30673220
2143,24201760,30842365
2144,24261799,24547303
2145,24261845,24547446
2146,24373317,24629372
2147,23441306,30704609
2148,24402181,24658800
2149,23628482,26168308
2150,24456799,32503062
2151,24458139,29371970
2152,24264609,30964656
2153,24404010,28879514
2154,24539106,25354360
2155,22655847,30857584
2156,22667512,30799018
2157,22667632,30988021
2158,23084904,30751745
2159,24103780,30800352
2160,24394895,24640137
2161,24401509,24656656
2162,21914725,29825186
2163,24502286,30886636
2164,24222791,24517608
2165,24498804,24734144
2166,24230677,24521903
2167,22706492,31027784
2168,22708168,30938031
2169,24151806,30844352
2170,24522650,29660399
2171,18489142,23332311
2172,24000152,24357483
2173,22177004,31078880
2174,23981595,31132773
2175,23488132,30954317
2176,21443597,29861615
2177,24676027,25884170
2178,24665361,24833176
2179,24661271,33380434
2180,24683075,31044875
2181,23062702,31172879
2182,24585454,24777953
2183,22714272,31133635
2184,24702937,30866611
2185,24709928,24867062
2186,24709930,24867064
2187,24301864,31078357
2188,24303735,31054314
2189,23392273,25779619
2190,24654721,24485874
2191,24679955,22596529
2192,22039864,31114224
2193,24357985,31313812
2194,23383965,31116988
2195,24388026,31328828
2196,24804388,24942653
2197,24718076,24883441
2198,24745161,26275215
2199,24745168,27689354
2200,22829258,31360009
2201,24062165,31348376
2202,24878371,25008734
2203,24878797,25009958
2204,24879031,25010580
2205,24879690,25012620
2206,24880998,24904658
2207,22793065,31415152
2208,23266594,31433227
2209,24058711,31415102
2210,24249695,31463975
2211,24892356,30521579
2212,24893159,31202388
2213,24896014,31302854
2214,22864946,31107961
2215,23048022,31400146
2216,24423944,31461010
2217,23055851,31346260
2218,23268061,31412123
2219,24921493,26108548
2220,23062950,31433698
2221,23510123,31500861
2222,24942613,30337158
2223,24809990,31328008
2224,23681640,31500320
2225,23000493,31569021
2226,24630795,31638321
2227,24953928,26514574
2228,25052534,25130151
2229,23676707,31501168
2230,22888331,31404288
2231,23048110,31271254
2232,25067918,25136146
2233,23221840,31705895
2234,24009023,31640919
2235,19819304,25884233
2236,24992151,25105141
2237,24724905,24875237
2238,23171151,31750412
2239,23215039,31705002
2240,22996218,31448752
2241,24511328,31655020
2242,25194585,30328386
2243,22969196,31699207
2244,25208733,31385289
2245,25078933,25163135
2246,24761726,31522693
2247,25245602,31437119
2248,24788382,33427802
2249,25046284,31858760
2250,25268935,29785433
2251,25271233,31400009
2252,23328028,31890618
2253,23329999,31581208
2254,23876339,31578600
2255,24811961,31625950
2256,25187144,19745043
2257,25092218,30799620
2258,23622883,31967646
2259,25342330,25335822
2260,25342331,25335823
2261,23823055,31723628
2262,23926586,32007826
2263,24377036,31969039
2264,25375684,25355509
2265,23656345,31972751
2266,25176293,31721685
2267,23007812,31477174
2268,20828684,22057448
2269,23428481,32069280
2270,23688342,31968880
2271,25303552,25321165
2272,23443009,32032712
2273,23481272,31823154
2274,24793516,32101470
2275,23168253,31703353
2276,25376688,25320811
2277,25572500,28483182
2278,25515426,17309608
2279,23489492,31813739
2280,25520579,30901823
2281,24320259,31286805
2282,25428017,25435419
2283,23525332,31784269
2284,23525392,32141852
2285,24542557,31981469
2286,24579703,32003980
2287,25447680,25325789
2288,23495822,32189243
2289,23566258,32104930
2290,24761916,32186859
2291,25045929,32193333
2292,23579562,32096550
2293,24112249,32197675
2294,24119142,32157269
2295,24321447,32196823
2296,24321481,32206510
2297,24808321,32218048
2298,25103738,32232274
2299,25541785,27363420
2300,23498548,32242665
2301,25402391,32239497
2302,23549281,32263949
2303,25617752,25501879
2304,23620093,32267061
2305,24637039,31877136
2306,23657948,32252524
2307,24428577,32308396
2308,25558489,25470243
2309,24894181,32232515
2310,25681693,25548532
2311,23580247,32339814
2312,23746698,32265593
2313,23746699,32265594
2314,25502637,25422168
2315,25602082,25489048
2316,23526018,32365430
2317,23739073,32354248
2318,25550667,32357437
2319,23730721,32303402
2320,23731196,32373856
2321,23749057,32117549
2322,24226637,32357448
2323,23749333,32286606
2324,23749712,32196334
2325,23775198,32392652
2326,25269075,32390688
2327,25774424,29911852
2328,25642473,21188528
2329,23005869,32272308
2330,24974515,32402631
2331,25779764,29838747
2332,24348385,26161270
2333,22970529,32319824
2334,24431777,32300160
2335,25791165,31566994
2336,25668831,21573221
2337,23800303,32429760
2338,23799883,32446353
2339,23822729,32351596
2340,23822851,32221341
2341,24081935,32421632
2342,25003495,32295636
2343,25830188,25786368
2344,25729749,25554086
2345,25764039,32293969
2346,25812223,25649801
2347,22913506,32211336
2348,23567176,32175477
2349,23624460,32446586
2350,23834191,32301166
2351,23838032,32195503
2352,23838168,32422711
2353,23878720,32320475
2354,24106043,32317331
2355,24303633,32273073
2356,24322801,32349647
2357,24782430,32418533
2358,25060054,32259622
2359,25081982,32487917
2360,25765620,30750702
2361,23899283,32499180
2362,25856980,25682060
2363,24154041,32274641
2364,25788438,32356803
2365,25871437,23428738
2366,23174489,32419567
2367,23731199,32430801
2368,25885869,25697974
2369,25907402,25716442
2370,24422551,32463439
2371,23108810,32217481
2372,23615746,32251080
2373,24034577,32248776
2374,24218537,32248831
2375,25940895,29080057
2376,25226131,25266807
2377,25678955,25539221
2378,21916464,22596690
2379,21916469,22596690
2380,25944023,25724920
2381,25854107,25557117
2382,24025687,32583884
2383,24204506,32569732
2384,25974817,25763382
2385,25976307,25767112
2386,25982254,25780055
2387,24034611,32444974
2388,24458148,32502331
2389,17406104,21950088
2390,25999200,25798706
2391,25679523,25541293
2392,24732022,32559726
2393,26023006,32189473
2394,26058130,32196851
2395,26040868,25765852
2396,26048516,25835105
2397,25327402,32639428
2398,26081867,32373434
2399,24218692,32365027
2400,24120860,32510499
2401,24323191,32523923
2402,24791129,32611047
2403,25981990,25779294
2404,24110501,32571224
2405,11803890,6036308
2406,11767502,5431163
2407,11815028,7532823
2408,21681264,22475502
2409,11779094,8566021
2410,26626478,26274178
2411,26626496,26274225
2412,23824329,32993752
2413,11794873,7856552
2414,11749469,6243254
2415,11806642,8480272
2416,26819714,26470224
2417,24889195,33535165
2418,26845857,26489369
2419,24130327,33631048
2420,11815684,6684720
2421,26059448,33438287
2422,25025581,33632467
2423,11788788,9686403
2424,27143924,26826679
2425,11775560,7252595
2426,25133447,33919843
2427,11750389,4119961
2428,11751902,7491087
2429,25327501,33989726
2430,11796207,10130184
2431,11769507,9589354
2432,27458973,35641121
2433,11788808,6866389
2434,11770908,11380267
2435,11773498,8088175
2436,11815575,10287952
2437,25609669,34257995
2438,25770056,34221849
2439,25739177,34365013
2440,26532371,34368567
2441,27897609,27496371
2442,11762164,11898410
2443,11764660,12083509
2444,11807838,4259373
2445,25036542,34319716
2446,28428996,34109824
2447,11766491,10255710
2448,11768924,13653200
2449,11771330,8289745
2450,11761663,13208644
2451,11780318,13646683
2452,11747858,11379883
2453,28936078,28270084
2454,26267757,34860524
2455,11772810,14255405
2456,11762899,11535524
2457,11811328,12898802
2458,11814373,14488476
2459,26590016,34995480
2460,11807699,6841941
2461,29317864,23225687
2462,41420457,35240388
2463,33287725,32601196
2464,45322648,43718525
2465,46210219,45182061
2466,25052085,25128950
2467,24390303,32706445
2468,24441572,32792121
2469,26143259,21501296
2470,26065462,25852999
2471,26031255,25874019
2472,24631846,32640579
2473,25484863,32730190
2474,26108837,25873468
2475,26120931,32603906
2476,26177600,25936787
2477,25156763,32682820
2478,24176214,32648113
2479,26029543,22833100
2480,24685736,32761717
2481,25105100,32560101
2482,24215842,32800966
2483,24218580,32717690
2484,11750406,8873161
2485,11749774,8580004
2486,27185599,26814050
2487,27187795,26897651
2488,27185601,26814052
2489,27185607,26814058
2490,11759670,6250989
2491,25534934,33426425
2492,26468160,32866514
2493,24917186,33630749
2494,24892637,33661910
2495,11801958,5386803
2496,26371102,26087444
2497,24245246,33673086
2498,24073814,32958687
2499,26508329,33510315
2500,24854526,33511397
2501,25737899,33618987
