_CustomObjectKey,ID,HC_SITUACAO__C
500,a0o6g000005VvevAAC,Finalizado - Fim de plano
501,a0o6g000005VfdMAAS,Finalizado - Fim de plano
502,a0o6g000005VfgaAAC,Finalizado - Fim de plano
503,a0o6g000005VFggAAG,Ativo
504,a0o6g000005VXZgAAO,Finalizado - Fim de plano
505,a0o6g000005VGjTAAW,Finalizado - Fim de plano
506,a0o6g000005VgjzAAC,Ativo
507,a0o6g000005VW2iAAG,Ativo
508,a0o6g000005VY1AAAW,Ativo
509,a0o6g000005UKfgAAG,Finalizado - Fim de plano
510,a0o6g000005VgL3AAK,Finalizado - Fim de plano
511,a0o6g000005VGMIAA4,Finalizado - Fim de plano
512,a0o6g000005VgnGAAS,Ativo
513,a0o6g000005VHhNAAW,Ativo
514,a0o6g000005VlO7AAK,Finalizado - Fim de plano
515,a0o6g000005Vj6vAAC,Finalizado - Fim de plano
516,a0o6g000005VSHSAA4,Finalizado - Fim de plano
517,a0o6g000005VsleAAC,Finalizado - Fim de plano
518,a0o6g000005VTfbAAG,Finalizado - Fim de plano
519,a0o6g000005VSrHAAW,Finalizado - Fim de plano
520,a0o6g000005VlI6AAK,Finalizado - Fim de plano
521,a0o6g000005VlI3AAK,Finalizado - Fim de plano
522,a0o6g000005VLIbAAO,Finalizado - Fim de plano
523,a0o6g000005VLpDAAW,Finalizado - Fim de plano
524,a0o6g000005VTdtAAG,Finalizado - Fim de plano
525,a0o6g000004s6IhAAI,Finalizado - Fim de plano
526,a0o6g000004rke7AAA,Finalizado - Fim de plano
527,a0o6g000004rKgqAAE,Finalizado - Fim de plano
528,a0o6g000004s6QGAAY,Finalizado - Fim de plano
529,a0o6g000004s6QPAAY,Finalizado - Fim de plano
530,a0o6g000004s6NFAAY,Finalizado - Fim de plano
531,a0o6g000004pvGjAAI,Finalizado - Fim de plano
532,a0o6g000004pVCJAA2,Ativo
533,a0o6g000004pdR9AAI,Finalizado - Fim de plano
534,a0o6g000004pdPuAAI,Finalizado - Fim de plano
535,a0o6g000004pxVgAAI,Finalizado - Fim de plano
536,a0o6g000004pxUfAAI,Finalizado - Fim de plano
537,a0o6g000004pE38AAE,Finalizado - Fim de plano
538,a0o6g000004pxWOAAY,Finalizado - Fim de plano
539,a0o6g000004q11uAAA,Finalizado - Fim de plano
540,a0o6g000004pxwOAAQ,Ativo
541,a0o6g000004pXWRAA2,Finalizado - Fim de plano
542,a0o6g000004pe67AAA,Ativo
543,a0o6g000004pe9NAAQ,Ativo
544,a0o6g000004pXuFAAU,Ativo
545,a0o6g000004pXXQAA2,Finalizado - Fim de plano
546,a0o6g000004pXZ3AAM,Finalizado - Fim de plano
547,a0o6g000004pxzAAAQ,Finalizado - Fim de plano
548,a0o6g000004pEChAAM,Finalizado - Fim de plano
549,a0o6g000004peCkAAI,Finalizado - Fim de plano
550,a0o6g000004q125AAA,Finalizado - Fim de plano
551,a0o6g000004pe9TAAQ,Ativo
552,a0o6g000004pXxRAAU,Ativo
553,a0o6g000004pxXWAAY,Finalizado - Fim de plano
554,a0o6g000004pEb1AAE,Finalizado - Cancelado
555,a0o6g000004p4J7AAI,Finalizado - Fim de plano
556,a0o6g000004pecrAAA,Finalizado - Fim de plano
557,a0o6g000004peaWAAQ,Finalizado - Fim de plano
558,a0o6g000004pECLAA2,Ativo
559,a0o6g000004pJHnAAM,Finalizado - Fim de plano
560,a0o6g000004p4JDAAY,Finalizado - Fim de plano
561,a0o6g000004pedmAAA,Finalizado - Fim de plano
562,a0o6g000004pNmMAAU,Finalizado - Fim de plano
563,a0o6g000004pnNtAAI,Finalizado - Fim de plano
564,a0o6g000004pnnVAAQ,Finalizado - Fim de plano
565,a0o6g000004pJMHAA2,Finalizado - Fim de plano
566,a0o6g000005Uef6AAC,Finalizado - Fim de plano
567,a0o6g000005UeJ3AAK,Finalizado - Fim de plano
568,a0o6g000005UEHUAA4,Ativo
569,a0o6g000005ZF84AAG,Finalizado - Fim de plano
570,a0o6g000004q3m0AAA,Finalizado - Fim de plano
571,a0o6g000004q3M8AAI,Ativo
572,a0o6g000005UeIKAA0,Finalizado - Fim de plano
573,a0o6g000005UHEjAAO,Finalizado - Fim de plano
574,a0o6g000005Zfo9AAC,Ativo
575,a0o6g000005ZfRpAAK,Finalizado - Fim de plano
576,a0o6g000005UA7tAAG,Finalizado - Fim de plano
577,a0o6g000004q3XdAAI,Finalizado - Fim de plano
578,a0o6g000004q3WLAAY,Ativo
579,a0o6g000005ZiczAAC,Finalizado - Fim de plano
580,a0o6g000004q3G4AAI,Finalizado - Fim de plano
581,a0o6g000005ZieEAAS,Finalizado - Fim de plano
582,a0o6g000005ZIfUAAW,Ativo
583,a0o6g000005ZIeFAAW,Finalizado - Fim de plano
584,a0o6g000004q6EeAAI,Finalizado - Fim de plano
585,a0o6g000004qzSHAAY,Finalizado - Fim de plano
586,a0o6g000004qzvWAAQ,Finalizado - Fim de plano
587,a0o6g000004q6aPAAQ,Finalizado - Fim de plano
588,a0o6g000004qzYBAAY,Ativo
589,a0o6g000004qZycAAE,Finalizado - Fim de plano
590,a0o6g000004qZB3AAM,Finalizado - Fim de plano
591,a0o6g000004q6arAAA,Finalizado - Fim de plano
592,a0o6g000004q6ETAAY,Finalizado - Fim de plano
593,a0o6g000004qZXcAAM,Finalizado - Fim de plano
594,a0o6g000004qzB3AAI,Finalizado - Fim de plano
595,a0o6g000004q6ezAAA,Finalizado - Fim de plano
596,a0o6g000004qzYCAAY,Finalizado - Fim de plano
597,a0o6g000004q6iIAAQ,Finalizado - Fim de plano
598,a0o6g000004pxI9AAI,Finalizado - Fim de plano
599,a0o6g000004pSYSAA2,Finalizado - Fim de plano
600,a0o6g000004pXgaAAE,Finalizado - Fim de plano
601,a0o6g000005a9YSAAY,Finalizado - Fim de plano
602,a0o6g000005a9j5AAA,Finalizado - Fim de plano
603,a0o6g000005aapcAAA,Finalizado - Fim de plano
604,a0o6g000005a9DtAAI,Ativo
605,a0o6g000005a40vAAA,Ativo
606,a0o6g000005a9jcAAA,Finalizado - Fim de plano
607,a0o6g000005a5G7AAI,Finalizado - Fim de plano
608,a0o6g000004rYBHAA2,Finalizado - Fim de plano
609,a0o6g000004ry8MAAQ,Ativo
610,a0o6g000004s3hKAAQ,Finalizado - Fim de plano
611,a0o6g000004rYaRAAU,Finalizado - Fim de plano
612,a0o6g000004s3IFAAY,Finalizado - Fim de plano
613,a0o6g000004s3JJAAY,Finalizado - Fim de plano
614,a0o6g000004rYBLAA2,Finalizado - Fim de plano
615,a0o6g000004s5uGAAQ,Finalizado - Fim de plano
616,a0o6g000004ryeOAAQ,Finalizado - Fim de plano
617,a0o6g000004rybUAAQ,Finalizado - Fim de plano
618,a0o6g000004rAQ1AAM,Finalizado - Fim de plano
619,a0o6g000004rYHEAA2,Finalizado - Fim de plano
620,a0o6g000004s3HwAAI,Finalizado - Fim de plano
621,a0o6g000004s3hWAAQ,Finalizado - Fim de plano
622,a0o6g000004s3jOAAQ,Finalizado - Fim de plano
623,a0o6g000004qBvsAAE,Finalizado - Fim de plano
624,a0o6g000004s3hQAAQ,Finalizado - Fim de plano
625,a0o6g000004s3j9AAA,Finalizado - Fim de plano
626,a0o6g000005aQWjAAM,Finalizado - Fim de plano
627,a0o6g000005aQwvAAE,Finalizado - Fim de plano
628,a0o6g000004rarBAAQ,Ativo
629,a0o6g000005aSlqAAE,Finalizado - Fim de plano
630,a0o6g000005aSN4AAM,Finalizado - Fim de plano
631,a0o6g000004rArhAAE,Finalizado - Fim de plano
632,a0o6g000004pswcAAA,Em processo de finalização
633,a0o6g000004pu67AAA,Finalizado - Fim de plano
634,a0o6g000004pxIAAAY,Finalizado - Fim de plano
635,a0o6g000004pjA5AAI,Ativo
636,a0o6g000004pT7EAAU,Finalizado - Fim de plano
637,a0o6g000004pu6TAAQ,Finalizado - Fim de plano
638,a0o6g000004pxG8AAI,Finalizado - Fim de plano
639,a0o6g000004pXI5AAM,Finalizado - Fim de plano
640,a0o6g000004pxiAAAQ,Finalizado - Fim de plano
641,a0o6g000004pxIrAAI,Finalizado - Fim de plano
642,a0o6g000004pXNwAAM,Finalizado - Fim de plano
643,a0o6g000004pXnQAAU,Ativo
644,a0o6g000004pxnsAAA,Finalizado - Fim de plano
645,a0o6g000004pxNyAAI,Finalizado - Fim de plano
646,a0o6g000004pjhHAAQ,Finalizado - Fim de plano
647,a0o6g000004pJFiAAM,Finalizado - Fim de plano
648,a0o6g000005WIdxAAG,Finalizado - Fim de plano
649,a0o6g000005WITSAA4,Finalizado - Fim de plano
650,a0o6g000005WiV0AAK,Finalizado - Fim de plano
651,a0o6g000005VRlQAAW,Finalizado - Fim de plano
652,a0o6g000005VRQMAA4,Finalizado - Fim de plano
653,a0o6g000005VrsvAAC,Finalizado - Fim de plano
654,a0o6g000005YmHUAA0,Finalizado - Fim de plano
655,a0o6g000005YnNSAA0,Ativo
656,a0o6g000005VSuAAAW,Finalizado - Fim de plano
657,a0o6g000005YNowAAG,Finalizado - Fim de plano
658,a0o6g000005VrSYAA0,Ativo
659,a0o6g000005YNtSAAW,Ativo
660,a0o6g000005VSYUAA4,Finalizado - Fim de plano
661,a0o6g000005VSz2AAG,Finalizado - Fim de plano
662,a0o6g000005VSYWAA4,Finalizado - Fim de plano
663,a0o6g000005VsxRAAS,Finalizado - Fim de plano
664,a0o6g000005VT7tAAG,Finalizado - Fim de plano
665,a0o6g000005Vt6VAAS,Ativo
666,a0o6g000005YnrhAAC,Ativo
667,a0o6g000005VTbkAAG,Finalizado - Fim de plano
668,a0o6g000005VS97AAG,Finalizado - Fim de plano
669,a0o6g000005YUdnAAG,Finalizado - Fim de plano
670,a0o6g000005YuHlAAK,Ativo
671,a0o6g000005VT7VAAW,Finalizado - Fim de plano
672,a0o6g000004q0AAAAY,Finalizado - Fim de plano
673,a0o6g000004q0cBAAQ,Finalizado - Fim de plano
674,a0o6g000004q0d1AAA,Finalizado - Fim de plano
675,a0o6g000004q0fSAAQ,Finalizado - Fim de plano
676,a0o6g000004q0AEAAY,Finalizado - Fim de plano
677,a0o6g000004q0AMAAY,Finalizado - Fim de plano
678,a0o6g000004q0AKAAY,Finalizado - Fim de plano
679,a0o6g000004q0B4AAI,Finalizado - Fim de plano
680,a0o6g000004q0crAAA,Finalizado - Fim de plano
681,a0o6g000005Wdr4AAC,Finalizado - Fim de plano
682,a0o6g000004q0DVAAY,Finalizado - Fim de plano
683,a0o6g000005XD0iAAG,Finalizado - Fim de plano
684,a0o6g000005YMxkAAG,Finalizado - Fim de plano
685,a0o6g000005XCdYAAW,Finalizado - Fim de plano
686,a0o6g000005Yn9PAAS,Finalizado - Fim de plano
687,a0o6g000005XcSEAA0,Ativo
688,a0o6g000005XCSfAAO,Finalizado - Fim de plano
689,a0o6g000005a5gDAAQ,Finalizado - Fim de plano
690,a0o6g000005a5bQAAQ,Finalizado - Fim de plano
691,a0o6g000005a9e1AAA,Finalizado - Fim de plano
692,a0o6g000005aAo4AAE,Ativo
693,a0o6g000005aaPFAAY,Ativo
694,a0o6g000005a7eUAAQ,Finalizado - Fim de plano
695,a0o6g000005a5dcAAA,Finalizado - Fim de plano
696,a0o6g000005aaVFAAY,Ativo
697,a0o6g000005a7aKAAQ,Ativo
698,a0o6g000005a7BzAAI,Finalizado - Fim de plano
699,a0o6g000005aaqLAAQ,Ativo
700,a0o6g000005a7HiAAI,Finalizado - Fim de plano
701,a0o6g000005aarOAAQ,Finalizado - Fim de plano
702,a0o6g000005ZXdSAAW,Ativo
703,a0o6g000005ZXCKAA4,Ativo
704,a0o6g000005aJHQAA2,Ativo
705,a0o6g000005aAtCAAU,Ativo
706,a0o6g000005aJGOAA2,Ativo
707,a0o6g000005aJHIAA2,Finalizado - Fim de plano
708,a0o6g000005aavbAAA,Finalizado - Fim de plano
709,a0o6g000005aaWRAAY,Finalizado - Fim de plano
710,a0o6g000005aBd3AAE,Ativo
711,a0o6g000005aJhvAAE,Finalizado - Fim de plano
712,a0o6g000005ZXk3AAG,Ativo
713,a0o6g000005ULirAAG,Finalizado - Fim de plano
714,a0o6g000004raRGAAY,Finalizado - Fim de plano
715,a0o6g000004raW1AAI,Finalizado - Fim de plano
716,a0o6g000004rAYKAA2,Finalizado - Fim de plano
717,a0o6g000005UPFYAA4,Finalizado - Fim de plano
718,a0o6g000005aSKYAA2,Finalizado - Fim de plano
719,a0o6g000005UPhXAAW,Finalizado - Fim de plano
720,a0o6g000004rAYOAA2,Finalizado - Fim de plano
721,a0o6g000004rB0BAAU,Finalizado - Fim de plano
722,a0o6g000005Upy0AAC,Finalizado - Fim de plano
723,a0o6g000005UPycAAG,Finalizado - Fim de plano
724,a0o6g000005UpczAAC,Finalizado - Fim de plano
725,a0o6g000004rkx8AAA,Finalizado - Fim de plano
726,a0o6g000004s5LvAAI,Finalizado - Fim de plano
727,a0o6g000005UPZFAA4,Finalizado - Fim de plano
728,a0o6g000005Upy8AAC,Finalizado - Fim de plano
729,a0o6g000005UPDoAAO,Finalizado - Fim de plano
730,a0o6g000005UpfvAAC,Finalizado - Fim de plano
731,a0o6g000004s6PWAAY,Finalizado - Fim de plano
732,a0o6g000004rKE8AAM,Ativo
733,a0o6g000004s6QLAAY,Finalizado - Fim de plano
734,a0o6g000005WiyHAAS,Finalizado - Fim de plano
735,a0o6g000005WIIzAAO,Finalizado - Fim de plano
736,a0o6g000005WIxHAAW,Finalizado - Fim de plano
737,a0o6g000005WIykAAG,Finalizado - Fim de plano
738,a0o6g000005Wj0PAAS,Finalizado - Fim de plano
739,a0o6g000005WJ0sAAG,Ativo
740,a0o6g000005VrlPAAS,Ativo
741,a0o6g000005VRo5AAG,Finalizado - Fim de plano
742,a0o6g000005VrqNAAS,Finalizado - Fim de plano
743,a0o6g000005Vro0AAC,Ativo
744,a0o6g000005VrroAAC,Finalizado - Fim de plano
745,a0o6g000005VRrSAAW,Finalizado - Fim de plano
746,a0o6g000005VsRnAAK,Finalizado - Fim de plano
747,a0o6g000005YnSrAAK,Finalizado - Fim de plano
748,a0o6g000005YNuWAAW,Ativo
749,a0o6g000005YugDAAS,Finalizado - Fim de plano
750,a0o6g000005VT2VAAW,Finalizado - Fim de plano
751,a0o6g000005VsUbAAK,Ativo
752,a0o6g000005VswkAAC,Ativo
753,a0o6g000005YMKbAAO,Ativo
754,a0o6g000005Vt77AAC,Ativo
755,a0o6g000005VtDaAAK,Ativo
756,a0o6g000005Vs9iAAC,Ativo
757,a0o6g000005Vt5mAAC,Ativo
758,a0o6g000005VT2wAAG,Finalizado - Fim de plano
759,a0o6g000005VTBOAA4,Finalizado - Fim de plano
760,a0o6g000005aM39AAE,Finalizado - Fim de plano
761,a0o6g000005aM3RAAU,Finalizado - Fim de plano
762,a0o6g00000HBKw3AAH,Finalizado - Fim de plano
763,a0o6g000004q0aqAAA,Finalizado - Fim de plano
764,a0o6g000004q0BKAAY,Finalizado - Fim de plano
765,a0o6g000004q2bfAAA,Ativo
766,a0o6g000005WDqZAAW,Ativo
767,a0o6g000005WDrAAAW,Finalizado - Fim de plano
768,a0o6g000004q0FcAAI,Finalizado - Fim de plano
769,a0o6g000004q0g3AAA,Ativo
770,a0o6g000005UTP4AAO,Finalizado - Fim de plano
771,a0o6g000005USpfAAG,Ativo
772,a0o6g000005UtQJAA0,Finalizado - Fim de plano
773,a0o6g000005UTrMAAW,Finalizado - Fim de plano
774,a0o6g000005UTu2AAG,Finalizado - Fim de plano
775,a0o6g000003uchTAAQ,Ativo
776,a0o6g000004p3UOAAY,Finalizado - Antecipado total
777,a0o6g000004qr2gAAA,Finalizado - Fim de plano
778,a0o6g000005VNXsAAO,Ativo
779,a0o6g000005VccoAAC,Finalizado - Fim de plano
780,a0o6g000005VN90AAG,Finalizado - Fim de plano
781,a0o6g000004qr4PAAQ,Finalizado - Fim de plano
782,a0o6g000004qR1GAAU,Finalizado - Fim de plano
783,a0o6g000005Vf5ZAAS,Finalizado - Fim de plano
784,a0o6g000004qR2DAAU,Finalizado - Fim de plano
785,a0o6g000004qr4EAAQ,Finalizado - Fim de plano
786,a0o6g000004qr4iAAA,Finalizado - Fim de plano
787,a0o6g000005UabXAAS,Finalizado - Fim de plano
788,a0o6g000005UaabAAC,Finalizado - Fim de plano
789,a0o6g000005VN9jAAG,Finalizado - Fim de plano
790,a0o6g000005Ua1mAAC,Finalizado - Fim de plano
791,a0o6g000005VVI5AAO,Ativo
792,a0o6g000005VCFDAA4,Ativo
793,a0o6g000005VF2YAAW,Ativo
794,a0o6g000005VCfCAAW,Ativo
795,a0o6g000005VFCHAA4,Finalizado - Fim de plano
796,a0o6g000005VfAuAAK,Ativo
797,a0o6g000005VVoCAAW,Ativo
798,a0o6g000005UaaFAAS,Ativo
799,a0o6g000005VVeSAAW,Finalizado - Fim de plano
800,a0o6g000005VVQNAA4,Finalizado - Fim de plano
801,a0o6g000005VoreAAC,Ativo
802,a0o6g000005VOrGAAW,Ativo
803,a0o6g000005VqCpAAK,Finalizado - Cancelado
804,a0o6g000005VoKzAAK,Finalizado - Fim de plano
805,a0o6g000005WJqMAAW,Ativo
806,a0o6g000005aSoCAAU,Ativo
807,a0o6g000004rKyEAAU,Finalizado - Fim de plano
808,a0o6g000005aSQSAA2,Finalizado - Fim de plano
809,a0o6g000004rAW2AAM,Finalizado - Fim de plano
810,a0o6g000005UPy3AAG,Finalizado - Fim de plano
811,a0o6g000004s5w0AAA,Finalizado - Fim de plano
812,a0o6g000004s5YIAAY,Finalizado - Fim de plano
813,a0o6g000004s5FyAAI,Finalizado - Fim de plano
814,a0o6g000004s6NuAAI,Finalizado - Fim de plano
815,a0o6g000004rAymAAE,Finalizado - Fim de plano
816,a0o6g000004rl03AAA,Finalizado - Fim de plano
817,a0o6g000004s6QrAAI,Finalizado - Fim de plano
818,a0o6g000004rKHvAAM,Finalizado - Fim de plano
819,a0o6g000005Ut5oAAC,Ativo
820,a0o6g000005UTaOAAW,Finalizado - Fim de plano
821,a0o6g000004pVCGAA2,Ativo
822,a0o6g000004pE0yAAE,Finalizado - Fim de plano
823,a0o6g000004pDL9AAM,Finalizado - Antecipado total
824,a0o6g000004pdMDAAY,Finalizado - Fim de plano
825,a0o6g000004pDyOAAU,Ativo
826,a0o6g000004pe3CAAQ,Ativo
827,a0o6g000004pXuDAAU,Finalizado - Fim de plano
828,a0o6g000004pxwRAAQ,Ativo
829,a0o6g000004pECvAAM,Ativo
830,a0o6g000004pe0YAAQ,Ativo
831,a0o6g000004pe16AAA,Ativo
832,a0o6g000004pE3tAAE,Finalizado - Fim de plano
833,a0o6g000004pe2ZAAQ,Finalizado - Fim de plano
834,a0o6g000004pE3TAAU,Finalizado - Fim de plano
835,a0o6g000004pe3kAAA,Ativo
836,a0o6g000004pE6HAAU,Ativo
837,a0o6g000004pE9QAAU,Finalizado - Fim de plano
838,a0o6g000004pea4AAA,Finalizado - Fim de plano
839,a0o6g000004pEA5AAM,Ativo
840,a0o6g000004py2EAAQ,Finalizado - Fim de plano
841,a0o6g000004p4j8AAA,Ativo
842,a0o6g000004p4jcAAA,Ativo
843,a0o6g000004p4LKAAY,Finalizado - Fim de plano
844,a0o6g000004p4lXAAQ,Ativo
845,a0o6g000004p4mUAAQ,Ativo
846,a0o6g000004p4N1AAI,Ativo
847,a0o6g000004pegGAAQ,Finalizado - Fim de plano
848,a0o6g000004pjjwAAA,Finalizado - Fim de plano
849,a0o6g000004pjMCAAY,Ativo
850,a0o6g000004pNLJAA2,Ativo
851,a0o6g000005UEIiAAO,Ativo
852,a0o6g000005ZfQMAA0,Ativo
853,a0o6g000005ZFlnAAG,Ativo
854,a0o6g000005ZfmwAAC,Ativo
855,a0o6g000005UhEKAA0,Finalizado - Fim de plano
856,a0o6g000004q3weAAA,Ativo
857,a0o6g000004q6bXAAQ,Finalizado - Fim de plano
858,a0o6g000004q3fOAAQ,Ativo
859,a0o6g000005UJyHAAW,Finalizado - Fim de plano
860,a0o6g000005ZfSuAAK,Finalizado - Fim de plano
861,a0o6g000005ZID0AAO,Finalizado - Fim de plano
862,a0o6g000004q3XLAAY,Finalizado - Fim de plano
863,a0o6g000005a3jGAAQ,Ativo
864,a0o6g000005a3OxAAI,Finalizado - Fim de plano
865,a0o6g000005a8kkAAA,Finalizado - Fim de plano
866,a0o6g000005a9axAAA,Finalizado - Fim de plano
867,a0o6g000005a9BMAAY,Finalizado - Fim de plano
868,a0o6g000005a3PMAAY,Finalizado - Fim de plano
869,a0o6g000005a9wCAAQ,Finalizado - Fim de plano
870,a0o6g000005a42sAAA,Ativo
871,a0o6g000005a9e5AAA,Finalizado - Fim de plano
872,a0o6g000005a9J4AAI,Ativo
873,a0o6g000005a5YjAAI,Finalizado - Fim de plano
874,a0o6g000005a9mgAAA,Finalizado - Fim de plano
875,a0o6g000005a9JhAAI,Ativo
876,a0o6g000005aapDAAQ,Finalizado - Fim de plano
877,a0o6g000004ryaeAAA,Finalizado - Fim de plano
878,a0o6g000004s3e7AAA,Finalizado - Fim de plano
879,a0o6g000004s3GxAAI,Finalizado - Fim de plano
880,a0o6g000004rYBGAA2,Finalizado - Fim de plano
881,a0o6g000004s3I0AAI,Finalizado - Fim de plano
882,a0o6g000004s3elAAA,Finalizado - Fim de plano
883,a0o6g000004s3cxAAA,Finalizado - Fim de plano
884,a0o6g000004s3D5AAI,Finalizado - Fim de plano
885,a0o6g000004s3f3AAA,Finalizado - Fim de plano
886,a0o6g000004ryEFAAY,Finalizado - Fim de plano
887,a0o6g000004rAQ3AAM,Finalizado - Fim de plano
888,a0o6g000004raQ6AAI,Finalizado - Fim de plano
889,a0o6g000004raQ8AAI,Finalizado - Fim de plano
890,a0o6g000004rARhAAM,Finalizado - Fim de plano
891,a0o6g000004rASiAAM,Finalizado - Fim de plano
892,a0o6g000004s3jQAAQ,Finalizado - Fim de plano
893,a0o6g000004s3HZAAY,Finalizado - Fim de plano
894,a0o6g000004s3ikAAA,Finalizado - Fim de plano
895,a0o6g000004s5UoAAI,Finalizado - Fim de plano
896,a0o6g000005aQY1AAM,Finalizado - Fim de plano
897,a0o6g000004s5YfAAI,Finalizado - Fim de plano
898,a0o6g000005aSknAAE,Ativo
899,a0o6g000005aSlXAAU,Finalizado - Fim de plano
900,a0o6g000005aSMYAA2,Finalizado - Fim de plano
901,a0o6g000004pSTyAAM,Ativo
902,a0o6g000004pxg7AAA,Finalizado - Fim de plano
903,a0o6g000004pSuYAAU,Finalizado - Fim de plano
904,a0o6g000004pSwCAAU,Finalizado - Fim de plano
905,a0o6g000004pSWfAAM,Finalizado - Fim de plano
906,a0o6g000004psxmAAA,Finalizado - Fim de plano
907,a0o6g000004pJAzAAM,Finalizado - Fim de plano
908,a0o6g000004pJCMAA2,Finalizado - Fim de plano
909,a0o6g000004pJcmAAE,Finalizado - Fim de plano
910,a0o6g000004pT7mAAE,Finalizado - Fim de plano
911,a0o6g000004pximAAA,Finalizado - Fim de plano
912,a0o6g000005WIX7AAO,Finalizado - Fim de plano
913,a0o6g000005WIYBAA4,Finalizado - Fim de plano
914,a0o6g000005WIX6AAO,Finalizado - Fim de plano
915,a0o6g000005WIyjAAG,Finalizado - Fim de plano
916,a0o6g000005VRlRAAW,Finalizado - Fim de plano
917,a0o6g000005VRPiAAO,Finalizado - Fim de plano
918,a0o6g000005YMhpAAG,Ativo
919,a0o6g000005YnRhAAK,Finalizado - Fim de plano
920,a0o6g000005YmMLAA0,Ativo
921,a0o6g000005YUcnAAG,Finalizado - Fim de plano
922,a0o6g000005YUCPAA4,Ativo
923,a0o6g000005VSU8AAO,Finalizado - Fim de plano
924,a0o6g000005VSxqAAG,Ativo
925,a0o6g000005VSVHAA4,Finalizado - Fim de plano
926,a0o6g000005Vt6XAAS,Ativo
927,a0o6g000005Vs9aAAC,Ativo
928,a0o6g000005VtAgAAK,Ativo
929,a0o6g000005VTd8AAG,Finalizado - Fim de plano
930,a0o6g000005VS9hAAG,Finalizado - Fim de plano
931,a0o6g000005VT2QAAW,Finalizado - Fim de plano
932,a0o6g000005VT2xAAG,Finalizado - Fim de plano
933,a0o6g000005VT7UAAW,Finalizado - Fim de plano
934,a0o6g000005aM2vAAE,Finalizado - Fim de plano
935,a0o6g000004q0aDAAQ,Finalizado - Fim de plano
936,a0o6g00000HBKX5AAP,Finalizado - Fim de plano
937,a0o6g000004q0bnAAA,Finalizado - Fim de plano
938,a0o6g000004q2whAAA,Finalizado - Fim de plano
939,a0o6g000004q0btAAA,Finalizado - Fim de plano
940,a0o6g000004q0ClAAI,Finalizado - Fim de plano
941,a0o6g000005WDw0AAG,Finalizado - Fim de plano
942,a0o6g000005WdR4AAK,Finalizado - Fim de plano
943,a0o6g000005UTmkAAG,Finalizado - Fim de plano
944,a0o6g000005UTRLAA4,Finalizado - Fim de plano
945,a0o6g000003ucnCAAQ,Ativo
946,a0o6g000003ucnEAAQ,Ativo
947,a0o6g000004p3ORAAY,Finalizado - Antecipado total
948,a0o6g000004p3UxAAI,Finalizado - Antecipado total
949,a0o6g000005Vn9jAAC,Finalizado - Fim de plano
950,a0o6g000005Ua6iAAC,Finalizado - Fim de plano
951,a0o6g000005VNOOAA4,Ativo
952,a0o6g000005VvKoAAK,Ativo
953,a0o6g000005VF33AAG,Ativo
954,a0o6g000005VgHiAAK,Ativo
955,a0o6g000005VvqkAAC,Finalizado - Fim de plano
956,a0o6g000005VqAZAA0,Ativo
957,a0o6g000005VQciAAG,Finalizado - Fim de plano
958,a0o6g000005WjO2AAK,Ativo
959,a0o6g000005VFMTAA4,Finalizado - Fim de plano
960,a0o6g000005WJRrAAO,Ativo
961,a0o6g000005WJvFAAW,Ativo
962,a0o6g000005WJwpAAG,Ativo
963,a0o6g000005VQDoAAO,Ativo
964,a0o6g000005VQjVAAW,Finalizado - Fim de plano
965,a0o6g000005VfLTAA0,Ativo
966,a0o6g000005VqhJAAS,Finalizado - Fim de plano
967,a0o6g000005VQL5AAO,Finalizado - Fim de plano
968,a0o6g000005VJbIAAW,Finalizado - Fim de plano
969,a0o6g000005VQhJAAW,Finalizado - Fim de plano
970,a0o6g000005VqJxAAK,Ativo
971,a0o6g000005Vql4AAC,Finalizado - Fim de plano
972,a0o6g000005Vt0lAAC,Finalizado - Fim de plano
973,a0o6g000005VsHTAA0,Finalizado - Fim de plano
974,a0o6g000005VSiZAAW,Finalizado - Fim de plano
975,a0o6g000005VSq6AAG,Finalizado - Fim de plano
976,a0o6g00000B5VMCAA3,Ativo
977,a0o6g00000B5VMHAA3,Ativo
978,a0o6g000005YuMHAA0,Ativo
979,a0o6g000005YuGFAA0,Finalizado - Fim de plano
980,a0o6g000005YuFaAAK,Ativo
981,a0o6g000005YuK1AAK,Finalizado - Fim de plano
982,a0o6g000005VtORAA0,Finalizado - Fim de plano
983,a0o6g000005VtiuAAC,Finalizado - Fim de plano
984,a0o6g000005VT9jAAG,Finalizado - Fim de plano
985,a0o6g000005VTC2AAO,Finalizado - Fim de plano
986,a0o6g000004s4MHAAY,Finalizado - Fim de plano
987,a0o6g000004q2avAAA,Finalizado - Fim de plano
988,a0o6g000005WDx8AAG,Finalizado - Fim de plano
989,a0o6g000004q2DgAAI,Finalizado - Fim de plano
990,a0o6g000005WDr6AAG,Finalizado - Fim de plano
991,a0o6g000005UaM2AAK,Ativo
992,a0o6g000005UAkLAAW,Finalizado - Fim de plano
993,a0o6g000005UANAAA4,Finalizado - Fim de plano
994,a0o6g000004q2DjAAI,Finalizado - Fim de plano
995,a0o6g000004q2E1AAI,Finalizado - Fim de plano
996,a0o6g000004p450AAA,Finalizado - Fim de plano
997,a0o6g000004p5oMAAQ,Ativo
998,a0o6g000004p5NeAAI,Ativo
999,a0o6g000004p5oSAAQ,Ativo
1000,a0o6g000004p5OxAAI,Ativo
