_CustomObjectKey,ID_TITULO,ID_PLANO,ID_SERIE,CLASSIFICACAO,DT_INICIO_VIGENCIA,DATA_BAIXA,STATUS,DATA_REGISTRO_ESTORNO,DATA_REGISTRO_OBITO
138314417,46239,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314418,46241,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314419,78447,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314420,81397,"PU48W ",AI,ATIVO,27/02/2019,,F,,
138314421,31651,"PU48W ",AJ,ATIVO,27/02/2019,,F,,
138314422,154581,"PU48A ",AA,ATIVO,01/04/2019,,A,,
138314423,154582,"PU48A ",AA,ATIVO,01/04/2019,,A,,
138314424,154583,"PU48A ",AA,ATIVO,01/04/2019,,A,,
138314425,154584,"PU48A ",AA,ATIVO,01/04/2019,,A,,
138314426,141014,"PU48B ",AA,ATIVO,25/02/2019,,F,,
138314427,141015,"PU48B ",AA,ATIVO,25/02/2019,,F,,
138314428,141017,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314429,141018,"PU48H ",AA,ATIVO,25/02/2019,,F,,
138314430,141022,"PU48F ",AA,INATIVO,25/02/2019,26/07/2022 00:41:03,B,,
138314431,141023,"PU48F ",AA,INATIVO,25/02/2019,26/07/2022 00:41:03,B,,
138314432,141024,"PU48F ",AA,INATIVO,25/02/2019,26/07/2022 00:41:03,B,,
138314433,141025,"PU48F ",AA,INATIVO,25/02/2019,26/07/2022 00:41:03,B,,
138314434,141026,"PU48F ",AA,INATIVO,25/02/2019,26/07/2022 00:41:03,B,,
138314435,141027,"PU48F ",AA,INATIVO,25/02/2019,26/07/2022 00:41:03,B,,
138314436,141038,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314437,141039,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314438,141040,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314439,141041,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314440,141042,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314441,141043,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314442,141044,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314443,141045,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314444,141046,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314445,141047,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314446,141463,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314447,141464,"PU48B ",AA,ATIVO,25/02/2019,,F,,
138314448,141465,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314449,141466,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314450,141468,"PU48B ",AA,ATIVO,25/02/2019,,F,,
138314451,141469,"PU48B ",AA,ATIVO,25/02/2019,,F,,
138314452,141470,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314453,141471,"PU48F ",AA,ATIVO,25/02/2019,,F,,
138314454,141472,"PU48B ",AA,ATIVO,25/02/2019,,F,,
138314455,141473,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314456,141474,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314457,141475,"PU48F ",AA,ATIVO,25/02/2019,,F,,
138314458,141476,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314459,141478,"PU48F ",AA,ATIVO,25/02/2019,,F,,
138314460,141479,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314461,141480,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314462,141482,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314463,141483,"PU48F ",AA,ATIVO,25/02/2019,,F,,
138314464,141487,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314465,141490,"PU48F ",AA,ATIVO,25/02/2019,,F,,
138314466,141821,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314467,141822,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314468,141828,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314469,141829,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314470,141830,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314471,141831,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314472,141832,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314473,141833,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314474,141836,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314475,141837,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314476,141838,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314477,141839,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314478,141840,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314479,141841,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314480,141842,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314481,141843,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314482,141844,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314483,141845,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314484,26905,"48PMA ",AA,ATIVO,23/02/2019,,F,,
138314485,26907,"48PMA ",AA,ATIVO,23/02/2019,,F,,
138314486,49211,"PM60C ",AA,ATIVO,23/02/2019,,A,,
138314487,49212,"PM60C ",AA,ATIVO,23/02/2019,,S,,
138314488,26908,"48PMA ",AA,ATIVO,23/02/2019,,F,,
138314489,49217,"PM60D ",AA,ATIVO,23/02/2019,,A,,
138314490,49218,"PM60D ",AA,ATIVO,23/02/2019,,A,,
138314491,26913,"48PMI ",AA,ATIVO,23/02/2019,,S,,
138314492,26919,"48PMI ",AA,ATIVO,23/02/2019,,F,,
138314493,26922,"48PMA ",AA,ATIVO,23/02/2019,,F,,
138314494,26923,"48PMG ",AA,ATIVO,23/02/2019,,A,,
138314495,49224,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314496,26924,"48PMG ",AA,ATIVO,23/02/2019,,F,,
138314497,26925,"48PMD ",AA,ATIVO,23/02/2019,,F,,
138314498,26926,"48PMG ",AA,ATIVO,23/02/2019,,F,,
138314499,26927,"48PMG ",AA,ATIVO,23/02/2019,,F,,
138314500,26928,"48PMG ",AA,ATIVO,23/02/2019,,F,,
138314501,49501,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314502,27263,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314503,27264,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314504,49508,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314505,49509,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314506,49511,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314507,49512,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314508,27491,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314509,49905,"PM60D ",AA,ATIVO,25/02/2019,,A,,
138314510,49906,"PM60D ",AA,ATIVO,25/02/2019,,A,,
138314511,49910,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314512,49911,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314513,49917,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314514,27495,"48PMA ",AA,ATIVO,25/02/2019,,A,,
138314515,27496,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314516,49919,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314517,49920,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314518,49921,"PM60C ",AA,INATIVO,25/02/2019,,O,,14/11/2022 22:48:13
138314519,49926,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314520,49927,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314521,50307,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314522,50315,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314523,27746,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314524,27747,"48PMG ",AA,INATIVO,25/02/2019,27/01/2023 00:37:29,B,,
138314525,50319,"PM60C ",AA,INATIVO,25/02/2019,27/01/2023 00:37:29,B,,
138314526,50320,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314527,50321,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314528,50322,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314529,27751,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314530,50330,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314531,50836,"PM60C ",AA,ATIVO,25/02/2019,,S,,
138314532,27902,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314533,50838,"PM60C ",AA,INATIVO,25/02/2019,20/12/2022 00:56:19,B,,
138314534,27903,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314535,50839,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314536,50840,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314537,50841,"PM60C ",AA,INATIVO,25/02/2019,24/09/2022 00:21:36,B,,
138314538,50842,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314539,50843,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314540,50848,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314541,50849,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314542,27906,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314543,27907,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314544,50858,"PM60D ",AA,ATIVO,25/02/2019,,A,,
138314545,50859,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314546,27911,"48PMA ",AA,ATIVO,25/02/2019,,A,,
138314547,27912,"48PMA ",AA,INATIVO,25/02/2019,01/11/2022 00:43:56,B,,
138314548,50861,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314549,51372,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314550,51375,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314551,51377,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314552,51378,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314553,28034,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314554,28035,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314555,51382,"PM60C ",AA,INATIVO,25/02/2019,07/10/2022 02:26:56,B,,
138314556,51386,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314557,28037,"48PMA ",AA,INATIVO,25/02/2019,29/09/2022 01:04:25,B,,
138314558,51388,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314559,51389,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314560,51390,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314561,51392,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314562,51393,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314563,28038,"48PMD ",AA,ATIVO,25/02/2019,,F,,
138314564,28039,"48PMA ",AA,ATIVO,25/02/2019,,A,,
138314565,28040,"48PMD ",AA,ATIVO,25/02/2019,,F,,
138314566,51396,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314567,150498,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314568,150499,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314569,150500,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314570,150501,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314571,150503,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314572,150505,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314573,150506,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314574,150509,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314575,150510,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314576,150539,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314577,150540,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314578,150543,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314579,150545,"PU48I ",AA,ATIVO,20/03/2019,,A,,
138314580,150547,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314581,150581,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314582,150582,"PU48B ",AA,ATIVO,20/03/2019,,A,,
138314583,150583,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314584,150585,"PU48H ",AA,ATIVO,20/03/2019,,A,,
138314585,150586,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314586,150587,"PU48B ",AA,ATIVO,20/03/2019,,A,,
138314587,150589,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314588,150594,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314589,150595,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314590,150596,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314591,150597,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314592,150598,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314593,150636,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314594,150638,"PU48A ",AA,INATIVO,20/03/2019,18/01/2023 00:04:05,B,,
138314595,150639,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314596,150640,"PU48B ",AA,ATIVO,20/03/2019,,A,,
138314597,150641,"PU48B ",AA,ATIVO,20/03/2019,,A,,
138314598,45170,"48PMN ",AA,ATIVO,19/03/2019,,A,,
138314599,45180,"48PMA ",AA,INATIVO,20/03/2019,12/11/2022 00:03:53,B,,
138314600,45378,"48PMD ",AA,ATIVO,20/03/2019,,S,,
138314601,45380,"48PMB ",AA,ATIVO,20/03/2019,,A,,
138314602,77628,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314603,77631,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314604,77633,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314605,45381,"48PMC ",AA,ATIVO,20/03/2019,,A,,
138314606,45382,"48PMC ",AA,ATIVO,20/03/2019,,A,,
138314607,77634,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314608,45384,"48PMC ",AA,ATIVO,20/03/2019,,A,,
138314609,45385,"48PMC ",AA,ATIVO,20/03/2019,,A,,
138314610,45386,"48PMC ",AA,ATIVO,20/03/2019,,A,,
138314611,45387,"48PMC ",AA,ATIVO,20/03/2019,,A,,
138314612,77635,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314613,45388,"48PMG ",AA,ATIVO,20/03/2019,,A,,
138314614,45389,"48PMG ",AA,ATIVO,20/03/2019,,A,,
138314615,77636,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314616,77639,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314617,45391,"48PMF ",AA,ATIVO,20/03/2019,,A,,
138314618,77640,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314619,77641,"PM60F ",AA,INATIVO,20/03/2019,14/12/2022 00:03:56,B,,
138314620,45392,"48PMG ",AA,ATIVO,20/03/2019,,A,,
138314621,45395,"48PMH ",AA,INATIVO,20/03/2019,28/09/2022 01:33:26,B,,
138314622,77642,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314623,45396,"48PMF ",AA,ATIVO,20/03/2019,,A,,
138314624,77644,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314625,77645,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314626,45397,"48PMC ",AA,ATIVO,20/03/2019,,A,,
138314627,45399,"48PMC ",AA,INATIVO,20/03/2019,12/10/2022 06:04:08,B,,
138314628,77646,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314629,45400,"48PMD ",AA,ATIVO,20/03/2019,,A,,
138314630,77647,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314631,45401,"48PMB ",AA,ATIVO,20/03/2019,,A,,
138314632,45402,"48PMC ",AA,ATIVO,20/03/2019,,A,,
138314633,45403,"48PMH ",AA,ATIVO,20/03/2019,,A,,
138314634,45405,"48PMD ",AA,ATIVO,20/03/2019,,A,,
138314635,45406,"48PMD ",AA,ATIVO,20/03/2019,,A,,
138314636,45407,"48PMD ",AA,ATIVO,20/03/2019,,A,,
138314637,77649,"PM60F ",AA,ATIVO,20/03/2019,,A,,
138314638,45678,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314639,45679,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314640,77908,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314641,77909,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314642,45680,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314643,77912,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314644,77913,"PM60C ",AA,INATIVO,20/03/2019,08/11/2022 00:26:02,B,,
138314645,77914,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314646,77917,"PM60E ",AA,INATIVO,20/03/2019,05/08/2022 00:02:56,B,,
138314647,77929,"PM60D ",AA,ATIVO,20/03/2019,,A,,
138314648,77937,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314649,45963,"48PMF ",AA,ATIVO,20/03/2019,,A,,
138314650,45967,"48PMN ",AA,ATIVO,20/03/2019,,A,,
138314651,45968,"48PMN ",AA,ATIVO,20/03/2019,,A,,
138314652,45969,"48PMN ",AA,ATIVO,20/03/2019,,A,,
138314653,45973,"48PMG ",AA,ATIVO,20/03/2019,,A,,
138314654,45975,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314655,78171,"PM60D ",AA,ATIVO,20/03/2019,,A,,
138314656,78174,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314657,78175,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314658,45978,"48PMF ",AA,ATIVO,20/03/2019,,A,,
138314659,45980,"48PMG ",AA,ATIVO,20/03/2019,,A,,
138314660,45982,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314661,45983,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314662,45985,"48PMG ",AA,ATIVO,20/03/2019,,A,,
138314663,45987,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314664,45989,"48PMA ",AA,INATIVO,20/03/2019,16/09/2022 00:22:39,B,,
138314665,46243,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314666,46244,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314667,46245,"48PMA ",AA,INATIVO,20/03/2019,10/01/2023 00:05:04,B,,
138314668,46251,"48PMF ",AA,ATIVO,20/03/2019,,A,,
138314669,78457,"PM60D ",AA,ATIVO,20/03/2019,,A,,
138314670,78458,"PM60C ",AA,INATIVO,20/03/2019,04/08/2022 00:15:14,B,,
138314671,46252,"48PMF ",AA,ATIVO,20/03/2019,,A,,
138314672,78467,"PM60C ",AA,ATIVO,20/03/2019,,S,,
138314673,78468,"PM60D ",AA,ATIVO,20/03/2019,,A,,
138314674,46256,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314675,81588,"PU48W ",AI,ATIVO,27/02/2019,,F,,
138314676,81592,"PU48W ",AI,ATIVO,27/02/2019,,F,,
138314677,142828,"PU48W ",AH,ATIVO,27/02/2019,,F,,
138314678,31724,"PU48W ",AJ,ATIVO,27/02/2019,,F,,
138314679,31726,"PU48W ",AJ,ATIVO,27/02/2019,,F,,
138314680,183202,"PU48W ",AG,ATIVO,27/02/2019,,F,,
138314681,183203,"PU48W ",AG,ATIVO,27/02/2019,,F,,
138314682,142893,"PU48W ",AH,ATIVO,27/02/2019,,F,,
138314683,183238,"PU48W ",AG,ATIVO,27/02/2019,,F,,
138314684,183241,"PU48W ",AG,ATIVO,27/02/2019,,F,,
138314685,142957,"PU48W ",AH,ATIVO,27/02/2019,,F,,
138314686,183252,"PU48W ",AG,ATIVO,27/02/2019,,F,,
138314687,142986,"PU48W ",AH,ATIVO,27/02/2019,,F,,
138314688,1443,"PU48W ",AL,ATIVO,27/02/2019,,F,,
138314689,143014,"PU48W ",AH,ATIVO,27/02/2019,,F,,
138314690,143030,"PU48W ",AH,ATIVO,27/02/2019,,F,,
138314691,183286,"PU48W ",AG,ATIVO,27/02/2019,,F,,
138314692,197560,"PU48W ",AF,ATIVO,27/02/2019,,F,,
138314693,31884,"PU48W ",AJ,ATIVO,27/02/2019,,F,,
138314694,143065,"PU48W ",AH,ATIVO,27/02/2019,,F,,
138314695,31920,"PU48W ",AJ,ATIVO,27/02/2019,,F,,
138314696,1455,"PU48W ",AL,ATIVO,27/02/2019,,F,,
138314697,143110,"PU48W ",AH,ATIVO,27/02/2019,,F,,
138314698,143135,"PU48W ",AH,ATIVO,27/02/2019,,F,,
138314699,82031,"PU48W ",AI,ATIVO,27/02/2019,,F,,
138314700,8130,"PU48W ",AK,ATIVO,27/02/2019,,F,,
138314701,82058,"PU48W ",AI,ATIVO,27/02/2019,,F,,
138314702,82067,"PU48W ",AI,ATIVO,27/02/2019,,F,,
138314703,143188,"PU48W ",AH,ATIVO,27/02/2019,,F,,
138314704,82074,"PU48W ",AI,ATIVO,27/02/2019,,F,,
138314705,143194,"PU48W ",AH,ATIVO,27/02/2019,,F,,
138314706,31997,"PU48W ",AJ,ATIVO,27/02/2019,,F,,
138314707,143210,"PU48W ",AH,ATIVO,27/02/2019,,F,,
138314708,143212,"PU48W ",AH,ATIVO,27/02/2019,,F,,
138314709,197576,"PU48W ",AF,ATIVO,27/02/2019,,F,,
138314710,32022,"PU48W ",AJ,ATIVO,27/02/2019,,F,,
138314711,32039,"PU48W ",AJ,ATIVO,27/02/2019,,F,,
138314712,82378,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314713,50612,"48PMA ",AA,ATIVO,01/04/2019,,A,,
138314714,50621,"48PMA ",AA,ATIVO,01/04/2019,,A,,
138314715,50624,"48PMA ",AA,ATIVO,01/04/2019,,A,,
138314716,50627,"48PMA ",AA,ATIVO,01/04/2019,,A,,
138314717,82393,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314718,50639,"48PMF ",AA,ATIVO,01/04/2019,,A,,
138314719,82394,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314720,82510,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314721,82511,"PM60F ",AA,ATIVO,01/04/2019,,A,,
138314722,50727,"48PMC ",AA,ATIVO,01/04/2019,,A,,
138314723,50728,"48PMC ",AA,ATIVO,01/04/2019,,A,,
138314724,50729,"48PMG ",AA,ATIVO,01/04/2019,,A,,
138314725,50730,"48PMC ",AA,ATIVO,01/04/2019,,A,,
138314726,50731,"48PMG ",AA,ATIVO,01/04/2019,,A,,
138314727,50732,"48PMA ",AA,ATIVO,01/04/2019,,A,,
138314728,82512,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314729,50733,"48PME ",AA,ATIVO,01/04/2019,,A,,
138314730,82514,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314731,82515,"PM60G ",AA,ATIVO,01/04/2019,,A,,
138314732,50734,"48PMF ",AA,ATIVO,01/04/2019,,A,,
138314733,82516,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314734,82517,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314735,82518,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314736,50735,"48PMF ",AA,ATIVO,01/04/2019,,A,,
138314737,50736,"48PMC ",AA,ATIVO,01/04/2019,,A,,
138314738,50737,"48PMG ",AA,ATIVO,01/04/2019,,A,,
138314739,82519,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314740,82521,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314741,82522,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314742,82523,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314743,82524,"PM60G ",AA,ATIVO,01/04/2019,,A,,
138314744,82526,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314745,82527,"PM60F ",AA,ATIVO,01/04/2019,,A,,
138314746,82528,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314747,50739,"48PMF ",AA,ATIVO,01/04/2019,,A,,
138314748,82530,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314749,82531,"PM60G ",AA,ATIVO,01/04/2019,,A,,
138314750,50740,"48PMC ",AA,ATIVO,01/04/2019,,A,,
138314751,50741,"48PMG ",AA,ATIVO,01/04/2019,,A,,
138314752,82532,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314753,50742,"48PMC ",AA,ATIVO,01/04/2019,,A,,
138314754,50743,"48PMG ",AA,INATIVO,01/04/2019,21/12/2022 00:05:58,B,,
138314755,82534,"PM60E ",AA,INATIVO,01/04/2019,26/08/2022 00:33:01,B,,
138314756,82535,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314757,82536,"PM60G ",AA,ATIVO,01/04/2019,,A,,
138314758,82537,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314759,82539,"PM60F ",AA,ATIVO,01/04/2019,,A,,
138314760,50744,"48PME ",AA,ATIVO,01/04/2019,,A,,
138314761,82540,"PM60E ",AA,INATIVO,01/04/2019,,O,,09/01/2023 23:03:42
138314762,82541,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314763,82542,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314764,82785,"PM60C ",AA,ATIVO,01/04/2019,,A,,
138314765,82786,"PM60C ",AA,ATIVO,01/04/2019,,A,,
138314766,82793,"PM60C ",AA,INATIVO,01/04/2019,29/09/2022 01:04:25,B,,
138314767,82794,"PM60D ",AA,ATIVO,01/04/2019,,A,,
138314768,82795,"PM60C ",AA,ATIVO,01/04/2019,,A,,
138314769,82796,"PM60C ",AA,ATIVO,01/04/2019,,A,,
138314770,82799,"PM60E ",AA,ATIVO,01/04/2019,,A,,
138314771,82804,"PM60C ",AA,ATIVO,01/04/2019,,A,,
138314772,82805,"PM60C ",AA,ATIVO,01/04/2019,,A,,
138314773,50957,"48PMA ",AA,ATIVO,01/04/2019,,A,,
138314774,50961,"48PMA ",AA,ATIVO,01/04/2019,,A,,
138314775,82810,"PM60C ",AA,ATIVO,01/04/2019,,A,,
138314776,82815,"PM60C ",AA,ATIVO,01/04/2019,,A,,
138314777,141048,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314778,141049,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314779,141050,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314780,141051,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314781,141052,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314782,141053,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314783,141054,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314784,141055,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314785,141056,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314786,141057,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314787,141058,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314788,141059,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314789,141060,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314790,141061,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314791,141062,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314792,141063,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314793,141064,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314794,141065,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314795,141066,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314796,141067,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314797,141069,"PU48F ",AA,ATIVO,25/02/2019,,F,,
138314798,141496,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314799,141497,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314800,141498,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314801,141499,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314802,141500,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314803,141501,"PU48F ",AA,ATIVO,25/02/2019,,F,,
