_CustomObjectKey,automationinstancestatus,activityName,activityType
302,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
303,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
304,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
305,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
306,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
307,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
308,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
309,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
310,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
311,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
312,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
313,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
314,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
315,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
316,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
317,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
318,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
319,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
320,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
321,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
322,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
323,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
324,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
325,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
326,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
327,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
328,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
329,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
330,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
331,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
332,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
333,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
334,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
335,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
336,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
337,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
338,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
339,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
340,Complete,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
341,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
342,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
343,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
344,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
345,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
346,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
347,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
348,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
349,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
350,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
351,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
352,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
353,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
354,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
355,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
356,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
357,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
358,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
359,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
360,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
361,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
362,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
363,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
364,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
365,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
366,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
367,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
368,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
369,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
370,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
371,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
372,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
373,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
374,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
375,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
376,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
377,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
378,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
379,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
380,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
381,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
382,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
383,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
384,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
385,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
386,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
387,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
388,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
389,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
390,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
391,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
392,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
393,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
394,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
395,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
396,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
397,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
398,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
399,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
400,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
401,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
402,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
403,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
404,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
405,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
406,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
407,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
408,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
409,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
410,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
411,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
412,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
413,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
414,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
415,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
416,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
417,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
418,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
419,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
420,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
421,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
422,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
423,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
424,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
425,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
426,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
427,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
428,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
429,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
430,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
431,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
432,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
433,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
434,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
435,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
436,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
437,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
438,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
439,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
440,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
441,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
442,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
443,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
444,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
445,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
446,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
447,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
448,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
449,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
450,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
451,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
452,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
453,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
454,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
455,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
456,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
457,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
458,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
459,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
460,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
461,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
462,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
463,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
464,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
465,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
466,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
467,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
468,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
469,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
470,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
471,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
472,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
473,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
474,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
475,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
476,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
477,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
478,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
479,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
480,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
481,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
482,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
483,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
484,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
485,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
486,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
487,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
488,Complete,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
489,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
490,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
491,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
492,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
493,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
494,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
495,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
496,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
497,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
498,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
499,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
500,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
501,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
502,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
503,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
504,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
505,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
506,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
507,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
508,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
509,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
510,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
511,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
512,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
513,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
514,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
515,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
516,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
517,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
518,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
519,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
520,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
521,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
522,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
523,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
524,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
525,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
526,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
527,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
528,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
529,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
530,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
531,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
532,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
533,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
534,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
535,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
536,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
537,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
538,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
539,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
540,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
541,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
542,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
543,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
544,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
545,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
546,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
547,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
548,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
549,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
550,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
551,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
552,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
553,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
554,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
555,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
556,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
557,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
558,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
559,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
560,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
561,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
562,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
563,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
564,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
565,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
566,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
567,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
568,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
569,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
570,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
571,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
572,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
573,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
574,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
575,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
576,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
577,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
578,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
579,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
580,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
581,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
582,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
583,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
584,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
585,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
586,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
587,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
588,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
589,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
590,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
591,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
592,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
593,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
594,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
595,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
596,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
597,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
598,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
599,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
600,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
601,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
602,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
