_CustomObjectKey,Id,Enviado
46379586,a0i6g000006NW2AAAW,True
46379587,a0i6g000006Nw2cAAC,True
46379588,a0i6g000006NW2KAAW,True
46379589,a0i6g000006NW2QAAW,True
46379590,a0i6g000006NW2SAAW,True
46379591,a0i6g000006NW2UAAW,True
46379592,a0i6g000006Nw3HAAS,True
46379593,a0i6g000006Nw3jAAC,True
46379594,a0i6g000006Nw4cAAC,True
46379595,a0i6g000006Nw4dAAC,True
46379596,a0i6g000006nw4gAAA,True
46379597,a0i6g000006nw4oAAA,True
46379598,a0i6g000006nw4PAAQ,True
46379599,a0i6g000006nWeRAAU,True
46379600,a0i6g000006nWeUAAU,True
46379601,a0i6g000006nweWAAQ,True
46379602,a0i6g000006nwf8AAA,True
46379603,a0i6g000006nwfdAAA,True
46379604,a0i6g000006NwFfAAK,True
46379605,a0i6g000006NWfjAAG,True
46379606,a0i6g000006NWFlAAO,True
46379607,a0i6g000008KXzoAAG,True
46379608,a0i6g000008KxzOAAS,True
46379609,a0i6g000008KXzPAAW,True
46379610,a0i6g000008KXzYAAW,True
46379611,a0i6g000008KxzzAAC,True
46379612,a0i6g000008KXzZAAW,True
46379613,a0i6g000008KY0fAAG,True
46379614,a0i6g000008Ky0jAAC,True
46379615,a0i6g000008Ug8WAAS,True
46379616,a0i6g000008Ug8YAAS,True
46379617,a0i6g000008UG95AAG,True
46379618,a0i6g000008UG97AAG,True
46379619,a0i6g000008UG9AAAW,True
46379620,a0i6g000008UG9dAAG,True
46379621,a0i6g000008UG9mAAG,True
46379622,a0i6g000008UG9sAAG,True
46379623,a0i6g000008UG9tAAG,True
46379624,a0i6g000008UG9uAAG,True
46379625,a0i6g000008Ug9yAAC,True
46379626,a0i6g000008UgABAA0,True
46379627,a0i6g000008UgAeAAK,True
46379628,a0i6g000008UgarAAC,True
46379629,a0i6g000008UgAtAAK,True
46379630,a0i6g000008UgaTAAS,True
46379631,a0i6g000008UgAxAAK,True
46379632,a0i6g000008T5loAAC,True
46379633,a0i6g000008T5m7AAC,True
46379634,a0i6g000008T5mBAAS,True
46379635,a0i6g000008T5qHAAS,True
46379636,a0i6g000008T5qnAAC,True
46379637,a0i6g000008T5rJAAS,True
46379638,a0i6g000008UhDmAAK,True
46379639,a0i6g000008UHdNAAW,True
46379640,a0i6g000008UhdpAAC,True
46379641,a0i6g000008UhdVAAS,True
46379642,a0i6g000008Uhe3AAC,True
46379643,a0i6g000008UheCAAS,True
46379644,a0i6g000008UhefAAC,True
46379645,a0i6g000008UhEGAA0,True
46379646,a0i6g000008UhemAAC,True
46379647,a0i6g000008UheOAAS,True
46379648,a0i6g000008UherAAC,True
46379649,a0i6g000008UhEWAA0,True
46379650,a0i6g000008UhEyAAK,True
46379651,a0i6g000008UheYAAS,True
46379652,a0i6g000008UhF8AAK,True
46379653,a0i6g000008Ky0NAAS,True
46379654,a0i6g000008KY0RAAW,True
46379655,a0i6g000008Ky1cAAC,True
46379656,a0i6g000008KY1FAAW,True
46379657,a0i6g000008KY1hAAG,True
46379658,a0i6g000008Ky2DAAS,True
46379659,a0i6g000008Ky2EAAS,True
46379660,a0i6g000008Ky2FAAS,True
46379661,a0i6g000008Ky2JAAS,True
46379662,a0i6g000008UgbbAAC,True
46379663,a0i6g000008UgbcAAC,True
46379664,a0i6g000008UgBHAA0,True
46379665,a0i6g000008UgBNAA0,True
46379666,a0i6g000008UgboAAC,True
46379667,a0i6g000008UgbWAAS,True
46379668,a0i6g000008UgbxAAC,True
46379669,a0i6g000008UgbXAAS,True
46379670,a0i6g000008UgCeAAK,True
46379671,a0i6g000008UgcEAAS,True
46379672,a0i6g000008UgcHAAS,True
46379673,a0i6g000008UgcjAAC,True
46379674,a0i6g000008UgCUAA0,True
46379675,a0i6g000008UgD1AAK,True
46379676,a0i6g000008UgdBAAS,True
46379677,a0i6g000008UgDCAA0,True
46379678,a0i6g000008UgDeAAK,True
46379679,a0i6g000008T5rWAAS,True
46379680,a0i6g000008T5seAAC,True
46379681,a0i6g000008T5sFAAS,True
46379682,a0i6g000008T5swAAC,True
46379683,a0i6g000008T5sxAAC,True
46379684,a0i6g000008T5t0AAC,True
46379685,a0i6g000008T5t4AAC,True
46379686,a0i6g000008T5TbAAK,True
46379687,a0i6g000008T5vYAAS,True
46379688,a0i6g000008T5wbAAC,True
46379689,a0i6g000008T5wGAAS,True
46379690,a0i6g000008T5wOAAS,True
46379691,a0i6g000008T5wZAAS,True
46379692,a0i6g000008T5xGAAS,True
46379693,a0i6g000008UhFBAA0,True
46379694,a0i6g000008UhfDAAS,True
46379695,a0i6g000008UhFrAAK,True
46379696,a0i6g000008UhG5AAK,True
46379697,a0i6g000008UhghAAC,True
46379698,a0i6g000008UhHHAA0,True
46379699,a0i6g000008UhHhAAK,True
46379700,a0i6g000008UhHJAA0,True
46379701,a0i6g000008UhHOAA0,True
46379702,a0i6g000008Ky2xAAC,True
46379703,a0i6g000008Ky39AAC,True
46379704,a0i6g000008Ky3CAAS,True
46379705,a0i6g000008Ky3dAAC,True
46379706,a0i6g000008Ky3LAAS,True
46379707,a0i6g000008Ky3NAAS,True
46379708,a0i6g000008Ky3PAAS,True
46379709,a0i6g000008Ky43AAC,True
46379710,a0i6g000008Ky4cAAC,True
46379711,a0i6g000008Ky4kAAC,True
46379712,a0i6g000008Ky4yAAC,True
46379713,a0i6g000008Ky59AAC,True
46379714,a0i6g000008Ky5jAAC,True
46379715,a0i6g000008Ky5sAAC,True
46379716,a0i6g000008Ky5VAAS,True
46379717,a0i6g000008Ky5yAAC,True
46379718,a0i6g000008UgdXAAS,True
46379719,a0i6g000008UgDzAAK,True
46379720,a0i6g000008Uge2AAC,True
46379721,a0i6g000008UGe7AAG,True
46379722,a0i6g000008UgeIAAS,True
46379723,a0i6g000008UgejAAC,True
46379724,a0i6g000006nwecAAA,True
46379725,a0i6g000006nWecAAE,True
46379726,a0i6g000006nwedAAA,True
46379727,a0i6g000006NWeGAAW,True
46379728,a0i6g000006nwehAAA,True
46379729,a0i6g000006NweJAAS,True
46379730,a0i6g000006NweNAAS,True
46379731,a0i6g000006NWQVAA4,True
46379732,a0i6g000006NwqwAAC,True
46379733,a0i6g000006NWqzAAG,True
46379734,a0i6g000006NWr2AAG,True
46379735,a0i6g000006Nwr4AAC,True
46379736,a0i6g000006Nwr6AAC,True
46379737,a0i6g000006Nwr7AAC,True
46379738,a0i6g000006NwRaAAK,True
46379739,a0i6g000006nWrBAAU,True
46379740,a0i6g000006NWrBAAW,True
46379741,a0i6g000006NwrDAAS,True
46379742,a0i6g000006NwrEAAS,True
46379743,a0i6g000006NwRmAAK,True
46379744,a0i6g000006NwrNAAS,True
46379745,a0i6g000006MxgVAAS,True
46379746,a0i6g000006MXGWAA4,True
46379747,a0i6g000006MxH5AAK,True
46379748,a0i6g000006MXh6AAG,True
46379749,a0i6g000006MxH7AAK,True
46379750,a0i6g000006MxhAAAS,True
46379751,a0i6g000006MXhbAAG,True
46379752,a0i6g000006MxHCAA0,True
46379753,a0i6g000006MxhcAAC,True
46379754,a0i6g000006MxhfAAC,True
46379755,a0i6g000006MxhFAAS,True
46379756,a0i6g000006MxhGAAS,True
46379757,a0i6g000006MXhiAAG,True
46379758,a0i6g000006Nw1OAAS,True
46379759,a0i6g000006NW2IAAW,True
46379760,a0i6g000006Nw2VAAS,True
46379761,a0i6g000006Nw35AAC,True
46379762,a0i6g000006Nw3fAAC,True
46379763,a0i6g000006Nw3vAAC,True
46379764,a0i6g000006nw49AAA,True
46379765,a0i6g000006nw4aAAA,True
46379766,a0i6g000006nw4BAAQ,True
46379767,a0i6g000006nw4GAAQ,True
46379768,a0i6g000006nw4wAAA,True
46379769,a0i6g000006Nw4xAAC,True
46379770,a0i6g000006nweSAAQ,True
46379771,a0i6g000006nwevAAA,True
46379772,a0i6g000006nweVAAQ,True
46379773,a0i6g000006NwEYAA0,True
46379774,a0i6g000006nwf7AAA,True
46379775,a0i6g000006nWfaAAE,True
46379776,a0i6g000006nwfAAAQ,True
46379777,a0i6g000008T5r3AAC,True
46379778,a0i6g000008T5raAAC,True
46379779,a0i6g000008UhdkAAC,True
46379780,a0i6g000008UhdMAAS,True
46379781,a0i6g000008UhDSAA0,True
46379782,a0i6g000008UhduAAC,True
46379783,a0i6g000008UhEjAAK,True
46379784,a0i6g000008UhELAA0,True
46379785,a0i6g000008UheNAAS,True
46379786,a0i6g000008UhEPAA0,True
46379787,a0i6g000008UhetAAC,True
46379788,a0i6g000008UhEUAA0,True
46379789,a0i6g000008UhEuAAK,True
46379790,a0i6g000008UhF5AAK,True
46379791,a0i6g000008Uhf9AAC,True
46379792,a0i6g000008UhfaAAC,True
46379793,a0i6g000008KY0OAAW,True
46379794,a0i6g000008Ky17AAC,True
46379795,a0i6g000008KY1BAAW,True
46379796,a0i6g000008KY1LAAW,True
46379797,a0i6g000008Ky1mAAC,True
46379798,a0i6g000008KY1mAAG,True
46379799,a0i6g000008Ky1rAAC,True
46379800,a0i6g000008KY1rAAG,True
46379801,a0i6g000008Ky21AAC,True
46379802,a0i6g000008Ky2CAAS,True
46379803,a0i6g000008UgBAAA0,True
46379804,a0i6g000008UgBFAA0,True
46379805,a0i6g000008UgbiAAC,True
46379806,a0i6g000008UgbIAAS,True
46379807,a0i6g000008UgBJAA0,True
46379808,a0i6g000008Ugc9AAC,True
46379809,a0i6g000008UgC9AAK,True
46379810,a0i6g000008UgcBAAS,True
46379811,a0i6g000008UgCdAAK,True
46379812,a0i6g000008UgCIAA0,True
46379813,a0i6g000008UgcqAAC,True
46379814,a0i6g000008UgcWAAS,True
46379815,a0i6g000008UgcZAAS,True
46379816,a0i6g000008UgD9AAK,True
46379817,a0i6g000008T5sNAAS,True
46379818,a0i6g000008T5sUAAS,True
46379819,a0i6g000008T5szAAC,True
46379820,a0i6g000008T5TcAAK,True
46379821,a0i6g000008T5tHAAS,True
46379822,a0i6g000008T5vSAAS,True
46379823,a0i6g000008T5vxAAC,True
46379824,a0i6g000008T5w3AAC,True
46379825,a0i6g000008T5XgAAK,True
46379826,a0i6g000008UhfeAAC,True
46379827,a0i6g000008UhFwAAK,True
46379828,a0i6g000008UhgeAAC,True
46379829,a0i6g000008UhGGAA0,True
46379830,a0i6g000008UhGiAAK,True
46379831,a0i6g000008UhGoAAK,True
46379832,a0i6g000008UhGPAA0,True
46379833,a0i6g000008UhgsAAC,True
46379834,a0i6g000008UhgtAAC,True
46379835,a0i6g000008UhGVAA0,True
46379836,a0i6g000008UhHAAA0,True
46379837,a0i6g000008UhhGAAS,True
46379838,a0i6g000008UhhIAAS,True
46379839,a0i6g000008UhhlAAC,True
46379840,a0i6g000008UhhOAAS,True
46379841,a0i6g000008UhHWAA0,True
46379842,a0i6g000008Ky2VAAS,True
46379843,a0i6g000008Ky2zAAC,True
46379844,a0i6g000008Ky3lAAC,True
46379845,a0i6g000008Ky3SAAS,True
46379846,a0i6g000008Ky4hAAC,True
46379847,a0i6g000008Ky4WAAS,True
46379848,a0i6g000008Ky4XAAS,True
46379849,a0i6g000008Ky58AAC,True
46379850,a0i6g000008Ky5JAAS,True
46379851,a0i6g000008UgDJAA0,True
46379852,a0i6g000008UgDUAA0,True
46379853,a0i6g000008UgDxAAK,True
46379854,a0i6g000008UGe4AAG,True
46379855,a0i6g000008UgE8AAK,True
46379856,a0i6g000008UgeCAAS,True
46379857,a0i6g000008UGeDAAW,True
46379858,a0i6g000008UGeeAAG,True
46379859,a0i6g000008UgeGAAS,True
46379860,a0i6g000008UGeMAAW,True
46379861,a0i6g000008UgeOAAS,True
46379862,a0i6g000008UGexAAG,True
46379863,a0i6g000008UgEyAAK,True
46379864,a0i6g000008T5xUAAS,True
46379865,a0i6g000008T5xWAAS,True
46379866,a0i6g000008T5YHAA0,True
46379867,a0i6g000008T5YnAAK,True
46379868,a0i6g000008T5ypAAC,True
46379869,a0i6g000008T5YSAA0,True
46379870,a0i6g000008T5YvAAK,True
46379871,a0i6g000008T5ZFAA0,True
46379872,a0i6g000008T5zhAAC,True
46379873,a0i6g000008T5zqAAC,True
46379874,a0i6g000008T5ZSAA0,True
46379875,a0i6g000008T5ZvAAK,True
46379876,a0i6g000008T5zXAAS,True
46379877,a0i6g000008UhIAAA0,True
46379878,a0i6g000008UhIeAAK,True
46379879,a0i6g000008UHIGAA4,True
46379880,a0i6g000008UhigAAC,True
46379881,a0i6g000008UhIiAAK,True
46379882,a0i6g000008UhJ6AAK,True
46379883,a0i6g000008UhJGAA0,True
46379884,a0i6g000008UhJhAAK,True
46379885,a0i6g000008UhjjAAC,True
46379886,a0i6g000008UhjKAAS,True
46379887,a0i6g000008UhJmAAK,True
46379888,a0i6g000008UhJNAA0,True
46379889,a0i6g000008UhjpAAC,True
46379890,a0i6g000008UhJsAAK,True
46379891,a0i6g000008UhJuAAK,True
46379892,a0i6g000008UsyAAAS,True
46379893,a0i6g000008UsYBAA0,True
46379894,a0i6g000008UsyHAAS,True
46379895,a0i6g000008UsyPAAS,True
46379896,a0i6g000006nweGAAQ,True
46379897,a0i6g000006NWehAAG,True
46379898,a0i6g000006nweHAAQ,True
46379899,a0i6g000006nweiAAA,True
46379900,a0i6g000006nWeIAAU,True
46379901,a0i6g000006NWekAAG,True
46379902,a0i6g000006NweLAAS,True
46379903,a0i6g000006NWeLAAW,True
46379904,a0i6g000006nWeMAAU,True
46379905,a0i6g000006NweqAAC,True
46379906,a0i6g000006nWqwAAE,True
46379907,a0i6g000006NWQXAA4,True
46379908,a0i6g000006NWQZAA4,True
46379909,a0i6g000006NWr0AAG,True
46379910,a0i6g000006nWr6AAE,True
46379911,a0i6g000006NwRAAA0,True
46379912,a0i6g000006NwrBAAS,True
46379913,a0i6g000006nWrDAAU,True
46379914,a0i6g000006NWrHAAW,True
46379915,a0i6g000006NWRJAA4,True
46379916,a0i6g000006NWRlAAO,True
46379917,a0i6g000006nWrLAAU,True
46379918,a0i6g000006MXH4AAO,True
46379919,a0i6g000006MxHaAAK,True
46379920,a0i6g000006mXhCAAU,True
46379921,a0i6g000006MxHFAA0,True
46379922,a0i6g000006MxhhAAC,True
46379923,a0i6g000006mXhHAAU,True
46379924,a0i6g000006MxHLAA0,True
46379925,a0i6g000006MxhMAAS,True
46379926,a0i6g000006Nw1nAAC,True
46379927,a0i6g000006NW1nAAG,True
46379928,a0i6g000006NW1vAAG,True
46379929,a0i6g000006Nw20AAC,True
46379930,a0i6g000006Nw21AAC,True
46379931,a0i6g000006NW24AAG,True
46379932,a0i6g000006Nw2TAAS,True
46379933,a0i6g000006nw43AAA,True
46379934,a0i6g000006nw46AAA,True
46379935,a0i6g000006nw47AAA,True
46379936,a0i6g000006nw4cAAA,True
46379937,a0i6g000006nw4KAAQ,True
46379938,a0i6g000006nw4RAAQ,True
46379939,a0i6g000006nw4UAAQ,True
46379940,a0i6g000006NWesAAG,True
46379941,a0i6g000006NweSAAS,True
46379942,a0i6g000006NwEtAAK,True
46379943,a0i6g000006nweyAAA,True
46379944,a0i6g000006nweYAAQ,True
46379945,a0i6g000006nwf2AAA,True
46379946,a0i6g000006NWf3AAG,True
46379947,a0i6g000006nWFnAAM,True
46379948,a0i6g000006nWrOAAU,True
46379949,a0i6g000006NwrwAAC,True
46379950,a0i6g000006NwrxAAC,True
46379951,a0i6g000006NWRyAAO,True
46379952,a0i6g000006nWs3AAE,True
46379953,a0i6g000006nWs5AAE,True
46379954,a0i6g000006nwSaAAI,True
46379955,a0i6g000006nwSDAAY,True
46379956,a0i6g000006nWsEAAU,True
46379957,a0i6g000006nWsfAAE,True
46379958,a0i6g000006MXhoAAG,True
46379959,a0i6g000006mXhsAAE,True
46379960,a0i6g000006MxHVAA0,True
46379961,a0i6g000006MXhVAAW,True
46379962,a0i6g000006MXHXAA4,True
46379963,a0i6g000006MxHYAA0,True
46379964,a0i6g000006MXI3AAO,True
46379965,a0i6g000006MxiDAAS,True
46379966,a0i6g000006nw5iAAA,True
46379967,a0i6g000006nw5tAAA,True
46379968,a0i6g000006nw5YAAQ,True
46379969,a0i6g000006Nw63AAC,True
46379970,a0i6g000006NW68AAG,True
46379971,a0i6g000006Nw6bAAC,True
46379972,a0i6g000006NW6CAAW,True
46379973,a0i6g000006nw6DAAQ,True
46379974,a0i6g000006Nw6EAAS,True
46379975,a0i6g000006NW6JAAW,True
46379976,a0i6g000006nw6yAAA,True
46379977,a0i6g000006NwFSAA0,True
46379978,a0i6g000006nwfTAAQ,True
46379979,a0i6g000006nWFYAA2,True
46379980,a0i6g000006nwg3AAA,True
46379981,a0i6g000006nWg4AAE,True
46379982,a0i6g000006nWG4AAM,True
46379983,a0i6g000006nWG8AAM,True
46379984,a0i6g000006nWgaAAE,True
46379985,a0i6g000006NWGcAAO,True
46379986,a0i6g000006nWgdAAE,True
46379987,a0i6g000006NwgJAAS,True
46379988,a0i6g000006NwGkAAK,True
46379989,a0i6g000006nWGLAA2,True
46379990,a0i6g000006nWsgAAE,True
46379991,a0i6g000008Vp6gAAC,True
46379992,a0i6g000008VP6gAAG,True
46379993,a0i6g000008VP6PAAW,True
46379994,a0i6g000008Vp6vAAC,True
46379995,a0i6g000008Vp7bAAC,True
46379996,a0i6g000008Vp7nAAC,True
46379997,a0i6g000008VoWbAAK,True
46379998,a0i6g000008VoWFAA0,True
46379999,a0i6g000008VoWQAA0,True
46380000,a0i6g000008VOx3AAG,True
46380001,a0i6g000008VoX9AAK,True
46380002,a0i6g000008VoXaAAK,True
46380003,a0i6g000008VoXFAA0,True
46380004,a0i6g000008VoXGAA0,True
46380005,a0i6g000008VoXgAAK,True
46380006,a0i6g000008VoXLAA0,True
46380007,a0i6g000008VoXPAA0,True
46380008,a0i6g000008VoXRAA0,True
46380009,a0i6g000008VoXwAAK,True
46380010,a0i6g000008VOyCAAW,True
46380011,a0i6g000008Vp0cAAC,True
46380012,a0i6g000008VP0TAAW,True
46380013,a0i6g000008NA1dAAG,True
46380014,a0i6g000008NA1jAAG,True
46380015,a0i6g000008NA1JAAW,True
46380016,a0i6g000008NA1NAAW,True
46380017,a0i6g000008NA1wAAG,True
46380018,a0i6g000008NA1xAAG,True
46380019,a0i6g000008NA2AAAW,True
46380020,a0i6g000008Na3lAAC,True
46380021,a0i6g000008Na3QAAS,True
46380022,a0i6g000008Na4NAAS,True
46380023,a0i6g000008Na4pAAC,True
46380024,a0i6g000008Na5BAAS,True
46380025,a0i6g000008V8g4AAC,True
46380026,a0i6g000008V8g9AAC,True
46380027,a0i6g000008V8gBAAS,True
46380028,a0i6g000008V8gcAAC,True
46380029,a0i6g000008V8GgAAK,True
46380030,a0i6g000008V8ghAAC,True
46380031,a0i6g000008V8GkAAK,True
46380032,a0i6g000008V8GlAAK,True
46380033,a0i6g000008V8GPAA0,True
46380034,a0i6g000008V8GxAAK,True
46380035,a0i6g000008V8h6AAC,True
46380036,a0i6g000008V8hBAAS,True
46380037,a0i6g000008V8hPAAS,True
46380038,a0i6g000008V8HRAA0,True
46380039,a0i6g000008Vp8HAAS,True
46380040,a0i6g000008Vp8jAAC,True
46380041,a0i6g000008VP8JAAW,True
46380042,a0i6g000008Vp8VAAS,True
46380043,a0i6g000008Vp8xAAC,True
46380044,a0i6g000008Vp8XAAS,True
46380045,a0i6g000008Vp9DAAS,True
46380046,a0i6g000008Vp9JAAS,True
46380047,a0i6g000008Vp9MAAS,True
46380048,a0i6g000008VPA4AAO,True
46380049,a0i6g000008VPb4AAG,True
46380050,a0i6g000008VPbXAAW,True
46380051,a0i6g000008VPCjAAO,True
46380052,a0i6g000008Vp0vAAC,True
46380053,a0i6g000008Vp0YAAS,True
46380054,a0i6g000008VP13AAG,True
46380055,a0i6g000008Vp15AAC,True
46380056,a0i6g000008Vp1cAAC,True
46380057,a0i6g000008Vp1kAAC,True
46380058,a0i6g000008VP1kAAG,True
46380059,a0i6g000008Vp1oAAC,True
46380060,a0i6g000008Vp1sAAC,True
46380061,a0i6g000008Vp23AAC,True
46380062,a0i6g000008VP29AAG,True
46380063,a0i6g000008Vp2uAAC,True
46380064,a0i6g000008VP4kAAG,True
46380065,a0i6g000008VP5GAAW,True
46380066,a0i6g000008V8hyAAC,True
46380067,a0i6g000008V8i3AAC,True
46380068,a0i6g000008V8i9AAC,True
46380069,a0i6g000008V8IeAAK,True
46380070,a0i6g000008V8IhAAK,True
46380071,a0i6g000008V8ikAAC,True
46380072,a0i6g000008V8IMAA0,True
46380073,a0i6g000008V8imAAC,True
46380074,a0i6g000008V8inAAC,True
46380075,a0i6g000008V8ipAAC,True
46380076,a0i6g000008V8j2AAC,True
46380077,a0i6g000008V8jcAAC,True
46380078,a0i6g000008VpD4AAK,True
46380079,a0i6g000008VPD4AAO,True
46380080,a0i6g000008VpD5AAK,True
46380081,a0i6g000008VpD6AAK,True
46380082,a0i6g000008VpDEAA0,True
46380083,a0i6g000008VpDlAAK,True
46380084,a0i6g000008VpDNAA0,True
46380085,a0i6g000008VpE6AAK,True
46380086,a0i6g000008VPEBAA4,True
46380087,a0i6g000008VpEDAA0,True
46380088,a0i6g000008VPEFAA4,True
46380089,a0i6g000008VpEHAA0,True
46380090,a0i6g000008VpENAA0,True
46380091,a0i6g000008VpEnAAK,True
46380092,a0i6g000008VpEpAAK,True
46380093,a0i6g000008VpEtAAK,True
46380094,a0i6g000008VPf0AAG,True
46380095,a0i6g000008Na5oAAC,True
46380096,a0i6g000008Na5RAAS,True
46380097,a0i6g000008Na5WAAS,True
46380098,a0i6g000008Na5XAAS,True
46380099,a0i6g000008Na5yAAC,True
46380100,a0i6g000008Na62AAC,True
46380101,a0i6g000008Na63AAC,True
46380102,a0i6g000008NA63AAG,True
46380103,a0i6g000008Na6iAAC,True
46380104,a0i6g000008NA6LAAW,True
46380105,a0i6g000008NA6PAAW,True
46380106,a0i6g000008Na6yAAC,True
46380107,a0i6g000008Na77AAC,True
46380108,a0i6g000008Na7fAAC,True
46380109,a0i6g000008NA7KAAW,True
46380110,a0i6g000008Vp7iAAC,True
46380111,a0i6g000008Vp7mAAC,True
46380112,a0i6g000008VP81AAG,True
46380113,a0i6g000008VP9gAAG,True
46380114,a0i6g000008VP9MAAW,True
46380115,a0i6g000008Vp9RAAS,True
46380116,a0i6g000008V8JlAAK,True
46380117,a0i6g000006NwfBAAS,True
46380118,a0i6g000006NwFCAA0,True
46380119,a0i6g000006nWFcAAM,True
46380120,a0i6g000006NWfCAAW,True
46380121,a0i6g000006nWFeAAM,True
46380122,a0i6g000006NwfGAAS,True
46380123,a0i6g000006nwfHAAQ,True
46380124,a0i6g000006NwFjAAK,True
46380125,a0i6g000006NwfkAAC,True
46380126,a0i6g000006nwfKAAQ,True
46380127,a0i6g000006NWfMAAW,True
46380128,a0i6g000006NwFPAA0,True
46380129,a0i6g000006NwFpAAK,True
46380130,a0i6g000006NWrNAAW,True
46380131,a0i6g000006NwroAAC,True
46380132,a0i6g000006NWRPAA4,True
46380133,a0i6g000006NwrsAAC,True
46380134,a0i6g000006NwrvAAC,True
46380135,a0i6g000006NWrvAAG,True
46380136,a0i6g000006NWRYAA4,True
46380137,a0i6g000006Nws5AAC,True
46380138,a0i6g000006nWsFAAU,True
46380139,a0i6g000006mXhOAAU,True
46380140,a0i6g000006MxHPAA0,True
46380141,a0i6g000006MXhpAAG,True
46380142,a0i6g000006MxhRAAS,True
46380143,a0i6g000006MXHuAAO,True
46380144,a0i6g000006MXhUAAW,True
46380145,a0i6g000006MXhWAAW,True
46380146,a0i6g000006MXHZAA4,True
46380147,a0i6g000006MXhZAAW,True
46380148,a0i6g000006mXi7AAE,True
46380149,a0i6g000006MxibAAC,True
46380150,a0i6g000006MxicAAC,True
46380151,a0i6g000006nw5BAAQ,True
46380152,a0i6g000006nw5RAAQ,True
46380153,a0i6g000006NW5vAAG,True
46380154,a0i6g000006NW6iAAG,True
46380155,a0i6g000006nw6oAAA,True
46380156,a0i6g000006nw6RAAQ,True
46380157,a0i6g000006NW6SAAW,True
46380158,a0i6g000006Nw6tAAC,True
46380159,a0i6g000006NW6tAAG,True
46380160,a0i6g000008UGeKAAW,True
46380161,a0i6g000008UgEnAAK,True
46380162,a0i6g000008UgeqAAC,True
46380163,a0i6g000008UGeyAAG,True
46380164,a0i6g000008UgezAAC,True
46380165,a0i6g000008T5xQAAS,True
46380166,a0i6g000008T5XuAAK,True
46380167,a0i6g000008T5xXAAS,True
46380168,a0i6g000008T5Y0AAK,True
46380169,a0i6g000008T5y6AAC,True
46380170,a0i6g000008T5y9AAC,True
46380171,a0i6g000008T5ybAAC,True
46380172,a0i6g000008T5yEAAS,True
46380173,a0i6g000008T5yGAAS,True
46380174,a0i6g000008T5yjAAC,True
46380175,a0i6g000008T5YPAA0,True
46380176,a0i6g000008T5z1AAC,True
46380177,a0i6g000008T5zHAAS,True
46380178,a0i6g000008T5zsAAC,True
46380179,a0i6g000008UhHzAAK,True
46380180,a0i6g000008UHI1AAO,True
46380181,a0i6g000008UhIGAA0,True
46380182,a0i6g000008UHITAA4,True
46380183,a0i6g000008Uhj0AAC,True
46380184,a0i6g000008UhJAAA0,True
46380185,a0i6g000008UhjGAAS,True
46380186,a0i6g000008UhjuAAC,True
46380187,a0i6g000008UsymAAC,True
46380188,a0i6g000008UsYWAA0,True
46380189,a0i6g000008UsZaAAK,True
46380190,a0i6g000008UszSAAS,True
46380191,a0i6g000008LBpUAAW,True
46380192,a0i6g000008LBq1AAG,True
46380193,a0i6g000008LBq8AAG,True
46380194,a0i6g000008LBqBAAW,True
46380195,a0i6g000008LBqCAAW,True
46380196,a0i6g000008LBR2AAO,True
46380197,a0i6g000008LBR5AAO,True
46380198,a0i6g000008LBrgAAG,True
46380199,a0i6g000008LBRIAA4,True
46380200,a0i6g000008LBrjAAG,True
46380201,a0i6g000008LBRXAA4,True
46380202,a0i6g000008LBrxAAG,True
46380203,a0i6g000008LBRyAAO,True
46380204,a0i6g000008UqWiAAK,True
46380205,a0i6g000008UqwTAAS,True
46380206,a0i6g000008UqXrAAK,True
46380207,a0i6g000008UqXXAA0,True
46380208,a0i6g000008UqyyAAC,True
46380209,a0i6g000008UqZaAAK,True
46380210,a0i6g000008UqZCAA0,True
46380211,a0i6g000008UqZhAAK,True
46380212,a0i6g000008UqZJAA0,True
46380213,a0i6g000008Ur1cAAC,True
46380214,a0i6g000008Ur3sAAC,True
46380215,a0i6g000008Ur4HAAS,True
46380216,a0i6g000008THofAAG,True
46380217,a0i6g000008THovAAG,True
46380218,a0i6g000008THpjAAG,True
46380219,a0i6g000008THpsAAG,True
46380220,a0i6g000008THq1AAG,True
46380221,a0i6g000008THqDAAW,True
46380222,a0i6g000008THqlAAG,True
46380223,a0i6g000008THqOAAW,True
46380224,a0i6g000008THqtAAG,True
46380225,a0i6g000008THrFAAW,True
46380226,a0i6g000008ThRLAA0,True
46380227,a0i6g000008ThSFAA0,True
46380228,a0i6g000008Ut3dAAC,True
46380229,a0i6g000008Ut4CAAS,True
46380230,a0i6g000008Ut4dAAC,True
46380231,a0i6g000008Ut4mAAC,True
46380232,a0i6g000008Ut4uAAC,True
46380233,a0i6g000008Ut5CAAS,True
46380234,a0i6g000008Ut5GAAS,True
46380235,a0i6g000008Ut5IAAS,True
46380236,a0i6g000008Ut6vAAC,True
46380237,a0i6g000008Ut7gAAC,True
46380238,a0i6g000008Ut7pAAC,True
46380239,a0i6g000008Ut7qAAC,True
46380240,a0i6g000008Ut7tAAC,True
46380241,a0i6g000008Ut7VAAS,True
46380242,a0i6g000008Ut8DAAS,True
46380243,a0i6g000008Ut8JAAS,True
46380244,a0i6g000008Ut8KAAS,True
46380245,a0i6g000008LBsEAAW,True
46380246,a0i6g000008LBSKAA4,True
46380247,a0i6g000008LBSmAAO,True
46380248,a0i6g000008LBSwAAO,True
