_CustomObjectKey,ID,ID_TITULO,ID_PLANO,ID_SERIE,STATUS,HC_SITUACAO__C
5655075,a0o6g000008oAe9AAE,100572,"PM48M ",OL,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655076,a0o6g000007Up6FAAS,100586,"PM484 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655077,a0o6g000008o6X4AAI,100617,"PM72P ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655078,a0o6g00000DSWejAAH,100617,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655079,a0o6g00000DQQlPAAX,10063,PUQR19,AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655080,a0o6g0000082pjnAAA,100633,"PP93R ",AA,Finalizado - Resgate Pago,Finalizado - Óbito
5655081,a0o6g000008nz63AAA,100636,"PU36O ",AH,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655082,a0o6g00000DWkqFAAT,100645,"A48PM ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655083,a0o6g00000DOOd8AAH,100499,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655084,a0o6g000008nzqQAAQ,1005,"PU58V ",AE,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655085,a0o6g00000DKeRTAA1,10050,"PM48M ",OE,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655086,a0o6g00000A5Ao5AAF,100508,"PM48M ",OG,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655087,a0o6g00000DSE6oAAH,100521,"PM48E ",ED,Finalizado - Resgate Pago,Finalizado - Caducou
5655088,a0o6g00000DPGgPAAX,100526,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655089,a0o6g00000DWfkPAAT,100537,"PMA48 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655090,a0o6g00000A5ArzAAF,100552,"PM60  ",LA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655091,a0o6g000008nsIBAAY,100554,"PM601 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655092,a0o6g00000DKeRcAAL,100561,"PM48M ",OG,Finalizado - Resgate Pago,Finalizado - Caducou
5655093,a0o6g000007xkRvAAI,100564,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655094,a0o6g000007x81fAAA,100564,"PP93R ",AA,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655095,a0o6g00000DPCtFAAX,100565,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655096,a0o6g00000A59voAAB,100566,"PM60  ",LE,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655097,a0o6g00000DPCtIAAX,100568,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655098,a0o6g000007xHwiAAE,100576,"PM72P ",AA,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655099,a0o6g00000DRdlEAAT,100588,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655100,a0o6g00000Dg8gmAAB,100595,"36PU3 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655101,a0o6g00000A4EwVAAV,1006,"A48PM ",AC,Suspenso,Finalizado - Caducou
5655102,a0o6g00000DLI4uAAH,1006,PUQB13,AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655103,a0o6g00000DPwHiAAL,10061,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655104,a0o6g00000DLfDmAAL,10061,"PP60M ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655105,a0o6g00000Dg8sPAAR,100610,"36PU3 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655106,a0o6g00000A59vmAAB,100612,"PP93R ",AA,Finalizado - Resgate Pago,Finalizado - Óbito
5655107,a0o6g000007z6emAAA,100614,"PM60  ",LC,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655108,a0o6g00000DO4bkAAD,100616,"PU363 ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655109,a0o6g00000DSWeiAAH,100616,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655110,a0o6g000008oR1pAAE,100635,"PM72Q ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655111,a0o6g00000DKbnQAAT,100637,"PM60  ",LC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655112,a0o6g00000DSB1qAAH,100437,"PM48E ",ED,Finalizado - Resgate Pago,Finalizado - Óbito
5655113,a0o6g000007xmGDAAY,100439,"PU364 ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655114,a0o6g000008oE1kAAE,100443,"PM48M ",OL,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655115,a0o6g00000DfknpAAB,100444,"PM366 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655116,a0o6g00000DPCdJAAX,100445,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655117,a0o6g00000DPCdKAAX,100446,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655118,a0o6g00000DVJCfAAP,100448,"PU36H ",AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655119,a0o6g00000DVJCiAAP,100451,"PU36H ",AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655120,a0o6g00000DVJCjAAP,100452,"PU36H ",AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655121,a0o6g00000DM6qcAAD,10046,"PU364 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655122,a0o6g00000DKbUXAA1,100472,"PP93R ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655123,a0o6g00000DKd4KAAT,100482,"PU36P ",AF,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655124,a0o6g00000DTKUhAAP,10049,PUQR19,AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655125,a0o6g000005mSC7AAM,100496,"A48PM ",AA,Ativo,Suspenso
5655126,a0o6g000008o1RtAAI,100496,"PM72P ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655127,a0o6g000008oPQvAAM,1005,"PM72P ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655128,a0o6g00000DKeKQAA1,100507,"PM48M ",OG,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655129,a0o6g00000DMf0fAAD,10051,"PM481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655130,a0o6g00000DOSROAA5,10052,"PU589 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655131,a0o6g00000DPGgQAAX,100527,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655132,a0o6g00000DPlZgAAL,100529,"PU368 ",AD,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655133,a0o6g000008o9bqAAA,100569,"PM48M ",OL,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655134,a0o6g00000DPCtJAAX,100569,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655135,a0o6g00000A5A75AAF,100596,"PM48  ",GB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655136,a0o6g000008oEddAAE,100596,"PM72P ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655137,a0o6g000007yUBFAA2,1006,"PU36S ",AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655138,a0o6g00000DSWekAAH,100618,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655139,a0o6g000008oS8YAAU,100636,"PM72Q ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655140,a0o6g00000DOKfiAAH,100647,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655141,a0o6g00000DSeaDAAT,100551,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655142,a0o6g00000DKe5RAAT,100562,"PM48M ",OI,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655143,a0o6g00000DPCtGAAX,100566,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655144,a0o6g00000DMOmHAAX,10057,"PU363 ",AD,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655145,a0o6g000008oJmSAAU,100570,"PM48M ",OL,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655146,a0o6g000008oIdHAAU,100571,"PM48M ",OL,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655147,a0o6g00000DMlScAAL,100576,"PM601 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655148,a0o6g00000617GHAAY,100578,"F48PM ",AA,Suspenso,Ativo
5655149,a0o6g000007wvoBAAQ,100578,"PP60M ",AB,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655150,a0o6g00000DWhUFAA1,100587,"PM488 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655151,a0o6g00000DRdlDAAT,100587,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655152,a0o6g00000A59O6AAJ,100596,"PU36O ",AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655153,a0o6g00000DKdE7AAL,100606,"PM72P ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655154,a0o6g00000A59vnAAB,100613,"PP93R ",AA,Finalizado - Resgate Pago,Finalizado - Óbito
5655155,a0o6g00000DO4bjAAD,100614,"PU362 ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655156,a0o6g00000DSWe8AAH,100614,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655157,a0o6g00000DSWe9AAH,100615,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655158,a0o6g00000DWXm7AAH,100621,"PM60C ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655159,a0o6g00000DWEmMAAX,100622,"PM367 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655160,a0o6g00000DRmdTAAT,10063,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655161,a0o6g000008oF8NAAU,100635,"PU36O ",AH,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655162,a0o6g000008nxMQAAY,100637,"PM72Q ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655163,a0o6g000008oPJUAA2,100638,"PU36O ",AH,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655164,a0o6g000005xdf9AAA,100640,"D48PM ",AA,Suspenso,Ativo
5655165,a0o6g00000A5B4nAAF,100644,"PM48M ",OJ,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655166,a0o6g000008nuf4AAA,100644,"PP93R ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655167,a0o6g00000DOOdUAAX,100651,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655168,a0o6g00000DKbpfAAD,10067,"PU36P ",AD,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655169,a0o6g00000DOOdXAAX,100671,"PM60V ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655170,a0o6g000007xXAtAAM,100698,"PM72P ",AA,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655171,a0o6g000008oCseAAE,100637,"PU36O ",AH,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655172,a0o6g00000DQ7lQAAT,100652,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655173,a0o6g00000DOOdVAAX,100653,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655174,a0o6g00000DQ7lRAAT,100653,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655175,a0o6g00000DQDT1AAP,10066,PUQR19,AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655176,a0o6g00000DKbnJAAT,100668,"PU36S ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655177,a0o6g00000DKe5SAAT,10067,"PM60  ",LB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655178,a0o6g00000DKd5NAAT,100677,"PM48M ",OB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655179,a0o6g00000DWfE2AAL,100697,"PM60C ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655180,a0o6g00000IE0ifAAD,1007,"D60PM ",AE,Ativo,Finalizado - Resgate Pago
5655181,a0o6g00000A5Ae3AAF,1007,"PM48  ",GC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655182,a0o6g00000DfvBAAAZ,1007,"PM605 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655183,a0o6g000008oFQUAA2,100705,"PP60M ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655184,a0o6g00000DKasgAAD,10071,"PM48M ",OC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655185,a0o6g00000Dg1uiAAB,100722,"PMG48 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655186,a0o6g00000DOOdbAAH,100724,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655187,a0o6g00000DOOdcAAH,100725,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655188,a0o6g00000DMTxrAAH,100726,"PM601 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655189,a0o6g0000082UmsAAE,100741,"PU36P ",AI,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655190,a0o6g00000DSMQ9AAP,100744,"PU369 ",AD,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655191,a0o6g00000DWG1EAAX,100752,"PU36C ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655192,a0o6g00000DWG1EAAX,100752,"PU36C ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655193,a0o6g000007zTlGAAU,100756,"PU362 ",AE,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655194,a0o6g00000DKarCAAT,100757,"PM48M ",OA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655195,a0o6g00000DKdQoAAL,100759,"PM60  ",LA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655196,a0o6g00000DSebtAAD,100760,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655197,a0o6g00000DSebtAAD,100760,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655198,a0o6g00000DWB3nAAH,100761,"PM363 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655199,a0o6g00000DSebvAAD,100762,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655200,a0o6g000007ynheAAA,100647,"PM48M ",OC,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655201,a0o6g00000DQ7lPAAT,100651,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655202,a0o6g000007xmG6AAI,100656,"PP60M ",AC,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655203,a0o6g000003uOEJAA2,100661,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655204,a0o6g00000DTEzOAAX,10067,"PM365 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655205,a0o6g00000DQQlQAAX,10067,PUQR17,AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655206,a0o6g00000DKeiTAAT,100678,"PM48  ",GA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655207,a0o6g000007J68kAAC,100687,"PP60M ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655208,a0o6g00000DRZhZAAX,100689,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655209,a0o6g000008oC7BAAU,100694,"PP60M ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655210,a0o6g00000DWffAAAT,100702,"PM483 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655211,a0o6g00000DQ7xMAAT,100702,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655212,a0o6g00000DT7dzAAD,10072,PUQR19,AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655213,a0o6g000008oIVWAA2,100720,"PM72R ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655214,a0o6g00000DWm4vAAD,100723,"PU48G ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655215,a0o6g00000DgCkrAAF,100746,"PM60C ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655216,a0o6g00000DWlfAAAT,10075,"36PM2 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655217,a0o6g00000DVMJAAA5,100751,"PU36C ",AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655218,a0o6g00000DWG1DAAX,100751,"PU36C ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655219,a0o6g00000DWG1DAAX,100751,"PU36C ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655220,a0o6g00000HBOe0AAH,100754,"A60PM ",AC,Suspenso,Finalizado - Resgate Pago
5655221,a0o6g00000DfniOAAR,100754,"PU36C ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655222,a0o6g00000DfniOAAR,100754,"PU36C ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655223,a0o6g00000DKb97AAD,10076,"PM48M ",OJ,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655224,a0o6g00000DSebwAAD,100763,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655225,a0o6g00000DSebwAAD,100763,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655226,a0o6g00000DRWvdAAH,100765,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655227,a0o6g00000DfyloAAB,100770,"PM48H ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655228,a0o6g00000DOOddAAH,100777,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655229,a0o6g00000DQ7lNAAT,100649,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655230,a0o6g00000DQ7lOAAT,100650,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655231,a0o6g000008oQEGAA2,100658,"PP60M ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655232,a0o6g000007zZQ1AAM,100659,"PP60M ",AA,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655233,a0o6g00000DKbqTAAT,10066,"PU36Q ",AD,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655234,a0o6g00000DgBUqAAN,100660,"PM24D ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655235,a0o6g00000DRmdUAAT,10067,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655236,a0o6g00000Dg7NRAAZ,100672,"PMF48 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655237,a0o6g00000DPyPMAA1,100675,"PM484 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655238,a0o6g000007wlfjAAA,100682,"PP93R ",AA,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655239,a0o6g00000DgBmqAAF,100682,"PUA36 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655240,a0o6g00000DQ7xJAAT,100699,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655241,a0o6g000007yUBCAA2,1007,"PU36S ",AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655242,a0o6g0000080tdsAAA,100700,"PU36R ",TM,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655243,a0o6g00000DQ7xKAAT,100700,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655244,a0o6g00000DQ7xNAAT,100703,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655245,a0o6g00000DKanWAAT,100735,"PM48M ",OJ,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655246,a0o6g00000DRZhbAAH,100747,"PM60V ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655247,a0o6g00000DVMJ8AAP,100749,"PU36C ",AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655248,a0o6g00000DTCuIAAX,10075,PUQR17,AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655249,a0o6g00000DVMJ9AAP,100750,"PU36C ",AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655250,a0o6g00000DgByxAAF,100753,"PM24D ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655251,a0o6g00000DVMJCAA5,100753,"PU36C ",AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655252,a0o6g00000DWG1FAAX,100753,"PU36C ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655253,a0o6g00000DWG1FAAX,100753,"PU36C ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655254,a0o6g00000DSebuAAD,100761,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655255,a0o6g00000DSebuAAD,100761,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655256,a0o6g00000A5AyeAAF,100764,"PM48  ",GC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655257,a0o6g00000DSebxAAD,100764,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655258,a0o6g00000DPyKKAA1,100700,"PM484 ",AA,Finalizado - Resgate Pago,Finalizado - Óbito
5655259,a0o6g00000DQ7xLAAT,100701,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655260,a0o6g00000DKeiSAAT,100708,"PM48M ",OI,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655261,a0o6g000007wzLzAAI,100718,"PM48M ",OB,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655262,a0o6g000007wujPAAQ,100736,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655263,a0o6g00000DSMQ8AAP,100741,"PU369 ",AD,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655264,a0o6g00000DWG1CAAX,100750,"PU36C ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655265,a0o6g00000DWG1CAAX,100750,"PU36C ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655266,a0o6g00000DKcNQAA1,100751,"PM48M ",OH,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655267,a0o6g00000DVMJBAA5,100752,"PU36C ",AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655268,a0o6g00000DQ5tvAAD,100755,"PM484 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655269,a0o6g00000817eBAAQ,100756,"PP60M ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655270,a0o6g00000DKcNSAA1,100765,"PM60  ",LD,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655271,a0o6g00000DOKfbAAH,100767,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655272,a0o6g000007wyLFAAY,100772,"PM48M ",OH,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655273,a0o6g000007wsvlAAA,100775,"PP60M ",AB,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655274,a0o6g00000DKam2AAD,100777,"PM48M ",OA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655275,a0o6g00000DKdojAAD,100778,"PM48M ",OA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655276,a0o6g000007zTlJAAU,100785,"PU362 ",AE,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655277,a0o6g000007zLFXAA2,100788,"PM48M ",OL,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655278,a0o6g0000082hJkAAI,1008,"PP93R ",AA,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655279,a0o6g000008nzEKAAY,100805,"PM48M ",OK,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655280,a0o6g00000DTCuJAAX,10081,PUQR19,AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655281,a0o6g00000DgCglAAF,100816,"PM60C ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655282,a0o6g00000DWtdsAAD,100822,"PM60  ",LE,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655283,a0o6g000007wv8HAAQ,100847,"PM48M ",OK,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655284,a0o6g00000Dg5p2AAB,100850,"PU36C ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655285,a0o6g00000Dg5p3AAB,100851,"PU36C ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655286,a0o6g00000DKd26AAD,100868,"PM60  ",LC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655287,a0o6g00000DSebxAAD,100764,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655288,a0o6g00000DKayRAAT,100769,"PM48M ",OB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655289,a0o6g0000082MIUAA2,100771,"PM60  ",LA,Finalizado - Resgate Pago,Finalizado - Antecipado total
5655290,a0o6g00000A5BDrAAN,100779,"PP60  ",WA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655291,a0o6g00000Dg6KAAAZ,1008,"PM24P ",QN,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655292,a0o6g00000DfsLCAAZ,1008,"PP36I ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655293,a0o6g00000DfsLCAAZ,1008,"PP36I ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655294,a0o6g00000DKdWyAAL,100806,"PP60M ",AB,Finalizado - Resgate Pago,Finalizado - Óbito
5655295,a0o6g000005vIvwAAE,100810,"A48PM ",AA,Ativo,Suspenso
5655296,a0o6g00000DLP3oAAH,100823,"PM601 ",AA,Finalizado - Resgate Pago,Finalizado - Óbito
5655297,a0o6g00000DKc1JAAT,100831,"PM48  ",GC,Finalizado - Resgate Pago,Finalizado - Caducou
5655298,a0o6g00000A5BMHAA3,100845,"PM48M ",OF,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655299,a0o6g0000083liqAAA,100848,"PU369 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655300,a0o6g00000DTE4UAAX,10085,PUQR19,AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655301,a0o6g000008o8n8AAA,100851,"PP60M ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655302,a0o6g000008oPakAAE,100855,"PM601 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655303,a0o6g00000A5AIFAA3,100859,"PM48M ",OL,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655304,a0o6g00000DRWwzAAH,100862,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655305,a0o6g00000DWffYAAT,100876,"PM483 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655306,a0o6g00000DgBD1AAN,100878,"PM24D ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655307,a0o6g00000DKayKAAT,10088,"PM60  ",LF,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655308,a0o6g0000083hA3AAI,100894,"PU364 ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5655309,a0o6g00000DMqOAAA1,100906,"PM48E ",ED,Finalizado - Resgate Pago,Finalizado - Óbito
