_CustomObjectKey,id,Data_Pagamento_Resgate
535,a0o6g00000Dfg7gAAB,2018-11-11
536,a0o6g00000Dfg7hAAB,2019-11-11
537,a0o6g00000Dfg7iAAB,2018-11-11
538,a0o6g00000Dfg7jAAB,2018-11-11
539,a0o6g000005fqUAAAY,2020-07-16
540,a0o6g000005fqUBAAY,2020-05-22
541,a0o6g000005fqUXAAY,2020-11-28
542,a0o6g000005fqVMAAY,2020-01-15
543,a0o6g000005fqgKAAQ,2019-08-18
544,a0o6g000005fqgYAAQ,2020-02-10
545,a0o6g000005fqgZAAQ,2019-04-12
546,a0o6g000005fqgaAAA,2019-04-12
547,a0o6g000005fqgbAAA,2019-09-29
548,a0o6g000005fqgiAAA,2019-10-28
549,a0o6g000005fqglAAA,2019-04-20
550,a0o6g000005fqhIAAQ,2020-05-24
551,a0o6g000005fqhVAAQ,2019-12-24
552,a0o6g000005fqvwAAA,2020-05-05
553,a0o6g000005fqvxAAA,2021-04-05
554,a0o6g000005fqw9AAA,2021-02-20
555,a0o6g000005fqwXAAQ,2021-03-07
556,a0o6g000005fqwfAAA,2019-10-21
557,a0o6g000005fqx4AAA,2021-10-19
558,a0o6g000005frBkAAI,2019-08-16
559,a0o6g000005frByAAI,2020-11-06
560,a0o6g000005frCKAAY,2019-11-25
561,a0o6g000005frCUAAY,2019-05-30
562,a0o6g000005frPdAAI,2020-03-03
563,a0o6g00000DffX2AAJ,2020-10-03
564,a0o6g00000DffX5AAJ,2019-07-31
565,a0o6g000005frQiAAI,2019-04-13
566,a0o6g000005frcjAAA,2020-10-26
567,a0o6g000005frcvAAA,2019-11-11
568,a0o6g000005frdUAAQ,2019-12-20
569,a0o6g00000DffXFAAZ,2019-08-01
570,a0o6g00000DffXGAAZ,2019-08-01
571,a0o6g00000DffXIAAZ,2019-08-01
572,a0o6g000005fs4tAAA,2019-11-01
573,a0o6g000005fs4uAAA,2019-09-15
574,a0o6g000005fs5HAAQ,2018-10-29
575,a0o6g000005fs5cAAA,2020-03-10
576,a0o6g00000Dg6wrAAB,2021-01-22
577,a0o6g00000Dg6wsAAB,2021-01-22
578,a0o6g00000Dg6wtAAB,2021-01-22
579,a0o6g00000Dg6wuAAB,2021-01-22
580,a0o6g00000Dg6wvAAB,2021-01-22
581,a0o6g00000Dg6wwAAB,2019-01-22
582,a0o6g00000Dg6wzAAB,2020-07-03
583,a0o6g00000Dg6x0AAB,2020-07-03
584,a0o6g00000Dg6x1AAB,2019-05-25
585,a0o6g00000Dg6WRAAZ,2019-01-10
586,a0o6g00000Dg6WSAAZ,2018-11-10
587,a0o6g00000Dg6WWAAZ,2018-11-10
588,a0o6g00000Dg6WYAAZ,2021-01-10
589,a0o6g00000Dg6wTAAR,2019-01-20
590,a0o6g00000Dg6wUAAR,2021-01-24
591,a0o6g00000Dg6wVAAR,2019-02-20
592,a0o6g00000Dg6wWAAR,2021-04-20
593,a0o6g00000Dg6wYAAR,2020-06-22
594,a0o6g00000Dg6wZAAR,2020-06-22
595,a0o6g00000Dg6X4AAJ,2020-05-26
596,a0o6g00000Dg6X7AAJ,2020-05-24
597,a0o6g00000Dg6X9AAJ,2019-02-05
598,a0o6g00000Dg6XAAAZ,2020-04-05
599,a0o6g00000Dg6XBAAZ,2019-04-02
600,a0o6g00000Dg6xaAAB,2019-08-05
601,a0o6g00000Dg6xbAAB,2021-04-05
602,a0o6g00000Dg6xeAAB,2020-01-05
603,a0o6g00000Dg6xfAAB,2021-04-05
604,a0o6g00000Dg6xiAAB,2019-09-05
605,a0o6g00000Dg6xjAAB,2020-12-05
606,a0o6g00000Dg6xkAAB,2019-12-05
607,a0o6g00000Dg6xlAAB,2021-02-05
608,a0o6g00000Dg6xpAAB,2020-12-11
609,a0o6g000005b261AAA,2018-12-16
610,a0o6g00000Dg6x2AAB,2019-05-28
611,a0o6g00000Dg6x3AAB,2019-08-28
612,a0o6g00000Dg6x5AAB,2019-08-28
613,a0o6g00000Dg6x6AAB,2019-08-28
614,a0o6g00000Dg6x7AAB,2019-08-28
615,a0o6g00000Dg6x8AAB,2019-05-25
616,a0o6g00000Dg6x9AAB,2019-05-25
617,a0o6g00000Dg6xAAAR,2019-05-27
618,a0o6g00000Dg6xBAAR,2019-03-28
619,a0o6g00000Dg6xDAAR,2019-07-28
620,a0o6g00000Dg6xFAAR,2019-02-14
621,a0o6g00000Dg6xGAAR,2019-02-14
622,a0o6g00000Dg6xHAAR,2019-02-15
623,a0o6g00000Dg6xIAAR,2019-02-17
624,a0o6g00000Dg6xJAAR,2019-02-14
625,a0o6g00000Dg6xKAAR,2020-06-22
626,a0o6g00000Dg6xLAAR,2019-02-15
627,a0o6g00000Dg6xMAAR,2020-03-02
628,a0o6g00000Dg6xNAAR,2020-03-02
629,a0o6g00000Dg6xOAAR,2019-06-02
630,a0o6g00000Dg6xPAAR,2021-03-04
631,a0o6g00000Dg6XbAAJ,2019-06-05
632,a0o6g00000Dg6XcAAJ,2020-02-02
633,a0o6g00000Dg6XdAAJ,2020-02-02
634,a0o6g00000Dg6XeAAJ,2020-02-02
635,a0o6g00000Dg6XfAAJ,2020-02-02
636,a0o6g00000Dg6XgAAJ,2020-02-02
637,a0o6g00000Dg6xqAAB,2021-02-12
638,a0o6g00000Dg6xrAAB,2020-12-11
639,a0o6g00000Dg6xsAAB,2020-12-12
640,a0o6g00000Dg6xtAAB,2020-12-12
641,a0o6g00000Dg6xuAAB,2020-12-11
642,a0o6g00000Dg6xvAAB,2020-08-21
643,a0o6g00000Dg6xwAAB,2020-08-21
644,a0o6g00000Dg6xxAAB,2020-08-21
645,a0o6g00000Dg6xyAAB,2020-08-21
646,a0o6g00000Dg6xzAAB,2020-08-21
647,a0o6g00000Dg6y0AAB,2020-08-22
648,a0o6g00000Dg6y1AAB,2020-08-21
649,a0o6g00000Dg6y2AAB,2020-08-21
650,a0o6g00000Dg6y3AAB,2020-08-21
651,a0o6g00000Dg6y4AAB,2020-08-21
652,a0o6g00000Dg6y5AAB,2020-08-21
653,a0o6g00000Dg6y6AAB,2020-08-21
654,a0o6g00000Dg6y7AAB,2020-08-21
655,a0o6g00000Dg6y8AAB,2020-05-24
656,a0o6g00000Dg6XrAAJ,2021-02-02
657,a0o6g00000Dg6XsAAJ,2021-02-02
658,a0o6g00000Dg6XtAAJ,2021-02-02
659,a0o6g00000Dg6XuAAJ,2021-02-02
660,a0o6g00000Dg6XvAAJ,2021-02-02
661,a0o6g00000Dg6XwAAJ,2021-02-04
662,a0o6g00000Dg6XxAAJ,2019-02-05
663,a0o6g00000Dg6XyAAJ,2021-02-07
664,a0o6g00000Dg6XzAAJ,2019-02-05
665,a0o6g00000Dg6Y0AAJ,2020-02-02
666,a0o6g00000Dg6Y1AAJ,2019-02-02
667,a0o6g00000Dg6Y2AAJ,2020-02-05
668,a0o6g00000Dg6Y3AAJ,2019-02-03
669,a0o6g00000Dg6Y5AAJ,2019-09-05
670,a0o6g00000Dg6Y6AAJ,2018-12-12
671,a0o6g00000Dg6Y7AAJ,2019-01-02
672,a0o6g00000Dg6XUAAZ,2021-03-01
673,a0o6g00000Dg6XXAAZ,2019-02-02
674,a0o6g00000Dg6XYAAZ,2019-10-05
675,a0o6g00000Dg6XZAAZ,2021-02-05
676,a0o6g00000Dg6xYAAR,2021-01-05
677,a0o6g00000Dg6xZAAR,2019-08-05
678,a0o6g00000Dg6ySAAR,2021-02-25
679,a0o6g00000Dg6yTAAR,2020-09-26
680,a0o6g00000Dg6yUAAR,2021-03-27
681,a0o6g00000Dg6yVAAR,2020-04-24
682,a0o6g00000Dg6yWAAR,2020-04-24
683,a0o6g00000Dg6yXAAR,2020-04-24
684,a0o6g00000Dg6yYAAR,2020-04-24
685,a0o6g00000Dg6yZAAR,2020-04-24
686,a0o6g00000Dg6zFAAR,2020-03-02
687,a0o6g00000Dg6zGAAR,2021-03-02
688,a0o6g00000Dg6zIAAR,2019-03-02
689,a0o6g00000Dg6zJAAR,2019-03-02
690,a0o6g00000Dg6zKAAR,2019-03-02
691,a0o6g00000Dg6zLAAR,2019-03-02
692,a0o6g00000Dg6zMAAR,2021-02-02
693,a0o6g00000Dg6zNAAR,2021-04-05
694,a0o6g00000Dg6zOAAR,2021-04-05
695,a0o6g00000Dg6zPAAR,2021-04-05
696,a0o6g00000Dg6zQAAR,2021-04-05
697,a0o6g00000Dg6zRAAR,2021-04-05
698,a0o6g00000Dg6zSAAR,2021-04-05
699,a0o6g00000Dg6zTAAR,2021-04-05
700,a0o6g00000Dg6zUAAR,2021-04-05
701,a0o6g00000Dg6zVAAR,2021-04-01
702,a0o6g00000Dg6zWAAR,2021-04-05
703,a0o6g00000Dg6zYAAR,2019-09-05
704,a0o6g00000Dg6ZXAAZ,2020-06-28
705,a0o6g00000Dg6ZYAAZ,2020-05-27
706,a0o6g00000Dg6ZZAAZ,2020-08-28
707,a0o6g00000Dg7fWAAR,2019-04-05
708,a0o6g00000Dg7fXAAR,2019-04-04
709,a0o6g00000Dg7fYAAR,2019-04-05
710,a0o6g00000Dg7fZAAR,2019-04-04
711,a0o6g000005t8efAAA,2021-02-16
712,a0o6g000005t8ezAAA,2019-03-01
713,a0o6g000005t8fCAAQ,2019-12-02
714,a0o6g000005t8faAAA,2018-09-21
715,a0o6g000005t8fbAAA,2018-09-24
716,a0o6g00000Dg7hFAAR,2020-06-18
717,a0o6g00000Dg7hGAAR,2020-12-18
718,a0o6g00000Dg7hHAAR,2020-12-20
719,a0o6g00000Dg7hIAAR,2020-12-20
720,a0o6g00000Dg7hJAAR,2020-12-20
721,a0o6g00000Dg7hKAAR,2020-12-20
722,a0o6g00000Dg7hLAAR,2020-12-18
723,a0o6g00000Dg7hMAAR,2020-12-19
724,a0o6g00000Dg7hRAAR,2020-12-19
725,a0o6g00000Dg7hSAAR,2020-11-01
726,a0o6g00000Dg7hTAAR,2021-04-01
727,a0o6g00000Dg7hUAAR,2020-08-15
728,a0o6g00000Dg7hVAAR,2020-08-14
729,a0o6g00000Dg7hWAAR,2020-08-14
730,a0o6g00000Dg6Y8AAJ,2018-12-11
731,a0o6g00000Dg6YAAAZ,2021-01-04
732,a0o6g00000Dg6YBAAZ,2019-04-02
733,a0o6g00000Dg6YCAAZ,2021-01-04
734,a0o6g00000Dg6YDAAZ,2019-01-04
735,a0o6g00000Dg6YEAAZ,2018-12-27
736,a0o6g00000Dg6YFAAZ,2019-12-27
737,a0o6g00000Dg6y9AAB,2020-12-24
738,a0o6g00000Dg6yCAAR,2020-10-28
739,a0o6g00000Dg6yDAAR,2020-05-21
740,a0o6g00000Dg6yEAAR,2020-05-28
741,a0o6g00000Dg6yFAAR,2020-05-28
742,a0o6g00000Dg6yGAAR,2020-05-28
743,a0o6g00000Dg6yHAAR,2020-05-28
744,a0o6g00000Dg6YGAAZ,2020-06-12
745,a0o6g00000Dg6YHAAZ,2020-06-12
746,a0o6g00000Dg6YIAAZ,2020-02-23
747,a0o6g00000Dg6YJAAZ,2020-05-24
748,a0o6g00000Dg6YKAAZ,2020-05-27
749,a0o6g00000Dg6YLAAZ,2020-05-24
750,a0o6g00000Dg6YMAAZ,2020-05-28
751,a0o6g00000Dg6YNAAZ,2020-05-24
752,a0o6g00000Dg6YOAAZ,2019-10-28
753,a0o6g00000Dg6YPAAZ,2020-05-28
754,a0o6g00000Dg6YQAAZ,2020-05-28
755,a0o6g00000Dg6YRAAZ,2020-05-24
756,a0o6g00000Dg6YSAAZ,2020-05-28
757,a0o6g00000Dg6YTAAZ,2020-05-24
758,a0o6g00000Dg6YUAAZ,2019-10-05
759,a0o6g00000Dg6YVAAZ,2020-04-30
760,a0o6g00000Dg6yaAAB,2020-04-25
761,a0o6g00000Dg6ybAAB,2020-04-24
762,a0o6g00000Dg6ycAAB,2020-04-24
763,a0o6g00000Dg6ydAAB,2020-04-24
764,a0o6g00000Dg6yeAAB,2020-04-24
765,a0o6g00000Dg6ygAAB,2020-04-24
766,a0o6g00000Dg6yhAAB,2020-04-24
767,a0o6g00000Dg6yiAAB,2020-04-24
768,a0o6g000005b3T4AAI,2018-11-12
769,a0o6g000005b3TDAAY,2018-11-20
770,a0o6g00000Dg6YcAAJ,2020-10-29
771,a0o6g00000Dg6YdAAJ,2020-10-29
772,a0o6g00000Dg6YeAAJ,2020-10-30
773,a0o6g00000Dg6YfAAJ,2020-10-30
774,a0o6g00000Dg6YgAAJ,2020-10-30
775,a0o6g00000Dg6YhAAJ,2020-10-29
776,a0o6g00000Dg6YiAAJ,2020-10-29
777,a0o6g00000Dg6YjAAJ,2020-10-29
778,a0o6g00000Dg6YkAAJ,2020-10-30
779,a0o6g00000Dg6YlAAJ,2020-10-29
780,a0o6g00000Dg6YmAAJ,2020-10-30
781,a0o6g00000Dg6YnAAJ,2020-10-30
782,a0o6g00000Dg6YoAAJ,2020-10-30
783,a0o6g00000Dg6YpAAJ,2020-10-29
784,a0o6g00000Dg6YqAAJ,2020-10-30
785,a0o6g00000Dg6YrAAJ,2020-01-18
786,a0o6g00000Dg6YsAAJ,2021-01-20
787,a0o6g00000Dg6YtAAJ,2021-03-18
788,a0o6g00000Dg6yrAAB,2019-04-02
789,a0o6g00000Dg6ysAAB,2019-04-02
790,a0o6g00000Dg6ytAAB,2019-03-02
791,a0o6g00000Dg6yuAAB,2021-03-02
792,a0o6g00000Dg6yvAAB,2019-03-02
793,a0o6g00000Dg6ywAAB,2019-03-02
794,a0o6g00000Dg6yxAAB,2019-03-02
795,a0o6g00000Dg6yzAAB,2019-03-02
796,a0o6g00000Dg6z0AAB,2019-03-02
797,a0o6g00000Dg6z1AAB,2019-03-02
798,a0o6g00000Dg6YvAAJ,2019-12-28
799,a0o6g00000Dg6YwAAJ,2020-03-29
800,a0o6g00000Dg6YxAAJ,2020-03-29
801,a0o6g00000Dg6YyAAJ,2021-03-28
802,a0o6g00000Dg6YzAAJ,2020-10-11
803,a0o6g00000Dg6Z0AAJ,2020-10-11
804,a0o6g00000Dg6Z1AAJ,2020-10-11
805,a0o6g00000Dg6Z2AAJ,2020-10-11
806,a0o6g00000Dg6Z3AAJ,2020-10-11
807,a0o6g00000Dg6YaAAJ,2020-10-30
808,a0o6g00000Dg6YbAAJ,2020-10-30
809,a0o6g00000Dg6YWAAZ,2020-07-05
810,a0o6g00000Dg6YXAAZ,2020-11-30
811,a0o6g00000Dg6YYAAZ,2020-06-29
812,a0o6g00000Dg6YZAAZ,2020-10-30
813,a0o6g00000Dg6Z4AAJ,2020-10-11
814,a0o6g00000Dg6Z5AAJ,2020-07-13
815,a0o6g00000Dg6Z7AAJ,2020-11-13
816,a0o6g00000Dg6Z8AAJ,2020-11-13
817,a0o6g00000Dg6Z9AAJ,2020-11-13
818,a0o6g00000Dg6ZAAAZ,2020-11-13
819,a0o6g00000Dg6ZBAAZ,2020-11-13
820,a0o6g00000Dg6ZCAAZ,2020-11-13
821,a0o6g00000Dg6ZDAAZ,2020-09-10
822,a0o6g00000Dg6z3AAB,2021-03-02
823,a0o6g00000Dg6z4AAB,2021-03-02
824,a0o6g00000Dg6zAAAR,2020-03-04
825,a0o6g00000Dg6zBAAR,2021-03-02
826,a0o6g00000Dg6zCAAR,2021-03-02
827,a0o6g00000Dg6zDAAR,2021-03-02
828,a0o6g00000Dg6zEAAR,2021-03-02
829,a0o6g00000Dg6ZEAAZ,2020-03-10
830,a0o6g00000Dg6ZFAAZ,2020-03-10
831,a0o6g00000Dg6ZGAAZ,2020-03-10
832,a0o6g00000Dg6ZHAAZ,2020-06-10
833,a0o6g00000Dg6ZJAAZ,2020-09-09
834,a0o6g00000Dg6ZKAAZ,2020-05-28
835,a0o6g00000Dg6ZLAAZ,2020-05-24
836,a0o6g00000Dg6ZMAAZ,2020-05-21
837,a0o6g00000Dg6ZNAAZ,2020-05-24
838,a0o6g00000Dg6ZOAAZ,2020-05-27
839,a0o6g00000Dg6ZPAAZ,2020-05-27
840,a0o6g00000Dg6ZQAAZ,2020-05-27
841,a0o6g00000Dg6ZRAAZ,2019-09-28
842,a0o6g00000Dg6ZSAAZ,2020-05-28
843,a0o6g00000Dg6ZTAAZ,2020-05-28
844,a0o6g00000Dg6ZUAAZ,2020-05-27
845,a0o6g00000Dg6ZVAAZ,2020-05-27
846,a0o6g00000Dg6ZWAAZ,2020-05-27
847,a0o6g00000Dg6zfAAB,2019-04-05
848,a0o6g00000Dg6zkAAB,2020-04-05
849,a0o6g00000Dg6zlAAB,2020-10-05
850,a0o6g00000Dg6zmAAB,2019-08-05
851,a0o6g00000Dg6znAAB,2019-04-05
852,a0o6g00000Dg6zuAAB,2021-04-05
853,a0o6g00000Dg6ZbAAJ,2020-05-27
854,a0o6g00000Dg6ZcAAJ,2020-05-28
855,a0o6g00000Dg6ZdAAJ,2020-05-28
856,a0o6g00000Dg6ZeAAJ,2020-05-21
857,a0o6g00000Dg6ZfAAJ,2020-05-27
858,a0o6g00000Dg6ZgAAJ,2020-05-21
859,a0o6g00000Dg6ZhAAJ,2020-12-19
860,a0o6g00000Dg6ZiAAJ,2020-12-18
861,a0o6g00000Dg6ZjAAJ,2020-12-18
862,a0o6g00000Dg6ZkAAJ,2020-12-18
863,a0o6g00000Dg6ZlAAJ,2020-12-19
864,a0o6g00000Dg6ZmAAJ,2020-12-19
865,a0o6g00000Dg6zvAAB,2020-05-05
866,a0o6g00000Dg6zxAAB,2021-04-05
867,a0o6g00000Dg6zyAAB,2019-04-05
868,a0o6g00000Dg6zzAAB,2021-04-05
869,a0o6g00000Dg700AAB,2021-04-05
870,a0o6g00000Dg701AAB,2021-04-05
871,a0o6g00000Dg702AAB,2020-04-05
872,a0o6g00000Dg703AAB,2019-04-05
873,a0o6g00000Dg70AAAR,2021-04-05
874,a0o6g00000Dg70BAAR,2021-04-05
875,a0o6g00000Dg70CAAR,2021-04-05
876,a0o6g00000Dg70DAAR,2021-04-05
877,a0o6g00000Dg70EAAR,2021-04-05
878,a0o6g00000Dg70FAAR,2021-04-05
879,a0o6g00000Dg70GAAR,2021-04-05
880,a0o6g00000Dg70HAAR,2020-04-05
881,a0o6g00000Dg6ZaAAJ,2019-11-28
882,a0o6g00000Dg6zaAAB,2021-04-05
883,a0o6g00000Dg6zbAAB,2021-04-05
884,a0o6g00000Dg6zcAAB,2021-04-05
885,a0o6g00000Dg6zdAAB,2021-04-05
886,a0o6g00000Dg6zZAAR,2019-10-05
887,a0o6g00000Dg70JAAR,2020-04-05
888,a0o6g00000Dg70LAAR,2019-10-05
889,a0o6g00000Dg7eZAAR,2019-05-09
890,a0o6g00000Dg7eaAAB,2019-05-09
891,a0o6g00000Dg7ebAAB,2019-06-26
892,a0o6g00000Dg7ecAAB,2019-06-26
893,a0o6g00000Dg7erAAB,2019-09-09
894,a0o6g00000Dg7esAAB,2020-03-09
895,a0o6g00000Dg7etAAB,2020-03-09
896,a0o6g00000Dg7euAAB,2020-03-09
897,a0o6g00000Dg7evAAB,2021-03-09
898,a0o6g00000Dg7exAAB,2021-03-09
899,a0o6g00000Dg7ezAAB,2019-07-11
900,a0o6g00000Dg7f0AAB,2021-03-09
901,a0o6g00000Dg7f1AAB,2021-03-09
902,a0o6g00000Dg7f2AAB,2021-03-09
903,a0o6g00000Dg7eeAAB,2019-06-26
904,a0o6g00000Dg7efAAB,2019-06-26
905,a0o6g00000Dg7egAAB,2019-06-26
906,a0o6g00000Dg7ehAAB,2019-06-26
907,a0o6g00000Dg7eiAAB,2019-06-26
908,a0o6g00000Dg7ejAAB,2019-06-26
909,a0o6g00000Dg7f3AAB,2020-04-09
910,a0o6g00000Dg7f4AAB,2019-07-11
911,a0o6g00000Dg7f5AAB,2020-07-11
912,a0o6g00000Dg7f6AAB,2019-07-11
913,a0o6g00000Dg7f7AAB,2019-04-04
914,a0o6g00000Dg7f8AAB,2019-04-04
915,a0o6g00000Dg7f9AAB,2019-04-04
916,a0o6g00000Dg7fAAAR,2021-04-05
917,a0o6g00000Dg7fBAAR,2019-04-05
918,a0o6g00000Dg7fCAAR,2019-04-05
919,a0o6g00000Dg7fDAAR,2019-04-05
920,a0o6g00000Dg7fEAAR,2019-04-05
921,a0o6g00000Dg7fFAAR,2019-04-05
922,a0o6g00000Dg7fGAAR,2020-04-06
923,a0o6g00000Dg7fHAAR,2019-04-05
924,a0o6g00000Dg7fIAAR,2019-04-04
925,a0o6g00000Dg7fJAAR,2019-04-05
926,a0o6g00000Dg7fKAAR,2019-04-04
927,a0o6g00000Dg7fLAAR,2019-04-05
928,a0o6g00000Dg7fMAAR,2019-04-04
929,a0o6g00000Dg7fNAAR,2019-04-05
930,a0o6g00000Dg7fOAAR,2019-04-05
931,a0o6g00000Dg7fPAAR,2019-04-05
932,a0o6g00000Dg7fQAAR,2019-04-05
933,a0o6g00000Dg7fRAAR,2021-04-04
934,a0o6g00000Dg7fSAAR,2019-04-05
935,a0o6g00000Dg7fTAAR,2019-04-04
936,a0o6g00000Dg7fUAAR,2019-04-05
937,a0o6g00000Dg7fVAAR,2019-04-05
938,a0o6g000005fs5qAAA,2021-04-09
939,a0o6g000005fs5rAAA,2021-01-08
940,a0o6g000005fs5sAAA,2020-10-16
941,a0o6g000005fs66AAA,2020-04-15
942,a0o6g000005fs68AAA,2020-09-05
943,a0o6g000005fs69AAA,2020-06-05
944,a0o6g000005fs6AAAQ,2019-11-27
945,a0o6g000005fsKNAAY,2020-08-01
946,a0o6g000005fsKjAAI,2020-01-31
947,a0o6g000005fsKuAAI,2020-01-30
948,a0o6g000005fsKyAAI,2018-10-22
949,a0o6g000005fsLkAAI,2020-03-25
950,a0o6g000005fsYRAAY,2019-06-08
951,a0o6g000005fsYdAAI,2020-04-18
952,a0o6g000005fsYmAAI,2021-02-09
953,a0o6g000005fsYqAAI,2020-10-26
954,a0o6g000005fsZQAAY,2021-02-28
955,a0o6g000005fsZcAAI,2020-11-30
956,a0o6g000005fsZoAAI,2020-09-21
957,a0o6g000005fsmhAAA,2019-05-29
958,a0o6g00000DffXjAAJ,2018-11-17
959,a0o6g00000DffXlAAJ,2018-11-11
960,a0o6g00000DffXmAAJ,2018-11-11
961,a0o6g00000DffXnAAJ,2018-11-11
962,a0o6g00000DffXoAAJ,2018-11-11
963,a0o6g00000DffXpAAJ,2018-11-11
964,a0o6g00000DffXqAAJ,2018-11-11
965,a0o6g00000DffXrAAJ,2018-11-11
966,a0o6g00000DffXsAAJ,2018-11-11
967,a0o6g00000DffXtAAJ,2018-11-11
968,a0o6g00000DffY9AAJ,2018-11-11
969,a0o6g00000DffYAAAZ,2018-11-11
970,a0o6g00000DffYBAAZ,2018-11-11
971,a0o6g00000DffYCAAZ,2018-11-11
972,a0o6g00000DffYDAAZ,2018-11-11
973,a0o6g00000DffYEAAZ,2018-11-11
974,a0o6g00000DffYFAAZ,2018-11-11
975,a0o6g00000DffYGAAZ,2019-11-11
976,a0o6g00000DffYHAAZ,2018-11-11
977,a0o6g00000DffYIAAZ,2019-11-11
978,a0o6g00000DffYJAAZ,2019-11-11
979,a0o6g00000DffYKAAZ,2019-11-11
980,a0o6g00000DffYLAAZ,2019-11-11
981,a0o6g00000DffYUAAZ,2018-11-11
982,a0o6g00000DffYWAAZ,2018-11-11
983,a0o6g00000DffYXAAZ,2018-11-11
984,a0o6g00000DffYYAAZ,2018-11-11
985,a0o6g00000DffYZAAZ,2018-11-11
986,a0o6g000005fso4AAA,2018-09-18
987,a0o6g00000DffZaAAJ,2019-12-04
988,a0o6g00000DffZcAAJ,2018-12-04
989,a0o6g00000DffZeAAJ,2019-12-04
990,a0o6g00000DffZfAAJ,2019-05-07
991,a0o6g00000DffZgAAJ,2018-12-07
992,a0o6g000005ft2CAAQ,2019-12-18
993,a0o6g000005ft2jAAA,2020-08-05
994,a0o6g000005ft2nAAA,2020-09-22
995,a0o6g000005ft2pAAA,2018-12-28
996,a0o6g000005ft30AAA,2023-06-24
997,a0o6g000005ftGyAAI,2019-01-16
998,a0o6g000005ftHCAAY,2019-05-31
999,a0o6g000005ftHPAAY,2020-08-07
1000,a0o6g000005ftHRAAY,2020-11-25
1001,a0o6g000005ftHSAAY,2020-11-27
1002,a0o6g000005ftHTAAY,2019-10-07
1003,a0o6g000005ftHUAAY,2019-08-17
1004,a0o6g000005ftHeAAI,2019-06-14
1005,a0o6g000005ftHuAAI,2021-01-29
1006,a0o6g000005ftI2AAI,2018-11-19
1007,a0o6g000005ftI6AAI,2020-03-28
1008,a0o6g000005ftV4AAI,2019-11-25
1009,a0o6g000005ftVGAAY,2020-09-14
1010,a0o6g000005ftVOAAY,2018-10-30
1011,a0o6g000005ftVnAAI,2019-12-22
1012,a0o6g000005ftVyAAI,2019-12-02
1013,a0o6g000005ftWDAAY,2018-09-22
1014,a0o6g000005ftWEAAY,2018-11-14
1015,a0o6g000005ftWIAAY,2019-06-17
1016,a0o6g00000DffXuAAJ,2018-11-11
1017,a0o6g00000DffXxAAJ,2019-11-11
1018,a0o6g00000DffXzAAJ,2018-11-11
1019,a0o6g00000DffY0AAJ,2018-11-11
1020,a0o6g00000DffY2AAJ,2018-11-11
1021,a0o6g00000DffY3AAJ,2018-11-11
1022,a0o6g00000DffY4AAJ,2019-11-11
1023,a0o6g00000DffY5AAJ,2018-11-11
1024,a0o6g00000DffY6AAJ,2018-11-11
1025,a0o6g00000DffY7AAJ,2018-11-11
1026,a0o6g00000DffY8AAJ,2018-11-11
1027,a0o6g00000DffXaAAJ,2019-11-10
1028,a0o6g000005ftnPAAQ,2019-12-15
1029,a0o6g000005ftnRAAQ,2019-04-03
1030,a0o6g000005ftnTAAQ,2020-07-10
1031,a0o6g000005ftnUAAQ,2019-12-27
1032,a0o6g000005ftnfAAA,2020-01-11
1033,a0o6g000005ftnoAAA,2019-09-22
1034,a0o6g00000DffXZAAZ,2019-11-10
1035,a0o6g00000DffyeAAB,2019-12-01
1036,a0o6g00000DffyfAAB,2019-12-01
1037,a0o6g00000DffygAAB,2019-12-01
1038,a0o6g00000DffyhAAB,2019-12-01
1039,a0o6g00000DffyiAAB,2019-12-01
1040,a0o6g00000DffyjAAB,2019-12-01
1041,a0o6g00000DffykAAB,2019-12-01
1042,a0o6g00000DffylAAB,2019-12-01
1043,a0o6g00000DffymAAB,2019-12-01
1044,a0o6g00000DffynAAB,2018-12-01
1045,a0o6g00000DffyoAAB,2018-12-01
1046,a0o6g00000DffyqAAB,2019-12-01
1047,a0o6g00000DffyrAAB,2018-12-01
1048,a0o6g00000DffytAAB,2019-12-01
1049,a0o6g00000DffyuAAB,2018-12-01
1050,a0o6g00000DffyvAAB,2019-12-01
1051,a0o6g00000DffywAAB,2019-12-01
1052,a0o6g00000DffYdAAJ,2018-11-11
1053,a0o6g00000DffYeAAJ,2019-11-11
1054,a0o6g00000DffYfAAJ,2019-11-11
1055,a0o6g00000DffYiAAJ,2018-11-11
1056,a0o6g00000DffYjAAJ,2018-11-11
1057,a0o6g00000DffYkAAJ,2018-11-11
1058,a0o6g00000DffYlAAJ,2018-11-11
1059,a0o6g00000DffYnAAJ,2019-11-11
1060,a0o6g00000DffYoAAJ,2018-11-11
1061,a0o6g00000DffYpAAJ,2019-11-11
1062,a0o6g00000DffYqAAJ,2018-11-11
1063,a0o6g00000DffYrAAJ,2019-11-11
1064,a0o6g00000DffYsAAJ,2018-11-11
1065,a0o6g00000DffYaAAJ,2018-11-11
1066,a0o6g00000DffYbAAJ,2018-11-11
1067,a0o6g00000DffYtAAJ,2018-11-11
1068,a0o6g00000DffYuAAJ,2018-12-04
1069,a0o6g00000DffYzAAJ,2018-11-08
1070,a0o6g00000DffZ0AAJ,2019-12-04
1071,a0o6g00000DffZ1AAJ,2018-12-07
1072,a0o6g00000Dg7faAAB,2021-04-05
1073,a0o6g00000Dg7fbAAB,2021-04-05
